 	a38	a82	a10	a82	a87	a23	a18	a83	a18	a38	a93	a44	a70	a83	a50	a96	a83	a70	a66	a0	a38	a54	a44	a57	a4	a57	a82	a87	a23	a87	a23	a97	</S>
j'	0.0859455	0.10144	0.0805856	0.0837225	0.0536474	0.0372354	0.0244647	0.0268815	0.0198315	0.020102	0.0192344	0.0157986	0.0151695	0.0113134	0.010478	0.0114002	0.0113676	0.00656482	0.00590204	0.0109816	0.0110193	0.0103551	0.0157853	0.0540673	0.0496378	0.0495559	0.0300881	0.0284539	0.0203087	0.0212363	0.0179334	0.0169312	0.0225615
ai	0.0357942	0.0565275	0.0794652	0.0651436	0.0578265	0.0781229	0.0657458	0.0560633	0.0586942	0.0403804	0.0358355	0.0336221	0.0319385	0.024705	0.022974	0.0171476	0.014051	0.00578297	0.0111271	0.0196423	0.0201662	0.0322425	0.015731	0.018919	0.0138909	0.00730634	0.00618996	0.00854506	0.00851216	0.0105654	0.0128581	0.0168233	0.0176606
abattu	0.0255912	0.0273425	0.0319548	0.0256806	0.0268523	0.0356328	0.0401948	0.0450466	0.0425132	0.0320996	0.0250408	0.0247613	0.0321222	0.0255328	0.0337972	0.0326467	0.0150305	0.019566	0.0349307	0.0443325	0.0342367	0.0395013	0.0219337	0.0380004	0.0207618	0.0199863	0.0300028	0.0255592	0.0296691	0.0439507	0.0200416	0.0384047	0.0172827
l'	0.0633047	0.0257742	0.0161372	0.0155258	0.0198609	0.0177602	0.0167233	0.0165259	0.0120217	0.00777925	0.00890607	0.0128304	0.0163911	0.0330591	0.0434094	0.0333773	0.0461744	0.0280056	0.0312646	0.0251282	0.038165	0.0450713	0.0634652	0.0502492	0.0750096	0.0432193	0.0282412	0.0224306	0.0207029	0.0349383	0.0285564	0.0278172	0.0321743
arbre	0.0533539	0.0376345	0.0504646	0.052802	0.0623573	0.0396164	0.0277478	0.0213027	0.0187958	0.0230978	0.0211641	0.0254491	0.0243026	0.0206255	0.0218896	0.0181781	0.0202462	0.0152729	0.0110155	0.0146958	0.0147046	0.0147619	0.0271062	0.0264927	0.0248673	0.0224732	0.0231201	0.0531813	0.0715046	0.034678	0.060829	0.02735	0.0189185
yanza	0.105694	0.0685029	0.0403628	0.031918	0.029234	0.0217267	0.0295482	0.0153913	0.0204411	0.0184999	0.0112394	0.0146601	0.0115159	0.0121169	0.0137116	0.00799968	0.0097683	0.00457696	0.00474132	0.00944381	0.0109178	0.0166868	0.0246492	0.0238365	0.021575	0.0225196	0.016746	0.0447482	0.0372252	0.0595137	0.0628214	0.0829085	0.0947588
dans	0.0964626	0.0737514	0.0487721	0.0293083	0.0261193	0.0157983	0.0127423	0.0114434	0.0157072	0.015334	0.0198213	0.0174353	0.0162545	0.0366527	0.0290499	0.0179679	0.0134502	0.00726102	0.00674936	0.0139174	0.0241274	0.022578	0.0306355	0.0329636	0.02287	0.020971	0.0293507	0.0293073	0.0473033	0.0439749	0.0523548	0.0464047	0.0731603
la	0.0625111	0.038075	0.0275379	0.0186897	0.0107025	0.00924813	0.00813088	0.00948989	0.0205969	0.0220951	0.0452989	0.0294705	0.0248082	0.0308591	0.0255413	0.0260012	0.013135	0.0126504	0.00931933	0.00762154	0.00991105	0.0158328	0.0356314	0.0361754	0.0304029	0.0424119	0.0363026	0.0375674	0.0725116	0.0491511	0.0687513	0.0494509	0.0641169
forêt	0.0391292	0.0297175	0.019155	0.0161385	0.0121398	0.0105599	0.00800203	0.00827036	0.0133936	0.00804782	0.0113534	0.0133331	0.0121423	0.0209944	0.029106	0.0281411	0.0231282	0.0274463	0.0311804	0.0237573	0.027727	0.0620438	0.0429161	0.0654265	0.0486731	0.0756202	0.0625777	0.0389889	0.060151	0.0322552	0.0418721	0.0274329	0.0291793
</S>	0.0332341	0.0106125	0.00408514	0.00289895	0.00151405	0.000914887	0.00103816	0.000764141	0.001665	0.00160939	0.00278046	0.00253438	0.00223843	0.00360648	0.00304058	0.00285745	0.00205435	0.00147613	0.00210847	0.00324475	0.00503337	0.00945785	0.0157571	0.0324988	0.0349718	0.0843927	0.104651	0.117737	0.118859	0.111681	0.0916222	0.101441	0.08762
