 	a23	a30	a90	a98	a92	a37	a47	a62	a83	a21	a62	a88	a71	a75	a47	a36	a2	a57	a87	a23	a97	a99	a50	a62	a21	a18	a75	a25	a56	a93	a70	a99	a62	a21	a41	a36	a2	a57	a87	a23	a87	</S>
il	0.0408418	0.0239132	0.0209811	0.0323165	0.0356884	0.0224372	0.0206286	0.0391831	0.0629915	0.0716444	0.0615186	0.0647114	0.0461205	0.0436087	0.0197177	0.037821	0.0210481	0.0231007	0.0193034	0.0164894	0.0167327	0.0170273	0.0153565	0.0117704	0.0104139	0.00481453	0.00258327	0.00158347	0.00136256	0.00170192	0.00180196	0.0040573	0.00867302	0.0110554	0.011995	0.0204294	0.0220197	0.0157761	0.019301	0.0281823	0.0146203	0.0346768
a	0.0030475	0.0054219	0.00879231	0.0156824	0.0215667	0.020519	0.0256694	0.0263976	0.0310834	0.0421809	0.0270146	0.0304691	0.0199741	0.0296432	0.0326425	0.0392321	0.0723219	0.0611118	0.0427753	0.0694141	0.0413953	0.0378704	0.0303537	0.0231618	0.0207578	0.0125765	0.00981784	0.00591363	0.00392758	0.00493967	0.00531169	0.00748246	0.0100643	0.0127654	0.0142633	0.0188894	0.0276973	0.0205185	0.0237237	0.0172124	0.0186492	0.00774854
une	0.00835566	0.00592438	0.00576492	0.00648916	0.0133555	0.0184424	0.0184006	0.032647	0.0241234	0.0247736	0.0161295	0.0252521	0.0151338	0.0204343	0.0251171	0.0411919	0.0486655	0.0503537	0.0395709	0.0645261	0.0498634	0.040667	0.032248	0.019381	0.0173438	0.00934575	0.0060981	0.00362712	0.00433094	0.00567933	0.0117304	0.0117768	0.0176917	0.0104223	0.0302708	0.0290722	0.0332347	0.0459949	0.0328302	0.0288124	0.0331811	0.0217464
barbe	0.0118095	0.00879676	0.00672362	0.00723923	0.00674341	0.0111257	0.00867899	0.0163971	0.0258381	0.0306831	0.0298924	0.0315503	0.0318994	0.017206	0.0461436	0.0436194	0.0450755	0.0297291	0.0117302	0.0205629	0.0272376	0.0148966	0.0248074	0.0489047	0.0510705	0.0598343	0.0694765	0.0326963	0.0486635	0.032972	0.0233145	0.0196589	0.028335	0.0229475	0.0154702	0.0112611	0.00516778	0.00515544	0.00537741	0.0039551	0.00281017	0.00454332
rare	0.0537596	0.0425304	0.0374418	0.022193	0.0159106	0.0188438	0.0102368	0.00814536	0.0174712	0.0284013	0.0366408	0.0331194	0.0258378	0.0232799	0.0292538	0.023309	0.0228648	0.0201957	0.0138754	0.0148571	0.0221969	0.0190725	0.0172373	0.0215833	0.0137412	0.0178475	0.0221504	0.00924452	0.0156448	0.0178001	0.0280023	0.0247608	0.0235993	0.0319887	0.0264235	0.0269467	0.0263772	0.0192769	0.0220162	0.0261614	0.0193275	0.0504334
elle	0.0310097	0.022691	0.0266247	0.0419388	0.0413928	0.0496673	0.0424627	0.0385586	0.0347816	0.0334767	0.0540462	0.0376605	0.0312781	0.0360187	0.0227977	0.022864	0.0192693	0.0120288	0.0149844	0.014858	0.0120383	0.0105464	0.00653921	0.00631161	0.00683031	0.00605408	0.0103599	0.00657571	0.011689	0.00969856	0.0146696	0.0131556	0.0161569	0.0207038	0.0241747	0.02791	0.0262183	0.0198322	0.0307081	0.0267632	0.0262655	0.0383895
ne	0.0714948	0.0512635	0.0370418	0.0465203	0.0243922	0.0162584	0.0179546	0.0193664	0.014935	0.0157109	0.0197319	0.0160951	0.0169954	0.0244433	0.0147283	0.0114877	0.00947691	0.0104618	0.00997161	0.00602116	0.00731207	0.00930435	0.00588929	0.00775052	0.0107299	0.0110466	0.0128547	0.0128258	0.0344547	0.0283793	0.0436145	0.0302994	0.0281202	0.0284148	0.0289403	0.0306451	0.0312185	0.0302209	0.0352438	0.0382657	0.0420937	0.0380249
pousse	0.022777	0.0170056	0.0197832	0.0202652	0.0173842	0.0385164	0.0505035	0.047336	0.0398551	0.0336608	0.0418306	0.0402922	0.0458566	0.043384	0.0468196	0.034586	0.0246722	0.0209491	0.0174463	0.0203278	0.0247757	0.0148031	0.0157075	0.0208648	0.0222877	0.0253158	0.0192488	0.0157156	0.0121894	0.010566	0.0145794	0.00958145	0.0134505	0.0151591	0.0129381	0.0108295	0.0129607	0.0113644	0.0170057	0.0168116	0.0157311	0.0248625
pas	0.0542876	0.0362034	0.0322583	0.0317148	0.0193423	0.012347	0.0156983	0.00954418	0.0112493	0.0117766	0.0189902	0.0189802	0.0235349	0.0210764	0.0255763	0.0255079	0.023357	0.0297933	0.0232713	0.0222446	0.0268616	0.0241621	0.0157567	0.0190199	0.0130011	0.0121929	0.0109703	0.00737703	0.00581565	0.00562838	0.0175686	0.015675	0.0208207	0.0307213	0.0332086	0.0384721	0.0344771	0.0210695	0.0406547	0.0451733	0.0319986	0.0626209
vite	0.0518871	0.0490791	0.0505529	0.0599986	0.0689151	0.0321716	0.0339045	0.0322457	0.0375999	0.0330318	0.0338485	0.0317752	0.028127	0.0313363	0.0183296	0.0191987	0.0185677	0.0220642	0.0213746	0.0166634	0.0190215	0.016777	0.00766283	0.0108565	0.00773823	0.00623015	0.00512226	0.00428445	0.0040266	0.00551778	0.00696302	0.00562217	0.00692255	0.0110602	0.0117922	0.0172683	0.013322	0.00820015	0.0187023	0.0306974	0.0323443	0.0591969
