 	a66	a87	a23	a53	a20	a47	a36	a37	a62	a21	a85	a47	a37	a47	a37	a75	a47	a36	a54	a47	a37	a79	a44	a4	a13	a53	a7	a84	a87	a23	a87	</S>
il	0.0309347	0.0562952	0.0507948	0.0501441	0.0504923	0.0464651	0.0466328	0.104881	0.0689265	0.0471139	0.0324838	0.0272478	0.0195339	0.029024	0.0191745	0.0188388	0.0129351	0.0175747	0.0165431	0.0262645	0.014262	0.0103796	0.0204772	0.022639	0.0293509	0.021475	0.0154029	0.018177	0.00816761	0.0121938	0.0128397	0.0423352
ne	0.00582849	0.00717859	0.00673877	0.0141843	0.0434509	0.0506645	0.0514726	0.0252122	0.0239491	0.015596	0.0253021	0.015132	0.017718	0.0170717	0.0130503	0.0166957	0.0223627	0.0199206	0.0170436	0.0296131	0.032711	0.0216834	0.0284108	0.0301173	0.0336178	0.0357289	0.0258124	0.0603758	0.0505835	0.077238	0.112166	0.0533696
mange	0.0132542	0.00740431	0.00592377	0.00459064	0.0042229	0.00556446	0.0213198	0.0385645	0.0542597	0.0401257	0.040787	0.0143511	0.00892782	0.0110927	0.00381984	0.00600377	0.0128412	0.00754074	0.0122535	0.00555485	0.00800507	0.00524509	0.00391201	0.00678274	0.0102299	0.00977941	0.014384	0.0407387	0.0823669	0.0779511	0.122298	0.299905
plus	0.224776	0.121002	0.0592166	0.0309699	0.0158137	0.0196154	0.0230725	0.0176088	0.0143674	0.0131943	0.00942048	0.00874462	0.0127142	0.00873102	0.0173159	0.0193327	0.00809116	0.0129491	0.00870354	0.0146647	0.0118583	0.0244047	0.0245527	0.0285616	0.0278526	0.019967	0.0263714	0.0215679	0.0287024	0.0358625	0.0193841	0.0706099
les	0.0520156	0.0312336	0.0216937	0.0175425	0.0144426	0.00800925	0.0102177	0.0188553	0.0260725	0.035697	0.0266943	0.0538167	0.0503618	0.0478716	0.0243785	0.0211734	0.0235457	0.0238712	0.0198535	0.0204246	0.0168075	0.0139683	0.0111425	0.0161507	0.041674	0.0286601	0.0499964	0.0306485	0.0705453	0.0410848	0.0338908	0.0976601
baguettes	0.066939	0.0354955	0.0209899	0.014734	0.0125458	0.0269655	0.0614386	0.0834361	0.0966404	0.072281	0.0439278	0.0487223	0.0331553	0.0321456	0.017617	0.0213306	0.0248085	0.022547	0.0247132	0.032734	0.0187427	0.0160238	0.0143937	0.0165016	0.0169845	0.0156693	0.0161758	0.0143774	0.021614	0.0220921	0.0108053	0.0234529
de	0.116874	0.0447799	0.0223389	0.023414	0.0136677	0.0152392	0.06008	0.0465369	0.0466656	0.0588916	0.0304091	0.0259839	0.0272096	0.0133461	0.0154285	0.021971	0.0269117	0.0107393	0.0330063	0.0205158	0.0260219	0.0263662	0.0320246	0.0233463	0.0546484	0.0279596	0.030084	0.0230013	0.0295713	0.025799	0.0172915	0.00987692
man	0.119943	0.0337459	0.010444	0.0101816	0.00400654	0.00497371	0.0196486	0.0161817	0.0127709	0.0293353	0.0168735	0.0210467	0.0258277	0.00738551	0.0099957	0.0201457	0.0286599	0.0142794	0.0397851	0.0392651	0.0334697	0.0294866	0.0762755	0.0492724	0.0807407	0.0329545	0.024726	0.0507676	0.0317906	0.0416687	0.0447308	0.0196212
ioc	0.0857724	0.0559365	0.0252663	0.015009	0.00493925	0.00610333	0.013967	0.0102177	0.0105785	0.0132549	0.0154324	0.0153541	0.015467	0.00416373	0.00485147	0.0149611	0.0248975	0.0154554	0.0259631	0.0157295	0.0125024	0.013909	0.0234499	0.00961459	0.0280165	0.00856225	0.0158469	0.0298412	0.0301894	0.0528305	0.109248	0.272669
à	0.0516386	0.0411359	0.0293562	0.0148948	0.00713934	0.00877802	0.0117088	0.0101431	0.01404	0.0141257	0.0257127	0.0311221	0.0310966	0.0112626	0.00948255	0.0181421	0.0309015	0.0230673	0.0325544	0.0169878	0.0268294	0.0229536	0.025454	0.0128641	0.0379304	0.00977072	0.0172792	0.036033	0.0335409	0.0780849	0.0796895	0.18628
