 	a23	a85	a87	a23	a97	a40	a73	a26	a20	a30	a44	a26	a20	a69	a4	a57	a53	a90	a32	a90	a57	a3	a87	a23	a38	a20	a0	a24	a18	a9	a10	a20	a73	a35	a94	a69	a58	a82	a58	a53	a4	a57	a3	a87	</S>
tu	0.0334201	0.0507161	0.0350609	0.0159004	0.0170452	0.053494	0.0370577	0.0640937	0.0276683	0.058687	0.0757895	0.0922356	0.0586637	0.0315782	0.0240777	0.0300798	0.0179423	0.0134186	0.0200364	0.0296833	0.0127295	0.0116382	0.0105939	0.011418	0.00857142	0.00844587	0.00627627	0.00824301	0.00436713	0.00507915	0.00545986	0.00316785	0.00511203	0.00507514	0.00185715	0.00620767	0.0144362	0.0167818	0.00936939	0.00890706	0.0131693	0.0105073	0.00780065	0.0080715	0.0100661
peux	0.00455499	0.00528955	0.0047234	0.00611932	0.00958659	0.0120799	0.0117666	0.00925871	0.0115782	0.0144606	0.0209974	0.0169802	0.0123235	0.0331019	0.0364765	0.0208143	0.0629885	0.0772799	0.0140008	0.0330148	0.0195473	0.0131639	0.0126625	0.029356	0.0246533	0.0144593	0.0126638	0.0142155	0.00973126	0.0117359	0.0119173	0.0142943	0.0198689	0.0202852	0.0244393	0.0195959	0.0289881	0.0338681	0.0281284	0.0339284	0.0360711	0.0315887	0.045889	0.0400775	0.0314754
partir	0.0163914	0.0105351	0.00877151	0.0111173	0.012556	0.0113117	0.0134914	0.00892164	0.00627547	0.00508456	0.0126	0.00695566	0.00665201	0.00763127	0.0173968	0.00838461	0.0085625	0.0106352	0.00886214	0.01865	0.00734987	0.00774971	0.0080582	0.00778334	0.00507657	0.00479712	0.00420652	0.00491597	0.00343683	0.00749915	0.008621	0.0107738	0.0187824	0.019725	0.0225251	0.0333223	0.0378585	0.0390115	0.0475985	0.0711613	0.0862502	0.0844695	0.0837008	0.0718457	0.0926948
devant	0.0160384	0.020501	0.0127816	0.0102905	0.0103406	0.0148222	0.0132694	0.0101671	0.0115848	0.0166484	0.0116309	0.0189652	0.0153509	0.0176389	0.0143871	0.015376	0.0144654	0.0126032	0.0147485	0.0169722	0.0146632	0.0133741	0.0143655	0.0231704	0.0136285	0.0113918	0.011646	0.0108614	0.0312828	0.0367435	0.0789164	0.0603801	0.0657488	0.0520668	0.0287967	0.0496922	0.0422753	0.0192978	0.0249766	0.0166512	0.00954458	0.0121386	0.0126842	0.0168693	0.0402518
je	0.0116265	0.0122911	0.00974686	0.0051232	0.00785715	0.00662737	0.00501896	0.00478911	0.00847306	0.0055524	0.00305268	0.00391299	0.00612996	0.00433456	0.00465348	0.00402771	0.00332948	0.00340278	0.0037951	0.00350438	0.00354535	0.00560493	0.00667588	0.00905089	0.00767057	0.00802967	0.0131892	0.0118164	0.0589333	0.0652809	0.108557	0.108986	0.0704671	0.0387168	0.0297161	0.0412291	0.0428032	0.0302906	0.0282578	0.029712	0.0354308	0.0332955	0.0286165	0.0296508	0.0372249
t'	0.0198462	0.0127438	0.0111398	0.00963551	0.0120447	0.00741129	0.0135083	0.00784126	0.0308024	0.0196193	0.00755696	0.00793288	0.0183453	0.0106326	0.0113876	0.00956605	0.00595711	0.00777081	0.00502883	0.00348719	0.00705223	0.0120108	0.0117257	0.0152476	0.011571	0.0130202	0.0235527	0.0266722	0.0382391	0.0384945	0.0480879	0.0547081	0.0492755	0.0241587	0.0243112	0.0484391	0.0323926	0.0250732	0.0253219	0.02521	0.03781	0.04755	0.0402846	0.04069	0.0468433
atteindrai	0.0117591	0.0112147	0.0109089	0.0118507	0.0124145	0.0124169	0.0146346	0.0112171	0.0103585	0.00761481	0.00739003	0.00611177	0.0115607	0.0105776	0.0121501	0.0172409	0.0110234	0.0146191	0.0151014	0.0162308	0.011853	0.0270168	0.0241811	0.0322652	0.0333832	0.0309656	0.0500319	0.0504135	0.0706375	0.0548189	0.0713457	0.0900942	0.0603716	0.0165017	0.00856525	0.0175975	0.0139524	0.00890899	0.00795132	0.00856562	0.0125309	0.0135987	0.0128073	0.0148338	0.0204129
en	0.0739318	0.0400628	0.0332684	0.0375913	0.0422034	0.0169241	0.0152597	0.0195641	0.0088597	0.00870569	0.0113779	0.00701866	0.00766932	0.0101487	0.0213734	0.0130942	0.00828556	0.0134843	0.0175107	0.00519098	0.007863	0.0155536	0.0108772	0.00943568	0.0125062	0.0134399	0.0182593	0.0208461	0.0169719	0.0327114	0.0172594	0.0176397	0.022968	0.0192025	0.0184349	0.0302643	0.0272599	0.0323778	0.0305131	0.0221392	0.0302957	0.0310254	0.0468361	0.0373438	0.0464512
route	0.0220789	0.0110857	0.0102651	0.0105211	0.0147325	0.00612714	0.00598054	0.00869138	0.00485196	0.0044101	0.00804081	0.00950891	0.00865467	0.00625974	0.010223	0.0138272	0.00789934	0.00989322	0.0102186	0.00653769	0.00869951	0.0234109	0.0162024	0.0220137	0.0237758	0.0293161	0.0460362	0.0574494	0.0518538	0.0526038	0.0430909	0.027594	0.0318811	0.0336468	0.0418658	0.0442403	0.0370703	0.0450332	0.0296319	0.0139072	0.0234835	0.0199593	0.0307349	0.0216047	0.0350869
</S>	0.0346929	0.0251642	0.0276332	0.0232441	0.0225379	0.0140612	0.00696697	0.0154496	0.00642624	0.00494936	0.0115966	0.00704342	0.00745711	0.00696061	0.0139418	0.0152853	0.00673177	0.00921986	0.00836104	0.00464982	0.00763134	0.00905787	0.00604124	0.0058633	0.00749472	0.00874213	0.00917847	0.0127723	0.0150001	0.0286945	0.0185457	0.0115998	0.0210864	0.0197462	0.0158163	0.0332157	0.03142	0.0466223	0.0576057	0.0326597	0.0630402	0.0625477	0.0729712	0.0520135	0.0782604
