 	a23	a97	a38	a20	a73	a56	a41	a37	a61	a32	a25	a38	a76	a94	a24	a32	a71	a0	a31	a98	a61	a41	a26	a57	a10	a87	a40	a73	a84	a24	a43	a75	a41	a2	a11	a75	a73	a26	a94	a90	a62	a43	a75	a73	a84	a57	a87	</S>
ils	0.0220943	0.0425953	0.0249795	0.0649272	0.114863	0.101814	0.0503887	0.0422215	0.0615231	0.0291424	0.0193362	0.0166913	0.011303	0.0077191	0.00872002	0.00468553	0.0052738	0.00642593	0.00779221	0.0055683	0.00494949	0.00497149	0.00670779	0.00603103	0.0055771	0.0079563	0.011511	0.00937959	0.00929396	0.00788593	0.00730232	0.0131724	0.0132315	0.0102172	0.0109621	0.0100602	0.0156851	0.0150823	0.0254532	0.0362521	0.0116634	0.0178074	0.0203952	0.0168604	0.0138352	0.014266	0.00743282	0.0179934
ont	0.00744529	0.00633602	0.0147406	0.0110122	0.0186411	0.0353456	0.0702315	0.0286287	0.0632558	0.0500243	0.0380792	0.0546758	0.0238294	0.0216644	0.0209964	0.0195246	0.0178074	0.0165088	0.0172977	0.017519	0.0208713	0.030108	0.0121789	0.011944	0.00629025	0.0137341	0.00944023	0.0090143	0.0177461	0.0219287	0.0148783	0.0230691	0.0268873	0.0196485	0.0147118	0.0228995	0.024813	0.0214895	0.0248677	0.0212308	0.011528	0.00774234	0.00820713	0.00874838	0.0107082	0.0112218	0.0111002	0.00942887
marché	0.0296052	0.0168343	0.0147709	0.0150629	0.012165	0.0115807	0.0221823	0.0302465	0.0282104	0.0354661	0.0209875	0.0183219	0.0127183	0.0125982	0.00829816	0.0123139	0.00739541	0.00575206	0.00435648	0.00526711	0.00414299	0.00603046	0.00437744	0.0073782	0.0119766	0.0117671	0.00867764	0.00793596	0.00842993	0.0102089	0.0113273	0.00933565	0.0192198	0.0127339	0.0201093	0.015661	0.0124497	0.023577	0.0245597	0.0389438	0.0689985	0.0556281	0.0656621	0.063023	0.0440254	0.0406937	0.0427996	0.0261937
toute	0.0144	0.014955	0.0152242	0.0161432	0.018692	0.013864	0.0274377	0.0288486	0.046762	0.0767317	0.024137	0.0467396	0.0338078	0.0228209	0.0279437	0.0257723	0.0208513	0.0324839	0.0326642	0.0347219	0.0402243	0.0313008	0.0291572	0.0315922	0.0183732	0.0197099	0.0186918	0.0172637	0.0173861	0.0180795	0.0245448	0.0153196	0.0177217	0.0167994	0.020473	0.0160672	0.0155466	0.00949057	0.007185	0.00671144	0.00671832	0.00534895	0.00345564	0.0033174	0.00380741	0.00367448	0.00364577	0.00339307
la	0.0101878	0.0127155	0.011594	0.0145809	0.0208088	0.0207467	0.0313564	0.0362257	0.0408431	0.0471016	0.0228304	0.0274473	0.026593	0.0236673	0.0276357	0.0270713	0.0221421	0.0263386	0.0312532	0.0293456	0.0298826	0.0264757	0.0192446	0.0272044	0.013391	0.0161713	0.0173373	0.0147764	0.0215928	0.0136625	0.019707	0.0149608	0.018513	0.0200826	0.0238838	0.0219204	0.0169296	0.0207471	0.0199646	0.0147147	0.0165036	0.0134839	0.0151421	0.0113522	0.00952802	0.0101044	0.00947286	0.0127657
nuit	0.0130613	0.0100113	0.0115766	0.0142342	0.0310112	0.0345607	0.0666179	0.0529638	0.0548278	0.063862	0.0422642	0.0356866	0.0395922	0.0260966	0.0250078	0.0156021	0.0131181	0.0236887	0.0271056	0.0221298	0.0428247	0.0315159	0.0189359	0.0433071	0.0106466	0.0189151	0.0215632	0.0128547	0.0187004	0.00863922	0.0163596	0.0236404	0.0152245	0.00837264	0.0160043	0.012506	0.00991355	0.00883763	0.00588386	0.00266661	0.00204137	0.00172792	0.00227126	0.00324906	0.00468758	0.00612569	0.00348257	0.00608417
et	0.0848688	0.086776	0.0688256	0.0417375	0.0228643	0.0138244	0.0164614	0.0316272	0.0235861	0.0111539	0.015556	0.0131524	0.0108283	0.00691019	0.00999689	0.0073778	0.00624411	0.0123904	0.0168396	0.0268743	0.0278257	0.0315945	0.0365155	0.0375464	0.0178941	0.0233067	0.0292621	0.0184511	0.0195275	0.01917	0.0181816	0.0441055	0.0151092	0.0108238	0.00514126	0.00659847	0.00592917	0.00613102	0.00579823	0.00620068	0.00331657	0.00491214	0.00372763	0.00849609	0.0134522	0.0119526	0.0118517	0.0292834
son	0.0438607	0.0256137	0.0161119	0.0091279	0.00518228	0.00351974	0.00655503	0.009785	0.0180545	0.014014	0.0165057	0.0201295	0.0136275	0.013813	0.0105559	0.0123256	0.013655	0.0250382	0.0192205	0.0222845	0.0302354	0.0218434	0.0299994	0.0319397	0.0258138	0.0352846	0.032864	0.0308912	0.0249368	0.0201221	0.0211855	0.0369737	0.0369502	0.0159541	0.019566	0.0152265	0.0128893	0.0109393	0.00959121	0.0187718	0.0216076	0.015863	0.0248029	0.0317912	0.0306768	0.0226481	0.0222557	0.0293965
arrivés	0.0257639	0.023259	0.0192254	0.0194769	0.00965445	0.00695623	0.00929533	0.0176069	0.0314043	0.0146531	0.0125129	0.0157085	0.0155487	0.0154748	0.019038	0.0253177	0.0212704	0.0376483	0.0484188	0.0386951	0.0345407	0.0328193	0.0292773	0.0365161	0.018188	0.0187522	0.0201061	0.0182318	0.016569	0.0125293	0.0174986	0.0203505	0.0157315	0.0163731	0.0300605	0.0283592	0.027921	0.0231625	0.0202173	0.0130578	0.0153184	0.00884992	0.0118057	0.0149088	0.0156494	0.0142804	0.0125719	0.0294251
à	0.0421754	0.0145826	0.0087165	0.00611647	0.00382778	0.00253837	0.00346702	0.00648931	0.0100639	0.0123902	0.00673013	0.00993806	0.00769941	0.00954175	0.00867024	0.00859897	0.00932592	0.0136894	0.011508	0.014776	0.023046	0.0152192	0.0188776	0.0211124	0.023159	0.0168103	0.0156756	0.0138237	0.0142956	0.0109089	0.00688342	0.0135454	0.0137075	0.0103381	0.0156172	0.0114434	0.0136264	0.0162545	0.0303426	0.0336224	0.0252699	0.0513391	0.0668461	0.0631299	0.0737405	0.0790263	0.0577131	0.0337804
l'	0.0250204	0.0117649	0.0107935	0.00655996	0.00325092	0.00145659	0.00228859	0.00329269	0.00469019	0.00622078	0.00359911	0.00854491	0.00746195	0.00861659	0.00806311	0.0130902	0.0119773	0.0145103	0.0165646	0.0247468	0.0466492	0.0364686	0.0290019	0.0532371	0.0251472	0.0233259	0.0293186	0.0170195	0.0241822	0.0151116	0.0136303	0.0144918	0.0172784	0.018829	0.0351743	0.0285527	0.0256802	0.0230255	0.0262385	0.0300784	0.0321695	0.0299055	0.0339411	0.026536	0.0306914	0.03327	0.037491	0.051041
aube	0.020271	0.0131961	0.0114906	0.0100909	0.00634799	0.00552201	0.0100149	0.00935602	0.0232642	0.0183392	0.00707127	0.0105954	0.00798038	0.010809	0.0111784	0.0206845	0.0248939	0.0215925	0.0251211	0.0399383	0.0457983	0.0447238	0.0317658	0.0409378	0.0284307	0.0207699	0.0190581	0.0129563	0.0132056	0.0097075	0.0112348	0.0149107	0.0106351	0.0116511	0.0242112	0.0199111	0.0332115	0.0199733	0.0352998	0.0229299	0.0194414	0.0262693	0.0296968	0.0242295	0.0283753	0.031779	0.0247412	0.0363874
</S>	0.051805	0.0200643	0.0130524	0.00619517	0.0077484	0.00458128	0.00688543	0.0118313	0.0136463	0.00789252	0.00862451	0.00968802	0.00951466	0.0109992	0.0110823	0.0129947	0.0107424	0.0121801	0.0116516	0.0135169	0.012567	0.0111758	0.0147222	0.0117692	0.0160063	0.0130083	0.018834	0.0166998	0.0188376	0.0163551	0.00900238	0.0109298	0.0124073	0.00965583	0.0271419	0.0185338	0.0129381	0.0194557	0.0283238	0.0492593	0.0302759	0.0489522	0.0579981	0.0427752	0.0574326	0.0556446	0.0518328	0.0527693
