 	a66	a87	a23	a83	a88	a31	a47	a62	a21	a75	a5	a12	a56	a98	a92	a12	a18	a71	a9	a99	a87	a23	a10	a24	a83	a62	a5	a85	a6	a0	a21	a5	a36	a5	a37	a27	a82	a87	a23	a87	</S>
vous	0.0503788	0.0519899	0.0549738	0.050796	0.0384139	0.0389524	0.0470014	0.0329712	0.0244653	0.0193237	0.016058	0.016441	0.0187738	0.0122514	0.016694	0.0138234	0.0120555	0.00945502	0.00890279	0.010976	0.00851731	0.00660747	0.00592309	0.0113301	0.0152789	0.0163564	0.0219886	0.0149323	0.0185146	0.021075	0.0132669	0.0282071	0.0279251	0.0243985	0.0267866	0.0290724	0.0133169	0.0259791	0.01925	0.0372846	0.0692917
le	0.0247361	0.0207047	0.0399474	0.0285848	0.0253108	0.0228504	0.0271949	0.024086	0.0302404	0.0269485	0.0633021	0.0367856	0.0679142	0.0438741	0.0470846	0.0466759	0.0480925	0.0432999	0.0432946	0.0213385	0.0144316	0.00844305	0.00993779	0.00742129	0.00640831	0.00620888	0.00332673	0.00618331	0.00373043	0.00476514	0.0059617	0.00966462	0.0099033	0.0134008	0.0111405	0.0177723	0.0367266	0.0143744	0.033162	0.0215641	0.0232073
savez	0.0162936	0.00727197	0.00603434	0.0067422	0.00456894	0.00738638	0.00813129	0.0223169	0.041687	0.0235205	0.0558625	0.0434191	0.0313924	0.0364011	0.0551019	0.0287038	0.0427882	0.0239492	0.0193183	0.0251567	0.0128742	0.00804441	0.00884164	0.00838348	0.00899492	0.0085912	0.00979181	0.0115072	0.00976518	0.00934977	0.0140149	0.0231111	0.0309034	0.0415414	0.0311171	0.0433811	0.0419083	0.0453537	0.0426685	0.0594817	0.0243289
vous-mêmes	0.0694603	0.0259745	0.0257173	0.0155093	0.0224606	0.015542	0.00900771	0.0102004	0.010253	0.00815101	0.00802803	0.0142423	0.00911503	0.0210111	0.0319553	0.0270276	0.0670218	0.0850881	0.0719413	0.0499836	0.0455878	0.0206062	0.021958	0.029596	0.0204212	0.0137319	0.0183362	0.0130956	0.0180636	0.022993	0.0160569	0.0195029	0.0126059	0.0235088	0.0118339	0.0173601	0.015781	0.0145655	0.0110577	0.0111864	0.0244612
que	0.0846702	0.0281181	0.0181673	0.012774	0.0158676	0.0111746	0.00606531	0.0113081	0.00861008	0.00913779	0.00617641	0.0111872	0.00692394	0.0140543	0.0214929	0.023581	0.0389431	0.0425434	0.0386693	0.0354857	0.0386388	0.0298155	0.0196798	0.0367342	0.0331382	0.0249973	0.0232562	0.0248701	0.0194732	0.0261382	0.0214102	0.0384083	0.0181063	0.0256137	0.0185348	0.0397418	0.0187985	0.029042	0.0134372	0.0252665	0.0299489
le	0.0485797	0.0316862	0.0242862	0.0158687	0.0151244	0.0167442	0.0103311	0.0173125	0.0122144	0.0137761	0.0140333	0.0147237	0.0143587	0.0201343	0.0194917	0.0244359	0.0272007	0.0360098	0.0427329	0.0427849	0.0306054	0.0317429	0.030599	0.0339725	0.0336327	0.0302496	0.021323	0.0268057	0.0159999	0.0167495	0.0169749	0.0269384	0.0237995	0.0312159	0.0275904	0.0421987	0.0242647	0.0183047	0.013826	0.0184631	0.0229142
sida	0.0372522	0.015215	0.0137933	0.00620802	0.00490149	0.00573967	0.00548563	0.0136018	0.015027	0.0147543	0.0180867	0.0192912	0.0173519	0.0295527	0.0359762	0.0400754	0.0549808	0.0525113	0.062413	0.06209	0.0358618	0.0346901	0.0279268	0.0308934	0.034231	0.0244239	0.01933	0.0211802	0.0138949	0.019363	0.0177846	0.0361589	0.0211338	0.0191971	0.0213763	0.0241963	0.0167231	0.0155495	0.0112342	0.016626	0.0139174
décime	0.052131	0.0348606	0.0350884	0.0195263	0.0203293	0.0142878	0.0159405	0.0153564	0.0186358	0.0190542	0.0206347	0.0245539	0.0219927	0.0293063	0.0283047	0.0269867	0.0308537	0.0206077	0.0296104	0.0360607	0.0295348	0.0291617	0.0333253	0.0343896	0.0314234	0.0265329	0.0178405	0.01976	0.0183484	0.0209513	0.0178377	0.0279657	0.016176	0.0191898	0.0176134	0.0211992	0.0190363	0.0143143	0.0167956	0.0250992	0.0293833
les	0.0394942	0.0273923	0.024581	0.0129011	0.0138724	0.011197	0.0105655	0.011968	0.0153875	0.0165435	0.0224581	0.0196584	0.0186934	0.0199183	0.0174666	0.0198423	0.0171208	0.0162128	0.0147445	0.0159989	0.0158363	0.0103291	0.0188246	0.026896	0.0262718	0.0196745	0.0240521	0.0202811	0.0314076	0.0292099	0.0265147	0.0336832	0.0273009	0.0394889	0.039636	0.0328573	0.0323703	0.0304037	0.0327775	0.0493423	0.0668257
populations	0.0377553	0.0221895	0.0135343	0.0110557	0.0121494	0.0113308	0.00950468	0.0134793	0.0123006	0.0138167	0.0133812	0.0133535	0.0165517	0.0208076	0.0200611	0.0189564	0.0166381	0.0168457	0.0163296	0.0172802	0.0134588	0.0118579	0.020191	0.0275616	0.0303678	0.0288336	0.0367808	0.0340356	0.0382496	0.0339097	0.0377785	0.044505	0.0384898	0.0326304	0.0365642	0.0347033	0.0336573	0.0356692	0.0362581	0.0392119	0.0279647
</S>	0.0172795	0.00859092	0.00438328	0.00498348	0.00331321	0.00408671	0.00433444	0.00567974	0.00566396	0.00442607	0.00721442	0.00801345	0.0093364	0.00830494	0.0171274	0.0121071	0.0224238	0.0217386	0.0184528	0.0136282	0.0129261	0.00566447	0.00722773	0.0127327	0.0144323	0.0163554	0.0297564	0.0329819	0.0440696	0.0489704	0.0651284	0.0824584	0.065298	0.0548667	0.0489978	0.0508453	0.0589376	0.0499509	0.0318706	0.0569858	0.00845518
