 	a87	a23	a99	a61	a41	a6	a98	a85	a6	a56	a75	a21	a75	a93	a70	a11	a93	a56	a75	a47	a34	a90	a15	a79	a54	a47	a7	a26	a57	a87	a23	a87	</S>
appelle	0.0268278	0.0232511	0.0215291	0.0217676	0.0304541	0.0263185	0.0281893	0.0401514	0.0242326	0.0299189	0.0265702	0.0420946	0.0439686	0.0613253	0.032785	0.0470724	0.053201	0.0560059	0.0589108	0.0423978	0.0256982	0.0200948	0.0170643	0.0145572	0.0109203	0.0196411	0.0175548	0.0175197	0.0175593	0.0216027	0.0249479	0.0207393	0.0351284
ta	0.0376329	0.0501784	0.0641508	0.116425	0.135599	0.0974445	0.0821446	0.0338555	0.035656	0.0232698	0.0313644	0.0139104	0.00995691	0.00896658	0.0155079	0.00710244	0.0110048	0.00643254	0.0151892	0.00763156	0.010172	0.0196194	0.0153986	0.0323613	0.022321	0.0166474	0.0106218	0.0110908	0.0122065	0.0103494	0.0109957	0.0115953	0.0131976
femme	0.0381498	0.0239292	0.0261717	0.0383263	0.0565431	0.0520792	0.0427987	0.0290362	0.0277507	0.0359315	0.0363401	0.0284811	0.0186654	0.0124628	0.00552432	0.0083539	0.00745934	0.014189	0.00684237	0.0128717	0.0128304	0.0132465	0.010378	0.0104067	0.0195434	0.0236805	0.0361654	0.0417156	0.0688647	0.0611909	0.051026	0.0710275	0.0580176
qu'	0.0697028	0.0478595	0.0364816	0.0393986	0.0419702	0.0526142	0.0628048	0.0443453	0.0453991	0.0402231	0.0373326	0.0433427	0.0274812	0.0208638	0.0203701	0.0191115	0.0209831	0.0137441	0.00945676	0.0115064	0.0168545	0.00971113	0.0110779	0.0116904	0.0175292	0.0173792	0.0295154	0.030846	0.0287229	0.0322445	0.0270824	0.0257586	0.0365964
elle	0.0655192	0.0324595	0.0378968	0.0339169	0.0419383	0.0309464	0.0286523	0.0205644	0.0157887	0.0342949	0.0173855	0.0164473	0.0318447	0.0495599	0.0334331	0.0390255	0.0401831	0.0340441	0.0387316	0.0408196	0.0351372	0.041427	0.0219622	0.0174149	0.0238992	0.0186312	0.0197995	0.0202895	0.0246093	0.0232945	0.018648	0.023935	0.0275006
vienne	0.0689767	0.0296718	0.0300904	0.028921	0.0268027	0.02344	0.0229705	0.0173118	0.0189322	0.0240589	0.0195734	0.0234887	0.0200663	0.0248207	0.0111944	0.0144343	0.0156191	0.0203721	0.0321676	0.0436029	0.0481344	0.0775978	0.0463204	0.03757	0.0544341	0.0507232	0.0368136	0.0297291	0.01993	0.022598	0.0179146	0.0189658	0.0227536
ramasser	0.0906442	0.0402238	0.0342764	0.0282538	0.0196697	0.016104	0.0146119	0.00897519	0.012379	0.0171805	0.0136156	0.0118077	0.0153673	0.017318	0.0143266	0.0208788	0.0300953	0.0257481	0.0312573	0.0413348	0.0441292	0.0466609	0.0587635	0.0447018	0.0533909	0.0451798	0.0377216	0.0265601	0.0269093	0.0279588	0.0207395	0.0251586	0.0380579
les	0.0570875	0.0334649	0.0306484	0.0250142	0.0241811	0.0205133	0.0183915	0.0139686	0.0161833	0.0196326	0.0163161	0.0141876	0.0146112	0.0190732	0.0121642	0.0144754	0.0169579	0.0185886	0.0165399	0.0287885	0.0301876	0.0302328	0.0521149	0.048559	0.0653933	0.0321435	0.059875	0.0479941	0.0526427	0.0398524	0.0311094	0.0489926	0.030115
vomissures	0.0720168	0.0314117	0.0182403	0.0146954	0.0164956	0.015087	0.011517	0.00804792	0.00852196	0.0127328	0.00607098	0.00663985	0.00851812	0.00860771	0.00673079	0.00923269	0.013825	0.0205888	0.0193618	0.0264422	0.0190123	0.0211602	0.0276653	0.0304923	0.0479458	0.0511569	0.0760218	0.078124	0.0569457	0.0657986	0.0594869	0.0722039	0.0592016
de	0.068813	0.0310972	0.0279586	0.0241994	0.0316969	0.0277171	0.0234821	0.0169877	0.0159118	0.0266967	0.0140768	0.0220316	0.0194277	0.0187958	0.0141142	0.0144653	0.0204972	0.018279	0.0157373	0.0180045	0.0129975	0.0201117	0.0215553	0.03584	0.0317761	0.0490083	0.0385604	0.0454728	0.0472611	0.0431055	0.0406878	0.0521977	0.0914358
votre	0.0951699	0.0407822	0.0293705	0.0171465	0.0160502	0.00991882	0.00510169	0.004638	0.00415395	0.00712094	0.00427683	0.00630922	0.00603598	0.00988609	0.0078775	0.00978176	0.0165819	0.022812	0.0232719	0.0272997	0.0171546	0.0274252	0.0373126	0.0469817	0.0430632	0.0413152	0.0599318	0.0496964	0.0576324	0.0539944	0.0515205	0.0726221	0.0777643
enfant	0.0391829	0.0158807	0.0128291	0.00784421	0.00781285	0.00766767	0.00620815	0.00486381	0.00556661	0.0072255	0.00659679	0.0076789	0.00636231	0.0104955	0.00817987	0.00849683	0.0117696	0.0201944	0.0134036	0.0200227	0.0129249	0.0206902	0.0270677	0.0502229	0.0380685	0.0688043	0.0574143	0.0625	0.0589781	0.0625943	0.0714543	0.0767714	0.164227
</S>	0.0374331	0.0223442	0.0134717	0.0108708	0.00974715	0.00679244	0.00407719	0.00460925	0.00364919	0.00537174	0.00297916	0.00420096	0.00591389	0.00708457	0.0068719	0.00960558	0.015039	0.0301933	0.0223627	0.0276062	0.016888	0.0171605	0.0325812	0.0346598	0.0389274	0.0572754	0.0668672	0.073979	0.0739181	0.077671	0.0849784	0.0819875	0.0928825
