 	a87	a3	a10	a97	a83	a34	a56	a93	a70	a61	a75	a25	a69	a84	a38	a12	a47	a31	a21	a96	a90	a25	a44	a84	a38	a25	a96	a61	a75	a66	a75	a85	a61	a66	a57	a87	a23	a99	a97	a87	</S>
ta	0.0502132	0.057899	0.0414638	0.0267503	0.0222303	0.055068	0.051877	0.0377445	0.0371527	0.0220346	0.0247228	0.0245212	0.0193921	0.0227921	0.0158114	0.02799	0.0303214	0.032645	0.0318354	0.0248805	0.0186454	0.0115765	0.00995104	0.0082222	0.00845782	0.00729955	0.0142596	0.014597	0.0191299	0.0209221	0.0208991	0.0135255	0.0258956	0.0166339	0.0126694	0.0117945	0.0117185	0.0113506	0.018361	0.014722	0.0520233
vie	0.00827485	0.0202958	0.025661	0.101655	0.0752828	0.165815	0.0760607	0.0795502	0.0203706	0.0155711	0.0125871	0.0211928	0.0172779	0.0249276	0.016485	0.0361987	0.0219545	0.025896	0.0181167	0.0315348	0.0306399	0.0232767	0.0207006	0.0201894	0.0125553	0.0090832	0.0133744	0.00932845	0.00679458	0.00514067	0.00446135	0.00325643	0.00555609	0.00400025	0.00273769	0.00208663	0.00113235	0.00174966	0.0031144	0.00349278	0.00262036
était	0.0259055	0.0346196	0.045674	0.0478779	0.0361535	0.034181	0.0227389	0.0361129	0.0316109	0.0310606	0.0370875	0.0317204	0.0337951	0.0369837	0.0299078	0.0336693	0.0409997	0.0441724	0.0299276	0.0411965	0.0388712	0.0283223	0.0256382	0.0226835	0.0273781	0.0152453	0.00875499	0.00556343	0.00507893	0.00396512	0.00523712	0.00723736	0.00655181	0.00503349	0.0058157	0.00971839	0.00534908	0.0149933	0.0159241	0.0325008	0.00474308
en	0.0131026	0.00560779	0.0039877	0.00617273	0.00581014	0.005028	0.00351979	0.00410196	0.00529364	0.00635052	0.0113562	0.0125394	0.0222315	0.0245219	0.025683	0.0268461	0.0464603	0.0406115	0.0527807	0.0858132	0.0857808	0.0969632	0.0636059	0.0899822	0.0467224	0.038655	0.019638	0.0261212	0.0165177	0.00978631	0.0149268	0.0107884	0.0129606	0.0116139	0.00825996	0.00829387	0.00720658	0.00731013	0.00580266	0.00443109	0.00681453
péril	0.0153939	0.0122436	0.012648	0.0152996	0.0225544	0.0140386	0.0135156	0.0122302	0.00892371	0.0149836	0.0091296	0.0102855	0.0120424	0.0145982	0.0110698	0.00926235	0.0233299	0.024355	0.0297716	0.0279208	0.0365268	0.0523166	0.0767108	0.0708436	0.0838036	0.0652828	0.024508	0.0209263	0.0136255	0.0131932	0.0144997	0.0201966	0.0223499	0.0205616	0.0219988	0.0263212	0.0305098	0.0304319	0.0196749	0.0116041	0.0105177
lorsque	0.0339592	0.022889	0.0224614	0.0164347	0.0192665	0.0108043	0.0101319	0.0136765	0.0158144	0.0276349	0.0106553	0.0107798	0.0130461	0.013815	0.0143373	0.0193116	0.0196652	0.0193178	0.010345	0.0119236	0.0108131	0.00574146	0.00693079	0.00459962	0.00634662	0.00680654	0.0116876	0.0119471	0.0145016	0.0180922	0.0191306	0.0329454	0.0275975	0.0452031	0.0307101	0.0370837	0.0467909	0.0469256	0.0942631	0.0721771	0.113437
la	0.0259575	0.0134911	0.012246	0.00977899	0.0106655	0.00805387	0.00968453	0.0103904	0.0225095	0.0183011	0.0119805	0.0126907	0.0123255	0.0131339	0.030678	0.0410755	0.0456035	0.0442962	0.0368231	0.0371755	0.0290108	0.0366132	0.0221928	0.014898	0.00971671	0.00464679	0.00797982	0.0100525	0.0153386	0.0129792	0.0124831	0.032306	0.0144114	0.0269137	0.0291948	0.0463332	0.0390171	0.0529068	0.0584374	0.0498551	0.0478519
voiture	0.0255024	0.00967825	0.0100953	0.00643378	0.00691009	0.00899649	0.0120918	0.0126752	0.0170444	0.0145524	0.0103024	0.0100577	0.0117863	0.016927	0.0263729	0.029184	0.0648231	0.0430435	0.0291639	0.0247353	0.0239319	0.0469762	0.0444782	0.0285703	0.0270885	0.020239	0.0219634	0.0147064	0.0204702	0.0200662	0.0180741	0.0741165	0.0310641	0.0258122	0.0222193	0.0343584	0.030349	0.0366756	0.0350444	0.0266838	0.00673598
a	0.0236096	0.0138154	0.0135148	0.00847567	0.0100679	0.0181255	0.028103	0.0419223	0.061035	0.0488517	0.0513864	0.0456925	0.0316993	0.0265238	0.0233731	0.0352817	0.0405975	0.0272365	0.0142998	0.0141034	0.0107034	0.00808308	0.0121896	0.00588144	0.00764368	0.00649641	0.0108912	0.00847818	0.0137798	0.0144087	0.00973605	0.0257947	0.010888	0.0131979	0.0131619	0.0173513	0.0263385	0.0344865	0.0428931	0.0423653	0.0875162
failli	0.031167	0.0220943	0.022387	0.0159484	0.0129314	0.0152055	0.0209545	0.0237732	0.0403587	0.0347333	0.0249608	0.0227946	0.0196535	0.0180128	0.0193983	0.0236049	0.0235527	0.0201687	0.0185823	0.0188053	0.0153121	0.0174541	0.0174997	0.0111711	0.0118051	0.00817362	0.0141346	0.0167825	0.0233745	0.0252011	0.0253624	0.0427276	0.0196179	0.0286425	0.0308367	0.0294216	0.031693	0.0395144	0.0371905	0.0465358	0.058462
te	0.0316014	0.0259622	0.0242824	0.0170916	0.0126196	0.0182277	0.0243601	0.0227703	0.0309291	0.0184442	0.0122188	0.0131493	0.00817319	0.0105124	0.0107622	0.0200288	0.0178385	0.0141117	0.0118664	0.012628	0.00931374	0.00617051	0.00534006	0.00355227	0.00390983	0.00422824	0.00954303	0.0105237	0.0126158	0.0206698	0.017055	0.0481124	0.0264733	0.0388682	0.0327013	0.0405316	0.0471727	0.0561459	0.0657478	0.0605978	0.123149
heurter	0.037043	0.0385634	0.0367432	0.0268264	0.0249104	0.044327	0.0424658	0.032664	0.0286473	0.0209446	0.0152514	0.0170918	0.0137466	0.0175355	0.0167602	0.0270203	0.0280054	0.0201676	0.015171	0.0145015	0.0132217	0.0119172	0.0112693	0.00918479	0.010367	0.00816823	0.0113773	0.00795803	0.009197	0.010908	0.00754383	0.0217703	0.0188251	0.0259462	0.0218593	0.0324784	0.0361767	0.0417767	0.0519623	0.0433098	0.0763964
</S>	0.0356869	0.021501	0.0164922	0.00701957	0.00808091	0.0107426	0.012174	0.00924658	0.0119673	0.010102	0.0113088	0.00939152	0.00662033	0.00519133	0.00515301	0.00683208	0.00855928	0.0111909	0.00766047	0.00717462	0.00664633	0.00314618	0.00218531	0.00211801	0.00217995	0.00347031	0.0100423	0.0193813	0.0246836	0.0268386	0.0262148	0.0466014	0.0271893	0.0338798	0.0339423	0.0320351	0.0427231	0.0425925	0.0582368	0.0582746	0.275523
