 	a66	a87	a97	a99	a9	a97	a99	a97	a99	a40	a54	a92	a37	a44	a90	a15	a47	a15	a7	a98	a47	a36	a47	a6	a0	a75	a85	a6	a36	a12	a21	a85	a6	a36	a21	a5	a23	a43	a11	a75	a6	a36	a98	a47	a37	a26	a54	a6	a36	a26	a57	a10	a97	a23	a97	</S>
les	0.0241983	0.0324633	0.0250662	0.0199535	0.0209304	0.0107991	0.0115755	0.0107	0.0111166	0.0159059	0.0255097	0.0388939	0.0466783	0.0389609	0.0487301	0.0411581	0.0493115	0.0448354	0.0374382	0.0341894	0.0223967	0.0195533	0.037837	0.0106092	0.0286924	0.0156552	0.0194056	0.0143277	0.0189751	0.0133062	0.0127168	0.0114216	0.00695361	0.00801239	0.00687721	0.00631238	0.0131775	0.00396323	0.0082891	0.0104349	0.014023	0.0151683	0.00899385	0.0070218	0.00609195	0.010983	0.00275959	0.00552859	0.00471711	0.00343914	0.00705753	0.00823675	0.00734225	0.00562506	0.00626645	0.00941418
deux	0.000867473	0.00106893	0.00117982	0.000856088	0.00129869	0.0018745	0.0019244	0.00258949	0.00226011	0.00651965	0.00530272	0.00584379	0.0130939	0.0183393	0.0186665	0.0465698	0.0476511	0.0442174	0.0506667	0.0857129	0.0479201	0.0427244	0.0369065	0.021964	0.0273949	0.0383709	0.0303102	0.0421406	0.0281441	0.0546571	0.0284552	0.0563512	0.0353907	0.0593016	0.0219716	0.0336055	0.0102069	0.00912239	0.00418254	0.00406749	0.0017153	0.00123042	0.000572285	0.000455562	0.000736815	0.000743029	0.000107908	0.000165727	0.000310006	0.000916173	0.00115345	0.000462083	0.000379437	0.000288377	0.000971104	0.000101165
amis	0.00690024	0.00247344	0.00269186	0.00326186	0.00525439	0.00792501	0.0065256	0.00878829	0.00800296	0.00426419	0.011977	0.0116784	0.0174137	0.0193927	0.0219596	0.0350504	0.0278505	0.0358567	0.0308077	0.0323586	0.0385385	0.0258839	0.0207034	0.0330772	0.0233792	0.0453255	0.0334151	0.0341722	0.0449705	0.0734932	0.0467116	0.0335962	0.0342027	0.0225063	0.0219542	0.0125686	0.0143369	0.0147425	0.00968474	0.00860101	0.00664891	0.00913594	0.00390953	0.00353395	0.00758021	0.0103994	0.00251434	0.00570412	0.00679833	0.0140415	0.0109705	0.00399461	0.00634633	0.00371346	0.011139	0.00127307
se	0.0180328	0.0094339	0.013477	0.00881976	0.00942768	0.00706499	0.00882113	0.0121329	0.017013	0.00648076	0.0340407	0.0489134	0.0264157	0.0222696	0.021191	0.0157545	0.0158058	0.0171814	0.0163236	0.0140784	0.0146675	0.0157791	0.0170478	0.0167585	0.0182074	0.0203869	0.0216535	0.0196362	0.0179057	0.0455858	0.0560499	0.0275475	0.0256713	0.0209193	0.0189221	0.00939739	0.00730434	0.00897122	0.0120384	0.00773039	0.0103118	0.016563	0.0164616	0.0230854	0.0188577	0.0178952	0.0110192	0.0110772	0.0209213	0.0203755	0.0191856	0.0127094	0.0172165	0.013297	0.0176199	0.0085452
réjouissent	0.0429941	0.0263466	0.0246063	0.0245298	0.0254337	0.0190933	0.0210438	0.0291479	0.0306901	0.0121268	0.0350318	0.0421269	0.024968	0.0205984	0.0177778	0.00644045	0.00700004	0.0162692	0.0110323	0.00938141	0.0123928	0.0116799	0.00861542	0.0073451	0.0058171	0.0060633	0.00839471	0.00640035	0.00575628	0.0071867	0.00873076	0.018383	0.0151694	0.0207784	0.0261851	0.02277	0.0395238	0.0359955	0.03679	0.0283044	0.0400692	0.0347042	0.024304	0.0148803	0.00901574	0.0109414	0.0115065	0.00571873	0.00684433	0.0123026	0.00954311	0.00905655	0.00811723	0.00459002	0.0139598	0.00552536
de	0.0325005	0.0202026	0.0229902	0.00908455	0.0108976	0.0109697	0.0154378	0.0101267	0.0162321	0.0294771	0.0350291	0.0223761	0.0370799	0.0186311	0.0100558	0.00534153	0.00709573	0.0153199	0.00845375	0.00915404	0.0124644	0.0119282	0.0129152	0.0106661	0.0132524	0.00859335	0.0123044	0.00800773	0.0124933	0.018586	0.0260303	0.0190181	0.0255214	0.0248924	0.0314905	0.0210643	0.0216307	0.0120713	0.0244322	0.0156226	0.0187042	0.0231638	0.031013	0.0353511	0.0228015	0.0106132	0.0231599	0.0178798	0.0264456	0.0131169	0.0204099	0.0131605	0.0133937	0.00933195	0.0186845	0.01333
se	0.0255463	0.0157996	0.0130261	0.00995599	0.00778209	0.00700642	0.0052181	0.00658936	0.00506324	0.00325542	0.0103458	0.00881205	0.00755713	0.00623287	0.00844	0.00378236	0.00696311	0.00679355	0.00432311	0.00596748	0.00836868	0.00942384	0.00988788	0.0151537	0.0179797	0.0122681	0.0130394	0.0118254	0.0153102	0.0207152	0.0332989	0.0242124	0.0259054	0.030022	0.0427268	0.0454697	0.0429005	0.028956	0.051857	0.0576686	0.059772	0.046277	0.0413142	0.0409041	0.0156016	0.0111838	0.0171632	0.0179291	0.00999654	0.00960986	0.0115334	0.00629187	0.00793051	0.00450104	0.00647018	0.00807205
retrouver	0.0109253	0.00643017	0.00507901	0.00610504	0.00559689	0.00753898	0.0082345	0.00815035	0.00777136	0.00355907	0.00878043	0.00723436	0.00577839	0.00674896	0.006451	0.00386874	0.00659906	0.00827907	0.00424567	0.00874411	0.0123125	0.0126412	0.0113811	0.0165646	0.0126443	0.0132628	0.0140255	0.0108106	0.0168414	0.0168325	0.02068	0.0216861	0.0199275	0.0214138	0.0253086	0.0439747	0.0430354	0.0377732	0.0442096	0.0521149	0.0449668	0.0308045	0.0349123	0.0311184	0.0286862	0.0122706	0.0301486	0.0359921	0.0182725	0.0320286	0.0201424	0.0157129	0.0165425	0.0119178	0.0198547	0.0130683
après	0.0183181	0.012546	0.012747	0.0101707	0.0108101	0.0120723	0.0141267	0.00977849	0.0103409	0.00598618	0.00837338	0.00557586	0.00450926	0.00868049	0.00804015	0.00730616	0.0129233	0.0127775	0.00731794	0.00858907	0.0123246	0.00773708	0.00702348	0.00980228	0.0053876	0.00871143	0.0094103	0.00651984	0.00857912	0.00710772	0.00763368	0.00918923	0.00864336	0.00695754	0.00873137	0.0169133	0.023268	0.0221012	0.0209188	0.0236943	0.0208227	0.0228048	0.0263878	0.0234317	0.0253661	0.0210191	0.0244177	0.0396275	0.0371808	0.0745466	0.0512359	0.0514388	0.0429108	0.0299046	0.040834	0.0364271
leur	0.0252606	0.013238	0.0159812	0.0100103	0.0114011	0.0116847	0.012453	0.0076136	0.00929233	0.00813498	0.00689448	0.005597	0.00416407	0.00754283	0.00704675	0.00713461	0.0137135	0.00976344	0.00622208	0.00600919	0.00911136	0.00906209	0.0070058	0.0124786	0.00574067	0.007889	0.010055	0.00623218	0.00729692	0.00605887	0.00735309	0.00902394	0.0101328	0.00728983	0.00847979	0.0116006	0.0143593	0.0119915	0.0161282	0.013444	0.011849	0.0170904	0.0198656	0.0203892	0.023454	0.016964	0.032339	0.0325414	0.0456836	0.070926	0.0569474	0.0647364	0.0499959	0.0437282	0.0632307	0.0403679
longue	0.0172948	0.00979008	0.00960041	0.00609615	0.00714726	0.00692289	0.0107681	0.00665188	0.0101186	0.00807222	0.00665901	0.00664003	0.00567487	0.00572915	0.00541468	0.00725533	0.0108895	0.00649826	0.00529758	0.00543157	0.00592223	0.00665439	0.00468967	0.00795562	0.0039383	0.00425289	0.00626909	0.0036182	0.00526489	0.00483252	0.00619129	0.00840751	0.0102284	0.0088298	0.0104851	0.0127216	0.0143193	0.0133344	0.0169837	0.0142219	0.0144447	0.0228056	0.0260062	0.0280676	0.0291573	0.0192894	0.0440064	0.0288939	0.0412173	0.0618521	0.0859997	0.0865135	0.0512547	0.0281624	0.0742395	0.0310169
séparation	0.0250714	0.0171296	0.0155281	0.0136183	0.0140164	0.0104513	0.0104527	0.00901006	0.0104697	0.0104646	0.00731823	0.0059668	0.00461477	0.00607086	0.00627432	0.0106483	0.0189602	0.00974715	0.00906125	0.00933605	0.00979525	0.0113483	0.0118121	0.0173892	0.0110871	0.0130364	0.0165517	0.0114548	0.0140742	0.0124143	0.013324	0.0163155	0.0149308	0.0114552	0.0107916	0.0116914	0.0144523	0.0116671	0.0134743	0.011409	0.0111222	0.0142105	0.0153182	0.013187	0.0255347	0.0284847	0.0248977	0.0277247	0.0347559	0.0443827	0.0643691	0.0692473	0.0385392	0.0205025	0.0594204	0.0256188
</S>	0.0338665	0.0141362	0.0129829	0.0107076	0.00861239	0.00659172	0.00517102	0.00493108	0.00488644	0.00443362	0.0044963	0.00328632	0.00257494	0.00372319	0.00398871	0.00481719	0.0103183	0.00691859	0.00524417	0.00588134	0.00619419	0.00690853	0.00668385	0.012996	0.010044	0.00830394	0.0120651	0.00749772	0.0111298	0.009476	0.0113051	0.011532	0.011702	0.0110639	0.0102877	0.010724	0.0112619	0.0107716	0.0137573	0.00962808	0.0118576	0.0166154	0.0153997	0.0179533	0.0304047	0.0310368	0.0391241	0.0449556	0.0371848	0.0407611	0.0716016	0.0851973	0.0492259	0.0337786	0.0620072	0.0519952
