 	a66	a87	a23	a87	a23	a18	a24	a31	a34	a56	a34	a62	a0	a75	a5	a37	a56	a25	a56	a21	a47	a88	a61	a21	a56	a93	a4	a50	a88	a38	a75	a6	a36	a27	a30	a87	a23	a87	</S>
je	0.0317239	0.0479998	0.0445591	0.0547021	0.0473654	0.035109	0.0643784	0.0406219	0.0238526	0.0307452	0.0236789	0.0241121	0.0239977	0.0130606	0.0335884	0.0190991	0.00948542	0.011182	0.0153166	0.0117778	0.0132849	0.0199023	0.0200572	0.0146166	0.0130356	0.0198754	0.0223543	0.0335518	0.0131194	0.0119645	0.0197262	0.0161914	0.0152614	0.0247733	0.0190654	0.0260497	0.0219881	0.0279357	0.0408906
suis	0.0392363	0.0301834	0.0659223	0.0388835	0.029914	0.0315211	0.0259194	0.027092	0.0263472	0.0289811	0.0205495	0.021814	0.023769	0.0343627	0.0419261	0.0376758	0.0359236	0.0413117	0.0439261	0.0412189	0.0409326	0.026299	0.017352	0.0116243	0.0116945	0.0119053	0.0157677	0.0124494	0.0114388	0.00899939	0.0105084	0.0147594	0.0152292	0.01408	0.0143635	0.0137408	0.0140001	0.0197962	0.0285818
resté	0.0300555	0.0152315	0.0220496	0.0103148	0.0125318	0.0107121	0.00945466	0.0146909	0.0108904	0.00994419	0.0115369	0.015297	0.0218553	0.039488	0.02563	0.0474238	0.0612413	0.0390361	0.0272952	0.0294408	0.0238677	0.0130157	0.0109723	0.011685	0.0175924	0.0167797	0.0124311	0.0100507	0.0142704	0.0158099	0.0504067	0.0605325	0.0569354	0.0563177	0.0463352	0.0332872	0.0302446	0.0254204	0.0299256
longtemps	0.0481477	0.0349522	0.019854	0.0157705	0.0180167	0.0173861	0.0211484	0.0239999	0.0145337	0.0135274	0.0139416	0.0122713	0.0187657	0.0132559	0.0141564	0.0123935	0.0167224	0.0148204	0.0134791	0.0156516	0.0205343	0.01741	0.0188894	0.0250806	0.0292576	0.0257695	0.0301781	0.0320711	0.0613505	0.0478117	0.0817833	0.0403424	0.0351772	0.0240159	0.0315587	0.0247432	0.0374948	0.0213684	0.0223688
à	0.0716135	0.0300067	0.0202622	0.0194534	0.0202278	0.015592	0.01263	0.0168397	0.0114604	0.0136173	0.00995986	0.0106768	0.00974955	0.0123163	0.0101707	0.0153316	0.0226553	0.0204337	0.0140238	0.0145972	0.0152506	0.0130663	0.0142267	0.0186431	0.0263012	0.0218743	0.0201407	0.0418245	0.047372	0.0377121	0.072987	0.0600155	0.0642841	0.0424279	0.0372466	0.0238998	0.0290761	0.0224717	0.019562
boundji	0.0421845	0.0213067	0.017149	0.014568	0.0122862	0.0139517	0.0132603	0.0217846	0.0179553	0.0133185	0.014062	0.0142448	0.0179882	0.0230356	0.0215248	0.0269398	0.0419942	0.0400216	0.030352	0.0285152	0.022607	0.0176028	0.0191795	0.020666	0.0368883	0.0275918	0.0287775	0.0362997	0.028817	0.0208774	0.0446418	0.0473051	0.0443579	0.0424164	0.0346581	0.0233858	0.0304796	0.0182194	0.00878576
pour	0.0297402	0.0235024	0.0287571	0.0245757	0.0158404	0.014817	0.0158293	0.0195416	0.0153025	0.0198238	0.0201216	0.0244495	0.0264096	0.0295883	0.0412056	0.0412215	0.0402552	0.0285362	0.0206839	0.0141556	0.0132859	0.0101253	0.00964614	0.0121806	0.021357	0.0193539	0.0177496	0.0334585	0.0346266	0.0289592	0.0377252	0.0337868	0.0492712	0.0421687	0.0264753	0.0389873	0.033544	0.0264522	0.0164897
suivre	0.0460148	0.0331004	0.0386235	0.0245105	0.0130411	0.00964156	0.0101885	0.0126294	0.0181553	0.0333095	0.0246263	0.0285559	0.0241623	0.0228241	0.0375736	0.0223973	0.0173491	0.0119347	0.0105277	0.00854446	0.00853825	0.00718808	0.00579021	0.00621631	0.0120027	0.0102735	0.00951569	0.0215844	0.0268453	0.0206747	0.0341038	0.0329784	0.0368087	0.04326	0.0429258	0.0478891	0.0559388	0.0667505	0.0630057
le	0.0463965	0.0315053	0.0276869	0.0125987	0.00571748	0.00453074	0.00589029	0.00886062	0.00759875	0.013045	0.00907966	0.0118579	0.0132802	0.0153945	0.0258374	0.0224782	0.0250726	0.0248823	0.018987	0.0228483	0.0206201	0.0195059	0.0260255	0.0286549	0.0526002	0.0254032	0.0238199	0.0449785	0.0366302	0.019437	0.0516063	0.0374274	0.0251011	0.0414003	0.0341631	0.0279981	0.0556596	0.0457626	0.0296578
traitement	0.0346091	0.0104245	0.0127337	0.00943177	0.00663316	0.00438293	0.00492804	0.00643339	0.00802877	0.0135117	0.0140387	0.0200431	0.0160245	0.0182083	0.0140997	0.0223294	0.0432247	0.0540902	0.0471646	0.0457757	0.0391427	0.0306162	0.028515	0.0270443	0.0460019	0.0342565	0.0347616	0.0384547	0.033002	0.0220089	0.0381377	0.03558	0.0193512	0.0262223	0.0248706	0.0221596	0.0306828	0.03017	0.032906
à	0.0416112	0.0137119	0.0108822	0.00876768	0.00785368	0.00685755	0.00544699	0.00915524	0.00967755	0.00839783	0.00758639	0.00866072	0.00791166	0.00902357	0.00716918	0.0114854	0.0129627	0.0133785	0.0118235	0.0111813	0.010766	0.0107597	0.00927583	0.0117186	0.0203131	0.0191952	0.0210947	0.0440118	0.0390409	0.0435134	0.0518042	0.0570731	0.053577	0.0621551	0.0642321	0.0469818	0.0794998	0.0784665	0.0529764
l'	0.0655392	0.0311988	0.0215691	0.0190836	0.0107569	0.00787232	0.00644739	0.00875365	0.0119881	0.0125512	0.00828455	0.0132973	0.010438	0.0133405	0.00950434	0.0167674	0.0139542	0.0107659	0.00922197	0.0127745	0.0148043	0.0206772	0.0196171	0.0223177	0.021201	0.0155812	0.0131948	0.0199514	0.0223067	0.0302002	0.0401715	0.0400004	0.0550589	0.0524422	0.0547591	0.0453451	0.0708727	0.0806032	0.0467862
hôpital	0.0275714	0.0113962	0.0112742	0.0113423	0.0109623	0.00932359	0.00732832	0.0115886	0.0112158	0.0121767	0.00874348	0.0082096	0.00717532	0.00672657	0.00745292	0.00872258	0.00923229	0.00961315	0.0107884	0.0103468	0.0133418	0.0132076	0.00951297	0.0117244	0.0152174	0.0191068	0.0199525	0.0309365	0.0373297	0.0408861	0.0522038	0.0479468	0.0654056	0.063368	0.0643065	0.061905	0.0690426	0.0995302	0.0538849
</S>	0.0207859	0.0165367	0.0134174	0.0128161	0.00722351	0.00761207	0.00778341	0.00678677	0.0109199	0.0167552	0.0108162	0.0119341	0.00926751	0.00826946	0.00888141	0.00880645	0.00580152	0.00472159	0.00364743	0.00424575	0.00488378	0.00411042	0.00422899	0.00426152	0.00503686	0.00476784	0.006902	0.0138005	0.0218786	0.0255091	0.0267244	0.0635121	0.0612222	0.119077	0.0935516	0.107438	0.0793737	0.0748976	0.0817949
