 	a66	a87	a82	a87	a23	a4	a93	a70	a50	a0	a21	a34	a75	a76	a73	a35	a98	a41	a61	a11	a76	a73	a2	a57	a87	a23	a50	a83	a21	a12	a96	a21	a47	a88	a47	a88	a62	a83	a0	a41	a27	a82	a87	a23	a97	</S>
pendant	0.0556592	0.0754346	0.0889087	0.0905748	0.101817	0.0818852	0.0482066	0.0606207	0.0328224	0.0199752	0.0141843	0.0084647	0.01067	0.00935704	0.00648897	0.00721085	0.00801187	0.00394172	0.0053007	0.00502944	0.00412844	0.00404964	0.00299456	0.00605436	0.00705507	0.0107704	0.0110621	0.0111145	0.0202764	0.0118489	0.00993265	0.00780989	0.00706294	0.00823698	0.00515229	0.00616513	0.00546482	0.0121599	0.00822738	0.0135503	0.00757651	0.011847	0.0144896	0.013639	0.0141677	0.0306
la	0.00986427	0.0145741	0.0120261	0.0141105	0.014051	0.0122811	0.00757281	0.0138914	0.0110422	0.0175838	0.0195444	0.0274681	0.025849	0.0439852	0.0473776	0.0636534	0.0542031	0.0264018	0.0532635	0.0903295	0.0870017	0.0583382	0.0520913	0.0294155	0.0371917	0.0234171	0.015632	0.0129071	0.013703	0.00614733	0.00523837	0.0035063	0.00228074	0.00455528	0.00474839	0.0041897	0.00332311	0.00598561	0.00346373	0.00663641	0.00483459	0.00548792	0.00921165	0.00619656	0.00920674	0.00621715
pluie	0.035124	0.0137953	0.0134115	0.0146292	0.0103273	0.0102371	0.0109411	0.00995157	0.00695292	0.0236126	0.043276	0.0182628	0.0231712	0.0400479	0.0159116	0.0277232	0.023797	0.0156712	0.0154808	0.0330695	0.03257	0.0231215	0.028172	0.0215691	0.0208268	0.0251084	0.0293022	0.0175178	0.0507297	0.016467	0.00900728	0.0156123	0.0121139	0.0109958	0.0127992	0.0148106	0.015508	0.0248864	0.0167922	0.0365968	0.038207	0.0248682	0.0243803	0.0379511	0.0217649	0.0129275
il	0.0465264	0.0225274	0.0171491	0.00954263	0.0123714	0.0117735	0.0205278	0.0243346	0.0225572	0.0346522	0.0508135	0.0716387	0.0625356	0.051861	0.03962	0.0412759	0.0364354	0.0273978	0.0424667	0.0347895	0.0329402	0.0216609	0.0164044	0.0366001	0.0193193	0.0174894	0.0105698	0.0132696	0.0157849	0.0218668	0.0144208	0.00737739	0.00535673	0.0050441	0.0029662	0.00392576	0.00377684	0.00409359	0.00491484	0.00753049	0.00901813	0.00821688	0.0104904	0.00735522	0.00890731	0.00990353
y	0.0250954	0.012492	0.0169252	0.0175936	0.0195797	0.00934678	0.014191	0.0137671	0.01269	0.014722	0.0262151	0.0139083	0.0134124	0.0174589	0.0221271	0.039552	0.031247	0.0382453	0.0196229	0.0209735	0.037061	0.051744	0.0321834	0.0690895	0.0398058	0.0649425	0.0525835	0.031769	0.0310524	0.0198352	0.0116533	0.0274906	0.0204577	0.0158603	0.0123356	0.0133001	0.00977747	0.00806613	0.0053932	0.00664228	0.00418555	0.00584906	0.00651472	0.00627329	0.00443624	0.0125328
a	0.0187271	0.013886	0.0154125	0.0158703	0.0202801	0.00839872	0.00967386	0.0108159	0.00693938	0.00920159	0.0155274	0.00891504	0.00836688	0.0125632	0.0104588	0.0260466	0.0220369	0.0145852	0.0208886	0.0302635	0.0322902	0.0393896	0.0287211	0.04515	0.0364044	0.0384985	0.0331376	0.0247377	0.0316925	0.0225136	0.0166377	0.0258175	0.0187683	0.0244019	0.025171	0.0342918	0.0326484	0.0290961	0.0219302	0.0235538	0.0185942	0.0248844	0.0235281	0.0208105	0.0143738	0.0140996
eu	0.0205374	0.0146826	0.017578	0.0131208	0.0143311	0.00934309	0.014578	0.017586	0.0115216	0.0174305	0.0224158	0.0168025	0.0184364	0.0200138	0.0175317	0.0217	0.0239667	0.0175471	0.0275071	0.0372354	0.0396328	0.0408397	0.0288938	0.0463086	0.0329934	0.0304488	0.029548	0.0251433	0.0247873	0.0179627	0.0143742	0.0139777	0.0118125	0.014207	0.0135718	0.0139823	0.0166342	0.0168605	0.0217876	0.0251958	0.0279009	0.0244727	0.0324254	0.0201693	0.0227913	0.0194125
des	0.0353654	0.0159126	0.0181219	0.0110458	0.012421	0.0112357	0.0169829	0.0188575	0.0164214	0.0232687	0.0149067	0.015684	0.0174958	0.0172894	0.0151879	0.0117424	0.0173435	0.0125565	0.0255323	0.0293211	0.0355531	0.0352252	0.0131284	0.0394432	0.0325969	0.0395526	0.0343433	0.0343514	0.0230536	0.0213376	0.0137882	0.013201	0.00918653	0.0118208	0.0130592	0.0126222	0.0151524	0.0181767	0.0190388	0.0291961	0.0322447	0.0306429	0.0364234	0.0213149	0.0268608	0.0319934
éclairs	0.0239028	0.010629	0.0130923	0.0111351	0.0120472	0.0107878	0.012516	0.011856	0.010704	0.0193442	0.0160411	0.0171428	0.0180093	0.0295075	0.0222817	0.0426132	0.0260413	0.025754	0.0404822	0.0342006	0.0600962	0.0405077	0.0383117	0.0465441	0.0354065	0.0304453	0.0196284	0.0152504	0.0171941	0.0129433	0.00922229	0.0155921	0.00946041	0.0128556	0.0114218	0.0114742	0.0134363	0.0219165	0.013359	0.0262725	0.0219149	0.0222285	0.0312997	0.0217937	0.0238192	0.00951715
</S>	0.0642429	0.0496704	0.0529309	0.0309161	0.03698	0.019596	0.0218587	0.0251585	0.0141033	0.0127524	0.00994028	0.00554307	0.00844138	0.0105089	0.00784442	0.00941434	0.0111294	0.00649715	0.0076297	0.0142129	0.009918	0.00950595	0.00515428	0.00852127	0.00712945	0.0129784	0.0125656	0.007609	0.0184214	0.0115638	0.00792561	0.0112143	0.0071166	0.00891845	0.00992507	0.0110649	0.00853018	0.0271684	0.0154716	0.0550956	0.0495327	0.0479044	0.0790956	0.0458553	0.0490476	0.0433959
