 	a15	a66	a87	a23	a87	a23	a87	a23	a97	a30	a70	a83	a62	a31	a47	a31	a75	a56	a96	a75	a85	a6	a47	a36	a2	a53	a15	a7	a84	a5	a21	a5	a12	a18	a43	a11	a88	a54	a36	a2	a10	a87	a23	a87	a97	</S>
le	0.0782461	0.0621431	0.0373137	0.0235987	0.0207091	0.0177025	0.0182229	0.0116891	0.0083532	0.0185776	0.0234218	0.0168428	0.00930818	0.0146916	0.0219647	0.0136845	0.0145619	0.0153051	0.0115826	0.0118886	0.00754163	0.00868357	0.00910655	0.0120819	0.01017	0.00965008	0.0108319	0.00942216	0.0124993	0.0119023	0.0140565	0.0123408	0.0141619	0.0179561	0.0249227	0.0260233	0.0348199	0.0285331	0.0255138	0.0225686	0.0416137	0.0316746	0.0363151	0.0270465	0.0251503	0.0656057
vin	0.00197442	0.00486311	0.00660282	0.00301484	0.0046986	0.00603959	0.0100036	0.00920942	0.00825059	0.0113644	0.00914602	0.0086338	0.00928214	0.0233317	0.051979	0.021326	0.032059	0.0234295	0.0535662	0.0455244	0.0626292	0.0477991	0.078379	0.0683916	0.0849698	0.0775357	0.0178798	0.0147596	0.0247091	0.0204944	0.0594465	0.0268083	0.0291902	0.0184893	0.00768533	0.00424344	0.00199124	0.000881207	0.00142561	0.00113646	0.00112415	0.000936861	0.000812444	0.000787019	0.00170349	0.00149187
du	0.0185616	0.0181131	0.0242684	0.0221078	0.0515594	0.0417568	0.0398674	0.0536095	0.0321082	0.0280957	0.025657	0.0150526	0.0141192	0.0172231	0.0171741	0.0190917	0.0173722	0.026851	0.0415113	0.0463886	0.0338967	0.0519161	0.0676121	0.073043	0.0479941	0.0294852	0.00891954	0.0040435	0.0178905	0.0144711	0.0105325	0.00501779	0.00614044	0.0073661	0.00754508	0.00609544	0.00475972	0.0024538	0.00493962	0.00480946	0.00590856	0.00397913	0.00305285	0.00239287	0.00401916	0.00122713
palmier	0.0235387	0.0162609	0.0195544	0.0116231	0.0105189	0.0128105	0.0125881	0.0118963	0.00710448	0.0100008	0.00968474	0.00468749	0.00271841	0.00536739	0.00502505	0.00395173	0.0044172	0.00861991	0.00814089	0.00598432	0.00360142	0.00672696	0.00627185	0.022749	0.00842518	0.0215917	0.0228241	0.0173446	0.0606426	0.0827481	0.126789	0.0569703	0.0972079	0.0530179	0.0358222	0.0248898	0.0263436	0.0147159	0.0146604	0.0126106	0.0174301	0.0171801	0.0198851	0.0136522	0.0119992	0.00940713
à	0.0227866	0.0149493	0.0142822	0.0192461	0.0175562	0.0195609	0.0162809	0.0190373	0.0373382	0.0349754	0.0267816	0.0437311	0.0432312	0.0271695	0.0212566	0.0313016	0.024419	0.0391928	0.044174	0.0423212	0.0528725	0.0639261	0.0410906	0.0321781	0.0111165	0.0100254	0.00921525	0.00390179	0.00846559	0.0120703	0.00487124	0.0140912	0.00402016	0.00590029	0.0119548	0.00964753	0.0194395	0.0112934	0.0115309	0.0145826	0.0134051	0.0152759	0.0190869	0.0129238	0.0107794	0.0167435
huile	0.0208586	0.01333	0.0110196	0.0158996	0.0122275	0.0123291	0.00829629	0.00814888	0.00928211	0.0109148	0.00985432	0.00853903	0.0128595	0.0141051	0.0125683	0.0242315	0.024201	0.0474529	0.0575036	0.0572771	0.0589473	0.0619838	0.0441785	0.0299396	0.0168141	0.01888	0.0234183	0.0141011	0.0123918	0.0164799	0.00671864	0.00577349	0.00656047	0.00783592	0.0119526	0.0091701	0.0147088	0.0287508	0.0244124	0.021009	0.0380996	0.0228852	0.0260766	0.0213851	0.0191181	0.0475102
que	0.0346582	0.0195999	0.0183904	0.0161934	0.0126843	0.0134901	0.0105422	0.0104671	0.00954756	0.0113595	0.0154242	0.0112643	0.0177924	0.022276	0.0206825	0.0344817	0.0435516	0.057594	0.0588481	0.0607193	0.0624257	0.0550394	0.0518191	0.0332362	0.0231553	0.0130221	0.0115753	0.00919534	0.0153405	0.0189748	0.0110294	0.00918364	0.00782086	0.00735766	0.00772425	0.00618987	0.00774673	0.0137534	0.0152164	0.0106498	0.0131374	0.0135029	0.0150776	0.0123508	0.0285157	0.027393
j'	0.0207619	0.0168006	0.0122726	0.00964175	0.00794085	0.00664144	0.00529114	0.00625648	0.00364146	0.00387767	0.00746642	0.00354293	0.00479989	0.00909736	0.0105495	0.0114743	0.0134519	0.0183539	0.0181409	0.02398	0.0295491	0.0546191	0.046919	0.0235355	0.018863	0.00969212	0.00897143	0.0118293	0.0282897	0.0357293	0.0308428	0.0334165	0.0339213	0.0432083	0.027852	0.0250432	0.0277167	0.0345075	0.039799	0.0300872	0.0294502	0.0289672	0.0323074	0.0283531	0.0461218	0.0264252
ai	0.0116433	0.0127302	0.00795707	0.00690967	0.00571839	0.00494269	0.00367131	0.00553844	0.00287345	0.00336441	0.00561091	0.00295261	0.00434471	0.00508801	0.00796446	0.0105332	0.00872484	0.0182089	0.0184808	0.0183929	0.0277779	0.0427493	0.0324907	0.0403386	0.0286872	0.01692	0.0148473	0.020485	0.0339376	0.0330776	0.01892	0.047446	0.0250396	0.0223142	0.0375936	0.0287002	0.0284154	0.0330501	0.0409587	0.0138992	0.0277667	0.0296731	0.052733	0.0395015	0.063251	0.0337764
bu	0.0143441	0.0138481	0.0116758	0.0117235	0.013894	0.0110338	0.00767995	0.0129762	0.0143017	0.0117294	0.0139282	0.0106672	0.0134846	0.00964448	0.0120751	0.0153231	0.0151077	0.0317801	0.0340965	0.0253989	0.0327456	0.0320555	0.0272365	0.0415324	0.0307118	0.02427	0.016505	0.0109416	0.0169424	0.0183703	0.0103718	0.0184158	0.0133048	0.0121136	0.0271628	0.0203141	0.0191593	0.0235567	0.0253089	0.0166045	0.0361729	0.0260934	0.0430985	0.0355128	0.0532445	0.0635423
hier	0.0244806	0.0183214	0.0138583	0.0105769	0.0122105	0.011105	0.0100261	0.00771794	0.0079555	0.00896685	0.0102626	0.0125445	0.0138867	0.0108668	0.0159488	0.0185614	0.0175357	0.0310334	0.027182	0.0273443	0.0345091	0.0345913	0.0294664	0.0234526	0.0113248	0.00627614	0.00532058	0.00540399	0.00627504	0.00731625	0.00549104	0.0114904	0.00525692	0.00719666	0.0223249	0.0241259	0.0204346	0.0263408	0.0390774	0.012684	0.0336364	0.0373608	0.0628446	0.0398383	0.0645343	0.113041
m'	0.0299201	0.0214966	0.0149595	0.013051	0.0178315	0.0154825	0.0125002	0.0105775	0.0126161	0.0143911	0.0137581	0.0186752	0.0200388	0.0164747	0.0227232	0.0226423	0.0215909	0.0366643	0.0443806	0.0339793	0.0496938	0.0546766	0.0442498	0.0467367	0.0225073	0.0127052	0.00995937	0.00674018	0.00772847	0.00933146	0.00495765	0.0100403	0.0051996	0.00619967	0.0166611	0.0136907	0.0127437	0.0145907	0.0194856	0.0123988	0.0234689	0.0220902	0.0383918	0.0203829	0.0458948	0.0557214
a	0.0239599	0.0197367	0.017287	0.0186143	0.0261934	0.0205393	0.0193336	0.0168992	0.0206424	0.0260177	0.0188857	0.0276755	0.0278555	0.0246169	0.0329821	0.0291809	0.0316533	0.0461152	0.0456392	0.0355339	0.042091	0.0346235	0.0377374	0.0260792	0.0230157	0.0173271	0.0125589	0.0097514	0.0104969	0.0111234	0.00644438	0.0105091	0.00825179	0.00736727	0.0141128	0.0085562	0.0138725	0.0131381	0.0136007	0.0100081	0.0199771	0.0145493	0.0214555	0.0181896	0.0320988	0.0337026
énivré	0.0465453	0.0212189	0.0227376	0.0207428	0.025347	0.0265134	0.0258654	0.0186696	0.0326205	0.0279277	0.0207534	0.0286387	0.0327385	0.0246105	0.028984	0.0189549	0.0221101	0.0220329	0.0192159	0.0166154	0.0169088	0.0157535	0.0195014	0.0142813	0.0108719	0.00799583	0.00735549	0.00830076	0.0124412	0.0178522	0.0137777	0.0175835	0.0128595	0.0122084	0.0207464	0.0130091	0.0269448	0.0231266	0.0216864	0.0208445	0.0202064	0.024753	0.0255526	0.0216277	0.0379863	0.0529822
</S>	0.0739362	0.0421946	0.0408383	0.0358213	0.0444771	0.0419773	0.0379704	0.0288061	0.0378088	0.0342538	0.0217708	0.0214608	0.0198618	0.0145341	0.0178684	0.0121939	0.0121552	0.0132521	0.013584	0.00955496	0.0089459	0.0106005	0.0136868	0.0136387	0.0102481	0.00848829	0.00626596	0.00658786	0.0122747	0.0148323	0.016431	0.0162147	0.0143689	0.0165969	0.019116	0.011962	0.01658	0.0161806	0.0171082	0.0233151	0.0185351	0.0214482	0.0225036	0.0181551	0.030272	0.0413233
