 	a15	a66	a87	a23	a10	a38	a44	a26	a7	a0	a75	a47	a37	a92	a37	a11	a34	a70	a83	a71	a9	a99	a87	a23	a13	a57	a30	a93	a70	a83	a54	a79	a6	a36	a62	a88	a38	a25	a87	a23	a87	</S>
la	0.0327373	0.0642308	0.0494272	0.0620941	0.0831569	0.0473891	0.0491489	0.0529298	0.0455746	0.0286486	0.0169264	0.017497	0.0145201	0.00826098	0.00930434	0.0061199	0.00835304	0.00519654	0.00637054	0.00662223	0.00987649	0.0150844	0.0146523	0.0189679	0.0180373	0.0274829	0.0202291	0.0153027	0.0187571	0.013369	0.0227918	0.0185297	0.0103826	0.0243266	0.0126078	0.0106337	0.0131975	0.0135122	0.0139685	0.0144805	0.0183853	0.0409164
manière	0.00153145	0.00393769	0.00271016	0.00439304	0.0119704	0.0101762	0.0237764	0.0745576	0.0593095	0.0594288	0.0350429	0.0672487	0.0903024	0.0461591	0.0533065	0.0647331	0.0426344	0.0379397	0.0420523	0.0492794	0.0429693	0.0408465	0.0354761	0.0203757	0.0223833	0.0113175	0.00751656	0.00632249	0.00291185	0.00289642	0.00358093	0.00391528	0.00269272	0.00123825	0.00241186	0.00173057	0.00158133	0.00173425	0.0020029	0.00190084	0.00255868	0.0011468
dont	0.0348752	0.0308786	0.0222165	0.0179287	0.0247107	0.0227977	0.0167747	0.0329885	0.0301809	0.0219503	0.02371	0.0316449	0.0463143	0.0364395	0.0541877	0.0645858	0.0244596	0.0292245	0.0230017	0.0390745	0.0627819	0.0259599	0.0231126	0.0101389	0.0202535	0.0100205	0.0098205	0.0108026	0.0127096	0.00654289	0.0124276	0.0145195	0.00992821	0.0133104	0.0165815	0.0127551	0.0204511	0.0141363	0.0123723	0.0203048	0.0272783	0.00584793
je	0.0332358	0.0189443	0.0141837	0.0081321	0.00819223	0.00773349	0.0058158	0.015516	0.0194881	0.0140905	0.00662641	0.0173462	0.0203539	0.0362092	0.0352014	0.0310595	0.0202971	0.0332086	0.0161724	0.0240001	0.0205089	0.0161986	0.0165202	0.012291	0.0259513	0.0279628	0.0361939	0.0611566	0.0573832	0.0449081	0.0244684	0.0195979	0.0248855	0.0240854	0.0320227	0.00967015	0.0210145	0.0319068	0.0262182	0.0375326	0.036611	0.00710545
me	0.0618125	0.0580129	0.0307465	0.0235243	0.0286362	0.0370158	0.0180778	0.0233608	0.0230638	0.0178935	0.0152629	0.0144429	0.0117944	0.0216615	0.0302243	0.0280998	0.0280729	0.0284921	0.0328445	0.028907	0.0255391	0.0338987	0.0400222	0.0336218	0.0258347	0.0233339	0.0325208	0.024011	0.0271395	0.0152814	0.0132471	0.00920776	0.0104971	0.00748368	0.00959187	0.00576677	0.0104472	0.017702	0.0147789	0.0187175	0.0219424	0.0174684
suis	0.0374461	0.0336376	0.029331	0.0213589	0.01695	0.016769	0.0165737	0.0150292	0.0109479	0.00974434	0.00753073	0.00462633	0.00468534	0.00722115	0.00774895	0.0161122	0.0108061	0.0199278	0.0195608	0.0217066	0.0342744	0.0272329	0.0249063	0.0266558	0.0214604	0.0219188	0.0302961	0.0153015	0.0340376	0.0169027	0.0219648	0.0196547	0.0461396	0.0260851	0.0289293	0.019261	0.0386107	0.050029	0.0321565	0.0392089	0.0474939	0.0497662
fait	0.0321288	0.026701	0.0312503	0.0194965	0.0195239	0.0138616	0.0113755	0.0105186	0.00750891	0.00762103	0.00701836	0.00710858	0.00807995	0.00639164	0.00782375	0.00986048	0.0136239	0.0147409	0.0208971	0.0151311	0.0346848	0.0238236	0.0243706	0.0268171	0.0218735	0.0228361	0.0305825	0.022026	0.0336925	0.0331624	0.0255802	0.0310147	0.0369254	0.0332964	0.0237696	0.0267347	0.0228646	0.0551487	0.0275983	0.0330399	0.0473646	0.0721316
baisée	0.0284352	0.024214	0.0305997	0.0258256	0.0246769	0.0212387	0.0165675	0.0123282	0.00833025	0.0132929	0.0102946	0.00606585	0.0047432	0.00392026	0.00401556	0.00587832	0.00706247	0.0045564	0.00600815	0.00506119	0.0100264	0.0076517	0.00770975	0.00831978	0.00706322	0.0105253	0.0209781	0.012372	0.0204502	0.0296823	0.0214529	0.0289528	0.0427334	0.0386959	0.0463116	0.0495961	0.0364803	0.0730405	0.0514077	0.0718354	0.0686093	0.0729904
hier	0.021696	0.0230218	0.0268031	0.0259632	0.0199987	0.0208075	0.0171241	0.0167836	0.0120517	0.0177863	0.0138979	0.00534069	0.00294464	0.0036867	0.0050057	0.00801593	0.00626772	0.00766588	0.00868596	0.0085759	0.0174153	0.0119925	0.00999646	0.0102133	0.00876524	0.00885287	0.0145998	0.00793692	0.00915417	0.0127273	0.00829968	0.015161	0.0308172	0.0373332	0.0497925	0.0229465	0.0466997	0.0801031	0.0688301	0.0709018	0.0859807	0.0993577
était	0.0182887	0.0155314	0.0135871	0.0113355	0.00907847	0.00965857	0.0078684	0.00905787	0.010477	0.0124884	0.0107768	0.0063248	0.00295153	0.00300165	0.00347125	0.00605486	0.00441602	0.00506535	0.00628293	0.00606892	0.0165988	0.0149065	0.0116376	0.0118057	0.0113353	0.0127861	0.0153553	0.0126135	0.0148214	0.0167598	0.0148826	0.0259975	0.0433653	0.0553204	0.0572819	0.0602189	0.059762	0.0800258	0.0675517	0.0637604	0.079192	0.0822358
