 	a87	a23	a57	a87	a23	a57	a87	a97	a99	a53	a90	a56	a47	a96	a75	a21	a12	a47	a75	a98	a92	a56	a21	a85	a47	a79	a44	a13	a57	a82	a10	a87	a23	a99	a87	a97	</S>
écoute	0.022299	0.0284305	0.0219211	0.0361202	0.0402185	0.0462824	0.07611	0.0800379	0.0876165	0.0712763	0.0438137	0.0445731	0.0222441	0.0195117	0.0116348	0.0117806	0.0120643	0.00877145	0.00963027	0.00627969	0.0064554	0.00538364	0.00419042	0.00523042	0.0124708	0.0230297	0.029064	0.0366721	0.0234806	0.0181703	0.0123571	0.0188667	0.0165682	0.0155531	0.0170197	0.019458	0.0354137
le	0.0141443	0.0206508	0.0220997	0.0251773	0.0257006	0.0242532	0.021938	0.0219937	0.0210419	0.0145204	0.0138486	0.0151485	0.0205838	0.0169095	0.0185226	0.0183188	0.0167099	0.0220321	0.0216688	0.0274884	0.0214573	0.0244371	0.0276062	0.032661	0.0324339	0.0368255	0.0452034	0.0412862	0.0507018	0.0482785	0.048467	0.0453824	0.0437069	0.0362148	0.0270755	0.0220118	0.0134996
bruit	0.0433476	0.0175935	0.0144466	0.0164621	0.0157079	0.0185841	0.0233092	0.0278365	0.0356247	0.0274041	0.0387301	0.0395943	0.060754	0.0408906	0.0552485	0.0261198	0.0265872	0.0168321	0.0139685	0.0129361	0.014245	0.00716688	0.01356	0.0140063	0.00931191	0.0163851	0.0217612	0.0163575	0.0209535	0.0173414	0.025473	0.0335902	0.0298218	0.0359635	0.0532128	0.049981	0.0488916
de	0.0450823	0.0283436	0.0226741	0.0150251	0.0238046	0.0167586	0.022939	0.0277	0.0332842	0.0297642	0.0491788	0.021624	0.0330096	0.0259008	0.0483384	0.042685	0.0282651	0.0342975	0.0287143	0.0343082	0.0206876	0.0247121	0.0172405	0.0109747	0.00903129	0.0145109	0.0190196	0.022837	0.0204419	0.0265131	0.0264923	0.0247672	0.0252211	0.0243765	0.0249361	0.0311827	0.0453582
pas	0.0669051	0.0475946	0.0476142	0.0444618	0.0461367	0.0485493	0.0449664	0.0349104	0.0306083	0.0372167	0.0329897	0.0380288	0.023361	0.026686	0.0138117	0.0189207	0.0194748	0.0255738	0.0344265	0.0224643	0.0200907	0.0216647	0.0183351	0.0190873	0.0199526	0.0167456	0.0140262	0.00845426	0.0124186	0.00994421	0.0131932	0.0117214	0.0139848	0.0162448	0.0197747	0.0245089	0.0351522
de	0.0884965	0.0402903	0.0290313	0.0237571	0.019987	0.019496	0.0182614	0.0165185	0.017318	0.0174794	0.018184	0.0271235	0.0221731	0.0213965	0.0146508	0.0109068	0.00978466	0.00838753	0.00871459	0.00888852	0.0115138	0.00815549	0.0160716	0.0210888	0.0241028	0.0482504	0.0492497	0.032182	0.0362398	0.0286341	0.038036	0.0312098	0.0347942	0.0399039	0.0500774	0.0449821	0.0446626
cet	0.0569486	0.0342214	0.028274	0.0221286	0.0197949	0.0148607	0.0173509	0.0163185	0.0147173	0.0209987	0.0146932	0.0109916	0.00970598	0.0115898	0.00667276	0.00788117	0.00684057	0.0094216	0.0145914	0.0204433	0.0148757	0.0197984	0.0318963	0.035178	0.0407749	0.0379638	0.0461808	0.036646	0.0329651	0.0371866	0.0372625	0.0422369	0.0410938	0.0395544	0.0506924	0.0493115	0.0479376
homme	0.0389296	0.0269752	0.0258698	0.0218431	0.0246842	0.0189638	0.0253923	0.0207189	0.0202011	0.0322238	0.0318875	0.0248118	0.0233839	0.0196223	0.0223893	0.0167036	0.0131862	0.0176368	0.0269374	0.0311276	0.0181632	0.0247245	0.0229602	0.0161593	0.0224069	0.0280855	0.0325218	0.0260388	0.0288162	0.0319961	0.0277509	0.0361077	0.0403905	0.0306981	0.0379096	0.0380412	0.0537414
qui	0.0568416	0.0358149	0.0317603	0.0282677	0.024742	0.0142792	0.0142094	0.0156197	0.0128119	0.0138664	0.0103027	0.0154441	0.00909827	0.00856321	0.00494228	0.00551399	0.0042825	0.00421659	0.0060492	0.00623634	0.00518234	0.00763069	0.0108389	0.0110404	0.0174216	0.0330548	0.0364352	0.0210096	0.0345607	0.0330799	0.0331828	0.0460795	0.0684278	0.0576171	0.0950539	0.0850653	0.0814572
arrive	0.0621785	0.0596298	0.0592558	0.0482428	0.0465276	0.0260054	0.0260049	0.0305556	0.0227357	0.0162818	0.00778207	0.00786019	0.00505415	0.00486878	0.00536148	0.00364211	0.00303254	0.00346996	0.0042113	0.00626689	0.00531125	0.0114485	0.0141125	0.0156752	0.0267368	0.028932	0.0261421	0.0148676	0.0257397	0.0194892	0.0189696	0.0236308	0.0518077	0.04907	0.0749738	0.0766171	0.0675089
</S>	0.0515962	0.0450709	0.0422611	0.0474983	0.032922	0.0205226	0.0150003	0.0307752	0.0200475	0.0147188	0.00758611	0.00984595	0.0115428	0.0116099	0.00819701	0.00516892	0.00311627	0.00283885	0.00276389	0.00560382	0.00576988	0.0103155	0.0147847	0.0211782	0.020912	0.0312817	0.0317526	0.0145625	0.0270077	0.0250121	0.0355141	0.0313698	0.0547962	0.0481833	0.0724545	0.0703946	0.096024
