 	a66	a87	a23	a87	a23	a5	a23	a75	a85	a5	a21	a5	a85	a6	a5	a37	a98	a85	a6	a36	a21	a12	a61	a21	a85	a47	a7	a79	a7	a84	a57	a87	a23	a87	</S>
la	0.0589676	0.0665319	0.0558855	0.0328219	0.019125	0.015236	0.0141805	0.0298531	0.0309716	0.0545028	0.0292385	0.0460891	0.0144372	0.0230474	0.0124946	0.016611	0.0171244	0.0109116	0.0365243	0.0188707	0.0210633	0.0262689	0.0245495	0.024138	0.0143168	0.0316626	0.0248805	0.034414	0.0338302	0.0356003	0.0210462	0.0127347	0.017754	0.0153027	0.059014
manière	0.00203802	0.00310535	0.00250165	0.00583916	0.00898735	0.0106624	0.0195283	0.0420382	0.0770584	0.0860625	0.169727	0.23791	0.0977234	0.0754672	0.0605202	0.0438309	0.0205222	0.0140877	0.0033769	0.00425073	0.00386143	0.00150306	0.00351882	0.00173853	0.0011504	0.000362544	0.000269751	0.000402793	0.000274202	0.000273136	0.000374541	0.000176564	0.000195417	0.000317892	0.000343515
dont	0.146417	0.119974	0.0862383	0.0349063	0.028879	0.0273458	0.0222252	0.0338215	0.0575987	0.037994	0.048274	0.0570756	0.0225369	0.0295077	0.0406409	0.0460384	0.0154822	0.0132481	0.0112021	0.00971915	0.00417923	0.00438291	0.00566942	0.00764973	0.007557	0.00587026	0.00410898	0.0138304	0.00738376	0.00481804	0.00284295	0.00717429	0.00531272	0.0211859	0.00891
ils	0.0591243	0.0479934	0.0296005	0.0120233	0.00745661	0.00780951	0.00582263	0.00987779	0.0126971	0.0154625	0.0171232	0.0297594	0.0171566	0.0228675	0.0228051	0.0545398	0.0117785	0.0387166	0.0272673	0.0459046	0.0216441	0.0296781	0.0349423	0.0282769	0.0369747	0.0306171	0.0197186	0.0289652	0.0231032	0.0230451	0.0270646	0.0428965	0.05911	0.0662295	0.0319478
ont	0.0350165	0.0224514	0.0136526	0.00851843	0.0113736	0.0108454	0.0100221	0.00475641	0.00569137	0.00693458	0.0109825	0.0191352	0.0180182	0.0333802	0.0361087	0.0925145	0.0289435	0.0558431	0.0454771	0.0526679	0.0457004	0.0279453	0.0312153	0.0150503	0.0156383	0.0128447	0.0128379	0.0144928	0.01599	0.0308502	0.0574084	0.0404953	0.0524523	0.0474639	0.0572816
affronté	0.028921	0.0287918	0.031978	0.0216395	0.0218539	0.021054	0.0246837	0.028065	0.036017	0.030003	0.0433451	0.0430268	0.0616202	0.0531037	0.0634186	0.0658779	0.0399782	0.034417	0.0318677	0.0392766	0.0345276	0.0432549	0.0329266	0.0160721	0.0162609	0.0170941	0.00673356	0.0177165	0.00849883	0.0105683	0.0179554	0.00688951	0.0102159	0.00421447	0.00813257
le	0.0351263	0.0275541	0.030994	0.0136366	0.0134716	0.0159648	0.0179967	0.0149105	0.0203006	0.0237278	0.0216455	0.0211916	0.0280045	0.0296696	0.0325462	0.0267738	0.025195	0.0233681	0.0167937	0.024051	0.0257716	0.0319915	0.0232258	0.0245146	0.0403065	0.0326507	0.0266785	0.0545268	0.0331026	0.0421623	0.0552098	0.0238937	0.0368421	0.0273395	0.058862
buffle	0.0468982	0.0646106	0.0643778	0.0246171	0.0243687	0.0238957	0.0224554	0.0166394	0.0182663	0.0188442	0.0187959	0.0139652	0.0244875	0.0162995	0.0287857	0.0162016	0.0219405	0.0208192	0.0235424	0.0257523	0.0239216	0.0275182	0.0219252	0.0284708	0.0291814	0.0295461	0.0277414	0.0348292	0.0396974	0.0334702	0.033183	0.0181635	0.0223426	0.0228767	0.0715696
était	0.0370278	0.0300047	0.0205097	0.00881599	0.00578208	0.00486685	0.00640855	0.00540686	0.00543772	0.00815083	0.00450107	0.00490683	0.00393719	0.00994938	0.0114626	0.0142162	0.0184544	0.0139286	0.0256659	0.0166963	0.0159648	0.0257658	0.0228602	0.0299557	0.0424382	0.0593512	0.0646151	0.0799139	0.0638891	0.0864247	0.0602622	0.0416309	0.0463765	0.0465795	0.057843
epouvantable	0.0304621	0.01933	0.0158331	0.00784527	0.00811928	0.00997449	0.0116049	0.00970132	0.0112514	0.0116617	0.0125143	0.0114394	0.0130238	0.0197839	0.0172894	0.0229743	0.0173854	0.025626	0.0233732	0.0160583	0.0181962	0.0196191	0.0125732	0.012353	0.0208871	0.029548	0.031702	0.0515169	0.0466562	0.0796981	0.0677776	0.041325	0.0702856	0.0747685	0.107842
</S>	0.0647976	0.0519643	0.0421813	0.0270123	0.026347	0.0303821	0.0351319	0.0360589	0.0361778	0.0510016	0.0376602	0.0487265	0.0385204	0.0268138	0.0342993	0.0359552	0.0225726	0.029458	0.0270354	0.0324926	0.0311839	0.0153855	0.031238	0.023246	0.0320398	0.018566	0.00707661	0.0190156	0.010288	0.0129085	0.0115326	0.00694331	0.0106902	0.0177842	0.0175131
