 	a66	a87	a23	a18	a11	a31	a94	a93	a70	a34	a96	a88	a70	a83	a75	a93	a90	a92	a56	a96	a88	a71	a70	a13	a9	a3	a87	a97	a87	a23	a99	a87	a97	</S>
je	0.0270788	0.0250171	0.0225836	0.0220277	0.0181809	0.0258815	0.0172504	0.0149324	0.00739945	0.0104037	0.0143834	0.0273031	0.0224057	0.0418803	0.0518287	0.0670575	0.0203964	0.0139289	0.0229799	0.0248026	0.0374415	0.0161934	0.0660045	0.0865109	0.0382525	0.0384171	0.034357	0.0335211	0.0206079	0.0238418	0.0148535	0.0238133	0.0328597	0.0356035
me	0.060512	0.0425085	0.0719305	0.0375988	0.0544032	0.0256917	0.0276391	0.0170884	0.018469	0.0248222	0.0277468	0.0362945	0.0353813	0.026059	0.0366572	0.0298809	0.0318795	0.0476272	0.0362832	0.0432263	0.0381141	0.0346219	0.0209312	0.0189479	0.0125998	0.0102061	0.0118792	0.0103449	0.0114609	0.0146852	0.0178398	0.0150826	0.0212263	0.0303607
suis	0.0348122	0.0194644	0.0211834	0.0157629	0.0264852	0.0198681	0.0239744	0.0371524	0.0253197	0.0309065	0.0252774	0.0245564	0.0202281	0.018237	0.0185139	0.0154713	0.0212987	0.0238387	0.0256952	0.0248586	0.0178919	0.0130545	0.0188533	0.0227606	0.0292331	0.0272384	0.0210513	0.020173	0.0339111	0.0317303	0.0664973	0.0515036	0.0614129	0.111784
battu	0.0164861	0.0150875	0.00947485	0.0108417	0.0115978	0.0173704	0.0210591	0.0351494	0.0270554	0.031599	0.0516512	0.046762	0.0364573	0.0265179	0.0336436	0.0238799	0.101482	0.177426	0.102463	0.0603854	0.0291835	0.0349684	0.010811	0.0102132	0.00672198	0.00332561	0.00523122	0.00324072	0.00780108	0.00737749	0.00706543	0.00732004	0.0029202	0.00743046
avec	0.0815919	0.0622732	0.0391521	0.0330594	0.0404752	0.0480477	0.0487866	0.0501137	0.0248644	0.0298813	0.0369464	0.0391195	0.0329828	0.0340925	0.0207844	0.00975679	0.0119358	0.0250089	0.0111698	0.00861738	0.00620559	0.0102864	0.00877591	0.0130463	0.0125008	0.00993682	0.0165636	0.0154868	0.0213931	0.029659	0.0275124	0.0355512	0.0322793	0.072143
un	0.0814028	0.0659805	0.0663848	0.0211888	0.0231557	0.0306336	0.0283684	0.0234879	0.0175839	0.0156794	0.0163631	0.0196338	0.0284969	0.0208601	0.0199669	0.0162512	0.0143616	0.0165938	0.0146268	0.013405	0.0143056	0.0173679	0.0194714	0.0200648	0.0376228	0.0236756	0.0312494	0.040109	0.0329663	0.0564693	0.0362055	0.0465952	0.0454258	0.0240464
fou	0.0815643	0.0791822	0.0680543	0.0302683	0.039742	0.0486509	0.0483852	0.0433807	0.0336522	0.0272516	0.0398809	0.0401081	0.0407521	0.0245245	0.0279916	0.0246125	0.0112564	0.00821798	0.00841781	0.0056203	0.00735239	0.00822224	0.0131218	0.0104564	0.0194978	0.0193706	0.0146309	0.0271483	0.0235143	0.0294884	0.0196332	0.0383482	0.0218188	0.0158829
dans	0.0422196	0.0352487	0.0407033	0.017886	0.0221189	0.0204183	0.0164985	0.0123452	0.0141371	0.012278	0.0134554	0.0182741	0.0213313	0.0255592	0.0174429	0.030324	0.0282495	0.0279215	0.0278599	0.0175899	0.0211437	0.0188634	0.025685	0.0170745	0.0239497	0.0296495	0.0348546	0.0424996	0.0459043	0.062135	0.0401422	0.0522298	0.0513717	0.0726357
le	0.0279623	0.0124417	0.0116147	0.00492804	0.00740304	0.0055678	0.00624146	0.00574021	0.00514928	0.00568695	0.00596566	0.00948932	0.00894646	0.0116534	0.010629	0.0133571	0.0203452	0.0385094	0.0264419	0.0251875	0.0227444	0.01908	0.0340687	0.0456723	0.0381269	0.0522538	0.0655142	0.0572825	0.0439921	0.0677779	0.0500936	0.0598555	0.0689308	0.111347
rêve	0.0244372	0.0119898	0.0126039	0.00994604	0.00965211	0.00880608	0.015998	0.0159758	0.0152973	0.0179864	0.0147658	0.0185538	0.014238	0.0254595	0.0283358	0.0230286	0.0130073	0.02359	0.0191332	0.0188678	0.0207139	0.0273347	0.0372322	0.03157	0.0338596	0.0529759	0.0529339	0.0652497	0.061313	0.0689826	0.0617829	0.0606547	0.0562668	0.0274576
</S>	0.0263937	0.0100771	0.00571767	0.00137761	0.00200376	0.00103947	0.00155071	0.00157292	0.00121093	0.00227472	0.00147974	0.00139833	0.00192365	0.00386196	0.00429184	0.00290455	0.00430601	0.00799746	0.00646888	0.00545014	0.00597258	0.00628716	0.017452	0.0242277	0.0377174	0.0679802	0.0795505	0.0767413	0.0754534	0.103539	0.116742	0.114194	0.11418	0.0666604
