 	a66	a87	a23	a87	a23	a99	a30	a93	a44	a11	a70	a53	a90	a75	a85	a5	a0	a43	a31	a75	a92	a37	a36	a56	a75	a5	a37	a98	a47	a36	a2	a57	a87	a23	a87	</S>
le	0.0192606	0.036962	0.0432212	0.0800132	0.0718558	0.102277	0.0806373	0.0637646	0.0548048	0.0251865	0.0310279	0.0210616	0.0190696	0.0178416	0.0120008	0.015095	0.00966135	0.0112332	0.00993044	0.00961358	0.0158859	0.0137665	0.015852	0.0136596	0.0176719	0.0187606	0.0166221	0.01383	0.00877217	0.0130539	0.00849079	0.00672086	0.0164973	0.0249393	0.0160263	0.0449327
cabri	0.00200794	0.00775634	0.0153689	0.0532816	0.0775365	0.0534473	0.0587722	0.0826816	0.0555357	0.0410577	0.0402201	0.0881085	0.075832	0.0575562	0.0647844	0.0569787	0.0345178	0.0365041	0.0285565	0.0262114	0.0185581	0.0110439	0.00887473	0.00200417	0.000323098	0.000233379	0.000238282	0.000158127	5.91193e-05	0.000270198	0.000211016	0.000155817	0.000237845	0.000309398	0.0002799	0.000327364
est	0.0352359	0.0332962	0.0461118	0.0511219	0.0564766	0.0403727	0.0323134	0.0370263	0.0503398	0.0604215	0.0378921	0.0528473	0.0633347	0.0625618	0.0409787	0.0455258	0.0375843	0.0445949	0.0342884	0.0396316	0.0165573	0.0158553	0.0128719	0.00752412	0.00424743	0.00229228	0.00464327	0.00299381	0.0025872	0.00475345	0.00532988	0.00368615	0.00597487	0.00349442	0.00325725	0.00197573
en	0.0164987	0.00849847	0.00561499	0.00569661	0.00458989	0.00574743	0.00577469	0.0106903	0.0120544	0.0291846	0.0651737	0.0688872	0.0676861	0.121591	0.0841464	0.0492909	0.0507635	0.050386	0.0385019	0.037164	0.0257052	0.026575	0.0228442	0.018677	0.015574	0.0147502	0.0195841	0.0202224	0.0128093	0.01482	0.0127977	0.0153204	0.0121647	0.00829416	0.0126625	0.00925806
train	0.0154293	0.0248701	0.0297561	0.0280462	0.0319409	0.0332286	0.0290614	0.0227306	0.0132324	0.0114009	0.0158023	0.0200978	0.0183153	0.0460834	0.0297645	0.0522734	0.0454496	0.0462976	0.0717789	0.0728234	0.0704851	0.0470704	0.0291791	0.0233846	0.0172183	0.0234875	0.0211103	0.0143593	0.0191456	0.0178017	0.0139783	0.0146167	0.00792874	0.00432056	0.010439	0.00709213
de	0.0117919	0.00726835	0.0065743	0.00866931	0.00957694	0.0115582	0.0153538	0.0316106	0.0341251	0.0370959	0.0369165	0.0320165	0.0216376	0.0153507	0.00883214	0.00746585	0.00410458	0.00621052	0.00504697	0.00577757	0.00652074	0.0164455	0.0286614	0.0255563	0.0419302	0.0416141	0.0377901	0.0491537	0.0516046	0.0814882	0.0675513	0.04934	0.063478	0.0563835	0.0268452	0.0386536
se	0.0110934	0.0118633	0.010024	0.0132302	0.0112268	0.0135098	0.0146674	0.0156137	0.0114295	0.0124228	0.0190399	0.020486	0.0551649	0.0635348	0.0558842	0.109293	0.0675666	0.0586516	0.0696092	0.0590396	0.0699534	0.0473914	0.0356949	0.0327358	0.0234332	0.020263	0.00978064	0.0074244	0.00706885	0.0111277	0.00872228	0.00425899	0.00602415	0.0037105	0.00393699	0.00512372
frotter	0.0117946	0.010322	0.0118296	0.014283	0.0171017	0.0171272	0.017466	0.0172199	0.0172606	0.018433	0.0141959	0.0153162	0.0343714	0.0289512	0.0247895	0.0761068	0.0311578	0.0751784	0.0655486	0.0734881	0.0666205	0.0309378	0.0223546	0.0171414	0.015977	0.0133639	0.0124376	0.0172227	0.0301421	0.0325904	0.0262064	0.0436241	0.0172502	0.0204686	0.0152607	0.0264604
contre	0.0188722	0.00834707	0.00603791	0.00611935	0.00593533	0.0057982	0.0071603	0.00969834	0.00804989	0.0118311	0.0127805	0.00787328	0.0106697	0.007612	0.00747326	0.00999549	0.012939	0.012481	0.00906002	0.00764874	0.0102701	0.0150384	0.0203967	0.0216436	0.0359854	0.0296896	0.0325543	0.0469429	0.0921955	0.103535	0.117877	0.115619	0.0488115	0.0485771	0.0310439	0.0434379
le	0.0252429	0.0110689	0.00698602	0.00633283	0.00542953	0.00610092	0.00714397	0.0103886	0.0105389	0.0140809	0.0116353	0.00719163	0.00786995	0.00782569	0.0080897	0.00828629	0.0145647	0.0136207	0.0114456	0.0105931	0.0112141	0.0182912	0.0225819	0.0258716	0.0416973	0.0305143	0.0425501	0.0590674	0.0759335	0.0793176	0.0948911	0.0909144	0.0677234	0.0482348	0.0448567	0.0419045
mur	0.0200074	0.0194535	0.0147277	0.0165656	0.0120648	0.0120433	0.0161414	0.0197018	0.0256624	0.0213141	0.0202114	0.0104077	0.0102001	0.00965346	0.0110747	0.00809897	0.0103458	0.0151703	0.0119693	0.0111778	0.0100522	0.0134171	0.0145515	0.0159622	0.0318552	0.0300067	0.0376006	0.037036	0.0512082	0.086124	0.0876578	0.0697408	0.0600373	0.0539154	0.0490332	0.0558101
</S>	0.0225226	0.0191888	0.011641	0.0143047	0.00885508	0.0128661	0.0137428	0.0135327	0.0118431	0.00743531	0.00607231	0.00348811	0.00325732	0.00288936	0.00211598	0.00240634	0.00245055	0.00310657	0.00350775	0.00366423	0.00670076	0.00904964	0.0118706	0.0158379	0.0557938	0.056353	0.058709	0.05929	0.0630691	0.0767554	0.0611461	0.0509047	0.0655445	0.0789916	0.0786359	0.0824574
