 	a66	a87	a23	a87	a23	a83	a62	a24	a31	a21	a75	a79	a7	a85	a98	a85	a5	a0	a12	a43	a75	a92	a37	a56	a96	a66	a3	a87	a23	a97	</S>
je	0.0314893	0.052302	0.0283192	0.0122902	0.0123884	0.0260121	0.0154992	0.0243003	0.019468	0.0162645	0.0112423	0.0143461	0.0217422	0.0231229	0.0235617	0.0146122	0.0165877	0.0174298	0.0164254	0.0617717	0.0611335	0.0882948	0.0878914	0.0471405	0.0440869	0.0379681	0.0381103	0.0461101	0.0294399	0.028999	0.0316506
t'	0.0732629	0.0371154	0.0492216	0.0457543	0.0272218	0.0310874	0.0272289	0.0240352	0.0275274	0.0235837	0.0202356	0.0426959	0.0674834	0.0441498	0.0663155	0.0467798	0.0420047	0.0342797	0.0488665	0.0231751	0.0203063	0.0224117	0.0191013	0.0185231	0.0110172	0.0155946	0.0154504	0.0126447	0.0153359	0.0190056	0.0285847
ai	0.0409028	0.0111076	0.0141711	0.0098856	0.00569166	0.0150008	0.0143951	0.0194696	0.0315875	0.0127459	0.00376401	0.00400982	0.00504911	0.00322869	0.00288228	0.00148553	0.00247956	0.00623004	0.00880871	0.0113878	0.0149905	0.0182715	0.0300246	0.0345411	0.0511162	0.0689728	0.0823805	0.0701052	0.0959411	0.143402	0.165971
laissé	0.0256984	0.0259779	0.0103127	0.00939241	0.00642021	0.0102205	0.00599445	0.0107001	0.00789898	0.0228919	0.04279	0.0732285	0.108568	0.164292	0.168278	0.159564	0.0411318	0.0228247	0.0143538	0.00584872	0.00705476	0.00489239	0.00536994	0.00530289	0.00604376	0.00541401	0.00459871	0.00517016	0.00514592	0.0057441	0.00887606
un	0.071407	0.0486923	0.025479	0.0165399	0.011966	0.0134837	0.0112536	0.020275	0.0320962	0.0363556	0.0339467	0.0294464	0.0384196	0.0419599	0.0272577	0.02177	0.0215656	0.0204248	0.0254186	0.0220869	0.0301103	0.0213429	0.0413735	0.0341834	0.0456731	0.0372596	0.0483784	0.0308657	0.0420204	0.0588875	0.0400609
petit	0.0360011	0.0339652	0.0145634	0.0118469	0.00929528	0.00991912	0.0153703	0.016282	0.0179834	0.0233127	0.0266169	0.0225891	0.0258683	0.0332321	0.0342714	0.0302644	0.0213417	0.0232345	0.0279118	0.0355181	0.042549	0.0368255	0.0859383	0.084314	0.113702	0.0404727	0.039448	0.0293464	0.0232167	0.0152583	0.019541
paquet	0.113031	0.0715385	0.0442302	0.0332181	0.0230243	0.0258173	0.0193265	0.0179793	0.0201043	0.0112041	0.0100223	0.0179993	0.0324918	0.0412393	0.0476307	0.0242978	0.023948	0.0227866	0.0223412	0.0225271	0.0219612	0.0241914	0.0364222	0.0424659	0.0499538	0.0352519	0.0451188	0.034885	0.0292312	0.0226752	0.0130856
de	0.12879	0.0663453	0.0603402	0.029613	0.0063998	0.00608681	0.00403276	0.00689194	0.00812093	0.00310389	0.00189706	0.00299999	0.00584224	0.0110876	0.0124554	0.0115567	0.0149619	0.0181639	0.0124848	0.0180738	0.0126282	0.0184273	0.0225958	0.0326662	0.0448142	0.058095	0.083039	0.0638986	0.0723525	0.0852996	0.0769358
poissons	0.0779337	0.0207658	0.0144152	0.0121298	0.00566507	0.00396531	0.00396367	0.00593496	0.00708203	0.00584214	0.0029713	0.00360448	0.00537578	0.0081499	0.00645639	0.00841049	0.0121421	0.0116445	0.0135258	0.0236117	0.0273471	0.0326437	0.052073	0.0668552	0.0967995	0.0617622	0.0921153	0.0808919	0.080263	0.0834662	0.0721928
dans	0.0871404	0.0314318	0.0224205	0.0143863	0.00669313	0.00575863	0.00319496	0.0049671	0.00845724	0.00359837	0.00118799	0.00232335	0.00508419	0.00722892	0.00706834	0.00507975	0.00597162	0.0110821	0.0140719	0.0177709	0.0181419	0.0199094	0.03383	0.0359538	0.0549401	0.0780194	0.0937064	0.0821759	0.102027	0.1121	0.104278
la	0.105674	0.0349795	0.0215585	0.0170342	0.00599766	0.00468711	0.00340182	0.00376457	0.00847988	0.00184994	0.000880326	0.00204509	0.00484296	0.00587295	0.00801176	0.00778419	0.0118619	0.0166241	0.0170258	0.0326439	0.0199949	0.0210873	0.032732	0.0404047	0.052905	0.104777	0.0961599	0.0673727	0.0785288	0.123731	0.0472862
marmite	0.0482032	0.0227567	0.01557	0.00958862	0.00340775	0.00255788	0.00209996	0.00279295	0.00518305	0.00140042	0.00144084	0.0025159	0.00523232	0.00769123	0.0104954	0.00930212	0.00854975	0.011213	0.0148702	0.042585	0.0412187	0.0308405	0.0368473	0.0652896	0.0586088	0.0828298	0.120258	0.0884682	0.0953175	0.105382	0.0474832
</S>	0.0277489	0.0150511	0.011464	0.00892984	0.00612654	0.00483993	0.00360117	0.00549522	0.00604026	0.00313433	0.00248924	0.00407887	0.00495636	0.00512486	0.00503948	0.00364575	0.00412924	0.00496423	0.00654816	0.025925	0.0192412	0.0260118	0.0396092	0.0713872	0.0845082	0.0853284	0.120791	0.116789	0.100853	0.102219	0.0739306
