 	a66	a87	a23	a99	a61	a31	a88	a75	a85	a5	a85	a5	a47	a88	a62	a61	a21	a5	a36	a27	a57	a87	a23	a99	a83	a61	a24	a47	a88	a71	a83	a61	a24	a41	a85	a5	a21	a85	a5	a0	a43	a88	a71	a9	a87	a23	a87	</S>
ceux-ci	0.0334131	0.0494461	0.035709	0.0322515	0.0408197	0.0320043	0.0537647	0.0377565	0.0243609	0.027253	0.0321068	0.0202721	0.0193835	0.0115907	0.0132905	0.00743199	0.0124207	0.00823733	0.00954801	0.0139992	0.0268799	0.032956	0.0229892	0.021713	0.0277312	0.0128861	0.0177325	0.0129218	0.0152116	0.0178374	0.0151924	0.010683	0.0155863	0.0148299	0.011676	0.00973392	0.00785095	0.00489599	0.0103838	0.010727	0.011383	0.0118713	0.0160818	0.0201805	0.0162667	0.0206006	0.0232785	0.0448603
sont	0.0389834	0.0317755	0.039911	0.0130864	0.0167833	0.0149324	0.0135095	0.0178761	0.0127007	0.0155046	0.0173527	0.0175016	0.0240003	0.0223703	0.0386591	0.048553	0.0361227	0.0184219	0.0477966	0.030325	0.0240403	0.0213621	0.0194926	0.00844241	0.0105061	0.0087681	0.00819778	0.00924815	0.0163581	0.0134157	0.00935123	0.0118594	0.0144108	0.0151289	0.0127664	0.0103117	0.014333	0.0106936	0.0219768	0.0217315	0.0208847	0.0224214	0.0239932	0.0285877	0.0294675	0.0268242	0.0288275	0.0204328
des	0.0409158	0.0291245	0.0175647	0.0144074	0.0083858	0.00929783	0.00310328	0.00571054	0.00446886	0.00490609	0.0115476	0.0107425	0.0205339	0.0108641	0.027462	0.0364322	0.0371361	0.0231791	0.0443208	0.0371658	0.0289353	0.030522	0.0469368	0.0282728	0.0318771	0.0286971	0.02907	0.0370485	0.0390661	0.0299994	0.0293304	0.0225188	0.0167517	0.0204773	0.0158906	0.0128547	0.00829278	0.00751941	0.0108273	0.00823112	0.00927826	0.0109875	0.0226112	0.0191693	0.020986	0.00911898	0.013501	0.0139596
habits	0.0356372	0.0250348	0.0161861	0.0441718	0.0247141	0.0614732	0.0371346	0.0339917	0.0308503	0.0216225	0.0149287	0.0140633	0.0166353	0.0587712	0.0141037	0.0278137	0.0298654	0.0279082	0.0208086	0.0156583	0.0252919	0.0300753	0.0454297	0.0596712	0.0451399	0.0397094	0.0205066	0.0125438	0.0227671	0.024822	0.00739067	0.0058554	0.00876482	0.00852514	0.00611789	0.0101323	0.00808226	0.00386245	0.00429289	0.0088412	0.00655741	0.00707884	0.00307626	0.00343799	0.00286458	0.00245385	0.00165065	0.00368583
à	0.0140741	0.0117393	0.00846298	0.0261326	0.0173334	0.0209342	0.0154573	0.0126419	0.032241	0.0274404	0.0215556	0.0227657	0.0252002	0.0321227	0.0350511	0.0253257	0.0255274	0.0250235	0.0162483	0.0140258	0.0296168	0.0140409	0.0204047	0.0148505	0.020332	0.0189808	0.0203732	0.0133754	0.0236976	0.0192395	0.0161323	0.0232072	0.0182159	0.030598	0.0304482	0.0285325	0.0488498	0.0265717	0.0268579	0.0276366	0.0226059	0.0214557	0.0127489	0.0083102	0.00673242	0.00657032	0.00801325	0.0122984
vendre	0.0391162	0.0333949	0.0311268	0.0322124	0.0257891	0.0190926	0.0161672	0.0137351	0.01676	0.0149972	0.0133324	0.0133118	0.0164549	0.0144729	0.0288351	0.0213435	0.0268939	0.0169696	0.0215218	0.0146313	0.0152901	0.0123364	0.0134761	0.0114961	0.0160364	0.0239423	0.0212384	0.0176174	0.0242095	0.0258674	0.0190291	0.0208707	0.0218615	0.0246483	0.0237409	0.0227525	0.0374018	0.0276626	0.0286989	0.0275644	0.0240248	0.0194155	0.022603	0.0140585	0.0125705	0.0148666	0.0132202	0.0133416
ceux-là	0.0834361	0.0418029	0.0432665	0.0171884	0.0183785	0.0108169	0.00726042	0.00767124	0.0091989	0.0149632	0.0250727	0.0255281	0.0329473	0.023308	0.0489865	0.034085	0.047497	0.0175938	0.0343608	0.024505	0.026343	0.0180251	0.0177678	0.0144029	0.0155453	0.0162911	0.0122166	0.0109039	0.0150378	0.0131001	0.0102071	0.0102199	0.0111886	0.0130977	0.0147078	0.0102512	0.0110314	0.0127376	0.0149154	0.0137175	0.0150982	0.0147559	0.0194589	0.0131621	0.0220655	0.0237841	0.0254156	0.0166847
sont	0.061521	0.040886	0.0344105	0.0152046	0.0183224	0.0109585	0.00950298	0.0102684	0.0102534	0.0147526	0.0280146	0.0319849	0.04244	0.0486649	0.0512584	0.0538089	0.0606557	0.0295381	0.0268563	0.0217557	0.0265366	0.0110694	0.010196	0.00992263	0.010395	0.0146919	0.0105218	0.00920463	0.01285	0.0121588	0.00729015	0.00769932	0.0101079	0.00961481	0.0154033	0.00529835	0.00772447	0.009539	0.0208201	0.0153408	0.0125567	0.0147776	0.0172574	0.0146072	0.021131	0.0228298	0.0249782	0.0144192
à	0.0444225	0.0300159	0.025889	0.0214031	0.0188906	0.0151997	0.0125676	0.00881822	0.00637851	0.00793015	0.0113607	0.0152193	0.0193376	0.0205238	0.0250093	0.0378402	0.0301972	0.0175095	0.0185438	0.0217341	0.0286634	0.0267754	0.0262471	0.0301038	0.0306645	0.0316353	0.0246664	0.0173001	0.0183943	0.0139601	0.00858982	0.0110983	0.0109264	0.0105789	0.0164993	0.00847446	0.0123566	0.0155378	0.0170516	0.015054	0.0193593	0.0188574	0.0186992	0.0338567	0.0222434	0.0491479	0.0293293	0.0251385
porter	0.0521948	0.0239723	0.0234716	0.0174308	0.0166484	0.012339	0.00856497	0.00830255	0.00934599	0.0107262	0.0186908	0.0231613	0.0277299	0.0241135	0.0368193	0.0376883	0.0419217	0.0275753	0.0306484	0.028845	0.0294697	0.0261756	0.0247785	0.0234384	0.0255011	0.0295893	0.0222138	0.0223457	0.0241787	0.0178102	0.0177371	0.0209172	0.0200602	0.0189472	0.0224346	0.00953181	0.00703797	0.0100835	0.0222901	0.0112737	0.0117774	0.0112305	0.015825	0.0143938	0.0116648	0.017328	0.0198639	0.0119119
