 	a23	a50	a83	a57	a54	a5	a12	a5	a37	a96	a12	a31	a88	a71	a0	a21	a12	a96	a66	a4	a35	a54	a7	a57	a10	a87	a23	a99	a97	</S>
les	0.0821168	0.100274	0.110831	0.0402524	0.0311927	0.0262016	0.0281352	0.0307808	0.0461407	0.0739451	0.0525899	0.0361345	0.0166758	0.00516983	0.00700405	0.015904	0.015302	0.0163478	0.0133152	0.0175355	0.0214085	0.0172785	0.0156388	0.0264497	0.024307	0.0255644	0.0249027	0.023541	0.0207421	0.0343186
chenilles	0.0101904	0.0242833	0.0229871	0.0216503	0.050977	0.0507787	0.106922	0.102613	0.0745886	0.101013	0.141814	0.0449356	0.0512416	0.026106	0.0153434	0.0121006	0.0149303	0.0367697	0.00677503	0.00694491	0.0101346	0.0064065	0.0103518	0.00616272	0.00763691	0.00844711	0.00807608	0.00568078	0.00985286	0.00428576
rouges	0.218762	0.0816839	0.0373158	0.0463933	0.0518241	0.0535755	0.0464088	0.0261237	0.0321748	0.0291832	0.0185382	0.0123586	0.0170132	0.019519	0.0256223	0.0166995	0.0223142	0.0164164	0.0126195	0.0108407	0.0125522	0.0096027	0.0162808	0.0191256	0.0202001	0.0230472	0.034013	0.0181329	0.0381979	0.0134605
ravagent	0.0228455	0.0166904	0.0165799	0.0167014	0.0193986	0.0263079	0.0323805	0.0389249	0.059333	0.0988886	0.105566	0.14848	0.105369	0.0901648	0.060075	0.020675	0.0227346	0.0127504	0.0149105	0.0108312	0.00969201	0.0061883	0.00446851	0.00575579	0.00766961	0.00827715	0.00491573	0.00550902	0.00353535	0.00438147
le	0.0330288	0.0369118	0.0288116	0.027061	0.027361	0.0296805	0.0279275	0.0256005	0.0355957	0.0466189	0.0450591	0.0484115	0.0731935	0.0633051	0.0454713	0.0361511	0.0267703	0.0210893	0.0267688	0.0301244	0.0278267	0.0274079	0.0208021	0.0250853	0.0328953	0.0389403	0.0255317	0.0259052	0.0169566	0.0237073
feuillage	0.0574214	0.0452716	0.042197	0.0345456	0.0268493	0.0520696	0.0488543	0.0643279	0.0885472	0.0886943	0.0754233	0.0343388	0.0367497	0.0257098	0.0276524	0.0159391	0.0155495	0.0104246	0.0164749	0.0130789	0.0190434	0.0126075	0.013947	0.0138505	0.0157269	0.0202443	0.0201753	0.0180875	0.0224052	0.0237932
du	0.124728	0.025627	0.0162451	0.00453035	0.00319377	0.00360447	0.00547284	0.00587928	0.0100985	0.0307433	0.00962962	0.0342948	0.0167046	0.0100498	0.0215186	0.0336211	0.0496194	0.0526807	0.0366535	0.034301	0.0234241	0.0385554	0.0509081	0.050822	0.0568555	0.0362725	0.071155	0.0434208	0.0683764	0.0310148
grand	0.124307	0.0390555	0.033026	0.0135872	0.0147935	0.0110678	0.013927	0.0125498	0.0162555	0.0492478	0.0194803	0.0244175	0.0315154	0.03213	0.0252463	0.0152468	0.0114571	0.0115929	0.00960249	0.00586197	0.0173785	0.00806045	0.0233126	0.0267726	0.0593033	0.0485362	0.109964	0.0415892	0.107911	0.0428045
arbre	0.100802	0.0235105	0.0200315	0.0123565	0.0143736	0.0143961	0.0145166	0.0196959	0.0348212	0.0635055	0.0408112	0.0376318	0.0437723	0.0411086	0.0278305	0.0185389	0.0172019	0.0122911	0.0161404	0.00938657	0.016869	0.0110994	0.0214868	0.0256629	0.0446264	0.0365493	0.0641104	0.041073	0.0687473	0.0870529
engoma	0.0553447	0.0182005	0.0155801	0.00927228	0.00673728	0.00717713	0.00707117	0.00688617	0.0104463	0.0155911	0.0158578	0.0193034	0.0253244	0.0239666	0.0156057	0.0176681	0.0145798	0.0143555	0.0206031	0.0123234	0.0225271	0.0207319	0.0476401	0.0530055	0.0932812	0.0616655	0.0967395	0.0534453	0.0779482	0.141121
</S>	0.135293	0.0377936	0.0317884	0.0168996	0.00768999	0.00874372	0.00945512	0.00650063	0.00912254	0.0245203	0.0137239	0.0213249	0.0305923	0.0260965	0.0157307	0.0160757	0.0124385	0.0160744	0.0197564	0.0203357	0.0286709	0.034727	0.0482693	0.0476489	0.0742234	0.0599682	0.063635	0.0428896	0.0382888	0.0817227
