 	a66	a87	a57	a87	a57	a9	a83	a44	a96	a34	a96	a70	a96	a54	a7	a44	a70	a44	a69	a4	a54	a56	a44	a53	a44	a54	a56	a37	a70	a83	a99	a83	a50	a83	a9	a3	a9	a87	a97	a87	a23	a97	a82	</S>
va	0.0250707	0.0304762	0.0405404	0.0334874	0.0251531	0.0236624	0.0206456	0.0381408	0.0149752	0.0197203	0.023872	0.0160169	0.017464	0.0213427	0.0218527	0.02233	0.0423053	0.0368554	0.021465	0.0165928	0.0180163	0.0232076	0.0187341	0.0411424	0.0337076	0.0287446	0.0228991	0.0151176	0.0285242	0.0200071	0.0227557	0.0172264	0.0115244	0.010109	0.00945311	0.0117085	0.0190097	0.0149148	0.0145933	0.0157838	0.0162526	0.0178401	0.0102116	0.0465473
avertir	0.0240721	0.0165543	0.013788	0.0272262	0.0228181	0.0330648	0.0382448	0.0253472	0.014243	0.0406257	0.0176441	0.0167228	0.019375	0.0178086	0.0164585	0.0287148	0.0321489	0.0329387	0.0404126	0.0228504	0.01868	0.0176903	0.0210603	0.0174594	0.0130785	0.0159909	0.0110838	0.0135105	0.0142673	0.0210519	0.0203423	0.0235702	0.022314	0.0189966	0.0182573	0.0242331	0.0252271	0.0188198	0.0244434	0.0268663	0.0228701	0.0320841	0.0244686	0.0325754
le	0.0462849	0.0195441	0.0186841	0.0250135	0.0268101	0.0304138	0.0591407	0.0429635	0.0296583	0.0558389	0.0391297	0.0245154	0.0219543	0.0218356	0.0187858	0.0369241	0.0190388	0.0257474	0.0373079	0.0394888	0.0305128	0.0261287	0.026703	0.0214107	0.0120998	0.0248808	0.0128279	0.0129721	0.00833723	0.00819992	0.00554186	0.00540621	0.00614731	0.0043388	0.0101786	0.00855717	0.00910674	0.006092	0.016378	0.0179761	0.0181941	0.0176698	0.017218	0.0340424
notable	0.0347509	0.0276464	0.0224638	0.00817572	0.00851206	0.00736121	0.00632134	0.00870047	0.00977193	0.0102491	0.0124299	0.011653	0.0219418	0.0238387	0.0354118	0.0510243	0.0335837	0.0516958	0.0787933	0.107238	0.100469	0.0730369	0.0447683	0.0173622	0.0147496	0.0122573	0.0142683	0.014632	0.00889405	0.0153858	0.00616274	0.00714639	0.00901349	0.00714554	0.0103203	0.00899033	0.0075503	0.00742586	0.0101506	0.0078995	0.00894086	0.00594947	0.00978037	0.006137
que	0.0762449	0.053534	0.0462254	0.0197317	0.0251196	0.0186869	0.0212898	0.0195966	0.024425	0.0346103	0.039671	0.040887	0.0593851	0.0433634	0.0620866	0.0447186	0.0350526	0.0385307	0.0270147	0.0171205	0.0104996	0.00907521	0.00525079	0.0076252	0.00571851	0.00439745	0.00584734	0.00476805	0.00481656	0.00577283	0.00700705	0.00920983	0.0132819	0.00806366	0.0081643	0.00782692	0.00934503	0.00730613	0.013608	0.0218529	0.015932	0.0151576	0.0224514	0.0297274
le	0.0235004	0.010662	0.00496318	0.00661926	0.00834339	0.0116729	0.0211813	0.0424924	0.0186477	0.0571517	0.0454466	0.0490594	0.0565828	0.061449	0.0658816	0.0640142	0.0705232	0.0582516	0.0646592	0.0227731	0.00840947	0.00521514	0.00316596	0.00537404	0.00547067	0.00907995	0.00856641	0.0169123	0.0116622	0.0116987	0.00736526	0.00740896	0.0138956	0.00871466	0.012608	0.015005	0.0135494	0.0100324	0.0105185	0.0136449	0.0103738	0.0128865	0.00872253	0.0058446
recensement	0.0216099	0.0190693	0.00945257	0.00766553	0.00627804	0.0044356	0.00599977	0.0068068	0.0062778	0.0120565	0.0137983	0.0177751	0.018293	0.0209357	0.0252853	0.0401029	0.0536023	0.0723025	0.13817	0.0974428	0.0365895	0.0324588	0.0176708	0.017618	0.0165898	0.0236059	0.01865	0.0162028	0.0168242	0.00952575	0.00854337	0.00605312	0.00837784	0.013636	0.00946415	0.0152502	0.0140779	0.0175047	0.0096187	0.0234666	0.0200257	0.0157217	0.0223244	0.0128403
commence	0.0455157	0.0274963	0.0207724	0.024137	0.0172707	0.0102969	0.0147885	0.0168398	0.00737398	0.0168167	0.0103924	0.00998586	0.0104465	0.0138969	0.0157391	0.0216541	0.0270848	0.0342713	0.0275269	0.0125931	0.00517205	0.00329968	0.00179375	0.00434806	0.00421523	0.00713881	0.0117355	0.0139132	0.0133657	0.0106791	0.00935773	0.00523765	0.00981713	0.0103285	0.0154359	0.0371405	0.0481565	0.0443369	0.0535364	0.0748305	0.0671778	0.0605276	0.0609937	0.0425632
demain	0.0630184	0.0413002	0.0255204	0.0215919	0.0212349	0.0118591	0.0154275	0.0130927	0.00790344	0.0112787	0.00879574	0.00954868	0.00947068	0.0118136	0.0101563	0.0159118	0.0158108	0.0212865	0.024035	0.0232453	0.0111168	0.0108374	0.00565515	0.0171508	0.0204283	0.026067	0.0366301	0.0310629	0.028899	0.0232562	0.0165031	0.0100068	0.0149061	0.0169082	0.0161448	0.029765	0.0366525	0.0355377	0.038704	0.0380634	0.039919	0.0412807	0.0463972	0.0258061
</S>	0.0274532	0.0147686	0.00962564	0.011567	0.00859908	0.00862373	0.0102099	0.0124293	0.0161361	0.0173554	0.011418	0.0110464	0.0138604	0.0223919	0.0168732	0.029071	0.0302346	0.0337486	0.0360289	0.0325956	0.0151304	0.0181958	0.0127477	0.020429	0.0154584	0.0139788	0.012546	0.0133253	0.0135586	0.0122909	0.0191804	0.0133118	0.0252403	0.0213835	0.0257184	0.0370553	0.0428684	0.0337564	0.0451223	0.0535283	0.0303183	0.0356667	0.0557593	0.0393932
