 	a23	a87	a10	a83	a54	a92	a34	a75	a85	a37	a34	a62	a83	a90	a92	a44	a98	a75	a21	a18	a11	a75	a88	a0	a75	a21	a47	a62	a75	a25	a90	a58	a53	a90	a70	a83	a9	a10	a97	</S>
le	0.044994	0.0593617	0.0306214	0.0415932	0.0292192	0.0403998	0.0436855	0.0954166	0.110002	0.0543786	0.0394876	0.0191535	0.0260736	0.0221895	0.0103508	0.00851251	0.00831388	0.0077872	0.00914134	0.00982203	0.0105649	0.017355	0.0213724	0.020473	0.0215399	0.0199423	0.0191201	0.0176625	0.0193375	0.0181495	0.0106898	0.0113445	0.00979856	0.0085184	0.0104826	0.0091763	0.00857651	0.0109086	0.00782708	0.0166568
guérisseur	0.00209962	0.0103102	0.0122872	0.0150425	0.0358678	0.0533434	0.0684314	0.113679	0.0904944	0.10957	0.123592	0.057004	0.0807379	0.0655773	0.0391399	0.0267093	0.0198851	0.013016	0.0104979	0.0110122	0.007445	0.00407937	0.00370883	0.00346191	0.00264779	0.00176114	0.00204042	0.00205363	0.00267959	0.00183339	0.00115253	0.000639017	0.00109285	0.000745595	0.000756353	0.000680782	0.00116701	0.00111767	0.00149983	0.00114107
a	0.0390016	0.0289951	0.0295582	0.0255994	0.0263971	0.0243893	0.0246619	0.040229	0.0479574	0.0436657	0.0637713	0.0878897	0.064874	0.057761	0.038022	0.0348501	0.0221192	0.0256844	0.0194764	0.01921	0.0227883	0.0124062	0.00659081	0.00527975	0.00664093	0.00845775	0.0107976	0.00977905	0.00988557	0.00904014	0.00850782	0.00715291	0.00853659	0.00814369	0.00998518	0.0141938	0.0139475	0.0151704	0.0257114	0.0228719
crachoté	0.0132787	0.00672794	0.00582915	0.00492999	0.00449773	0.00391106	0.00609104	0.00591016	0.00907851	0.015038	0.0285003	0.0563949	0.0478293	0.0827116	0.098283	0.0991503	0.076685	0.0800639	0.0495013	0.0475859	0.0457313	0.025338	0.0122225	0.012134	0.0105306	0.00918948	0.00837827	0.00827061	0.014333	0.00879855	0.00922506	0.00703944	0.00917751	0.0128619	0.00929002	0.00828963	0.0127997	0.0102662	0.0108499	0.0132765
de	0.10589	0.0409005	0.0249367	0.0311714	0.0323106	0.0243527	0.0418137	0.0302674	0.0789145	0.0478784	0.0448656	0.0551232	0.0409102	0.0186175	0.0194332	0.0201217	0.0200077	0.0181689	0.0160428	0.0219276	0.0208143	0.0284778	0.0336688	0.02451	0.0281941	0.0114837	0.00945437	0.011959	0.00823361	0.00339607	0.00324519	0.00319153	0.00382236	0.00691068	0.00630956	0.00891011	0.00991795	0.016208	0.016222	0.0114167
l'	0.0560623	0.0194107	0.0113598	0.00962297	0.00487548	0.00475138	0.0060276	0.00573962	0.00628074	0.00656585	0.00861452	0.0160786	0.0105391	0.00755959	0.00793634	0.0109271	0.0177559	0.0186654	0.0247042	0.0275399	0.0340389	0.0295154	0.0223439	0.0155704	0.0277734	0.028117	0.0450482	0.0412927	0.0417902	0.0366031	0.0301161	0.024298	0.0295854	0.0256774	0.0322322	0.0428815	0.0407992	0.0526146	0.0523574	0.066328
herbe	0.0252757	0.013159	0.0123668	0.0116477	0.0100385	0.00912671	0.015681	0.00849362	0.0162493	0.0198757	0.0224132	0.03503	0.0206264	0.0152897	0.0153834	0.0321545	0.0417214	0.0488507	0.059794	0.0566757	0.0699756	0.0574948	0.0431972	0.0275799	0.0408182	0.0365097	0.0392916	0.0235014	0.0152594	0.0139925	0.00992892	0.00797041	0.0110643	0.0120375	0.0119533	0.013887	0.0210053	0.0171251	0.018642	0.0189125
mâchée	0.0356549	0.0180371	0.0134668	0.0139536	0.0100082	0.0108103	0.0150036	0.0118246	0.0225974	0.0262495	0.0237008	0.0303176	0.0237994	0.0325747	0.0276026	0.049745	0.0559081	0.0389707	0.0579023	0.0454329	0.0439146	0.0408627	0.0204158	0.0160873	0.0120055	0.011274	0.012842	0.00971076	0.0064078	0.00752289	0.00772497	0.00968297	0.0163663	0.0133436	0.021888	0.0387425	0.0341037	0.0441013	0.0383873	0.0310561
sur	0.0753203	0.0671785	0.0438277	0.0449065	0.0301225	0.0315262	0.0235228	0.0219643	0.0253969	0.0302059	0.0225957	0.0374586	0.0153053	0.010698	0.0120981	0.017261	0.0111063	0.0119446	0.0233735	0.0165004	0.0157437	0.0209821	0.0132885	0.0123863	0.00929116	0.0122117	0.0185912	0.0168384	0.0216607	0.0219007	0.0191567	0.0177031	0.0175227	0.018672	0.0214386	0.0257361	0.0338582	0.0371988	0.0399105	0.0335959
le	0.0369104	0.0311664	0.019714	0.0172111	0.0107389	0.0109302	0.00895533	0.00986165	0.00974505	0.0132669	0.0203033	0.038492	0.0247618	0.0223413	0.0216918	0.0240557	0.0185119	0.0171005	0.0232495	0.0148796	0.0126072	0.0135952	0.0103594	0.0090963	0.00787654	0.0178427	0.0311634	0.0272252	0.030798	0.0338078	0.032249	0.0294399	0.0242749	0.0345978	0.0338394	0.042447	0.0437481	0.0444547	0.0511869	0.0755033
