 	a23	a87	a10	a87	a23	a40	a30	a35	a61	a35	a41	a35	a26	a43	a75	a35	a2	a11	a75	a14	a35	a41	a14	a35	a21	a61	a27	a11	a94	a35	a98	a73	a76	a20	a84	a87	</S>
on	0.0897504	0.1017	0.0926451	0.153972	0.0802661	0.0404017	0.0454501	0.0363785	0.0180193	0.014643	0.0140373	0.0133896	0.0151162	0.0186076	0.0150244	0.0106147	0.0050303	0.00708403	0.00907538	0.00770545	0.0122369	0.00854471	0.0177474	0.0188205	0.0140598	0.0144281	0.0154333	0.0108077	0.0140346	0.0194729	0.00856655	0.00658224	0.0114461	0.010978	0.00860624	0.00515163	0.0141721
a	0.0134383	0.0108968	0.00977391	0.00790894	0.0105866	0.00873461	0.00787048	0.00570762	0.00379554	0.00431092	0.00923169	0.00702886	0.0119945	0.0142492	0.00850056	0.0174505	0.021547	0.0206806	0.0197814	0.0317076	0.104736	0.0415607	0.131009	0.0662356	0.0721223	0.0373424	0.0237815	0.018108	0.0136822	0.0125029	0.0194579	0.0247398	0.0217953	0.0242264	0.0376704	0.0557318	0.0501021
fait	0.0259417	0.0141752	0.00860104	0.00692398	0.00794227	0.0133	0.0120193	0.0126848	0.0146235	0.0139082	0.0155705	0.0179038	0.014301	0.0110917	0.0130267	0.00717768	0.00504241	0.0080238	0.010559	0.00563856	0.00660883	0.00923511	0.010512	0.00931277	0.00749637	0.00593372	0.00426398	0.00413241	0.00380916	0.00489563	0.0426717	0.054296	0.0809119	0.0803206	0.105408	0.15894	0.172797
courir	0.0139502	0.0167363	0.0163805	0.0138135	0.0331319	0.0150775	0.0266262	0.0201179	0.0317929	0.0294108	0.0319199	0.0392367	0.0351612	0.0232695	0.0286932	0.0382143	0.0405044	0.0274074	0.0307086	0.0512569	0.0590907	0.0439246	0.0541959	0.0581576	0.045484	0.0282947	0.0279029	0.0302988	0.0210471	0.0243882	0.0097788	0.00946023	0.00573394	0.00562423	0.00389047	0.00399065	0.00532725
le	0.0963774	0.0549386	0.0535731	0.0361752	0.0555158	0.0197389	0.0248324	0.0255616	0.018175	0.0124616	0.0071815	0.00472627	0.00744005	0.00664846	0.00765964	0.00963253	0.00468219	0.00403778	0.00676779	0.0231665	0.0348646	0.027284	0.0314526	0.0326126	0.0284078	0.0330948	0.040243	0.0397044	0.0353179	0.0264826	0.0226154	0.0219109	0.0258358	0.028306	0.029432	0.0224784	0.040665
bruit	0.0381782	0.0433101	0.0377465	0.0327104	0.0311028	0.0453237	0.0243487	0.0138482	0.0242213	0.029155	0.0312949	0.033354	0.0303563	0.0551232	0.0245171	0.0162643	0.0165726	0.0148658	0.0215828	0.029365	0.0350497	0.0325157	0.0292739	0.0294198	0.0286757	0.0255108	0.0263669	0.0265512	0.0182284	0.0197733	0.0173664	0.0185505	0.0224367	0.0205517	0.0206716	0.0183384	0.0174785
de	0.0946524	0.0870894	0.0684626	0.0402611	0.0423143	0.0359977	0.031753	0.0204453	0.0242905	0.0200382	0.00890552	0.00718159	0.00726633	0.00575318	0.0115142	0.00657305	0.0109604	0.0144873	0.0120861	0.0416451	0.0596688	0.0395318	0.0318001	0.0339502	0.027383	0.0233015	0.0374479	0.0277162	0.0129011	0.0119006	0.008676	0.00966565	0.0130637	0.0137726	0.014592	0.0171404	0.025811
sa	0.108727	0.082596	0.0760221	0.0593856	0.0687236	0.0603476	0.0540284	0.0274746	0.0236801	0.0171051	0.0114725	0.00823238	0.0120095	0.0151827	0.00873156	0.00723952	0.0061566	0.00467645	0.00565925	0.00839199	0.0178137	0.00754328	0.0130855	0.016104	0.00993819	0.0158778	0.0139705	0.0123718	0.0104072	0.0160547	0.0144459	0.0214506	0.0275951	0.0245642	0.0322074	0.0301599	0.0505673
mort	0.0952982	0.0912398	0.0792203	0.0652817	0.0660059	0.040695	0.0330329	0.020718	0.0197977	0.0145983	0.010072	0.0102999	0.0128293	0.0219243	0.0117841	0.0089724	0.00491061	0.00454781	0.00468296	0.00454795	0.00597143	0.00898404	0.00706571	0.0103918	0.00719498	0.0207097	0.0145787	0.0136826	0.0409589	0.0653074	0.027035	0.0205454	0.0304146	0.0224102	0.0291281	0.0197477	0.0354148
</S>	0.194064	0.0827455	0.0675955	0.0250202	0.0317037	0.0189779	0.021343	0.0132893	0.00981192	0.00868424	0.00967317	0.00890655	0.0117375	0.0130703	0.0119868	0.0120676	0.0107078	0.0111437	0.0140385	0.0122584	0.0126308	0.00922595	0.00421471	0.00563208	0.00435692	0.00488364	0.00402014	0.00465214	0.00586536	0.0148972	0.00541783	0.0189679	0.0336543	0.029037	0.037401	0.0357592	0.180558
