 	a15	a82	a3	a82	a10	a87	a23	a62	a88	a43	a56	a75	a85	a92	a56	a62	a75	a85	a6	a37	a43	a0	a24	a9	a10	a9	a10	a87	a23	a87	</S>
la	0.137023	0.147443	0.0747911	0.0442934	0.0362235	0.0175137	0.0127216	0.00775709	0.00388137	0.0054105	0.00355257	0.00378853	0.00399196	0.00665997	0.00401436	0.00399528	0.00589362	0.0083483	0.0108107	0.024412	0.0326713	0.038719	0.0510367	0.0284663	0.0439804	0.0404475	0.0260023	0.0253252	0.0357814	0.0400838	0.0749606
tempête	0.00479325	0.0252494	0.0234193	0.0345061	0.0516499	0.0382869	0.0759673	0.0968534	0.0892486	0.114953	0.073744	0.0644087	0.0416607	0.0673238	0.0515894	0.0415176	0.0375188	0.0226532	0.0122891	0.00557319	0.00215135	0.00271008	0.00162986	0.00106848	0.00128355	0.00178463	0.00223127	0.00172288	0.00194046	0.00794185	0.00232981
a	0.0628223	0.048737	0.0302477	0.0377403	0.0372378	0.0388696	0.0374695	0.0408842	0.0410228	0.0655268	0.0694491	0.0652516	0.0348742	0.0483586	0.0363231	0.0216039	0.0133752	0.0113205	0.00814245	0.00831356	0.0133968	0.00961754	0.0101979	0.0143119	0.0217185	0.0246473	0.0315764	0.0390633	0.0329888	0.0424239	0.00248747
fait	0.0211852	0.0214235	0.0222076	0.0206502	0.0104496	0.00961214	0.014529	0.0214805	0.0306056	0.039148	0.052182	0.0737452	0.117328	0.0680853	0.177102	0.128677	0.059985	0.0214528	0.0109	0.00804586	0.00567817	0.00661817	0.00577329	0.00505131	0.00547528	0.00574057	0.00781992	0.00980142	0.00807733	0.00607687	0.00509197
couler	0.0407542	0.0580781	0.0692099	0.071392	0.0566877	0.044222	0.0256832	0.0139764	0.00927227	0.00513445	0.00685728	0.00710596	0.0177082	0.040746	0.0315382	0.0523356	0.0524594	0.0464043	0.0466625	0.0396603	0.0409938	0.0362167	0.0343726	0.0339113	0.0372999	0.022317	0.0145456	0.0120514	0.0133498	0.00960776	0.00944632
notre	0.0751981	0.0602096	0.0729405	0.091046	0.069305	0.0468529	0.0233802	0.0186222	0.00854299	0.00482268	0.00350203	0.00250025	0.0050171	0.0112164	0.00689076	0.0130003	0.0158747	0.0175235	0.022485	0.0312224	0.0320412	0.0307493	0.0316892	0.0404335	0.0352097	0.0371781	0.0320657	0.0325721	0.0394889	0.033175	0.0552449
pirogue	0.0592185	0.0352596	0.0311444	0.0410434	0.0385216	0.0561865	0.0746593	0.0794445	0.038342	0.0320605	0.0192829	0.0218277	0.028233	0.0697286	0.0315446	0.0502023	0.0387349	0.0124871	0.0164045	0.0156954	0.0222999	0.0175332	0.013113	0.0185929	0.0262558	0.0231003	0.0226041	0.0176885	0.0264183	0.015199	0.00717374
à	0.126898	0.0770152	0.0485555	0.0488348	0.0293683	0.0275593	0.0333742	0.0500491	0.0593085	0.0818276	0.044975	0.0364567	0.0353667	0.034408	0.0270703	0.0205839	0.0129528	0.00572316	0.00524801	0.00657058	0.0116101	0.0110689	0.00718705	0.0116611	0.0160089	0.0187682	0.0252257	0.0168388	0.0280407	0.0266218	0.014823
pic	0.0717675	0.0688229	0.0447975	0.0345715	0.0266038	0.0170658	0.0140181	0.0105781	0.0120884	0.0119798	0.0136279	0.0115754	0.0153685	0.0134089	0.0137005	0.0092534	0.00849672	0.0186847	0.0192255	0.0258116	0.0406721	0.0441647	0.0360188	0.0539471	0.0495139	0.0579257	0.0584892	0.0439416	0.0477248	0.0525721	0.0535835
</S>	0.0696388	0.0734165	0.0486415	0.0408421	0.0398492	0.0289108	0.0278851	0.0269024	0.0208601	0.0222522	0.0118485	0.0102333	0.015929	0.0259358	0.0161508	0.0198434	0.0239836	0.0218653	0.0167924	0.0123535	0.0231485	0.0244512	0.0228492	0.0306965	0.0285268	0.0348025	0.0345747	0.0330587	0.0489434	0.0650475	0.0797668
