 	a23	a87	a23	a54	a73	a20	a73	a94	a20	a41	a24	a41	a27	a25	a87	a23	a38	a20	a94	a32	a24	a32	a38	a76	a90	a58	a38	a53	a76	a41	a24	a25	a38	a73	a84	a57	a87	</S>
cette	0.0329478	0.0206491	0.0250993	0.0558898	0.0431456	0.0505862	0.036761	0.0219576	0.0347215	0.023938	0.0197414	0.0159521	0.0263153	0.0288824	0.0226618	0.0208192	0.0170232	0.0180413	0.0127909	0.0164199	0.0210101	0.013361	0.0120964	0.0125689	0.0262228	0.0116549	0.0138406	0.0396153	0.0366791	0.0400499	0.026729	0.0532962	0.0315343	0.0228927	0.0248045	0.0175189	0.0113327	0.0404494
année	0.00476796	0.0155677	0.00995164	0.0207417	0.0398237	0.0508519	0.0627922	0.0196849	0.0125312	0.0129865	0.0179065	0.0413865	0.093935	0.0563647	0.0790194	0.0800062	0.0844067	0.0587093	0.0847125	0.0425197	0.0263739	0.0153329	0.00839828	0.00782021	0.00697953	0.00317878	0.00478451	0.00394709	0.00718406	0.004091	0.00182848	0.00319861	0.00512213	0.00166629	0.00247823	0.00195637	0.00313999	0.00385347
le	0.0318045	0.0238303	0.0125511	0.00776989	0.00705752	0.00631785	0.00801195	0.00943626	0.0104657	0.0377851	0.0367998	0.0405917	0.0728999	0.114969	0.0935701	0.0553892	0.0412307	0.0370973	0.0247809	0.0868296	0.0174149	0.00986849	0.00373622	0.00306551	0.0021427	0.00262247	0.0025601	0.00249337	0.0017842	0.00178595	0.00149968	0.00635078	0.00928457	0.023849	0.0242028	0.0483412	0.0437712	0.0360379
riz	0.0431451	0.016719	0.0187896	0.0193019	0.0269855	0.0145764	0.0179172	0.0401835	0.0303975	0.026793	0.0345757	0.0424227	0.031905	0.0267093	0.0351548	0.0288905	0.0263044	0.0245572	0.0424983	0.0337929	0.0196591	0.0198115	0.0110806	0.0116405	0.0174729	0.0239446	0.0183078	0.0141899	0.0121671	0.0169132	0.0191504	0.0172672	0.0260351	0.025398	0.0341	0.0274366	0.0305966	0.0732098
n'	0.0491873	0.0525431	0.0716925	0.0266848	0.0223219	0.0125004	0.00923967	0.0145769	0.0201043	0.0208506	0.0295542	0.0334845	0.0174261	0.0157889	0.0197063	0.019794	0.0172023	0.0175814	0.0177109	0.0179136	0.0265766	0.0170798	0.0145863	0.0117694	0.00928574	0.0155782	0.0101707	0.0199075	0.0197277	0.0349106	0.031066	0.0367969	0.0365896	0.0177559	0.0212467	0.0325935	0.040543	0.097952
a	0.0222229	0.0170214	0.01976	0.0185197	0.00896292	0.00909101	0.00647368	0.0104306	0.0108469	0.00730905	0.0130644	0.00739934	0.00578987	0.0116522	0.00871767	0.0139306	0.00973956	0.0153277	0.0132173	0.0107643	0.0214049	0.0274821	0.021836	0.0140294	0.0199266	0.0225967	0.0230663	0.0278677	0.0263047	0.025626	0.0378179	0.0716137	0.0823744	0.0462332	0.0630955	0.0641845	0.0888282	0.0754711
pas	0.0385186	0.0250916	0.0281531	0.0327344	0.0258972	0.0149943	0.0186998	0.0165502	0.0142915	0.0154911	0.0353752	0.0159574	0.00988028	0.0171403	0.0173997	0.0169664	0.0224503	0.0266905	0.0147347	0.0185328	0.0250094	0.0296737	0.0192751	0.018321	0.0171997	0.0189793	0.0172705	0.0139215	0.010331	0.014406	0.0145402	0.0211617	0.0230383	0.02505	0.0406289	0.0650766	0.0637333	0.136834
donné	0.0585561	0.0343506	0.0340792	0.0302842	0.0261729	0.0166685	0.0172617	0.0140364	0.0136361	0.0165076	0.0148618	0.0122085	0.00904274	0.0115775	0.0110746	0.0113785	0.0131451	0.0129806	0.0117943	0.0161039	0.0292327	0.0281076	0.0184641	0.0199728	0.0181297	0.0231842	0.0188065	0.00963058	0.0110467	0.0161757	0.0160995	0.0225225	0.0220463	0.0279031	0.0419544	0.0701171	0.0711062	0.14978
beaucoup	0.107816	0.0630082	0.0478821	0.0348403	0.0224409	0.0256256	0.0157516	0.0113082	0.0113964	0.01451	0.0103967	0.012296	0.0171566	0.0183099	0.0141056	0.0130432	0.015301	0.0115564	0.0125187	0.0178628	0.0271884	0.0170947	0.0122476	0.0201353	0.0209832	0.0214972	0.0254587	0.0153955	0.0195263	0.0260691	0.0198651	0.0133379	0.014691	0.0245821	0.0349426	0.0496546	0.0478542	0.0923501
</S>	0.0419157	0.0351409	0.0231115	0.0212129	0.036807	0.0320481	0.0159339	0.00555525	0.00616744	0.0102905	0.00342891	0.00647561	0.011817	0.0117874	0.00916039	0.00754298	0.00990992	0.00860234	0.0106564	0.0146486	0.0208735	0.0182829	0.0108081	0.0224976	0.0233741	0.0198845	0.0377693	0.0403524	0.0448623	0.0525572	0.0491618	0.0281967	0.0301742	0.0379017	0.0343677	0.0440798	0.0344688	0.128175
