 	a87	a23	a30	a70	a61	a47	a62	a0	a75	a5	a75	a5	a61	a62	a96	a34	a47	a62	a56	a47	a56	a90	a92	a44	a43	a75	a92	a37	a21	a12	a18	a25	a87	a23	a87	a23	</S>
celui	0.111695	0.105385	0.062125	0.0366754	0.0288643	0.0270835	0.0292982	0.0281598	0.016877	0.0153582	0.0137839	0.0189903	0.0165405	0.0147117	0.0137963	0.0120798	0.0117771	0.0105653	0.00889527	0.00916902	0.00962279	0.00981731	0.00849285	0.0157841	0.0193116	0.0168313	0.0204834	0.0226977	0.0177169	0.0373349	0.0322449	0.0192959	0.0335322	0.0241466	0.0283289	0.0285246	0.0640039
qui	0.0257806	0.0165777	0.0234013	0.0166189	0.0153802	0.0318794	0.0280835	0.0365737	0.0309743	0.0234215	0.025558	0.0245447	0.0210784	0.0229414	0.0233742	0.0280054	0.0353487	0.0418523	0.0627057	0.0621115	0.0403058	0.0306705	0.0236434	0.0242764	0.0287437	0.015894	0.0186749	0.0188572	0.0198588	0.017834	0.0195167	0.025661	0.0201819	0.0253185	0.0279536	0.0266404	0.0197574
se	0.0559616	0.0304971	0.034512	0.0365626	0.034471	0.047428	0.0386022	0.0388006	0.0382335	0.02263	0.0350187	0.0232193	0.0248729	0.0217449	0.0154192	0.0130473	0.0123208	0.0113407	0.0103253	0.0138205	0.00984294	0.0072407	0.00676831	0.00470635	0.00652598	0.00656511	0.0105036	0.0200169	0.0158964	0.0183409	0.0230624	0.0289398	0.0302268	0.0479069	0.0706793	0.0769426	0.0570068
noie	0.0456039	0.0191996	0.0101227	0.013197	0.0151289	0.014053	0.0281486	0.0252361	0.0418249	0.0384968	0.0803981	0.0436552	0.0613143	0.0298629	0.0274215	0.0276519	0.0300621	0.028594	0.0296298	0.0290041	0.0288286	0.0325687	0.030051	0.0239882	0.0252624	0.0187669	0.0171293	0.0170508	0.012751	0.0133346	0.013544	0.0125289	0.0155521	0.0158752	0.0254111	0.023493	0.035259
dans	0.0380011	0.0180071	0.0176691	0.0153075	0.014382	0.0115284	0.0151075	0.0160899	0.0263833	0.0240021	0.0438789	0.0174885	0.0413253	0.0232512	0.0239096	0.0232625	0.0260816	0.0280151	0.0301791	0.0317832	0.0347861	0.0262094	0.0242543	0.0316389	0.0336621	0.0401685	0.0391581	0.0442172	0.0353976	0.0224979	0.0260175	0.0170837	0.0306571	0.0243576	0.0308745	0.0346017	0.0187647
le	0.123158	0.0390202	0.0298084	0.0243879	0.0229915	0.017099	0.0180615	0.0169557	0.0123178	0.00930285	0.0128065	0.00728833	0.0110381	0.0126447	0.0134335	0.0147496	0.011699	0.012797	0.0116251	0.0196045	0.0172946	0.022321	0.0331458	0.036254	0.0368769	0.0304995	0.0319481	0.0415562	0.0361455	0.0235485	0.036819	0.0308971	0.0399265	0.0386682	0.0340492	0.0397045	0.0295564
fleuve	0.0909219	0.0443073	0.0370559	0.0136641	0.0080475	0.00654721	0.0035046	0.00339454	0.00144825	0.0012084	0.00185406	0.00122174	0.00331855	0.00649321	0.00842336	0.00772367	0.00672801	0.00488826	0.0049907	0.0074028	0.00692831	0.00503625	0.0103053	0.0212326	0.0224283	0.0264923	0.0303658	0.0432562	0.0578539	0.0598372	0.0756909	0.0618593	0.0883463	0.0581706	0.0616281	0.0611895	0.0462349
ne	0.0831855	0.0800459	0.0642933	0.0411794	0.026132	0.0194142	0.0116728	0.0159423	0.00668467	0.00432404	0.00569323	0.00611494	0.00827081	0.0173316	0.0195204	0.0184368	0.0175184	0.0136202	0.0121494	0.0166421	0.0136706	0.00758838	0.00659106	0.00479454	0.00713925	0.00720815	0.0152881	0.0215848	0.0193203	0.0246409	0.043036	0.0399044	0.0442704	0.0444997	0.0751902	0.0978063	0.0392951
sait	0.0689317	0.0801629	0.0790135	0.0354118	0.0316432	0.0269217	0.018026	0.0287229	0.0196962	0.012086	0.0127563	0.0172706	0.016954	0.0301722	0.0299729	0.0277369	0.0240467	0.0187032	0.0173541	0.0188654	0.0202758	0.00870795	0.0074893	0.00703248	0.0106047	0.00746239	0.010607	0.0128631	0.0149277	0.0166012	0.02342	0.0247472	0.025842	0.0310329	0.0500196	0.0623635	0.051555
pas	0.0611706	0.0496169	0.0629982	0.0233799	0.0197098	0.0166553	0.014613	0.0189135	0.0191	0.0143845	0.0175804	0.0101345	0.0149336	0.0177808	0.0156695	0.0141163	0.0138589	0.0120126	0.0112187	0.0169498	0.015579	0.00673237	0.00673924	0.00455269	0.00715693	0.00737265	0.0120706	0.0189007	0.020151	0.034553	0.0592951	0.0566758	0.046299	0.0611136	0.0551802	0.0728758	0.0699557
nager	0.0402138	0.0373145	0.0434267	0.0193028	0.0187887	0.0164932	0.0154068	0.0189112	0.0167421	0.0114315	0.0106068	0.00795643	0.00912897	0.0131729	0.0126047	0.0131427	0.0118443	0.0110322	0.00938135	0.0135144	0.0147195	0.013228	0.0152863	0.0130638	0.0186116	0.0149606	0.0215642	0.0286742	0.0183672	0.0213043	0.0517612	0.0465227	0.0474536	0.0550342	0.0802417	0.088862	0.0999287
</S>	0.024615	0.0211306	0.0245157	0.0169304	0.0144648	0.0129726	0.00908844	0.0104502	0.00589163	0.00450881	0.00515278	0.00583309	0.00596168	0.0071907	0.00499374	0.00416014	0.00346959	0.00312132	0.00300133	0.00401927	0.00485283	0.00713804	0.0116791	0.0339127	0.0482458	0.0431247	0.055443	0.062499	0.0538451	0.0434493	0.0669053	0.0540726	0.0632916	0.05079	0.0611858	0.0645254	0.083568
