 	a66	a82	a10	a3	a10	a9	a10	a99	a87	a97	a79	a20	a69	a58	a54	a73	a7	a15	a73	a69	a15	a98	a85	a47	a54	a75	a5	a18	a75	a85	a37	a85	a37	a36	a26	a82	a3	a97	a99	a3	a97	a3	</S>
le	0.040156	0.0563282	0.0298061	0.0501621	0.0340765	0.0351859	0.0276574	0.0217247	0.020703	0.0136793	0.0161543	0.0326251	0.0359762	0.0322522	0.0148584	0.0237097	0.0323802	0.0246166	0.0427539	0.0156301	0.0150736	0.0244681	0.0211073	0.016931	0.0178529	0.0146423	0.012265	0.00645841	0.00557303	0.00977868	0.00920428	0.0125692	0.0137909	0.0171683	0.0179845	0.0357717	0.0249988	0.017683	0.0210285	0.0214827	0.0192438	0.0161222	0.028366
sculpteur	0.000557522	0.00180515	0.00169465	0.00270079	0.00252138	0.00464389	0.00560556	0.0151767	0.0266803	0.022637	0.04378	0.0904522	0.135286	0.1018	0.0396341	0.078633	0.0719736	0.0406703	0.0616596	0.029841	0.0424491	0.0400802	0.0394627	0.0439738	0.0193747	0.00853623	0.00817841	0.00463781	0.00367518	0.00291355	0.00129979	0.000987566	0.00174482	0.00121198	0.000179963	0.000147044	8.11588e-05	0.000161742	0.000455991	0.000693178	0.000542822	0.000892736	0.000567236
est	0.0308118	0.0257232	0.0267364	0.0218287	0.0267081	0.023848	0.0242811	0.0241132	0.029978	0.0266318	0.0279003	0.0347252	0.0557303	0.0655989	0.0367015	0.0490148	0.0598472	0.0473642	0.0308455	0.0429685	0.0504138	0.0333885	0.0289906	0.0169246	0.00806552	0.0211927	0.00802664	0.0125127	0.00597887	0.00439132	0.00324657	0.00653463	0.0032401	0.00565881	0.00621556	0.0044474	0.005088	0.00806741	0.00561734	0.00626648	0.00795892	0.0207245	0.0156923
en	0.023672	0.0126149	0.0153611	0.00797575	0.00956839	0.00784324	0.00716827	0.00355147	0.00351291	0.00595303	0.00561497	0.0030681	0.00468482	0.00476325	0.00531407	0.00496458	0.00365839	0.00301164	0.00464848	0.0106373	0.0117606	0.00865632	0.0118224	0.0238868	0.0218653	0.0355781	0.0363019	0.0577879	0.0703501	0.035093	0.098743	0.0729757	0.0566953	0.0518422	0.0551907	0.0504572	0.0421205	0.0287807	0.0144186	0.0171295	0.0157227	0.0194981	0.0157367
train	0.0268084	0.0305017	0.031108	0.0261033	0.0286394	0.0242129	0.0184926	0.00979411	0.0129409	0.0229622	0.0199263	0.0167527	0.0194585	0.0182838	0.0131204	0.0186756	0.0174387	0.014679	0.0190864	0.0110038	0.00987003	0.00850728	0.00728842	0.0121339	0.028355	0.0176231	0.0451676	0.0256912	0.0362118	0.0318739	0.0633037	0.04692	0.0293462	0.026282	0.0332399	0.0286591	0.031678	0.0303592	0.0262881	0.023759	0.0220413	0.00962082	0.00579171
de	0.0475968	0.0342199	0.0159825	0.0116372	0.00891202	0.00802497	0.0125206	0.0147338	0.0124563	0.0129232	0.0107159	0.0188703	0.0253594	0.0210145	0.0102502	0.0125525	0.0157476	0.0104593	0.0110236	0.013145	0.0189877	0.0218517	0.0185422	0.0284633	0.0201585	0.0169328	0.00952219	0.00347456	0.00343922	0.00475019	0.00654713	0.0149781	0.0126046	0.0218176	0.0250466	0.0323205	0.0406715	0.0680818	0.0518705	0.0609234	0.0607252	0.0743409	0.0558042
tailler	0.0246169	0.0197379	0.0177082	0.0141585	0.012658	0.0112948	0.0126417	0.00913548	0.00909293	0.0141319	0.0213021	0.0348513	0.0324951	0.0261399	0.0139651	0.0277394	0.0254253	0.0277272	0.0475956	0.0191077	0.0449648	0.031125	0.0217085	0.0269615	0.0285835	0.0272914	0.0253772	0.0349114	0.0351363	0.0161527	0.00705652	0.0143963	0.0140182	0.0130961	0.021524	0.0211659	0.0544665	0.0289324	0.0238829	0.0243273	0.0245958	0.027004	0.0117968
la	0.0600534	0.0555019	0.032564	0.0284337	0.0191884	0.0180451	0.01828	0.0177479	0.0106502	0.0121433	0.0153582	0.0159009	0.0203364	0.0226719	0.0128643	0.0164791	0.0168169	0.0160505	0.0227989	0.0156421	0.0134197	0.0179491	0.0104314	0.0107543	0.0105267	0.0107145	0.00706749	0.0104937	0.00707807	0.0041822	0.00519395	0.00974632	0.010266	0.0111259	0.0172549	0.0302354	0.062984	0.06929	0.0462681	0.0384215	0.0545848	0.0438056	0.0506791
pirogue	0.0244089	0.0232701	0.023366	0.0190927	0.0200016	0.0189168	0.0243374	0.0176208	0.0111021	0.0165154	0.0178209	0.0185755	0.0167759	0.0232046	0.019641	0.0211907	0.0197803	0.0143598	0.0117442	0.0198447	0.0231751	0.0181935	0.0097218	0.00830119	0.00592947	0.0102493	0.00488072	0.0100654	0.00650524	0.00564021	0.00704518	0.0189527	0.0126776	0.0155237	0.0288921	0.0493523	0.0888334	0.0625321	0.036322	0.0382034	0.0643974	0.0527257	0.040311
</S>	0.0465821	0.0405184	0.0362792	0.0321525	0.0283553	0.0272054	0.0287708	0.0157214	0.0154172	0.0156118	0.0142096	0.0140148	0.0241205	0.0250833	0.019135	0.0157175	0.0173476	0.0145851	0.0139884	0.00899946	0.00743517	0.00498457	0.00501616	0.00611252	0.00520505	0.006687	0.00558299	0.00543013	0.00556521	0.00617533	0.0117085	0.0190672	0.0112373	0.0172377	0.0283903	0.0413197	0.0492155	0.0612266	0.0555732	0.0495945	0.0532782	0.0433219	0.0468197
