 	a66	a87	a23	a40	a6	a36	a37	a0	a62	a5	a6	a0	a43	a21	a12	a18	a88	a0	a90	a56	a21	a18	a12	a18	a83	a88	a71	a54	a36	a11	a36	a26	a7	a36	a27	a82	a87	a23	a87	a10	a87	</S>
notre	0.0994466	0.118658	0.100417	0.0983592	0.0629477	0.0504909	0.0384759	0.0237813	0.0132792	0.0212123	0.0153772	0.012061	0.0171715	0.0211178	0.00993477	0.00976791	0.00942869	0.00893886	0.00915435	0.0062868	0.00541705	0.00574116	0.00554494	0.00393944	0.0046333	0.00794983	0.00575581	0.00895227	0.00633616	0.0102911	0.00773623	0.0092112	0.0112265	0.00779004	0.0144969	0.017937	0.0186014	0.0146075	0.0212433	0.0150112	0.0199253	0.0313458
père	0.00749811	0.0159481	0.0618657	0.214434	0.254901	0.116812	0.0727592	0.0416937	0.0423873	0.017263	0.0135641	0.00685004	0.00722743	0.00782416	0.00704475	0.00700012	0.00533366	0.00627127	0.00886	0.00884282	0.0111588	0.00939148	0.0111871	0.00564288	0.00719639	0.00462261	0.00724249	0.00398302	0.0013105	0.00151653	0.00135996	0.00145036	0.000885911	0.00154654	0.000996884	0.000616549	0.000635844	0.000786576	0.00176509	0.000536983	0.000776448	0.0010103
a	0.0186475	0.0307306	0.0424564	0.0365763	0.0284024	0.0467196	0.0699367	0.0775462	0.0534194	0.0272428	0.0209546	0.00896587	0.0108647	0.0554318	0.0369727	0.029728	0.0470326	0.0448422	0.0453478	0.0399913	0.0423451	0.0370774	0.00710217	0.0102765	0.00599581	0.00342805	0.00514881	0.00475758	0.00786697	0.00558401	0.0119005	0.0149059	0.0119423	0.0184335	0.00801346	0.00454553	0.00320589	0.00519737	0.00811197	0.00366919	0.00640511	0.00227739
coupé	0.0144961	0.0111246	0.00660853	0.00798467	0.0117057	0.0175994	0.010188	0.00936013	0.0358013	0.0251842	0.0253856	0.0166549	0.0263686	0.0274959	0.0295888	0.0195354	0.0451605	0.042578	0.0727727	0.0847034	0.0662075	0.0517826	0.0345275	0.0312539	0.0358335	0.0245947	0.0153943	0.0133679	0.0114703	0.0113863	0.00638943	0.00759152	0.0108828	0.0102713	0.0133692	0.0106488	0.0161571	0.0152682	0.0176065	0.0146123	0.020865	0.0202232
l'	0.0624757	0.0433044	0.0243386	0.0106485	0.00786037	0.00634798	0.00934573	0.0196157	0.0339036	0.0341692	0.0288312	0.0276617	0.0237232	0.0298416	0.0229763	0.0188597	0.0137047	0.0131621	0.0159282	0.0169727	0.0133526	0.011388	0.0123881	0.00893802	0.0106347	0.0142718	0.0134221	0.0314184	0.0294917	0.040779	0.0301275	0.0124191	0.0197412	0.0171367	0.0160423	0.0212426	0.0326092	0.0233221	0.0284674	0.0319798	0.0359615	0.0811953
arbre	0.00660037	0.00714344	0.00924466	0.0121804	0.0127456	0.0103628	0.0130446	0.0175179	0.0358529	0.0303044	0.0346981	0.0536014	0.049457	0.0654981	0.0616721	0.0659272	0.0556076	0.0470535	0.041875	0.0325565	0.0272335	0.0298139	0.014614	0.0114626	0.00871502	0.00801164	0.00601878	0.00823804	0.017956	0.0160295	0.0237054	0.0214007	0.0217181	0.0163965	0.0142796	0.0137224	0.0136971	0.0160118	0.00932766	0.017351	0.0113834	0.00997007
olembe	0.0273277	0.0218537	0.0142189	0.0106551	0.00673765	0.00523152	0.00703838	0.0106874	0.0305206	0.0640247	0.0554928	0.0520372	0.0600066	0.0625271	0.044337	0.0330637	0.0306484	0.023029	0.0251979	0.0189406	0.0101426	0.0152817	0.00692249	0.00404449	0.00549521	0.0114028	0.00963605	0.0151933	0.0185251	0.0165296	0.0268328	0.0284931	0.0229024	0.0137405	0.0246189	0.0319132	0.0246313	0.02707	0.0171253	0.0203699	0.0232604	0.0222926
pour	0.053924	0.0341984	0.0158896	0.00917844	0.00749703	0.00712254	0.00625568	0.0100366	0.0235662	0.0299172	0.0299957	0.0220483	0.0201216	0.0359303	0.0418075	0.0400401	0.0200918	0.0272429	0.024093	0.0247366	0.0200112	0.0243746	0.0155356	0.0172626	0.0128898	0.0208835	0.0241656	0.0166466	0.0272171	0.0181007	0.0244975	0.0336653	0.0297568	0.0196494	0.027997	0.0207698	0.0272201	0.0231165	0.0336249	0.0271533	0.0258939	0.025875
scier	0.0743764	0.041546	0.0215973	0.00518229	0.00254805	0.00162938	0.00154841	0.00271355	0.0082174	0.00977258	0.00962997	0.0105859	0.0090732	0.0107325	0.0153075	0.0121738	0.012063	0.0141279	0.0143475	0.0149751	0.0147543	0.0140558	0.0152444	0.0182964	0.00954999	0.0343391	0.0195556	0.0140018	0.0238753	0.0257355	0.0314963	0.039048	0.0487675	0.0413006	0.0375549	0.0360721	0.0507142	0.0362695	0.0514544	0.0533671	0.049612	0.0427874
des	0.052477	0.0237084	0.0112059	0.00229936	0.00101925	0.000605385	0.000550504	0.000827064	0.00283853	0.00320153	0.00301533	0.0036999	0.00345703	0.00404209	0.00606139	0.00590741	0.00544936	0.00780571	0.0076497	0.00893463	0.0114141	0.00918598	0.0104133	0.0148529	0.00778082	0.0166143	0.0157524	0.0186754	0.0299539	0.0387679	0.0415108	0.0439712	0.0636379	0.0547534	0.0559196	0.0366403	0.0515606	0.0403786	0.0667085	0.0759115	0.0704553	0.0703856
