 	a87	a23	a87	a23	a87	a23	a87	a23	a83	a18	a54	a30	a41	a26	a31	a32	a61	a75	a85	a37	a66	a75	a47	a37	a5	a18	a0	a31	a88	a9	a99	a87	a23	a38	a26	</S>
cet	0.101669	0.0449145	0.0440325	0.0371137	0.0291983	0.0276069	0.0328473	0.0451067	0.0491218	0.0390941	0.0451007	0.0272752	0.0141544	0.0165237	0.0197523	0.0212713	0.0214403	0.0152958	0.0189608	0.0135928	0.00999399	0.0107344	0.00823287	0.0146975	0.0182276	0.0202653	0.0181489	0.0186065	0.0181864	0.0209535	0.0155993	0.0224527	0.0230937	0.0290285	0.0256194	0.0620877
homme	0.00612117	0.00493547	0.00737757	0.0104181	0.0265893	0.0536035	0.100492	0.20607	0.126008	0.145552	0.0472342	0.039952	0.020383	0.0161592	0.0129424	0.0180176	0.0203515	0.0162487	0.0316079	0.0373075	0.0203693	0.0111691	0.00298839	0.00266688	0.00159329	0.00156145	0.00206806	0.000499545	0.000845811	0.000361881	0.000673808	0.000931421	0.000917081	0.00114207	0.00210955	0.0027325
souffre	0.0762295	0.0411154	0.0312611	0.0320403	0.0300615	0.013528	0.0226058	0.0202838	0.0227957	0.0146123	0.0183691	0.031994	0.0302521	0.0397005	0.0297344	0.0257633	0.0420124	0.0351134	0.0233809	0.0257581	0.0153553	0.0156515	0.0118457	0.00956571	0.0110128	0.00827133	0.00981209	0.0095936	0.0197753	0.0170026	0.0214449	0.0269692	0.0524733	0.041241	0.0783386	0.0450356
d'	0.0768061	0.0523038	0.0287046	0.0208603	0.0120882	0.00542073	0.00850913	0.0050135	0.00782966	0.00510708	0.00726373	0.00562	0.00661961	0.00477683	0.00339002	0.0049798	0.0108032	0.0203924	0.0301558	0.0463048	0.0418405	0.0585286	0.0269962	0.0340467	0.0239038	0.017321	0.0237234	0.0170102	0.0248349	0.0260019	0.0269798	0.0292469	0.0406482	0.0529894	0.0685537	0.124425
une	0.0736781	0.0796282	0.0690408	0.0712251	0.0575024	0.0339734	0.0354595	0.0235384	0.0280766	0.0229443	0.0242594	0.0166046	0.0104157	0.0140161	0.0159169	0.0156343	0.0194295	0.0301784	0.0237819	0.0272065	0.0182404	0.0246604	0.0167712	0.0204975	0.0141335	0.0185359	0.0214631	0.00775997	0.00984466	0.00966936	0.010186	0.0184868	0.0184294	0.0222732	0.0196228	0.0569154
infection	0.0663263	0.048984	0.0411951	0.0383398	0.0353334	0.0299402	0.0294404	0.0226725	0.0332358	0.0236676	0.0225898	0.0148882	0.00991159	0.0188307	0.0152766	0.0114402	0.0173557	0.0211749	0.0290738	0.0356122	0.0310477	0.0397848	0.0254695	0.0262161	0.0214991	0.0215711	0.0213904	0.00959405	0.0145714	0.0157641	0.0232777	0.0274539	0.0303641	0.0436205	0.042849	0.0402377
de	0.048692	0.0410585	0.023917	0.0242309	0.0175405	0.0127255	0.0168781	0.0126922	0.0163574	0.00743621	0.00823901	0.00895706	0.0100997	0.00977446	0.0090415	0.0138259	0.00967032	0.0129382	0.0142876	0.0213493	0.0268095	0.0299835	0.0456217	0.0587386	0.046896	0.0615399	0.0474962	0.0401277	0.0244512	0.0326529	0.0289925	0.0363822	0.0416836	0.0598741	0.0304448	0.0485944
la	0.0719602	0.0430173	0.0228726	0.0218305	0.0153156	0.00703402	0.0123042	0.0112309	0.015417	0.00662492	0.0079455	0.0108602	0.00681397	0.00824207	0.00614369	0.00579329	0.0132862	0.00951036	0.0212593	0.0382754	0.0381193	0.0427023	0.0493234	0.07753	0.0476981	0.0313733	0.0405391	0.0288041	0.0213069	0.0250364	0.0291498	0.0343593	0.0401586	0.0429038	0.0447046	0.0505541
vessie	0.0610219	0.0364111	0.0190342	0.0185321	0.0127237	0.00988203	0.00888016	0.00957815	0.00859019	0.00627885	0.00688654	0.00631896	0.00507666	0.0136533	0.0133314	0.0100344	0.016832	0.0182186	0.0228718	0.0293752	0.0240487	0.0277807	0.0247327	0.0299526	0.0196767	0.0111376	0.0273267	0.0167854	0.0188964	0.0283517	0.0561267	0.0776587	0.0712908	0.082998	0.087312	0.0623936
</S>	0.091682	0.0536843	0.0417383	0.0426307	0.0290205	0.0182733	0.0257856	0.0227751	0.0283798	0.0118412	0.0112052	0.0114505	0.00438668	0.00424402	0.0041894	0.00361824	0.00438457	0.00347644	0.00652754	0.00771974	0.011644	0.0170041	0.0164548	0.0254617	0.0130609	0.018423	0.0309418	0.0253558	0.01917	0.0254966	0.0392428	0.0637872	0.0511988	0.0658757	0.0473773	0.102493
