 	a87	a10	a87	a40	a47	a26	a57	a62	a47	a62	a96	a98	a85	a27	a57	a38	a75	a66	a62	a66	a75	a85	a66	a98	a85	a96	a62	a0	a56	a66	a62	a83	a44	a26	a57	a87	a23	a87	a23	a9	a87	</S>
les	0.108776	0.0765801	0.0663825	0.0529523	0.0606941	0.0609831	0.0790276	0.0777567	0.0480216	0.02995	0.0357417	0.0211715	0.0260517	0.0208138	0.0211816	0.0103199	0.0124944	0.00761351	0.00681666	0.00608787	0.00907101	0.00745842	0.00909058	0.014572	0.0149891	0.0116531	0.0133261	0.00954239	0.00936967	0.00827936	0.00506521	0.00495635	0.00417006	0.00371523	0.00456961	0.00336801	0.00337334	0.00397539	0.00454109	0.00785265	0.00484239	0.0128023
lettres	0.00606078	0.00569875	0.00554246	0.0192199	0.0446697	0.0881763	0.0728751	0.124508	0.103029	0.104489	0.0961736	0.0584742	0.0525282	0.0417871	0.0248659	0.0214845	0.0123276	0.0115619	0.0111911	0.0248696	0.0122898	0.0164674	0.00949688	0.00459205	0.00500128	0.00234573	0.00277394	0.00131635	0.00121198	0.00121282	0.00107745	0.000756886	0.00098041	0.000819172	0.00106175	0.000764894	0.00130714	0.00109773	0.00134144	0.00088684	0.00196331	0.00170243
qui	0.0274083	0.0189171	0.00956521	0.0387088	0.0381097	0.0710126	0.126929	0.0681946	0.048737	0.0297923	0.0260884	0.0218482	0.029975	0.0243433	0.0304726	0.0222976	0.0287969	0.0182717	0.0208535	0.0176249	0.0286553	0.0248997	0.022406	0.023488	0.0239969	0.0253247	0.0110368	0.00491257	0.00302317	0.00211122	0.00336595	0.00384827	0.00790685	0.00748126	0.00828016	0.00927374	0.0141249	0.013126	0.0100095	0.0126441	0.014042	0.00809646
étaient	0.0138999	0.00588466	0.0045777	0.0113267	0.014502	0.0135815	0.0470992	0.0324509	0.0165903	0.0215675	0.019788	0.0183735	0.024519	0.0207567	0.0150543	0.0190871	0.0184181	0.0110143	0.0134803	0.00831223	0.0128102	0.0113311	0.00946524	0.0141998	0.0208051	0.0133509	0.00671344	0.00465879	0.00429993	0.00806561	0.0135184	0.0162758	0.0382771	0.0335413	0.0402124	0.042792	0.0770351	0.0643646	0.0499644	0.0619374	0.0637765	0.0423212
écrites	0.0194005	0.0075483	0.00667467	0.0163786	0.0206706	0.0180079	0.0276774	0.026367	0.0331209	0.0254017	0.0247968	0.0268942	0.046052	0.0394168	0.0363165	0.0486562	0.0550854	0.043794	0.038233	0.0322901	0.0401886	0.03873	0.0275072	0.0205053	0.025749	0.0216567	0.00749483	0.00513402	0.00434895	0.00308896	0.00475217	0.00474868	0.00988034	0.00882124	0.0106229	0.016744	0.0229807	0.0246329	0.0230948	0.027167	0.0323987	0.0269703
sur	0.0553042	0.0235597	0.0120726	0.0178929	0.0194725	0.0131208	0.0253882	0.0198186	0.0156727	0.017699	0.018117	0.0309126	0.0524223	0.0462968	0.0419403	0.0482369	0.0373979	0.029705	0.0433535	0.0250761	0.0271111	0.018259	0.0207157	0.0400029	0.0466623	0.0403243	0.0246704	0.0275965	0.015814	0.0195417	0.0136551	0.00729613	0.00749222	0.00609976	0.005521	0.00930437	0.0102035	0.0119002	0.0103491	0.0125744	0.0171055	0.0143414
ce	0.0252507	0.00963873	0.00729066	0.0166274	0.0241678	0.0211145	0.0412448	0.0308206	0.0184886	0.0194775	0.0226043	0.031236	0.0310731	0.025304	0.0226737	0.0189275	0.0231251	0.0166248	0.0170412	0.0106645	0.016619	0.0123434	0.0133177	0.0348558	0.039729	0.0372451	0.022618	0.0271029	0.0284394	0.036993	0.0247434	0.0214845	0.0192554	0.0169335	0.0164764	0.0239992	0.0388263	0.0292713	0.0187716	0.0425687	0.0216617	0.0233494
mur	0.031261	0.00544882	0.00517423	0.00462521	0.00473984	0.00352439	0.00997737	0.00832273	0.00461384	0.00415545	0.00362483	0.00526997	0.00366671	0.00265506	0.00225725	0.00245435	0.00376826	0.00427846	0.00773086	0.00623466	0.0095154	0.00577663	0.00715798	0.0168889	0.0219345	0.0206602	0.0216917	0.026605	0.0262071	0.0233873	0.0139828	0.0181414	0.040611	0.0289626	0.0555266	0.0524536	0.0935488	0.0736724	0.0584431	0.104618	0.0703997	0.0860315
sont	0.0396996	0.0127831	0.0073748	0.00254307	0.00201223	0.000809887	0.00196091	0.00182713	0.00152732	0.0022871	0.00205688	0.00264525	0.002216	0.00159292	0.00115418	0.00137769	0.00225159	0.00224521	0.00435999	0.00315392	0.00474624	0.00260078	0.00350303	0.0117621	0.0123011	0.0213841	0.0210132	0.0234645	0.0261559	0.0227681	0.023094	0.0227459	0.0514829	0.0348516	0.0422322	0.0514102	0.0670865	0.086176	0.0918971	0.0816906	0.122765	0.0789902
déjà	0.0570383	0.0214339	0.0215886	0.00578542	0.0032522	0.000513433	0.00238259	0.00187193	0.00126992	0.00183115	0.0026593	0.00506867	0.00485164	0.00387742	0.00554756	0.00831616	0.00747389	0.0125427	0.0155906	0.012859	0.020035	0.0140266	0.0157687	0.0234025	0.02228	0.0293753	0.0258341	0.0260287	0.0240352	0.0274751	0.0203083	0.0165752	0.0412619	0.0210392	0.0322513	0.0418405	0.0398029	0.0539956	0.062452	0.0770251	0.0861105	0.0833221
effacées	0.0339344	0.0201537	0.0212437	0.0144126	0.0081049	0.00441579	0.0102827	0.00852593	0.00721213	0.0104225	0.0127336	0.0150844	0.0178553	0.0126141	0.012418	0.0206598	0.0224257	0.0337261	0.0294036	0.0254287	0.0321993	0.0288287	0.0279962	0.0273752	0.0277294	0.0243888	0.0195124	0.0157361	0.015033	0.0185196	0.017135	0.0133155	0.0197948	0.0154547	0.0228979	0.0246944	0.0320511	0.0351439	0.0450167	0.0529929	0.0611933	0.0819334
</S>	0.0373315	0.0192908	0.0126457	0.00329636	0.00197122	0.000758578	0.00251711	0.00275072	0.00129216	0.00196388	0.00174739	0.00231126	0.00231489	0.00162552	0.0012438	0.00147111	0.00147776	0.00234955	0.00308207	0.00244667	0.00338468	0.00196064	0.00274323	0.0082172	0.00913252	0.0152606	0.0257008	0.0267967	0.0294358	0.0221001	0.0274186	0.0333014	0.046935	0.0358614	0.0531951	0.0449586	0.0725658	0.0647708	0.0968938	0.0985485	0.103064	0.0738664
