 	a66	a87	a23	a18	a50	a88	a38	a70	a96	a62	a61	a34	a93	a96	a93	a56	a75	a79	a37	a70	a44	a70	a11	a0	a75	a21	a5	a21	a12	a18	a25	a87	a23	a87	</S>
j'	0.0334864	0.0587226	0.0274578	0.0399461	0.0312105	0.0480541	0.0224871	0.0107084	0.0099728	0.0124265	0.0184382	0.0143839	0.0430253	0.0588135	0.0686826	0.0588437	0.038907	0.020759	0.0456459	0.0482685	0.0362887	0.0124788	0.0113554	0.0149323	0.0220374	0.0198315	0.0108024	0.0230429	0.0333166	0.0198448	0.0203583	0.0129319	0.0144306	0.013615	0.0244934
ai	0.0288822	0.0200384	0.0270663	0.0161758	0.0165413	0.0211441	0.0252376	0.0151898	0.0182883	0.0195071	0.0347269	0.0393173	0.0391957	0.0517653	0.0378908	0.0277168	0.0522516	0.0374554	0.0554416	0.0619819	0.0429569	0.0482628	0.0281763	0.0102802	0.0133148	0.00977914	0.00773414	0.0154093	0.0184524	0.0158798	0.0179295	0.0254018	0.029458	0.0292672	0.0418835
découvert	0.0474689	0.014303	0.02065	0.0109263	0.00976048	0.0140715	0.0131276	0.0147173	0.0235327	0.0355181	0.0358263	0.0558329	0.0483916	0.0534842	0.0531233	0.0279776	0.0309102	0.0285285	0.0221913	0.0299536	0.0167594	0.0231958	0.0198314	0.0126649	0.0128997	0.0210604	0.0145939	0.0371366	0.0254467	0.0285012	0.0318526	0.0520795	0.0431203	0.0432273	0.0273346
le	0.0887524	0.0301188	0.0166305	0.00692153	0.00883162	0.00400191	0.00845118	0.00702375	0.0126386	0.0159856	0.0144166	0.0135328	0.0111835	0.0169723	0.018868	0.0175593	0.0254683	0.0241571	0.0360529	0.0428624	0.0423619	0.0914594	0.0842552	0.0478312	0.0308455	0.0529856	0.0319134	0.0295884	0.037863	0.0201119	0.0161163	0.0310528	0.0244993	0.0234629	0.0152242
sentier	0.070986	0.0273603	0.0309936	0.033784	0.0361459	0.0284472	0.0423471	0.0308524	0.0153736	0.0153576	0.0156733	0.0168711	0.0249087	0.0126409	0.0185643	0.0324781	0.0351819	0.0660075	0.0386264	0.0385036	0.0466588	0.0276078	0.0400268	0.033916	0.0298768	0.038135	0.0390506	0.0255853	0.0128795	0.019743	0.0111861	0.0110758	0.00828181	0.00970496	0.015168
d'	0.11674	0.0534237	0.0386062	0.0362797	0.0267444	0.0165836	0.0208267	0.0150186	0.0100402	0.00920781	0.00799599	0.007861	0.00766678	0.011839	0.0189797	0.01679	0.0161517	0.0184839	0.00913122	0.00983151	0.0120595	0.0106232	0.0266768	0.0290081	0.0320285	0.0503377	0.0534325	0.0709226	0.0616148	0.0229415	0.0210296	0.0404131	0.0430385	0.02867	0.0290019
une	0.116085	0.0529135	0.0321877	0.0230758	0.0288407	0.0215259	0.022829	0.0251379	0.0258024	0.0225854	0.0217741	0.0144363	0.0112011	0.0296944	0.0321948	0.0230326	0.0263054	0.013011	0.0164974	0.0161979	0.0192199	0.0107436	0.0152904	0.020922	0.0228784	0.0306848	0.0336583	0.0507961	0.0526583	0.0305909	0.0275466	0.0259823	0.0305856	0.0336023	0.0195118
antilope	0.0645264	0.0462762	0.0342123	0.0168074	0.0278669	0.0148356	0.0178904	0.0191683	0.0245851	0.0264273	0.0227435	0.0176259	0.0223392	0.0283757	0.0451617	0.0334457	0.0178222	0.0128073	0.00843683	0.00873747	0.0100036	0.00561227	0.00793874	0.0122451	0.0139349	0.0258728	0.0284536	0.059189	0.0608065	0.053994	0.0484514	0.045773	0.0501658	0.051544	0.0159238
dans	0.111125	0.0701386	0.0635136	0.0267031	0.0422444	0.0155826	0.0261749	0.0227626	0.0215088	0.0179328	0.0143068	0.0105546	0.0140042	0.0204851	0.0327415	0.0302826	0.0176393	0.0138639	0.00695439	0.00697135	0.00606706	0.00437589	0.0103221	0.0125171	0.0167141	0.0171911	0.0343336	0.0465961	0.0504566	0.0190457	0.0342552	0.0427455	0.0480534	0.0489441	0.0228919
la	0.154153	0.0654248	0.0311132	0.0113067	0.0146247	0.00502443	0.00771594	0.010524	0.0129766	0.00722161	0.0104901	0.00612928	0.00798477	0.0257134	0.0189288	0.015434	0.0222582	0.0133428	0.0152744	0.0142581	0.0111528	0.0260103	0.028262	0.0236837	0.0336891	0.0488405	0.0474718	0.0516904	0.0588917	0.0267851	0.0279934	0.0429663	0.0464945	0.0420121	0.0141571
forêt	0.0805674	0.0417063	0.0298339	0.0388966	0.0297132	0.0386338	0.0305981	0.025724	0.0213707	0.0170828	0.0292093	0.0162127	0.024946	0.0502069	0.0635256	0.0449816	0.048743	0.0221039	0.0238053	0.0313738	0.023852	0.0145676	0.0213987	0.0222023	0.0219673	0.0269281	0.0296377	0.0214033	0.0185784	0.0167303	0.0154211	0.0174914	0.0152291	0.0209356	0.00442205
nommée	0.0470831	0.0179199	0.0111378	0.00404971	0.00476717	0.0031085	0.00203712	0.00389707	0.00798876	0.00789949	0.00516432	0.00346706	0.00318179	0.00666559	0.0080153	0.00488916	0.00323497	0.00319264	0.00301352	0.0031726	0.00244362	0.00301481	0.00462288	0.00987559	0.0218812	0.0581822	0.0676495	0.11172	0.136507	0.0804088	0.101392	0.0783962	0.0593776	0.090669	0.0199747
lebhee	0.0579658	0.0386842	0.0441378	0.0361821	0.0257541	0.0236864	0.0154831	0.012162	0.0119148	0.00969169	0.013043	0.0105506	0.0149755	0.0207976	0.025801	0.0197189	0.0289045	0.0252156	0.0260791	0.0227288	0.0149539	0.0235844	0.0214497	0.0219785	0.0325266	0.0383795	0.0448871	0.0310625	0.0343298	0.0331568	0.0282685	0.0335424	0.0429845	0.0460103	0.069409
</S>	0.0545476	0.0200191	0.0179594	0.00574387	0.00790847	0.00376882	0.00267958	0.00607997	0.00978571	0.0105388	0.00648895	0.00559549	0.00464855	0.00830976	0.0105978	0.0064634	0.00653893	0.00433988	0.00532275	0.0048656	0.00357922	0.00318554	0.00472383	0.0109924	0.0202735	0.0387145	0.0605296	0.0965772	0.109352	0.0488817	0.0584743	0.0491597	0.0661043	0.0802786	0.146971
