 	a66	a87	a97	a87	a97	a87	a10	a87	a23	a87	a30	a53	a54	a47	a73	a75	a6	a36	a56	a34	a56	a75	a92	a41	a75	a92	a98	a15	a44	a11	a31	a88	a11	a88	a9	a97	a87	a57	a97	a38	a9	a97	</S>
sa	0.0165762	0.0149462	0.0135461	0.0152589	0.013698	0.0106927	0.0114034	0.00946923	0.0106041	0.01664	0.0384311	0.0337263	0.0660949	0.087119	0.072159	0.0700494	0.0348525	0.0192075	0.00880883	0.00815329	0.014348	0.00909799	0.007753	0.00923856	0.00995905	0.0138522	0.0132468	0.0171533	0.017834	0.0151013	0.0201338	0.0225547	0.0240129	0.0228424	0.029361	0.0343219	0.0275283	0.0187093	0.0166577	0.0175491	0.0243279	0.0173015	0.0256789
femme	0.00181562	0.00304357	0.00616656	0.00745085	0.00859763	0.0113377	0.0151771	0.0345072	0.0339962	0.0620157	0.0606743	0.0711756	0.0680817	0.0833168	0.0703258	0.0407709	0.042447	0.0302433	0.0183503	0.0201779	0.036664	0.0367068	0.0499388	0.055112	0.022381	0.0509872	0.0198958	0.00601256	0.00562426	0.0046178	0.00236464	0.00264928	0.00179452	0.000919526	0.00105061	0.00134132	0.000993322	0.00126004	0.00166448	0.00146824	0.00189289	0.0018684	0.00312064
l'	0.0179356	0.0242805	0.0243638	0.0259689	0.0241249	0.0308195	0.0290288	0.0158018	0.0148378	0.0132454	0.0128051	0.0294071	0.0388235	0.0845966	0.0583254	0.0518316	0.030128	0.0482082	0.0225047	0.0320373	0.0328455	0.050649	0.0377858	0.0355524	0.029129	0.030243	0.017998	0.0198441	0.0184997	0.012675	0.00999939	0.00740223	0.00662359	0.00539288	0.00328759	0.0032168	0.0051388	0.00549546	0.0072223	0.00805818	0.00726485	0.00962837	0.0069733
a	0.00524432	0.00184653	0.00269299	0.00219698	0.00198087	0.00270449	0.00459456	0.00345117	0.00431764	0.00364099	0.00617485	0.029036	0.0409136	0.046469	0.0579351	0.0724565	0.0862197	0.076779	0.0308591	0.0272284	0.0293049	0.0604883	0.051732	0.046254	0.0345445	0.0673939	0.0606088	0.0788432	0.0166437	0.0100232	0.00570762	0.00352178	0.00233336	0.00269	0.00152565	0.0026402	0.00220752	0.00229701	0.00343335	0.00293788	0.00257569	0.00294035	0.00261142
quitté	0.0165293	0.00994002	0.00858085	0.00797585	0.0108952	0.0110127	0.0157892	0.0105959	0.0155597	0.0165377	0.0244572	0.0252691	0.0487747	0.0454977	0.0528076	0.0581764	0.0519431	0.033042	0.0264072	0.0280642	0.0298855	0.0364346	0.0423353	0.038977	0.0269455	0.0630841	0.0217741	0.0514818	0.0133538	0.00933332	0.00861997	0.00461761	0.00408871	0.00419198	0.00333328	0.00811224	0.00818657	0.0104302	0.0127783	0.0152614	0.0179887	0.0215077	0.0294224
parce	0.021586	0.0119704	0.0112846	0.0133291	0.00986979	0.00754993	0.00844441	0.00631835	0.00882388	0.0108202	0.0189009	0.0231487	0.0269656	0.0364301	0.0488975	0.0584584	0.0411439	0.0343969	0.0520541	0.0518044	0.073158	0.0681322	0.0452301	0.0245873	0.0124227	0.0147735	0.00616174	0.0124751	0.00847135	0.00547875	0.00642052	0.00373841	0.00486003	0.0064837	0.00699191	0.0148776	0.0128717	0.0199334	0.0251754	0.0303132	0.0311552	0.0340709	0.0300202
qu'	0.033466	0.0144077	0.011594	0.013271	0.0110626	0.00765166	0.0106957	0.00728797	0.0113283	0.0145224	0.0184692	0.0167177	0.0181581	0.0289427	0.032674	0.0352924	0.0296598	0.0298394	0.0252603	0.0222855	0.0353624	0.0471637	0.035164	0.0222378	0.0199706	0.0166835	0.00668502	0.0072525	0.010001	0.00633454	0.00881241	0.00501089	0.00755967	0.0116102	0.00985466	0.0194303	0.0210232	0.0286698	0.0488877	0.0492172	0.0439094	0.0554543	0.0911191
il	0.0246219	0.0170128	0.0162944	0.0184886	0.0153552	0.0157415	0.0188066	0.0175568	0.0175193	0.0179652	0.0199861	0.0247266	0.0288055	0.0404804	0.0388128	0.0410252	0.0280953	0.0292587	0.0153303	0.023187	0.0373708	0.0389674	0.0470366	0.0376874	0.0395787	0.0401821	0.0254285	0.0197257	0.010518	0.00492594	0.00656181	0.00339975	0.00579075	0.00728389	0.00560358	0.0142886	0.0136758	0.0170735	0.0288368	0.0243583	0.0273779	0.0313429	0.043915
est	0.0236088	0.0271317	0.0347902	0.0296875	0.027629	0.0297509	0.0299214	0.0259485	0.0298824	0.0272722	0.0332367	0.0238514	0.019404	0.0204962	0.0289668	0.0272662	0.0109125	0.00799432	0.00908419	0.0123328	0.0106704	0.0109775	0.0162169	0.0165901	0.0135036	0.0231307	0.0200839	0.0173645	0.0129074	0.00848749	0.00973209	0.0102048	0.0131806	0.017627	0.0117816	0.0290915	0.0262427	0.0262535	0.0439876	0.0359004	0.0346602	0.0457144	0.0665236
devenu	0.0243042	0.0148173	0.0175978	0.010159	0.0090258	0.00923901	0.0103609	0.00728277	0.0100166	0.0147619	0.0155514	0.0139123	0.0150338	0.0117726	0.0167137	0.0154372	0.00906539	0.00712752	0.0184614	0.0176322	0.013569	0.0191734	0.0221808	0.0164635	0.00657575	0.0123545	0.0121774	0.0153423	0.00657808	0.00513278	0.00643871	0.00638166	0.00638048	0.00502281	0.005404	0.0127751	0.0125546	0.026766	0.0481001	0.0618577	0.078501	0.0770142	0.254984
écervelé	0.0240369	0.0115324	0.0107587	0.00666505	0.0051962	0.00501201	0.00583634	0.00348233	0.00420438	0.0048736	0.00471497	0.0075045	0.0102631	0.0109816	0.0138898	0.0213642	0.0263993	0.0210909	0.0304128	0.0285389	0.0241515	0.0242045	0.0269896	0.0206445	0.00833896	0.018906	0.0114759	0.0123794	0.00737505	0.0049759	0.00626375	0.00627914	0.00829799	0.0101318	0.00867492	0.0138962	0.0168896	0.0243761	0.0444016	0.0550548	0.0765147	0.0808344	0.232186
</S>	0.0281507	0.0205945	0.0143822	0.0101597	0.0080125	0.00547718	0.004941	0.00223612	0.00286626	0.00410936	0.00462079	0.00676967	0.00725187	0.00969162	0.0124303	0.0162448	0.0175208	0.0162574	0.0190778	0.0198753	0.0203574	0.011837	0.00902633	0.00634641	0.00455619	0.0066815	0.00472956	0.00958517	0.0141944	0.0142453	0.0214221	0.0271513	0.028395	0.0280054	0.0245933	0.0292151	0.0282886	0.0459724	0.0530574	0.0826318	0.0781788	0.104061	0.116798
