 	a66	a87	a23	a54	a5	a12	a18	a88	a75	a92	a7	a79	a54	a79	a44	a93	a4	a57	a82	a10	a24	a83	a54	a79	a15	a47	a6	a36	a61	a31	a88	a71	a70	a4	a13	a57	a82	a57	a87	a23	a87	</S>
j'	0.0431407	0.0407252	0.0325376	0.0439756	0.0265204	0.0301909	0.0230816	0.0232597	0.0201326	0.0225369	0.0242455	0.012724	0.0115728	0.0111278	0.0141243	0.0125372	0.010857	0.00812814	0.00698649	0.00710705	0.0121705	0.00928191	0.0148618	0.0113218	0.0472418	0.0330495	0.0401103	0.0331205	0.0315666	0.024459	0.0189796	0.0215776	0.0327383	0.0174218	0.0143676	0.0180537	0.0224572	0.0299653	0.0293997	0.0292308	0.0277584	0.055355
aime	0.0183484	0.0134066	0.0143396	0.0138684	0.0218092	0.0514725	0.0601682	0.0662193	0.0355306	0.0546397	0.0370353	0.0398861	0.0321508	0.0178025	0.0200664	0.0274604	0.0299461	0.0346739	0.0478235	0.0317938	0.0471562	0.0283253	0.0170028	0.0140914	0.0117466	0.00520326	0.00565051	0.00616975	0.00825898	0.0164099	0.0146636	0.0156369	0.0121581	0.0160944	0.010751	0.0115455	0.0188105	0.0117124	0.01819	0.0113147	0.0192514	0.0114158
bien	0.0424771	0.0197036	0.0276253	0.0308797	0.0414083	0.0475077	0.0629766	0.0559601	0.0350699	0.0353926	0.0233461	0.022964	0.0219782	0.0190158	0.0234918	0.0209125	0.0163093	0.0173376	0.0205867	0.0219341	0.0219913	0.0346862	0.0130344	0.0130017	0.006426	0.0179246	0.0114317	0.00882999	0.00788603	0.00455226	0.00257998	0.00520753	0.00704251	0.00777742	0.0108831	0.0138125	0.0185197	0.0212018	0.0313722	0.0170932	0.0552159	0.0626529
cet	0.0246605	0.017812	0.0105585	0.00691748	0.00369938	0.000762273	0.000860666	0.000937089	0.00155887	0.00341722	0.00589644	0.00768348	0.015828	0.0165149	0.0310823	0.0515828	0.0385237	0.0531332	0.0498699	0.050851	0.055703	0.0723832	0.0529145	0.0484806	0.0340401	0.0541322	0.0297273	0.0408688	0.0366644	0.0224709	0.0135386	0.0101728	0.0098371	0.00852338	0.0153979	0.0156269	0.0198924	0.017232	0.0107685	0.0149421	0.0109125	0.013621
enfant	0.0290282	0.0328378	0.0278428	0.0154988	0.0120261	0.00364253	0.00496889	0.00680442	0.00713464	0.00827565	0.0108674	0.0153094	0.0393328	0.0440575	0.056791	0.05861	0.0683358	0.0854424	0.0914439	0.0645877	0.0387361	0.0438435	0.0373899	0.0328327	0.02078	0.0219978	0.0207208	0.0240844	0.016668	0.00966791	0.00900555	0.00652954	0.00556528	0.00414396	0.00388908	0.00307467	0.00262489	0.00355861	0.00282507	0.00309523	0.00306399	0.00306535
car	0.0720533	0.0654802	0.0564405	0.0354716	0.0426447	0.0226046	0.0166248	0.0231995	0.0222912	0.0189206	0.0260002	0.0242727	0.0392556	0.0259387	0.0418253	0.031116	0.0335827	0.0411859	0.0456445	0.0273935	0.0171107	0.0145986	0.0072922	0.00477613	0.00633487	0.00705112	0.0105396	0.0136927	0.00967492	0.0157256	0.0153426	0.0240268	0.0200924	0.0120189	0.0130413	0.0108294	0.0118694	0.0170093	0.015412	0.0141656	0.0132597	0.0141898
il	0.0601457	0.0286359	0.0345345	0.0268706	0.0289891	0.0136236	0.0112018	0.0130446	0.0194661	0.0310401	0.0664564	0.0649793	0.0816963	0.0530917	0.0397131	0.0359916	0.0314549	0.0432055	0.0329586	0.0158302	0.011672	0.0141373	0.00834173	0.00619372	0.00395358	0.00595024	0.00900656	0.00875783	0.00418527	0.00493374	0.00440537	0.0218795	0.0265481	0.0127662	0.0117658	0.0092307	0.00918758	0.0167812	0.0257828	0.0122286	0.0259779	0.013385
est	0.0395811	0.0259219	0.0343278	0.0328381	0.0105779	0.00409181	0.0053342	0.00489249	0.00683315	0.0086055	0.0180175	0.0216405	0.0330723	0.0271627	0.0203641	0.0277544	0.0236739	0.026413	0.0287387	0.0236596	0.0232836	0.0185123	0.0119858	0.0109604	0.010071	0.0229571	0.0376224	0.0367667	0.0171188	0.0234317	0.0181943	0.0279529	0.0166191	0.0258987	0.0269361	0.0268336	0.040734	0.0503159	0.034949	0.0322283	0.0239505	0.0391771
toujours	0.0467119	0.026058	0.0488993	0.0366269	0.0176352	0.00573952	0.00790861	0.00610808	0.0081486	0.00785116	0.0137609	0.0172327	0.0238125	0.0231235	0.0218821	0.0284172	0.0324978	0.0366828	0.0287815	0.0287749	0.0271577	0.0239143	0.0121588	0.0124265	0.0103276	0.017479	0.0267541	0.0242205	0.0234333	0.0216389	0.0211896	0.024593	0.0223458	0.0241164	0.0239039	0.0279183	0.0340386	0.0373421	0.0324791	0.0276185	0.0248108	0.0334801
prêt	0.0522751	0.0219952	0.022329	0.0161208	0.0112253	0.00668713	0.00910891	0.00897488	0.0111833	0.0141127	0.0200813	0.0166843	0.0236318	0.0210013	0.0223143	0.0236441	0.0357474	0.0309743	0.0202903	0.022311	0.022234	0.0182882	0.00932499	0.00642541	0.00536731	0.0102121	0.0165326	0.0121709	0.00989154	0.0140597	0.0129469	0.0347571	0.0298887	0.0363084	0.0397024	0.0393917	0.0479878	0.0521679	0.0486218	0.0440954	0.0420957	0.0368369
