 	a66	a87	a23	a99	a40	a36	a11	a75	a6	a36	a47	a6	a37	a75	a92	a5	a75	a85	a37	a88	a71	a9	a38	a5	a18	a75	a5	a96	a75	a79	a15	a7	a75	a21	a5	a18	a25	a87	a23	a87	</S>
ma	0.0406406	0.0571312	0.0499587	0.0479672	0.102356	0.107912	0.102757	0.122073	0.0442589	0.0247758	0.0162345	0.0134248	0.00707583	0.00705373	0.00565804	0.00569241	0.00711923	0.00713917	0.00739232	0.00795802	0.00833304	0.00821455	0.0082369	0.00994637	0.0076815	0.00815323	0.00575414	0.0088143	0.014235	0.0120672	0.00684759	0.00709479	0.00659863	0.00558465	0.00932649	0.00984187	0.00975557	0.0144758	0.0139116	0.0128043	0.0277442
femme	0.00507254	0.00635933	0.0137498	0.0144329	0.0805964	0.110276	0.158979	0.0528774	0.0240536	0.0353188	0.0369857	0.0411134	0.0325767	0.0494944	0.0216766	0.0251505	0.0295944	0.0315768	0.0632316	0.0234983	0.0114683	0.0194415	0.0082998	0.00776958	0.013522	0.0114268	0.00979874	0.017963	0.00716306	0.0132576	0.00306873	0.00370742	0.00197272	0.00110716	0.0010617	0.00198087	0.00156878	0.00206114	0.00207454	0.0025823	0.00208967
s'	0.036595	0.020693	0.0277571	0.0253063	0.0343722	0.0616121	0.0674367	0.0697021	0.0438553	0.0259778	0.0368436	0.0213969	0.0296228	0.0298082	0.0245395	0.021439	0.0308034	0.034045	0.0210386	0.0385485	0.0502783	0.0437124	0.0375001	0.00710501	0.00925378	0.00904194	0.0082876	0.00420523	0.00635575	0.0116808	0.0114113	0.0138059	0.0121024	0.0106252	0.00687514	0.0106611	0.00910349	0.0142039	0.00829007	0.0102898	0.00381788
est	0.0163353	0.00778081	0.00439872	0.00378755	0.00457533	0.00623302	0.00627475	0.0102386	0.0150213	0.017745	0.0198754	0.0197509	0.0463502	0.0399972	0.0462636	0.0390691	0.0237166	0.0312874	0.0427083	0.0542725	0.0628455	0.053581	0.0431834	0.0384779	0.0260424	0.0341329	0.0410356	0.020733	0.0322348	0.0238338	0.0212774	0.0227527	0.01822	0.0183658	0.0149415	0.0107549	0.0120445	0.0130381	0.00907359	0.0107752	0.0169744
excitée	0.0299725	0.0233595	0.0229618	0.0261159	0.0100445	0.00872773	0.00669188	0.0113079	0.0117728	0.0294921	0.0345058	0.0289951	0.0393799	0.0309466	0.0245183	0.0265664	0.039694	0.0399044	0.0237887	0.0218574	0.0199111	0.0311012	0.0343243	0.0303272	0.0369548	0.0306145	0.0275076	0.0313352	0.0182306	0.0234384	0.0183724	0.0175011	0.0153716	0.0143416	0.0178541	0.0200895	0.0220072	0.0231386	0.0245265	0.036326	0.0161234
lorsque	0.0383707	0.02365	0.0242529	0.0193771	0.0132721	0.0109853	0.0123161	0.0120891	0.0231596	0.0287952	0.0374117	0.0354509	0.054221	0.0284653	0.0456811	0.0251453	0.0203771	0.0177316	0.00969047	0.0114164	0.0108083	0.00953236	0.012123	0.00446371	0.00481655	0.00354064	0.00317733	0.00356697	0.0088477	0.00908521	0.0158438	0.0239636	0.026807	0.0413724	0.0378522	0.0407605	0.0397602	0.0557463	0.0503173	0.0618	0.0439559
je	0.0438562	0.029587	0.0280322	0.0253679	0.0151678	0.0188246	0.0114989	0.0177169	0.0226897	0.0168509	0.0136516	0.0155037	0.0256206	0.0224268	0.034288	0.0339159	0.0292273	0.03318	0.0324531	0.036697	0.0271162	0.0247749	0.0301024	0.0109159	0.0139628	0.014175	0.012211	0.0114918	0.02889	0.0384076	0.0358021	0.0418904	0.0377111	0.0286988	0.0167488	0.0168329	0.0178099	0.0248062	0.0173806	0.0222081	0.0215073
lui	0.0228672	0.0200469	0.0192694	0.0195617	0.0164277	0.0176676	0.0130004	0.0210088	0.0223454	0.0202661	0.0306121	0.0240966	0.0313027	0.0322392	0.0426539	0.0440763	0.0477533	0.0519661	0.0420947	0.0538214	0.0398856	0.0362464	0.0436228	0.0216107	0.0203072	0.0180545	0.0158671	0.0116192	0.0171219	0.0222374	0.0125967	0.0161045	0.0210466	0.0229483	0.01276	0.0146999	0.0123953	0.0145044	0.00892151	0.0131088	0.011264
ai	0.0439078	0.0426074	0.0401038	0.0341203	0.0176538	0.0153523	0.00698206	0.00703955	0.00774826	0.00984932	0.0108212	0.00989088	0.0134116	0.0144413	0.021667	0.0206268	0.0189607	0.0223463	0.0264402	0.0301624	0.0338039	0.0276908	0.0383521	0.0428624	0.0364077	0.0336826	0.0283048	0.0300388	0.0387263	0.0447699	0.0217694	0.0184838	0.0205367	0.0233958	0.0214163	0.0222532	0.0208921	0.0212969	0.017455	0.0208525	0.0228761
caressé	0.0264665	0.0263866	0.0263054	0.0190997	0.0101188	0.00797073	0.00535167	0.00825107	0.00989052	0.0108426	0.0122375	0.0116138	0.015135	0.01508	0.0195382	0.0185487	0.0141267	0.0133079	0.0152704	0.0158692	0.0182002	0.0147149	0.0189406	0.0195274	0.0221147	0.023735	0.0231253	0.0271165	0.0402339	0.0543248	0.0273386	0.0306901	0.0449957	0.0348826	0.0377357	0.029881	0.0309398	0.0509979	0.025401	0.051099	0.0725942
