 	a66	a87	a23	a40	a26	a54	a5	a23	a18	a44	a54	a47	a6	a37	a92	a47	a79	a15	a7	a40	a36	a37	a54	a47	a6	a37	a75	a15	a69	a58	a40	a2	a57	a87	a23	a87	</S>
le	0.0332509	0.0719244	0.0915707	0.0551498	0.0720181	0.0902451	0.133123	0.0454332	0.0237535	0.0228896	0.011836	0.0151244	0.00968941	0.0138015	0.00710265	0.012433	0.0134376	0.00772141	0.0133514	0.00946617	0.00688601	0.00788304	0.004838	0.0042195	0.00378104	0.00529723	0.00326422	0.00832582	0.00527466	0.00650099	0.0114298	0.018158	0.0188712	0.0230813	0.0202376	0.036044	0.0625853
vin	0.000740474	0.0016635	0.00464677	0.0208622	0.0495777	0.085269	0.14247	0.11179	0.0447067	0.0812522	0.0816773	0.0464668	0.0393005	0.0656298	0.042206	0.0610459	0.0408149	0.0296345	0.0232909	0.00770526	0.0107465	0.00309213	0.00319642	0.000722536	0.000292783	0.00011478	0.000116114	0.000103386	7.7558e-05	5.11026e-05	4.4703e-05	3.93585e-05	2.13403e-05	4.18931e-05	6.39429e-05	0.000277261	0.000248308
qu'	0.00590645	0.0144851	0.0211903	0.0908423	0.0944347	0.14092	0.217211	0.16223	0.0745087	0.0637778	0.038205	0.0249553	0.0149004	0.00648841	0.00642395	0.00648982	0.00127123	0.00142274	0.00200018	0.00293568	0.000523289	0.000866912	0.000228918	0.00017504	0.00041601	0.000642355	0.000298611	0.000414836	0.000371732	0.000547877	0.00101018	0.00063923	0.000480069	0.000372831	0.000427991	0.00105654	0.000928429
il	0.0471271	0.0326085	0.0153658	0.020514	0.0190102	0.0251242	0.0486933	0.0424706	0.0514401	0.0741455	0.0583896	0.023067	0.0289331	0.0114878	0.0079211	0.00740697	0.00573893	0.00789811	0.00893273	0.0160112	0.0103759	0.0277691	0.0100729	0.0132848	0.0310129	0.0410396	0.0217625	0.0144588	0.0170969	0.00849649	0.0188393	0.0132761	0.0218152	0.0247148	0.0406881	0.0614883	0.0715224
prend	0.0254595	0.0128896	0.00665653	0.00877795	0.0136914	0.00755169	0.00882462	0.0174129	0.0198429	0.0371467	0.0649718	0.0449454	0.0664544	0.0630253	0.0603749	0.0427218	0.0376954	0.0298791	0.0183917	0.0149433	0.011851	0.0232303	0.0181854	0.0258109	0.0352393	0.0289107	0.0282316	0.0184126	0.0134282	0.00941452	0.0120378	0.00855797	0.0133701	0.0270385	0.0290176	0.0337016	0.0619054
commence	0.0524529	0.0164579	0.00828246	0.00650158	0.00746368	0.00795306	0.00962969	0.0202456	0.0377511	0.0378911	0.0473622	0.0330012	0.0279961	0.030822	0.0338858	0.0314848	0.0212946	0.0234375	0.0143865	0.0133716	0.0169122	0.0207699	0.01677	0.0168823	0.0263508	0.0382689	0.0238939	0.0286753	0.0376652	0.0482548	0.0223739	0.0179068	0.0281014	0.0311295	0.0460607	0.0333899	0.0649229
à	0.104957	0.0427015	0.0132922	0.00841409	0.00648739	0.00475869	0.00831684	0.0132063	0.0183927	0.0181912	0.018568	0.0175671	0.0161774	0.0158406	0.0148923	0.0191062	0.0108573	0.0181548	0.0135017	0.0117269	0.0191591	0.0166918	0.0151027	0.0189106	0.0224376	0.026502	0.0259623	0.0462633	0.0579042	0.0611676	0.0265767	0.0202758	0.0444121	0.0368172	0.0611196	0.0276726	0.077915
l'	0.0693817	0.0236132	0.00772037	0.00429899	0.00260632	0.00223996	0.00344883	0.00526715	0.00604981	0.0074904	0.00876742	0.0137183	0.011571	0.0148401	0.0157483	0.0139433	0.0165845	0.0242226	0.0243298	0.0187467	0.0274709	0.0329109	0.0140998	0.014204	0.0158044	0.0322253	0.021854	0.0453319	0.0274547	0.0199035	0.0373403	0.0369503	0.0585924	0.0691675	0.0801086	0.0729893	0.0990034
étourdir	0.0546379	0.0342355	0.0235485	0.018513	0.0179733	0.0117027	0.0120839	0.0165254	0.0111768	0.0155823	0.0234695	0.0271687	0.0435264	0.0508739	0.0749507	0.0458137	0.0412829	0.0435961	0.0353273	0.0424499	0.0435817	0.0445798	0.03261	0.00994212	0.0174596	0.00960856	0.00641481	0.00849813	0.0105046	0.00999935	0.00896174	0.0145957	0.0166848	0.0170824	0.0206704	0.0609643	0.0234037
</S>	0.0609386	0.0640064	0.0449674	0.0116253	0.00973083	0.0106903	0.0168544	0.016844	0.0166512	0.0232756	0.0376391	0.0594592	0.046915	0.0841386	0.0969909	0.0937796	0.0653679	0.0329604	0.0415464	0.0289198	0.0163204	0.0205086	0.0141801	0.0020145	0.00398959	0.00221026	0.00135072	0.00328684	0.00141871	0.00233686	0.00336171	0.00708114	0.00448264	0.00764558	0.00803915	0.0259312	0.0125408
