 	a66	a87	a23	a20	a58	a90	a94	a24	a31	a56	a96	a90	a25	a79	a75	a92	a44	a90	a94	a93	a70	a96	a0	a21	a12	a88	a71	a9	a87	a23	a87	a23	a87	</S>
le	0.0278562	0.0348653	0.0364166	0.0459618	0.0574864	0.0265912	0.0292543	0.0177006	0.0275185	0.0197098	0.0282468	0.0223662	0.0150841	0.0218992	0.0151252	0.00919573	0.00861235	0.00832006	0.0120808	0.00999398	0.0105542	0.0171415	0.0156992	0.0282576	0.0629485	0.0559601	0.0515272	0.0643146	0.0429598	0.0417771	0.027144	0.0340861	0.0284888	0.0448564
camion	0.00337296	0.0232226	0.0316146	0.0263294	0.0331961	0.0374638	0.0590694	0.0859106	0.074016	0.0951062	0.0606097	0.0973716	0.0712347	0.0572482	0.0554114	0.0312045	0.0219813	0.0197792	0.0145017	0.0234199	0.017385	0.0115266	0.00608531	0.00519722	0.00426056	0.00522149	0.00647337	0.00279777	0.00426108	0.00347552	0.00327438	0.00280141	0.00409305	0.00108334
qui	0.0219399	0.0439115	0.0557486	0.0566635	0.0604113	0.0453437	0.0523678	0.0462809	0.0555006	0.059062	0.0833344	0.044676	0.0606005	0.0493806	0.0562589	0.0527657	0.0234725	0.0124138	0.0101443	0.00749679	0.00740937	0.00779442	0.00771782	0.0061662	0.00642194	0.00446705	0.007886	0.00362278	0.00605471	0.0118659	0.0054661	0.00528402	0.0194788	0.00259159
est	0.0534799	0.0389646	0.0264416	0.00818341	0.0040388	0.00201593	0.00422419	0.00560219	0.00541624	0.00882967	0.0147909	0.0104047	0.010345	0.010829	0.008627	0.00934753	0.00805733	0.00603811	0.00599412	0.0050742	0.0064778	0.00680244	0.0104689	0.0137528	0.011204	0.0179475	0.0203987	0.0849253	0.0446632	0.0788163	0.122922	0.129966	0.111132	0.0938188
parti	0.0245712	0.0129275	0.0112191	0.0121732	0.0149281	0.0201417	0.0270231	0.0531947	0.053711	0.058738	0.0486149	0.0532826	0.0381101	0.0330615	0.0269682	0.0193752	0.0090058	0.0086358	0.00679582	0.00633801	0.0062838	0.00698831	0.00656897	0.00394282	0.0109584	0.00771738	0.0131686	0.0129612	0.0240801	0.0428131	0.0581571	0.092243	0.0961606	0.0791408
pour	0.037934	0.0304785	0.0215201	0.0120448	0.0159317	0.0193585	0.031813	0.0295829	0.0507984	0.0448614	0.0451188	0.024448	0.0215019	0.0173124	0.0161768	0.00961635	0.00783725	0.00447555	0.0136035	0.00645838	0.0139415	0.0149846	0.0216327	0.02067	0.0404661	0.0239035	0.0184955	0.024762	0.0426608	0.0421436	0.0505011	0.0692591	0.074616	0.0810912
boundji	0.0437512	0.0279334	0.0227804	0.0202697	0.032368	0.0258054	0.026806	0.0222937	0.0399014	0.0304658	0.0244368	0.0190154	0.0193142	0.0181557	0.015885	0.0132615	0.0112565	0.00538751	0.0165142	0.00483753	0.013269	0.0105633	0.0214748	0.0126212	0.0309691	0.0171834	0.0239343	0.0268477	0.0561382	0.0636629	0.0566452	0.0609566	0.0793121	0.0859827
est	0.0236479	0.0211785	0.0214732	0.0189741	0.0209818	0.0176791	0.016726	0.0150375	0.0157894	0.0212755	0.0160849	0.0268427	0.0430285	0.0454536	0.0546758	0.0637583	0.0473771	0.0295247	0.0308193	0.0171104	0.0293129	0.0319839	0.0218606	0.0118943	0.0283555	0.00975638	0.0207019	0.014928	0.0383075	0.0549998	0.0388136	0.0478611	0.0474719	0.0363144
déjà	0.0126669	0.0157138	0.0145022	0.015046	0.0100182	0.00450543	0.00599715	0.00559835	0.00591419	0.00835616	0.00797739	0.0125298	0.0239195	0.0200809	0.0252495	0.0211651	0.014818	0.0193079	0.016783	0.0191194	0.017978	0.0270292	0.0160885	0.018338	0.0258099	0.0336354	0.0693435	0.0619724	0.0815448	0.0671615	0.0859983	0.107949	0.0561224	0.0517608
loin	0.0133216	0.0171789	0.0161055	0.015939	0.0123411	0.00555286	0.0075846	0.00695404	0.00557428	0.00694425	0.00764751	0.0123634	0.0223976	0.0216944	0.0197777	0.0203905	0.0167365	0.0276199	0.0211626	0.0347727	0.0238408	0.0272021	0.0166241	0.0199508	0.0300196	0.0363755	0.0607421	0.0613668	0.0867457	0.0583918	0.0768563	0.0856466	0.0509644	0.0532144
</S>	0.019825	0.0105015	0.00842707	0.0101263	0.0169279	0.00951702	0.0184708	0.0142953	0.026368	0.0179766	0.0205261	0.0183077	0.0101927	0.00830132	0.0109713	0.0046611	0.0060229	0.0115316	0.0267555	0.0200604	0.0247159	0.0419084	0.0226153	0.0276008	0.0305101	0.0359076	0.0577714	0.0502049	0.0536226	0.0864255	0.0704042	0.0621299	0.07427	0.0721471
