 	a23	a83	a62	a88	a71	a38	a62	a70	a62	a75	a54	a7	a58	a53	a15	a92	a7	a62	a34	a70	a93	a34	a70	a75	a34	a70	a75	a21	a18	a82	a87	a23	a87	</S>
sur	0.0791776	0.0649442	0.0494226	0.0709077	0.0463469	0.0406766	0.0448976	0.0314341	0.0205382	0.0157467	0.00550537	0.00774691	0.00840605	0.00866258	0.00988178	0.0123826	0.01159	0.0136747	0.0117425	0.0141021	0.0179249	0.0238691	0.017576	0.0300603	0.0300919	0.0228006	0.039692	0.02994	0.0332958	0.0412113	0.0195094	0.0432738	0.028819	0.0541492
cette	0.0138691	0.0135036	0.0153228	0.00643641	0.0199825	0.0299452	0.0429575	0.0845869	0.0300564	0.0578924	0.0956773	0.0355253	0.0100919	0.0114351	0.00610548	0.00590093	0.00791744	0.0261332	0.0198941	0.0245902	0.0196403	0.0330427	0.0224967	0.0243324	0.0294237	0.0279586	0.0397218	0.0362177	0.0349502	0.0353152	0.0351495	0.0314733	0.052181	0.0202733
bande	0.00391496	0.00319902	0.00378139	0.00524462	0.00755738	0.024702	0.0170257	0.0592502	0.066686	0.0974321	0.139943	0.137836	0.0541367	0.0779926	0.0590138	0.0293133	0.0309077	0.06189	0.0156533	0.0123124	0.0127748	0.0101517	0.00254971	0.0044024	0.00578827	0.00596567	0.00788481	0.00868319	0.00865128	0.00740811	0.00328026	0.00478787	0.00518755	0.00469235
de	0.0120519	0.00635582	0.0112997	0.0109104	0.0326242	0.0925269	0.0330301	0.0915629	0.0684744	0.061878	0.0697473	0.0429295	0.0233416	0.0359307	0.0317654	0.0193917	0.0321054	0.0501615	0.0423618	0.0634174	0.0192619	0.018954	0.00597887	0.00383922	0.00484845	0.00260414	0.00602905	0.0119057	0.0144758	0.0113016	0.018451	0.0123566	0.0253459	0.0127808
terrain	0.0289335	0.00612724	0.00962718	0.00724735	0.0172061	0.0396075	0.0248508	0.0466104	0.0282605	0.0446649	0.0284656	0.00880356	0.00785729	0.0170315	0.0168092	0.0188814	0.0359033	0.0459549	0.0390943	0.0634169	0.0305574	0.0332613	0.0219496	0.0224684	0.0330061	0.0232342	0.0461314	0.0447364	0.0428723	0.0280994	0.024547	0.0319752	0.0578191	0.0239887
il	0.0490853	0.0178087	0.0226175	0.0238843	0.0424859	0.0448029	0.0297748	0.036187	0.0167386	0.0252319	0.00790881	0.00420814	0.00353729	0.00655261	0.00565838	0.0063464	0.0110386	0.0144081	0.017089	0.0427487	0.0355291	0.0499864	0.0334575	0.0233673	0.0266075	0.0208412	0.0338967	0.0544137	0.0526778	0.0501858	0.0489124	0.0400476	0.0632488	0.0387155
a	0.0445404	0.02766	0.0267861	0.017026	0.00899859	0.00838805	0.00545308	0.00714481	0.00367007	0.00702573	0.00419878	0.00205711	0.00199393	0.00324306	0.00296351	0.00338789	0.00618086	0.00936501	0.00830836	0.0142955	0.0144446	0.0154737	0.0196865	0.0266047	0.0368325	0.0495389	0.0713862	0.0936692	0.0868816	0.0950254	0.0844733	0.0727889	0.0699205	0.0505872
fait	0.0554215	0.0217996	0.0348747	0.0165055	0.0181146	0.0192597	0.0143622	0.0207983	0.00800233	0.0133017	0.00701195	0.00541505	0.00589123	0.0117864	0.00964668	0.0108424	0.014364	0.0267327	0.0375487	0.0326852	0.0213601	0.0277121	0.0289571	0.0330759	0.0355426	0.0507893	0.0608936	0.0785759	0.0573234	0.0587633	0.0405143	0.0342807	0.0395112	0.048336
une	0.0618818	0.0351642	0.0473454	0.0325336	0.0291248	0.0219993	0.0182542	0.0351482	0.0118174	0.0164527	0.00744755	0.00622804	0.00514801	0.0105736	0.0104955	0.0111566	0.0132729	0.0197359	0.0230194	0.0204987	0.0139469	0.0176594	0.0195936	0.0223629	0.0201599	0.0247054	0.038378	0.0429987	0.0495659	0.0437182	0.0540751	0.0546987	0.0696241	0.0912154
belle	0.0509854	0.0279325	0.0388757	0.033377	0.0338928	0.0333106	0.0289644	0.038873	0.0201778	0.0221579	0.00943354	0.00810222	0.00832629	0.0138466	0.0139991	0.016463	0.0224086	0.0250375	0.0309907	0.0321765	0.0205879	0.0263447	0.0215098	0.0157334	0.0128263	0.0156525	0.0249997	0.033035	0.0403655	0.033705	0.0460334	0.0464436	0.0587956	0.0946365
plantation	0.0620629	0.027126	0.0479332	0.0400171	0.045437	0.0531478	0.0380783	0.0385746	0.021781	0.0171766	0.00981328	0.0152721	0.0183761	0.0220161	0.0184533	0.0179181	0.0196361	0.0176787	0.0223711	0.0259545	0.0178475	0.0290878	0.0224269	0.0142304	0.0106232	0.0149769	0.0202479	0.0313453	0.0365686	0.029038	0.0384355	0.0427014	0.0474049	0.0662417
</S>	0.0974805	0.0521656	0.0579086	0.0479248	0.0367507	0.0309778	0.0161473	0.0117833	0.00473837	0.00524348	0.00218184	0.00445178	0.00832634	0.0105247	0.0105924	0.00986821	0.00709037	0.0106888	0.0132414	0.0112447	0.0121989	0.0149053	0.0273825	0.0291779	0.0258112	0.0653958	0.0474832	0.0417105	0.0410445	0.0475084	0.0388034	0.0458556	0.036933	0.076459
