 	a66	a87	a23	a18	a50	a31	a88	a0	a31	a47	a75	a98	a79	a15	a7	a84	a13	a75	a47	a15	a92	a79	a7	a98	a6	a0	a75	a85	a47	a6	a54	a36	a2	a57	a87	a23	a87	</S>
je	0.0622404	0.0563479	0.0379174	0.0271363	0.0153702	0.0283827	0.0280288	0.0434438	0.0286477	0.0116459	0.016233	0.0117254	0.00972336	0.0121992	0.015608	0.0172616	0.0166506	0.0200697	0.0168693	0.0243374	0.0510478	0.0690196	0.0321144	0.0430711	0.0411516	0.0219425	0.0188362	0.0124579	0.010743	0.0193321	0.0203917	0.0248261	0.0213507	0.0200409	0.0228378	0.0172689	0.0191106	0.0346185
lui	0.0172372	0.00965688	0.0161185	0.00985589	0.0165992	0.022229	0.0191247	0.0241244	0.062179	0.0807859	0.0894587	0.0841264	0.0519147	0.0475428	0.0284822	0.0292867	0.0335284	0.0233456	0.0254535	0.0185804	0.00897754	0.00553482	0.0101713	0.0106127	0.0142496	0.011345	0.020465	0.0138513	0.0190233	0.0191678	0.0153341	0.0187752	0.0210722	0.0200237	0.0208361	0.025259	0.0195437	0.016128
ai	0.0451986	0.0153844	0.0135485	0.00919332	0.0217667	0.0217611	0.0123417	0.0126885	0.0361271	0.0165496	0.0667055	0.0548041	0.0819977	0.102364	0.0938715	0.085413	0.0712907	0.0510767	0.0242168	0.0128138	0.00544796	0.00275702	0.00304574	0.00219388	0.00323987	0.00379326	0.00472615	0.00635001	0.00652022	0.00768158	0.00564931	0.00726769	0.0109545	0.0126657	0.0106333	0.0116294	0.0289704	0.0173611
parlé	0.0756233	0.0859919	0.0416755	0.0413131	0.0268042	0.0189153	0.0103975	0.017643	0.00724928	0.00276536	0.00633949	0.00480981	0.00730322	0.00812634	0.0120438	0.0178972	0.0152121	0.0237409	0.022197	0.0155547	0.0165104	0.0399884	0.0405566	0.0527309	0.0423667	0.0484042	0.03521	0.0162306	0.0173138	0.0178238	0.0259385	0.0530467	0.0177016	0.02315	0.033572	0.0164223	0.0190663	0.0223646
mais	0.0613821	0.0546807	0.0265275	0.0218773	0.0135073	0.0132423	0.00672625	0.0101868	0.00941152	0.00509853	0.0122863	0.0119294	0.0280555	0.0367664	0.0346785	0.0479451	0.0346722	0.0469846	0.028554	0.0195287	0.0244999	0.0187969	0.0122879	0.0221126	0.0207814	0.0207798	0.0209218	0.0258002	0.0306646	0.0210818	0.0420946	0.0706546	0.0236078	0.0314778	0.0205734	0.0216271	0.0228554	0.0253414
il	0.0300101	0.016019	0.0111944	0.00876392	0.00854756	0.00709057	0.00408777	0.00432515	0.00545341	0.0064125	0.0115887	0.0127051	0.0536432	0.0846572	0.0598288	0.0752863	0.0754853	0.0690265	0.0434656	0.0360935	0.025706	0.0119088	0.0123399	0.0165714	0.019585	0.0261191	0.019286	0.0292578	0.0274814	0.0251799	0.0218865	0.0431147	0.0221893	0.0207855	0.014939	0.0120333	0.0153285	0.0126032
a	0.0304236	0.0169026	0.0123666	0.00860959	0.00789169	0.00652106	0.00325279	0.00517199	0.00523913	0.00726057	0.0118793	0.0159456	0.0401159	0.0659758	0.0351629	0.0751845	0.0718346	0.0615241	0.0467154	0.0315539	0.0259364	0.0128349	0.0150187	0.0204721	0.0270813	0.0495286	0.0376709	0.0322363	0.0270082	0.0351133	0.0199487	0.037785	0.0233876	0.0225926	0.016165	0.0122743	0.0131989	0.0122155
refusé	0.0802986	0.0337619	0.0210439	0.0097698	0.00906053	0.00675934	0.0029752	0.00390924	0.00605012	0.00465776	0.00815319	0.00912141	0.0149475	0.0223604	0.0213958	0.0374391	0.0449164	0.0429065	0.0346531	0.0233961	0.0259367	0.0100836	0.0125483	0.0155287	0.0263826	0.0370831	0.0249567	0.0359815	0.0319011	0.0542002	0.0324026	0.0449427	0.0401716	0.04219	0.0323235	0.0295493	0.0339206	0.0323215
de	0.0623169	0.0397831	0.022504	0.0139484	0.00953174	0.0121294	0.00629485	0.00763989	0.0090446	0.00412151	0.00755599	0.00906567	0.00986201	0.0134695	0.0154506	0.0207353	0.0251567	0.031802	0.0239035	0.0232569	0.0211329	0.00836401	0.0090004	0.0129358	0.016977	0.017468	0.0159624	0.029741	0.0393308	0.0273695	0.0419894	0.0430406	0.0441582	0.0581393	0.038565	0.0676558	0.0798704	0.0607268
me	0.0577037	0.0423245	0.0204712	0.0111919	0.00737982	0.00708997	0.00377592	0.00390719	0.00432287	0.00302068	0.00345177	0.00413943	0.00509379	0.00665382	0.00826969	0.0118393	0.0124459	0.0229896	0.0246043	0.026348	0.029596	0.0171982	0.0163026	0.0161461	0.0231397	0.0212822	0.0210197	0.021151	0.0271691	0.0311248	0.0382207	0.0391413	0.039544	0.0693018	0.0491701	0.0568083	0.0784887	0.118172
répondre	0.051185	0.0318051	0.023069	0.0146707	0.0124726	0.00960196	0.00610941	0.00773032	0.00892081	0.00540872	0.00939196	0.00948089	0.0109274	0.0177449	0.0204064	0.0283686	0.0250101	0.0346429	0.0285642	0.0232874	0.0189597	0.010713	0.0118139	0.013734	0.0134155	0.0169672	0.017513	0.0251074	0.0325398	0.0214667	0.0272246	0.0262791	0.0464119	0.0459241	0.0386237	0.049776	0.0792573	0.125475
</S>	0.0392421	0.0288815	0.0166998	0.0224201	0.0235578	0.0173851	0.0165805	0.0168174	0.0173534	0.0102982	0.015629	0.010249	0.00948611	0.0148785	0.0191655	0.0212119	0.0158384	0.0173161	0.0102671	0.00657692	0.00736188	0.00288931	0.00276131	0.00588504	0.00564481	0.0100375	0.0181873	0.0388996	0.0520969	0.0292945	0.0411385	0.0397016	0.0394328	0.0555427	0.0546128	0.0761012	0.0711336	0.0994243
