 	a66	a87	a23	a87	a30	a13	a93	a56	a75	a56	a12	a47	a75	a92	a98	a92	a44	a94	a21	a85	a47	a36	a2	a40	a47	a0	a85	a47	a98	a47	a36	a47	a79	a98	a15	a7	a93	a4	a13	a57	a82	a87	a23	a87	a23	a87	a23	a99	a97	</S>
avant	0.0154044	0.0161352	0.0228905	0.0297006	0.0263	0.0449781	0.0535499	0.0533149	0.0787274	0.0920965	0.0671018	0.06299	0.0500153	0.0362998	0.0468656	0.0304082	0.0185864	0.0154012	0.0133975	0.0135518	0.00712167	0.0101473	0.00768953	0.0067865	0.00490143	0.00826872	0.00910688	0.00979279	0.0124459	0.0143261	0.00778572	0.00965669	0.0127113	0.0060493	0.0051424	0.00261888	0.00552881	0.0048447	0.00699071	0.00234389	0.00302762	0.00703551	0.00497242	0.00358928	0.00436612	0.00495242	0.00437351	0.008222	0.00550734	0.0119794
d'	0.0068638	0.00451821	0.00508415	0.00772362	0.00757857	0.0193642	0.0249952	0.0194194	0.0215239	0.0160667	0.01867	0.0223887	0.0197629	0.0249934	0.0543727	0.0390302	0.0506034	0.0374408	0.0521932	0.0254669	0.0531037	0.0295554	0.0349129	0.0191546	0.0191254	0.00887303	0.0137975	0.0100184	0.0132918	0.00750557	0.00415434	0.00332387	0.00302863	0.0042494	0.008001	0.0102769	0.0142166	0.0196483	0.0146955	0.0156705	0.0156408	0.0184559	0.0155786	0.0180442	0.0306255	0.0233074	0.0252538	0.0220962	0.0234502	0.0228843
étendre	0.018984	0.00954793	0.00887056	0.0102057	0.014659	0.0191146	0.0300413	0.0172787	0.0416214	0.0380199	0.0361792	0.0376737	0.0270353	0.0353168	0.0358985	0.0328899	0.0614855	0.0519826	0.0566097	0.0260739	0.0675015	0.0396707	0.0367988	0.0328932	0.0253386	0.0160916	0.017484	0.0134426	0.013873	0.00850639	0.010899	0.00841076	0.00513463	0.0102332	0.0157344	0.00601183	0.00301973	0.00270481	0.00302614	0.0023017	0.0020586	0.00432602	0.00296455	0.00304288	0.00472357	0.0047136	0.00585504	0.00513224	0.00715362	0.0114652
le	0.0157575	0.0105258	0.00577205	0.00445766	0.00288639	0.00860716	0.0174034	0.0143731	0.0315888	0.0555281	0.0380864	0.0539334	0.0191812	0.0214139	0.0229163	0.0270941	0.0170653	0.0180831	0.0232442	0.0240276	0.0276173	0.0280697	0.034384	0.0325591	0.0402074	0.0293625	0.0227	0.0165021	0.00940528	0.00595696	0.00670523	0.00542653	0.00438261	0.00909448	0.0113475	0.00674647	0.00593213	0.00647725	0.00892606	0.00702357	0.00738327	0.0235028	0.0266293	0.0225637	0.027324	0.0241357	0.0358585	0.028829	0.0314569	0.0215452
filet	0.0391246	0.0201594	0.00836572	0.00763262	0.0076079	0.00578869	0.00482891	0.00527719	0.00674366	0.00615902	0.00536299	0.00652739	0.0082359	0.00653893	0.0126972	0.0190101	0.0333723	0.0465432	0.0420947	0.0878747	0.0402288	0.0496344	0.0494225	0.0697588	0.0511171	0.0475422	0.0434921	0.0242637	0.0202299	0.0163581	0.022591	0.0152268	0.00741457	0.0162313	0.00759606	0.0055019	0.00743799	0.00782096	0.00724239	0.00545045	0.0104064	0.0168499	0.00783854	0.0150408	0.0105454	0.00672214	0.0113578	0.00835486	0.0133016	0.00507644
on	0.0338959	0.0252988	0.00884762	0.00929822	0.00956015	0.00877026	0.008108	0.00697617	0.0130894	0.0129042	0.0126756	0.00569779	0.0195345	0.0195748	0.0190518	0.0333083	0.0421275	0.0625672	0.0918631	0.0367696	0.0713353	0.0603571	0.0396342	0.0436853	0.0452262	0.0234839	0.0241042	0.0146304	0.0112453	0.0134357	0.0102191	0.00567411	0.00458352	0.00318118	0.00249399	0.00370694	0.00550779	0.00855677	0.00700696	0.0048457	0.00970949	0.0153076	0.00916171	0.0183091	0.0153801	0.00757634	0.0105327	0.00978509	0.0126116	0.00879385
noue	0.0204999	0.018484	0.0124987	0.0139666	0.0149235	0.0279622	0.024935	0.0197061	0.0284193	0.0261443	0.0357388	0.0229185	0.0344943	0.0330387	0.0413356	0.0511263	0.0470566	0.0352594	0.0501917	0.039167	0.0475634	0.0333605	0.0347044	0.0235722	0.0289443	0.0128078	0.0208534	0.0108063	0.00917895	0.00427519	0.00444175	0.00213594	0.00332878	0.00236983	0.00368522	0.00266944	0.00493457	0.00705552	0.00567803	0.00478461	0.00769049	0.0107111	0.0130594	0.0135974	0.0141536	0.0120689	0.0176014	0.0141111	0.0161933	0.0157966
son	0.0745295	0.0467888	0.0367827	0.0301845	0.0319416	0.0270866	0.0243539	0.0198571	0.0262829	0.0235722	0.0159739	0.0117725	0.022347	0.0141138	0.0179046	0.0132331	0.0143616	0.00850133	0.0113602	0.00890785	0.0117438	0.00600367	0.00833038	0.00572041	0.00591935	0.00324391	0.00665408	0.00705742	0.0102933	0.00398875	0.0137321	0.00503696	0.0156444	0.0125586	0.0129688	0.0103307	0.0112493	0.0126622	0.0148923	0.00910624	0.0127575	0.0296903	0.0393559	0.0249264	0.0362151	0.0317036	0.0272806	0.0535238	0.0292555	0.0482992
bout	0.0412164	0.027943	0.0423641	0.0394242	0.0230429	0.0423082	0.0422384	0.0305333	0.0287738	0.0209672	0.0181536	0.0154367	0.0153417	0.0260663	0.0211282	0.0195819	0.02813	0.0250075	0.0249701	0.0285732	0.0380508	0.0216717	0.0194358	0.0188934	0.0129514	0.00993559	0.0114701	0.0110934	0.0140912	0.012589	0.016491	0.0126132	0.0170086	0.00962986	0.0128535	0.00738906	0.00822794	0.015285	0.0153252	0.0125683	0.00755762	0.0155738	0.010008	0.011616	0.0152218	0.016823	0.0106786	0.0245846	0.0141676	0.0149944
</S>	0.0347703	0.0134187	0.0105365	0.0146558	0.0096185	0.0125831	0.00903673	0.0108724	0.0138029	0.012455	0.0106029	0.0102616	0.0190813	0.0219692	0.0202388	0.0150738	0.0149407	0.0092139	0.0105501	0.0091148	0.00972411	0.00666708	0.0111239	0.0135974	0.00837324	0.00643517	0.0100249	0.0114471	0.0179047	0.00618554	0.00703837	0.00275333	0.00625895	0.00260893	0.00366438	0.00404942	0.00695278	0.0146258	0.0247244	0.0114124	0.0161897	0.058098	0.0269075	0.0434756	0.0844203	0.0621512	0.0479979	0.0901801	0.0667093	0.0355013
