 	a23	a40	a5	a12	a75	a98	a85	a6	a37	a61	a31	a0	a75	a5	a23	a61	a96	a75	a5	a23	a12	a93	a70	a83	a93	a4	a90	a15	a20	a7	a36	a2	a57	a87	a23	a87	a97	</S>
les	0.0926457	0.0673521	0.0742946	0.0764282	0.115833	0.0990774	0.0735684	0.0782202	0.059744	0.0254537	0.0207079	0.0240638	0.0187615	0.0110431	0.00906187	0.00816556	0.005693	0.00511211	0.0066271	0.00590094	0.00693028	0.00628375	0.00708962	0.00421078	0.00568615	0.00493692	0.00570491	0.00687593	0.00329007	0.00819834	0.0112794	0.00606343	0.00613089	0.0055889	0.00524643	0.00551956	0.00722952	0.0159809
femmes	0.00218632	0.00379422	0.00686764	0.0114325	0.0180832	0.0693547	0.0821096	0.0827289	0.14145	0.0946725	0.0624671	0.0622312	0.0603984	0.0760073	0.0600946	0.0439316	0.0196875	0.0245693	0.0202933	0.0179862	0.0104916	0.00464602	0.00267793	0.00145159	0.00261249	0.00143363	0.00205893	0.00201985	0.00152827	0.000967074	0.000965924	0.003015	0.00112352	0.000782304	0.000687841	0.000987251	0.00135995	0.000845201
n'	0.0153517	0.0187502	0.023514	0.0309555	0.0266202	0.0371266	0.0788025	0.0430225	0.0644591	0.113032	0.0782018	0.0411024	0.030675	0.030253	0.0310848	0.0252911	0.0140494	0.0113341	0.0110387	0.017584	0.00841378	0.0109898	0.0133341	0.0101635	0.00754535	0.00577671	0.00641053	0.00501746	0.00274877	0.00534757	0.0111334	0.0177493	0.0278928	0.0274	0.0312232	0.0262423	0.0329042	0.00745853
entrent	0.0278354	0.0145449	0.011948	0.0129605	0.0236348	0.0294761	0.0510129	0.039146	0.0659987	0.0826002	0.0855716	0.0709036	0.0586056	0.043808	0.0513556	0.0607993	0.0432874	0.033916	0.0292067	0.0249823	0.0241865	0.011647	0.0118623	0.00790938	0.00658902	0.0026524	0.00602807	0.00352507	0.00127895	0.00148178	0.00385794	0.00362335	0.0100223	0.00862477	0.00417247	0.00601623	0.00555389	0.0193749
jamais	0.0153762	0.0160961	0.016781	0.0156362	0.0236239	0.0217505	0.0235563	0.028863	0.0259315	0.038315	0.0539985	0.0612011	0.060623	0.0624037	0.0342041	0.0519256	0.0188313	0.0203163	0.0205231	0.0177922	0.019484	0.0117669	0.0142926	0.0227457	0.0231312	0.0212085	0.0477452	0.0248524	0.0177759	0.0197549	0.0228348	0.0234688	0.0169362	0.0229264	0.0172566	0.0123645	0.010459	0.0232478
dans	0.0347566	0.0176036	0.0171035	0.0147359	0.0144842	0.0232079	0.0333803	0.0267654	0.0187168	0.0166158	0.0186471	0.0175846	0.0221828	0.0208924	0.0250748	0.0245341	0.0171363	0.015396	0.016028	0.0170793	0.0180051	0.0112709	0.0124886	0.0115588	0.0110689	0.013225	0.0150669	0.0265696	0.0252736	0.0422695	0.0436313	0.0484855	0.0266795	0.0352516	0.0688153	0.0746918	0.0488503	0.0548725
le	0.0636706	0.0240574	0.0174758	0.0133099	0.00815683	0.0129438	0.0213325	0.020772	0.0110301	0.00971165	0.00921047	0.00790671	0.010372	0.00802672	0.00884713	0.0132391	0.00682207	0.00792341	0.0109418	0.0113719	0.0103393	0.00640551	0.00802462	0.00726727	0.0108172	0.0146447	0.0214129	0.0321866	0.0361809	0.0378166	0.0444009	0.0567388	0.0422824	0.047626	0.0666692	0.104172	0.0750196	0.0808736
lieu	0.0314215	0.0189778	0.0201483	0.0235354	0.0173625	0.0186561	0.0161202	0.0196964	0.0145724	0.0109108	0.0188495	0.023453	0.0138255	0.016076	0.0166764	0.0263425	0.023649	0.0211338	0.0260133	0.025862	0.0198676	0.0169854	0.0180461	0.0167339	0.0240829	0.0196751	0.0319712	0.0315779	0.0401754	0.0509509	0.0483093	0.0598505	0.0578708	0.0380686	0.0295211	0.038787	0.0287172	0.0255261
initiatique	0.0970359	0.0224206	0.0260833	0.0223832	0.0191672	0.0431272	0.0526546	0.0454294	0.0352625	0.0266976	0.0218829	0.0131993	0.0129627	0.0065861	0.00828399	0.0135486	0.0059673	0.00623154	0.0128368	0.0104215	0.0162803	0.0191776	0.0235598	0.0194888	0.024518	0.0184273	0.0318005	0.0191149	0.0228617	0.0243714	0.0254218	0.0332567	0.0408474	0.0246123	0.0187339	0.0333993	0.0381079	0.0638383
du	0.101234	0.0393259	0.0378175	0.0258019	0.0294989	0.0488702	0.078742	0.06544	0.0612024	0.0386336	0.0264125	0.0158552	0.0137457	0.00767482	0.010614	0.0131063	0.00759511	0.0103971	0.0123717	0.0103995	0.00794584	0.0125335	0.0151955	0.00830449	0.00730831	0.00746055	0.0122386	0.0146952	0.0121555	0.0126614	0.0211898	0.018	0.024283	0.0198888	0.0190829	0.036217	0.04458	0.0515209
