 	a85	a66	a87	a10	a87	a23	a40	a47	a36	a37	a0	a75	a12	a62	a21	a85	a47	a37	a12	a43	a93	a90	a15	a79	a75	a21	a12	a96	a88	a71	a9	a87	a23	a87	</S>
notre	0.0394051	0.0420455	0.0408449	0.0265441	0.0234612	0.0249932	0.0439966	0.0596566	0.121334	0.0977885	0.04798	0.025989	0.0204456	0.0207192	0.0198784	0.0168411	0.0147481	0.0133043	0.0144894	0.00656223	0.00759741	0.0111863	0.0102547	0.00972503	0.0116485	0.0122772	0.0176096	0.0198946	0.0203803	0.0335559	0.0243725	0.0217434	0.0204094	0.0160202	0.0422979
père	0.00524191	0.0077438	0.0148985	0.0182307	0.027707	0.082272	0.208279	0.129541	0.136622	0.0310445	0.0241306	0.02219	0.025239	0.0225186	0.0199229	0.0141454	0.0205032	0.00728602	0.00556834	0.0145672	0.0289455	0.0216087	0.0175152	0.0110135	0.00308325	0.00477549	0.0033014	0.00570136	0.00444569	0.00762637	0.0074573	0.0110186	0.00827593	0.0104576	0.0171223
a	0.070452	0.0320956	0.0366573	0.0339177	0.0326502	0.0521498	0.0805145	0.104972	0.141611	0.0730374	0.0254047	0.0181526	0.0128835	0.00939166	0.0139877	0.00845113	0.00749475	0.00939824	0.0227815	0.0145772	0.0145002	0.00900808	0.00550026	0.00527043	0.00495071	0.00689702	0.00565615	0.00953579	0.0182461	0.0143587	0.0174933	0.0219778	0.0195065	0.0295497	0.0169688
l'	0.0143255	0.013458	0.00915187	0.00740005	0.00684119	0.0090244	0.0101325	0.00588309	0.00723882	0.0133064	0.0156698	0.0283077	0.0317736	0.0263651	0.0401655	0.0474273	0.0755698	0.119379	0.0953598	0.0700105	0.0599077	0.0389624	0.0125377	0.0131333	0.0149101	0.0138552	0.019306	0.0196689	0.0294702	0.0242267	0.021606	0.0207284	0.0169194	0.0184301	0.0295477
habitude	0.0198856	0.0165977	0.0156529	0.013055	0.0140588	0.0157519	0.020064	0.0329234	0.0241621	0.0444992	0.0611573	0.0592019	0.0645484	0.0453109	0.0583559	0.0654087	0.0436751	0.0549277	0.0595451	0.0326108	0.0388335	0.0409874	0.0142053	0.0162751	0.0179321	0.0178689	0.00845967	0.0184254	0.00978475	0.0122949	0.00871962	0.0110804	0.00898945	0.00711968	0.00763141
de	0.0252798	0.0135107	0.00932664	0.00737264	0.00591954	0.00553937	0.010068	0.0176776	0.0277028	0.0209604	0.0151939	0.0135137	0.015974	0.0205199	0.0137252	0.00751976	0.00727521	0.0077274	0.00740043	0.00385058	0.00390152	0.00274997	0.00291898	0.00526148	0.0137279	0.030872	0.0355171	0.0706724	0.065969	0.0846155	0.105413	0.0908287	0.0704805	0.0851271	0.0758876
culpabiliser	0.0116422	0.0116063	0.0112192	0.0131393	0.0112118	0.0135709	0.0125046	0.0289622	0.0276482	0.0323234	0.0378737	0.0376466	0.0382103	0.0441138	0.0574575	0.0670132	0.0751695	0.104588	0.0852063	0.0467506	0.0412458	0.0197603	0.0074354	0.00785115	0.00826498	0.012033	0.00883015	0.0156875	0.0128572	0.019086	0.0129801	0.0174763	0.0135488	0.019295	0.0157908
les	0.0375288	0.0219394	0.0178019	0.0165465	0.0112833	0.00855219	0.0034058	0.00751627	0.00424415	0.00712459	0.00799918	0.0103837	0.00940105	0.0115976	0.0204857	0.0302053	0.0198687	0.0342684	0.0435995	0.0174639	0.0159636	0.0153959	0.0181956	0.0402156	0.0650242	0.0500614	0.051544	0.0659561	0.0651491	0.0504204	0.0488699	0.0379749	0.0385098	0.0500333	0.0454703
autres	0.0320795	0.0204625	0.0101183	0.00757887	0.00399289	0.0017696	0.00100086	0.00208234	0.00180439	0.00171316	0.00192218	0.00287944	0.00286563	0.0035196	0.00468953	0.00573763	0.00492122	0.00936582	0.00582405	0.00533025	0.00438954	0.00783817	0.00951769	0.0190784	0.0247512	0.0325758	0.0961772	0.102495	0.0850187	0.125538	0.0863628	0.0891936	0.0656646	0.0748837	0.0468579
</S>	0.0476047	0.0471843	0.0328923	0.0270095	0.0148879	0.00839695	0.00375539	0.0052694	0.00435893	0.00448907	0.00522642	0.00891294	0.00845274	0.00938885	0.00863774	0.00526297	0.00264288	0.00373965	0.00628452	0.00334614	0.00405963	0.00778411	0.0090215	0.01687	0.0267409	0.0321549	0.0519023	0.0855666	0.0569861	0.0990868	0.0730369	0.0659631	0.0451173	0.0573941	0.110572
