 	a66	a87	a97	a87	a97	a83	a61	a0	a61	a47	a88	a11	a70	a11	a93	a94	a98	a47	a36	a0	a75	a79	a69	a44	a26	a3	a97	a87	a97	</S>
nous	0.0428273	0.019989	0.0230036	0.034079	0.0166626	0.0118707	0.0117995	0.00971824	0.005922	0.00654837	0.00600328	0.0102525	0.00762249	0.0107961	0.0050822	0.00412105	0.00438257	0.00465134	0.00723828	0.0182509	0.0697287	0.0667759	0.0670166	0.0928942	0.102147	0.0923923	0.0865296	0.0535164	0.0499728	0.0582062
avons	0.0364984	0.0344628	0.0461585	0.0353025	0.0335144	0.0414486	0.0550863	0.0652224	0.0535361	0.033775	0.0273334	0.0559885	0.0461951	0.0454438	0.0604042	0.0391996	0.0247438	0.0163216	0.0112372	0.0116869	0.0181079	0.01127	0.0177766	0.0223584	0.0280681	0.0237666	0.0249517	0.0232912	0.0272067	0.0296436
marché	0.0113406	0.00975386	0.00832287	0.00600099	0.0051303	0.00693265	0.00871269	0.0147307	0.00988108	0.0162952	0.0181634	0.0252836	0.0273276	0.0372719	0.0973999	0.146128	0.091472	0.0688997	0.0307587	0.0297031	0.0259897	0.0255555	0.0427352	0.0367183	0.0396384	0.0353125	0.0329123	0.0290453	0.0361177	0.0264662
dans	0.0583123	0.0592221	0.0624069	0.0458965	0.0543492	0.0364826	0.0246185	0.0158491	0.0128644	0.0186058	0.0296459	0.0530132	0.0462321	0.0358383	0.0497385	0.0455109	0.0356448	0.0436775	0.0242409	0.0151261	0.0142352	0.0264044	0.0276423	0.0314541	0.0309469	0.0248543	0.0194689	0.0133835	0.0134392	0.0308957
l'	0.0868991	0.0692157	0.046858	0.0331254	0.0439856	0.0235254	0.0187701	0.00758434	0.00372675	0.00749402	0.00709303	0.00856146	0.0228018	0.0366834	0.0351123	0.0380975	0.0424842	0.0512369	0.0453089	0.0545065	0.0523328	0.049747	0.0415066	0.0228026	0.0215159	0.0184796	0.0238525	0.0239331	0.0280792	0.0346805
eau	0.0258458	0.0262891	0.0207305	0.0238095	0.0227829	0.0192039	0.0148622	0.017774	0.00747003	0.0116509	0.0132659	0.0133757	0.0192489	0.0397929	0.0356996	0.0644448	0.0676267	0.0543274	0.0466524	0.0554531	0.0582376	0.0390663	0.0532215	0.0787783	0.0525626	0.0408125	0.0247312	0.0232113	0.0132106	0.0158616
de	0.0730535	0.055177	0.0476011	0.0528231	0.0434665	0.0275417	0.0330647	0.0201854	0.00962344	0.0117228	0.00725524	0.00928403	0.0231784	0.0408159	0.0254781	0.0151976	0.01363	0.0176132	0.0138673	0.0209986	0.018253	0.0268643	0.0417278	0.054483	0.046044	0.0457389	0.0478872	0.0578241	0.0445325	0.0550677
la	0.0382235	0.0182881	0.0156454	0.0117225	0.0178128	0.00758335	0.00989187	0.00734822	0.00595665	0.0122918	0.0141349	0.0127094	0.0170104	0.0331307	0.0210796	0.0248309	0.027139	0.0222351	0.0174447	0.0289344	0.0241694	0.0284289	0.0426855	0.0390201	0.0334496	0.0665563	0.0715408	0.103023	0.0818493	0.145864
vouma	0.0359119	0.0224381	0.0193447	0.0126516	0.0183865	0.0084562	0.0120439	0.00599919	0.00279786	0.00370605	0.00331466	0.00357144	0.00579974	0.0115199	0.00934135	0.0146237	0.0201839	0.0150998	0.0138322	0.0184183	0.0225002	0.0308199	0.0533982	0.0617706	0.0558753	0.0923321	0.0560498	0.117614	0.0801797	0.172019
</S>	0.0921593	0.0466697	0.0371054	0.01677	0.0193901	0.00453929	0.0073712	0.00240743	0.00203341	0.00302059	0.00345933	0.00246701	0.0031393	0.00298459	0.00360314	0.00257592	0.0020962	0.00320644	0.00606246	0.0119292	0.0178378	0.0353562	0.0499625	0.0390116	0.0386949	0.0585872	0.0911347	0.112695	0.112478	0.171253
