 	a66	a87	a23	a83	a75	a5	a21	a92	a98	a5	a12	a21	a12	a5	a21	a5	a92	a56	a21	a47	a88	a75	a85	a47	a36	a47	a36	a2	a57	a87	a23	a87	</S>
je	0.0562802	0.0995126	0.0413903	0.041366	0.0449061	0.0349767	0.0268188	0.0460682	0.0299638	0.0295579	0.0248448	0.0139229	0.0206918	0.0167608	0.0157477	0.013733	0.0220172	0.0338211	0.0330555	0.02295	0.0359982	0.0170908	0.0200574	0.0236925	0.0267844	0.0240677	0.0454826	0.012573	0.0161832	0.0204943	0.0237123	0.0219306	0.0435476
ne	0.0373911	0.0258083	0.0768099	0.0518936	0.0486053	0.0504389	0.0388646	0.0355433	0.0414432	0.0381179	0.0281579	0.0377149	0.0390262	0.0315425	0.077155	0.0419543	0.0371505	0.0149809	0.0117151	0.0144331	0.0086073	0.00873718	0.0105737	0.0106142	0.013069	0.013674	0.0209766	0.0279946	0.0255912	0.0219099	0.0265251	0.0193634	0.0136174
sais	0.0351638	0.0121344	0.0330009	0.0108994	0.014123	0.0246761	0.035427	0.0451707	0.0452968	0.0519431	0.043145	0.0684057	0.0622763	0.0666578	0.109282	0.0651278	0.0297087	0.0263799	0.0181489	0.0291161	0.0162097	0.0189613	0.0190109	0.00918822	0.0126127	0.0139448	0.00995892	0.0103363	0.0165449	0.0141445	0.0091896	0.0137459	0.0100687
pas	0.0557494	0.0356647	0.0319811	0.0230744	0.0195259	0.0207129	0.029731	0.0281994	0.022334	0.0218588	0.0176395	0.0209154	0.0277596	0.0237259	0.0172478	0.0144011	0.022337	0.014881	0.0120229	0.0207633	0.0248071	0.0249372	0.049464	0.0605464	0.0296612	0.0391179	0.044452	0.0368613	0.0462745	0.0426961	0.0257941	0.0338246	0.0610385
pourquoi	0.050562	0.031607	0.0347643	0.0229932	0.0137278	0.0131138	0.0162722	0.0135299	0.0116682	0.011124	0.0108933	0.0163917	0.0157693	0.0242508	0.0191089	0.02829	0.0446217	0.036249	0.0267552	0.0274478	0.0304159	0.0297948	0.0450345	0.0393729	0.0456528	0.0528846	0.0294098	0.0403225	0.0639039	0.0525714	0.0260828	0.0379325	0.0374818
il	0.0577862	0.046129	0.0366156	0.0236161	0.0169383	0.010723	0.0192523	0.00985753	0.0128418	0.0127633	0.0160533	0.0335196	0.0394045	0.0673381	0.0556458	0.10061	0.113135	0.0817676	0.0401393	0.0287619	0.0312642	0.0164977	0.0204005	0.0110273	0.0124604	0.0139107	0.00984295	0.0111463	0.0128496	0.0134461	0.00647491	0.00985193	0.00792888
ne	0.0569127	0.0243099	0.0263934	0.00941902	0.00679234	0.00438016	0.00974424	0.00415127	0.00664746	0.00553059	0.00789375	0.0186143	0.0191637	0.0350534	0.0506553	0.061897	0.0697882	0.0666496	0.0425844	0.040939	0.0384601	0.0370764	0.0432242	0.0320946	0.0305558	0.0419557	0.0527303	0.0373762	0.0433856	0.0297067	0.0186504	0.0156731	0.0115912
me	0.0771482	0.0487461	0.0541771	0.0337403	0.0168476	0.00939723	0.00994484	0.00496574	0.00760465	0.00646247	0.00601026	0.0102518	0.0102716	0.0152458	0.027744	0.0302889	0.0292388	0.0299093	0.0192432	0.0215267	0.0141051	0.0193689	0.021397	0.023826	0.0319351	0.0274221	0.0357122	0.0483505	0.0995998	0.0645524	0.0392953	0.0558625	0.0498088
parle	0.0427002	0.033154	0.0397843	0.0154938	0.0130599	0.00754856	0.00827541	0.00534969	0.00915243	0.00844893	0.00921869	0.0123991	0.0132319	0.0181103	0.0269943	0.0308258	0.0314277	0.0277386	0.0236435	0.0281927	0.0265891	0.0246318	0.0278561	0.0358192	0.0412401	0.0384884	0.0600284	0.0420339	0.0791763	0.0522445	0.0414318	0.0564957	0.0692151
plus	0.0279229	0.0198582	0.0340508	0.0119605	0.0102582	0.00628609	0.00752836	0.00564296	0.00556224	0.00744248	0.00707416	0.00984067	0.0141784	0.0202598	0.0287682	0.0368897	0.0356025	0.0409872	0.0399845	0.0443146	0.0411913	0.0365653	0.0335884	0.0410383	0.0438456	0.0595875	0.0808316	0.0332162	0.0455195	0.0433135	0.0279436	0.0341946	0.064752
</S>	0.036463	0.0189306	0.0290407	0.010443	0.0103565	0.0072158	0.00797729	0.00499139	0.00500674	0.00686664	0.00533652	0.00972677	0.0126452	0.0236446	0.0358554	0.0403721	0.0400811	0.0367137	0.0308916	0.0465216	0.0216256	0.0371944	0.031554	0.0371307	0.0367508	0.0659218	0.0743655	0.0449758	0.0605603	0.0392204	0.0321443	0.0375141	0.061962
