 	a66	a87	a23	a13	a18	a24	a31	a88	a90	a15	a79	a56	a93	a4	a94	a66	a24	a43	a88	a71	a9	a87	a40	a36	a37	a54	a6	a36	a56	a96	a54	a47	a36	a5	a12	a62	a88	a83	a53	a69	a58	a82	a87	a23	a87	a23	a87	</S>
lorsque	0.0512069	0.0633186	0.0313485	0.0675675	0.0235201	0.0218716	0.0271687	0.0133009	0.0243047	0.0146072	0.0123321	0.00685839	0.0146838	0.0127213	0.0266862	0.00910882	0.0107552	0.0279671	0.0251637	0.0311077	0.0201412	0.0270472	0.00928196	0.0199013	0.0163986	0.0198014	0.0149633	0.018813	0.0143976	0.0204872	0.0256986	0.0363561	0.0301301	0.0254195	0.0126377	0.0138725	0.0164231	0.00920165	0.0117424	0.0117383	0.0158672	0.00975754	0.0120505	0.0141492	0.0130353	0.0134013	0.0138884	0.0177986
le	0.0210694	0.0166604	0.0194953	0.0150831	0.032129	0.0306462	0.0209788	0.0352866	0.0304051	0.0169968	0.0184931	0.0260394	0.022924	0.00860579	0.0112356	0.00956006	0.017888	0.011678	0.0204875	0.0253713	0.0339207	0.0338218	0.0253638	0.0379264	0.0483675	0.0402592	0.0340907	0.0134252	0.022947	0.00727388	0.0114367	0.0065711	0.00818664	0.00844291	0.0087108	0.0125	0.0122425	0.0119902	0.0125161	0.0159477	0.0232306	0.0171909	0.0207298	0.0270948	0.0231985	0.0252999	0.0290686	0.0172128
chef	0.0206917	0.0274598	0.0172481	0.00991703	0.023065	0.0274366	0.0170655	0.00830916	0.00885356	0.00931833	0.0146895	0.0103661	0.0146185	0.0211862	0.0127598	0.0257444	0.0395646	0.0248605	0.0366402	0.0425903	0.0865776	0.0492077	0.0513136	0.0378245	0.052783	0.0416403	0.0594016	0.0514848	0.0243273	0.0317702	0.0180871	0.0134197	0.0111558	0.00986111	0.00288029	0.00283475	0.00451477	0.00263719	0.00329678	0.00277153	0.00357288	0.00316018	0.00400961	0.00432465	0.00369298	0.00403962	0.004007	0.00301848
est	0.0398734	0.0275833	0.0190471	0.0214674	0.012399	0.0223202	0.0237344	0.0122755	0.00534328	0.013991	0.0132058	0.0247437	0.0239938	0.0264871	0.0217664	0.0191901	0.0219137	0.0229995	0.0374607	0.0279808	0.0343547	0.029765	0.0177579	0.00891278	0.0165921	0.0141419	0.0164107	0.0166519	0.00792814	0.00866126	0.011314	0.0126919	0.00799702	0.00785551	0.0115221	0.0133672	0.0144342	0.0262056	0.017753	0.0181189	0.027077	0.018457	0.0207358	0.047097	0.0415991	0.0309839	0.0411257	0.0227126
arrivé	0.0397724	0.0240471	0.0207968	0.0120447	0.00278805	0.00287498	0.00308829	0.00198003	0.000950722	0.00782328	0.00769087	0.0147134	0.0155411	0.0441107	0.0335912	0.0268264	0.0230113	0.0366539	0.05016	0.0710834	0.0853409	0.0502659	0.036315	0.0193645	0.0216453	0.0365819	0.0376806	0.0556753	0.0307896	0.0388674	0.0264596	0.0167001	0.0144313	0.0168223	0.00823815	0.0113006	0.00391247	0.00379696	0.00265795	0.00570714	0.00669213	0.00293963	0.00409395	0.00755152	0.00489831	0.00424833	0.00309761	0.00437677
les	0.0710125	0.0471442	0.036954	0.0220854	0.010529	0.00912513	0.00965547	0.00618064	0.00342212	0.0176238	0.0123098	0.0137007	0.0174971	0.0245745	0.0279576	0.0322506	0.0232323	0.0336022	0.0483331	0.0329143	0.0237849	0.0287233	0.018544	0.0159243	0.0195612	0.020669	0.0163389	0.0124068	0.0330509	0.0213186	0.0226384	0.0187397	0.0181134	0.027364	0.0154664	0.0231807	0.0284063	0.010356	0.0106765	0.0174511	0.0254162	0.0109314	0.0121206	0.0135507	0.011084	0.0100581	0.00815152	0.00586848
femmes	0.0598081	0.0364127	0.0316526	0.0279387	0.0061522	0.0109453	0.00726816	0.00636314	0.00555203	0.0195556	0.01595	0.0123546	0.0132325	0.0214833	0.017947	0.0294124	0.013355	0.015687	0.02815	0.0163788	0.0186996	0.0172003	0.0102463	0.0155479	0.0114125	0.0184972	0.0119127	0.0137235	0.0322121	0.0285851	0.0308911	0.0274596	0.0213784	0.0452074	0.0346044	0.0265799	0.0550797	0.0149103	0.0235298	0.0349901	0.0300248	0.0105098	0.00981823	0.0160105	0.01245	0.0117595	0.00924894	0.0119113
lançaient	0.0646108	0.0216602	0.016544	0.038451	0.0129326	0.0241262	0.0185407	0.0136909	0.0156818	0.0209175	0.0146206	0.0169473	0.013761	0.0123639	0.0145192	0.0157055	0.00769723	0.0148229	0.018982	0.0236564	0.0309477	0.0256436	0.0102668	0.0166313	0.0151559	0.0310396	0.0227302	0.0312955	0.0496449	0.0295759	0.0356968	0.0174688	0.0137051	0.024136	0.0155762	0.0100479	0.0168045	0.00844923	0.014984	0.0181367	0.0171736	0.0196982	0.0143165	0.0276915	0.0190844	0.0183542	0.0283284	0.0171851
des	0.0528165	0.0338335	0.0262076	0.030367	0.00766539	0.0142202	0.00954305	0.005868	0.00664695	0.0126809	0.0144417	0.0213975	0.0172395	0.01749	0.0289172	0.011295	0.0140722	0.012063	0.0167973	0.0164581	0.0149898	0.020859	0.0130324	0.0119976	0.0119557	0.0135228	0.0140754	0.013469	0.0112233	0.00989713	0.0129695	0.0116647	0.0110643	0.014375	0.0144957	0.0165432	0.0193192	0.0145379	0.0274867	0.0380751	0.0253469	0.0270981	0.0238472	0.0593994	0.0513737	0.0370066	0.0409927	0.0493613
cris	0.0310145	0.0126976	0.0115356	0.0108169	0.00769822	0.00840155	0.00531281	0.0058172	0.00508652	0.0103488	0.011603	0.0168037	0.0180412	0.0317653	0.0237137	0.0300258	0.0210662	0.0250583	0.0264588	0.0332419	0.0530014	0.027403	0.0265873	0.0214616	0.0211979	0.0394893	0.0407379	0.0586662	0.0577108	0.0574664	0.0472944	0.0328521	0.0264454	0.0245357	0.0156565	0.0137633	0.0133388	0.00904737	0.00809119	0.00929188	0.00909518	0.00696095	0.0044844	0.0108952	0.00585952	0.00441214	0.00541508	0.0023317
