 	a66	a10	a82	a10	a62	a83	a54	a25	a44	a24	a47	a21	a85	a37	a31	a61	a24	a47	a88	a61	a75	a85	a73	a7	a44	a34	a96	a62	a0	a75	a25	a69	a98	a47	a37	a96	a66	a18	a27	a9	a97	a87	a10	a87	</S>
le	0.0365511	0.0353904	0.0281473	0.0283215	0.033894	0.024017	0.0339745	0.0610197	0.0729793	0.0432427	0.0885333	0.0390971	0.0512959	0.0389427	0.0354694	0.0254084	0.029584	0.0191133	0.0105837	0.00930875	0.0078219	0.00654616	0.00840623	0.00921724	0.00925842	0.0106546	0.0261593	0.0151909	0.0140918	0.0156639	0.0167497	0.0107815	0.00981612	0.00553005	0.00594304	0.00507402	0.00508104	0.00391014	0.00668597	0.00710439	0.00569634	0.00597368	0.00809627	0.00924861	0.0264243
manioc	0.00333876	0.00935231	0.0215071	0.0178137	0.0291062	0.0383777	0.059359	0.0838949	0.0674042	0.0342417	0.0384396	0.0324767	0.0250622	0.0135964	0.0126369	0.0202715	0.0292965	0.0283858	0.0176029	0.046709	0.0605734	0.0649618	0.0526037	0.0452278	0.020553	0.0524492	0.0119943	0.0119073	0.0103432	0.00702833	0.00457988	0.0050758	0.0030406	0.0029832	0.00157497	0.00161481	0.00165405	0.00122023	0.0014244	0.00173884	0.000934958	0.00107954	0.00138394	0.00253307	0.0026468
que	0.013521	0.0174029	0.0221652	0.0291217	0.0287062	0.0340786	0.0286308	0.0368146	0.0265406	0.0359875	0.0294079	0.0241819	0.0205485	0.0197081	0.043106	0.0473365	0.0417299	0.0527206	0.0457284	0.083404	0.06316	0.0582462	0.0434795	0.0398643	0.0206564	0.0264079	0.00480823	0.00588811	0.00726685	0.00702035	0.00648419	0.00788207	0.00594534	0.00336227	0.00151499	0.00125128	0.00109945	0.000930718	0.00105318	0.000830425	0.000949681	0.00227624	0.00193573	0.00463977	0.00220609
nyebhi	0.0267914	0.0253256	0.0285412	0.0156636	0.0276617	0.0397972	0.0421443	0.0638333	0.0448235	0.0298124	0.0446603	0.0262164	0.0298778	0.0187073	0.0219091	0.0190237	0.022088	0.0159219	0.0155641	0.0293978	0.0306393	0.0320654	0.0200299	0.0180581	0.0116415	0.0167997	0.0115937	0.0100842	0.00743295	0.00869192	0.00623823	0.00780487	0.00909565	0.00948089	0.010008	0.0108486	0.0124593	0.0125687	0.0134156	0.0156708	0.0204917	0.0177137	0.0254571	0.0284029	0.0455469
a	0.0354591	0.0252664	0.0172202	0.0109074	0.00830754	0.00989248	0.00656476	0.0105828	0.0072085	0.012334	0.0138513	0.0128146	0.0234586	0.0288152	0.0472498	0.0386409	0.0443709	0.0639839	0.0506102	0.0743272	0.0598671	0.0547494	0.0480154	0.0359868	0.0304397	0.0309169	0.0301963	0.016791	0.00836768	0.0109201	0.0120074	0.0115294	0.0133211	0.00813184	0.00530511	0.00437193	0.00548212	0.00481407	0.00888875	0.00893418	0.0079959	0.0104928	0.00949258	0.0117392	0.00937754
préparé	0.0195706	0.00634427	0.00688279	0.00770201	0.00344704	0.00354894	0.0046705	0.00516061	0.00415518	0.0130837	0.0138641	0.0220358	0.0324051	0.0341884	0.0596386	0.0590649	0.0514692	0.0425839	0.0478525	0.0481984	0.0223707	0.0264918	0.0369646	0.0328456	0.0276086	0.0452504	0.0433412	0.0165713	0.0166695	0.0170076	0.0143933	0.0169118	0.0174263	0.0200959	0.0176489	0.0125338	0.00854453	0.0095948	0.0147115	0.0114381	0.0131672	0.0187805	0.0184853	0.0179868	0.0172933
hier	0.0211581	0.0103497	0.0089925	0.00926173	0.00407338	0.00480827	0.00420229	0.00469429	0.00355834	0.00934711	0.0107659	0.0140578	0.0178781	0.0155576	0.023284	0.0212193	0.0208958	0.018236	0.0373946	0.0300194	0.0134849	0.0197511	0.0328225	0.0361889	0.0260872	0.0276451	0.0409216	0.0178615	0.0210313	0.0222311	0.017058	0.0334718	0.0230962	0.0291505	0.0184793	0.0209868	0.0199393	0.0196931	0.031964	0.0272377	0.0417668	0.0397861	0.0624174	0.039245	0.0279289
s'	0.0123815	0.0075382	0.00542442	0.00447055	0.00265734	0.0028099	0.00237605	0.0031621	0.00259767	0.00826378	0.0118944	0.0112469	0.0159189	0.0140223	0.0141734	0.013846	0.0167212	0.012782	0.0229039	0.0191635	0.00810449	0.0102474	0.0147379	0.0167383	0.0119421	0.0155091	0.0211325	0.0112148	0.013619	0.023385	0.0207877	0.0397049	0.0349624	0.0482483	0.0266033	0.0583796	0.0335092	0.0420896	0.0750897	0.0458866	0.0514699	0.041651	0.0856578	0.0286034	0.0163722
est	0.0108706	0.00662497	0.00577321	0.00365802	0.00302507	0.00431661	0.00370606	0.00506023	0.00473509	0.00846591	0.01405	0.00967008	0.0208742	0.0274925	0.0293381	0.0243974	0.0274843	0.0304862	0.0430135	0.032124	0.0252112	0.02774	0.0317788	0.031815	0.0238514	0.0232948	0.0245776	0.0155975	0.0165874	0.0174986	0.0169398	0.018697	0.0180557	0.0233811	0.0169661	0.0292616	0.0198305	0.0251373	0.0682539	0.04581	0.0258436	0.041077	0.0421046	0.0311954	0.0243284
déjà	0.0148716	0.0121601	0.0115164	0.00725916	0.00570872	0.00755918	0.00639852	0.00764868	0.00657432	0.0102727	0.0157794	0.0129066	0.0244739	0.0369166	0.0412869	0.0329435	0.0357224	0.0340623	0.036449	0.0268579	0.0289489	0.0271974	0.0313903	0.0257385	0.0217308	0.0234276	0.0263637	0.019011	0.0252364	0.0209474	0.0228133	0.0184717	0.0182061	0.0182385	0.0111604	0.0157847	0.0114117	0.0140285	0.0405897	0.0322327	0.0184054	0.0368266	0.0374832	0.0360491	0.0309385
