 	a84	a87	a10	a87	a23	a50	a88	a0	a62	a21	a5	a98	a47	a36	a98	a47	a98	a79	a90	a44	a93	a4	a15	a7	a26	a3	a99	a97	a99	a97	a99	a97	</S>
on	0.0404421	0.0278184	0.0254903	0.0123617	0.0132463	0.0106695	0.0151557	0.0105224	0.0221036	0.0223282	0.0225957	0.0344214	0.0179284	0.0210656	0.0285614	0.0327869	0.031415	0.0241757	0.018648	0.0133744	0.0125794	0.0136061	0.0119615	0.0273292	0.0615121	0.0554672	0.0852569	0.0619854	0.0728358	0.0511612	0.0472738	0.0244913	0.0294295
fabrique	0.0622728	0.0520811	0.0898232	0.0541817	0.029713	0.0310861	0.0203696	0.0206759	0.0196468	0.0281659	0.0350438	0.020555	0.0389079	0.0469606	0.0196225	0.0139478	0.020014	0.0238325	0.0221554	0.027743	0.0293651	0.0191751	0.0364398	0.0305188	0.0282538	0.0344515	0.0291124	0.0197965	0.0212419	0.0120361	0.0202148	0.0198833	0.0227123
le	0.0236911	0.0405846	0.0374944	0.0406765	0.0258378	0.0292121	0.0319931	0.0226017	0.0350101	0.0362962	0.0454031	0.0258131	0.0329635	0.0244644	0.0165599	0.0217217	0.025934	0.0225984	0.0172963	0.0126642	0.0201769	0.0179314	0.0166712	0.0183028	0.02114	0.0244995	0.0288119	0.0307331	0.0290363	0.052262	0.0495804	0.0659643	0.056074
masque	0.0470189	0.0260357	0.0128378	0.0124235	0.0087383	0.00716056	0.00994621	0.0153875	0.0171422	0.0222962	0.0290959	0.0577025	0.0334141	0.199087	0.0643543	0.0587544	0.173893	0.0470031	0.0765069	0.015116	0.0172199	0.00779819	0.00299112	0.00355619	0.00317379	0.00440459	0.0044802	0.00388728	0.00475455	0.0024474	0.00373905	0.00314357	0.00448966
avec	0.0689991	0.0386691	0.0368483	0.0367657	0.024737	0.0312525	0.0514819	0.0345898	0.0492592	0.061538	0.0409026	0.0430678	0.035589	0.0282776	0.0314506	0.0184535	0.0212431	0.0141959	0.0172726	0.0155023	0.0162811	0.0106732	0.0115656	0.0176449	0.0131918	0.0163534	0.0170114	0.0196876	0.0218833	0.0255839	0.0228747	0.0406983	0.0664554
le	0.106571	0.0558137	0.0464508	0.0494582	0.0215179	0.0192227	0.0291655	0.0465147	0.0502423	0.0545434	0.0500249	0.0262852	0.0272699	0.0093583	0.0128689	0.00710742	0.0053417	0.0103965	0.00971783	0.0155578	0.0143637	0.0140721	0.0152677	0.0225745	0.0197977	0.0190212	0.0244745	0.0333088	0.0313488	0.040458	0.0377012	0.0365166	0.0376667
bois	0.0410525	0.0235767	0.0334307	0.0598619	0.0416219	0.047292	0.0466229	0.0498913	0.0581317	0.0586149	0.0468424	0.0213967	0.0219745	0.0218838	0.0206161	0.00910815	0.00963292	0.0189262	0.0228359	0.0234028	0.0219204	0.020354	0.0110803	0.0345526	0.0262223	0.0206912	0.0188725	0.0282451	0.0216608	0.035189	0.0243088	0.0312066	0.0289808
qu'	0.0442123	0.0182409	0.0374773	0.0476401	0.0284754	0.0316666	0.0202975	0.0259184	0.0277395	0.0483419	0.0273688	0.0144907	0.0159358	0.0157483	0.0168973	0.0174687	0.0141507	0.0189892	0.0170696	0.0113072	0.0115135	0.016809	0.0112885	0.0205501	0.0240256	0.0242948	0.0296613	0.0349262	0.0423931	0.0550171	0.0533691	0.0679867	0.108729
on	0.0403481	0.0197612	0.0346253	0.02925	0.0247772	0.0276415	0.0247271	0.0180328	0.0304841	0.0479222	0.035983	0.0209345	0.0150481	0.00283121	0.0055182	0.00353093	0.00189724	0.00618339	0.00636137	0.00796067	0.00625545	0.0066876	0.0089534	0.0230099	0.0262178	0.0235079	0.04722	0.052796	0.0719258	0.0725112	0.0746337	0.0932416	0.0892215
appelle	0.0216856	0.0212243	0.0231714	0.0268172	0.025107	0.0227391	0.0240193	0.0263211	0.0292043	0.0369062	0.0329068	0.0224047	0.0193965	0.0144707	0.00932771	0.0112715	0.00527269	0.0133829	0.00891769	0.0065583	0.00562561	0.00902561	0.00973787	0.0150181	0.0236651	0.0247646	0.0430803	0.0525616	0.0538359	0.0805623	0.0662845	0.0798748	0.134859
otombá	0.0657359	0.0442326	0.0569563	0.0546795	0.0332327	0.0337383	0.0368757	0.0467462	0.0449666	0.0639626	0.0528218	0.0129945	0.00795399	0.00618951	0.00751653	0.00763911	0.00796883	0.0141062	0.00973381	0.0197269	0.0254684	0.0170772	0.0162912	0.0232065	0.015526	0.0102998	0.0144804	0.0204629	0.0333877	0.028139	0.0310025	0.0479456	0.0889352
</S>	0.0938088	0.0782477	0.0682454	0.0644239	0.0470608	0.0443349	0.0508801	0.0554918	0.0438683	0.0396041	0.0376609	0.0103034	0.00787309	0.00552677	0.00637767	0.00876229	0.00932519	0.0242882	0.0150608	0.026956	0.0296208	0.021235	0.0133827	0.0142704	0.0124477	0.00843268	0.0116547	0.0112417	0.0217263	0.0177501	0.0215422	0.0290711	0.0495243
