 	a66	a87	a23	a83	a71	a24	a62	a21	a85	a92	a37	a90	a25	a56	a75	a85	a6	a37	a21	a85	a47	a6	a5	a18	a54	a47	a36	a2	a57	a87	a23	a99	a38	</S>
la	0.0447964	0.0469631	0.0562372	0.0234067	0.0172095	0.0183196	0.0246582	0.0475228	0.0177305	0.0130924	0.0148945	0.0298171	0.033885	0.0304374	0.0235399	0.0446714	0.0413349	0.0372161	0.0342155	0.0402224	0.014071	0.0187523	0.0119625	0.0260005	0.0345171	0.032871	0.0278232	0.0165963	0.0201926	0.0146483	0.0220227	0.0414274	0.0312673	0.0476773
lignée	0.00140553	0.00478826	0.00668068	0.00682637	0.00539014	0.016235	0.0408355	0.0993715	0.114782	0.0597052	0.105666	0.176524	0.123173	0.129357	0.047058	0.0257455	0.0108417	0.00521225	0.00305629	0.00114882	0.000981314	0.000814843	0.00118294	0.000363634	0.000537017	0.000786289	0.0012913	0.00101942	0.00116068	0.00102931	0.000975074	0.00110225	0.00255954	0.00239557
de	0.0482472	0.0419668	0.0421777	0.0592224	0.047253	0.0444778	0.0367961	0.0670993	0.11841	0.0987345	0.102764	0.0677257	0.0551886	0.0475872	0.021066	0.0175431	0.00812194	0.00526032	0.00557553	0.00410146	0.00492197	0.00434191	0.00337754	0.00176745	0.0029743	0.00379902	0.00297264	0.00183009	0.00301143	0.00213847	0.0034207	0.0125774	0.00640823	0.00714072
ma	0.0936428	0.080573	0.0722251	0.0486247	0.0430902	0.0398492	0.0325016	0.0442691	0.0355427	0.0390919	0.0372632	0.0374753	0.0277349	0.0291855	0.0379953	0.0318208	0.0278068	0.0246006	0.0177524	0.0156861	0.0134276	0.0119565	0.0112754	0.00840974	0.0119233	0.0137122	0.00973248	0.00728186	0.00760483	0.0108788	0.0088082	0.0251778	0.0196151	0.0234649
mère	0.136914	0.11347	0.112002	0.0517429	0.0411341	0.0496821	0.0177921	0.0247245	0.0155449	0.0240267	0.0222726	0.0273708	0.0184821	0.021403	0.0247902	0.0325018	0.0323311	0.0322895	0.0254509	0.0174112	0.0115723	0.00797756	0.0116939	0.00451959	0.00450457	0.00793022	0.00658904	0.0091509	0.0121088	0.0167213	0.0102546	0.0174384	0.0150837	0.0231177
a	0.0310771	0.0187872	0.0226526	0.0159827	0.00856983	0.0113686	0.00562915	0.00709096	0.0113746	0.0154831	0.0188956	0.0142202	0.0169052	0.0198672	0.0196131	0.0151072	0.0247014	0.0196951	0.0268209	0.0245173	0.0387029	0.0464139	0.0676885	0.0526126	0.0372268	0.0359016	0.0946945	0.0371321	0.0515082	0.0450883	0.0382065	0.0361372	0.0234441	0.0468836
perdu	0.0196289	0.0151345	0.0166441	0.0140393	0.0105256	0.014304	0.0103574	0.0119513	0.022807	0.0247647	0.0243776	0.0193902	0.0184518	0.0203589	0.0135041	0.0147197	0.0280308	0.0245236	0.0424127	0.0355655	0.0385622	0.0482119	0.0640036	0.064434	0.031238	0.0452288	0.057247	0.0493046	0.0448116	0.0348558	0.0257541	0.0263987	0.021983	0.0464749
beaucoup	0.0380586	0.0260924	0.0238641	0.0155876	0.0155227	0.013909	0.00683931	0.0119182	0.0110714	0.0124381	0.0112683	0.0111327	0.0124971	0.0152643	0.0159448	0.0200742	0.0257803	0.0262838	0.0427187	0.0466419	0.0559094	0.0584824	0.0439237	0.0386276	0.0382823	0.0480258	0.0431415	0.0380276	0.0387342	0.0398119	0.0329459	0.0374471	0.031376	0.0523573
de	0.027957	0.0238479	0.0195739	0.0104362	0.012531	0.0110288	0.0088516	0.0142982	0.0143762	0.0140331	0.0135194	0.0140194	0.0150753	0.0171325	0.0154258	0.0223526	0.0163779	0.0130013	0.014431	0.027662	0.0237584	0.0411553	0.0240242	0.0368894	0.0455029	0.0732874	0.0506717	0.0456891	0.0408123	0.0407504	0.0558582	0.0534986	0.0411096	0.101061
gens	0.0244208	0.0171826	0.0169232	0.00893633	0.00927561	0.00795473	0.00600626	0.0107502	0.0112194	0.0102466	0.0097333	0.0110429	0.0128294	0.0125864	0.0152116	0.0226056	0.0185323	0.0154631	0.023726	0.0339216	0.0349028	0.0431325	0.0270374	0.028801	0.0391374	0.0717209	0.0466437	0.0346302	0.0309349	0.0332471	0.0582123	0.06585	0.0527917	0.13439
</S>	0.0296323	0.0159395	0.0143154	0.0102191	0.00791487	0.00837019	0.0053071	0.0103183	0.0109421	0.00907716	0.00798165	0.0079985	0.00851731	0.00685106	0.00946867	0.014072	0.0150834	0.0191023	0.0255544	0.0276728	0.0407593	0.0370134	0.0407303	0.0269502	0.0292467	0.0619944	0.0330524	0.0476407	0.0444746	0.0498297	0.0665564	0.0588696	0.0568759	0.141668
