 	a23	a85	a87	a23	a87	a23	a20	a94	a20	a41	a0	a11	a24	a41	a27	a11	a75	a41	a96	a18	a24	a25	a87	a23	a10	a54	a41	a27	a4	a76	a41	a18	a76	a94	a75	a41	a94	a38	a24	a41	a21	a24	a98	a71	a25	a87	</S>
elle	0.0255097	0.0369742	0.0296973	0.028611	0.0222791	0.0282347	0.0400642	0.134559	0.0859387	0.0960028	0.128441	0.0415073	0.0375771	0.00957362	0.0128881	0.0152081	0.010374	0.0109063	0.0139085	0.00605685	0.0169513	0.0203089	0.00941657	0.00894159	0.00824951	0.00893951	0.00689569	0.0038446	0.00443555	0.00447604	0.00539144	0.00506733	0.00398639	0.00335755	0.00302222	0.00399075	0.0048657	0.00414066	0.00422637	0.00442577	0.00428123	0.0060262	0.00413466	0.00491598	0.00455644	0.00890948	0.0179308
cultive	0.000989221	0.00179756	0.0027769	0.00401068	0.00114764	0.00270971	0.00432137	0.0338015	0.042117	0.0261927	0.028796	0.0329827	0.0230234	0.0296837	0.0273203	0.0385511	0.0330448	0.0369587	0.0439114	0.0371655	0.0302482	0.0211383	0.0290271	0.0390295	0.0585592	0.0612418	0.0230501	0.011923	0.0138342	0.00948236	0.0116724	0.00838201	0.00820441	0.00738061	0.00790235	0.00713511	0.0130071	0.0119481	0.0174831	0.0219063	0.023383	0.0217052	0.0182756	0.0218668	0.0208389	0.0175099	0.0125632
les	0.0505474	0.0323819	0.037446	0.0193071	0.0146989	0.0273155	0.0621061	0.0496795	0.0417037	0.0233479	0.0282473	0.0192098	0.0142211	0.0137944	0.0127991	0.0235104	0.01639	0.0207734	0.0188482	0.0206117	0.0182316	0.0186239	0.0182073	0.0166681	0.0236226	0.0324657	0.0187193	0.0111154	0.00857749	0.0083924	0.00643362	0.00361996	0.00382036	0.00547155	0.00925041	0.00703495	0.01547	0.0203547	0.0100847	0.00764991	0.0115294	0.0120194	0.0166651	0.0236377	0.0307214	0.0321284	0.0625452
aubergine	0.0153886	0.0127775	0.010814	0.01203	0.0190684	0.0161896	0.0142266	0.0123233	0.0263932	0.043513	0.0465331	0.07914	0.0526762	0.089497	0.052017	0.053057	0.0427846	0.023086	0.0206804	0.023083	0.0133931	0.0153498	0.0153827	0.0109709	0.0082668	0.00843602	0.0137404	0.0192543	0.0158423	0.0177682	0.0266059	0.0182679	0.0178735	0.0224148	0.0182795	0.0204154	0.0268536	0.0127375	0.00841513	0.00303291	0.00259655	0.00193003	0.00201747	0.00284679	0.00311293	0.00361674	0.00530008
dans	0.0199269	0.0248592	0.0166985	0.00904828	0.00754594	0.00928244	0.0127729	0.0116404	0.0274713	0.0811183	0.155619	0.123491	0.0679381	0.0784845	0.0405972	0.0267216	0.0189143	0.00838311	0.00983648	0.0100587	0.00712209	0.00748457	0.0101719	0.00527196	0.00428522	0.00295605	0.00528256	0.0137382	0.0103433	0.0232642	0.0249561	0.00904148	0.0089209	0.0108778	0.0079901	0.0106895	0.0148878	0.00900479	0.00382485	0.00305376	0.00395976	0.00397574	0.00528238	0.00527559	0.0075804	0.00651037	0.0138406
son	0.0181801	0.0089713	0.0114763	0.00623121	0.00379308	0.00382735	0.00616238	0.00999057	0.0110781	0.0423844	0.060321	0.0846292	0.0259703	0.0824814	0.0764962	0.0528712	0.0312162	0.0267159	0.0490494	0.0258114	0.0158228	0.0283012	0.026625	0.0254559	0.00736409	0.00973993	0.010803	0.0231411	0.0225383	0.0268839	0.0206482	0.00717411	0.00411565	0.0051538	0.00498652	0.00374332	0.00753048	0.0166068	0.00826721	0.00809743	0.00716971	0.00751717	0.012259	0.00989833	0.0153091	0.0143907	0.0128
jardin	0.0105743	0.00695577	0.00471266	0.00334389	0.00442493	0.00403493	0.0042723	0.00974259	0.0292292	0.0336383	0.0385583	0.0198678	0.0329316	0.0307396	0.0247781	0.0371843	0.0374688	0.0200146	0.0214737	0.0100395	0.0260921	0.0430579	0.0225554	0.00977726	0.0230806	0.0154895	0.0401493	0.0341575	0.0328444	0.031299	0.0633816	0.0246511	0.0261595	0.0186447	0.0148059	0.00417199	0.00392113	0.00497541	0.00542257	0.00672335	0.006915	0.0105008	0.0222525	0.0148803	0.037452	0.0341953	0.0384588
de	0.0168245	0.0137424	0.0121471	0.00846292	0.00309496	0.00228195	0.00922206	0.0217882	0.0152683	0.031439	0.0379327	0.0111374	0.0111969	0.00691381	0.0133846	0.0158101	0.0106832	0.0243894	0.0223489	0.0148114	0.0251827	0.0241314	0.0455269	0.037311	0.0482055	0.0186425	0.0264816	0.0153492	0.0150504	0.0131298	0.00660869	0.00264225	0.00239506	0.0021554	0.00209994	0.00190968	0.00287791	0.00586533	0.00357503	0.00743401	0.0206372	0.0201075	0.0428198	0.0553083	0.0921897	0.105302	0.0541815
case	0.0127603	0.00666475	0.00353345	0.00191678	0.00300897	0.0018825	0.00279479	0.00478241	0.0077097	0.00918339	0.009433	0.00469138	0.0041186	0.00511111	0.00523234	0.00554387	0.00281117	0.00639385	0.00611911	0.00211897	0.0042777	0.00468219	0.00914102	0.00464459	0.00937041	0.00336962	0.00642667	0.00823789	0.0146145	0.0149895	0.0127847	0.0123894	0.00914983	0.00995975	0.0101451	0.0108572	0.0340539	0.0446573	0.045151	0.075562	0.0805466	0.0663756	0.0836783	0.0952807	0.102267	0.0780442	0.0435331
</S>	0.00899104	0.00771571	0.00446717	0.002713	0.00251648	0.00206782	0.0034354	0.00726752	0.00648372	0.0103296	0.00919443	0.00620511	0.00455754	0.00304508	0.00538768	0.00588112	0.00402521	0.0058525	0.0051082	0.00423604	0.00526245	0.00691797	0.00909909	0.00626809	0.0100394	0.00533266	0.00674558	0.00746993	0.00699302	0.00719043	0.00437983	0.00343114	0.002312	0.00230672	0.00243437	0.00267931	0.00855365	0.0164532	0.0163889	0.0422802	0.0737305	0.0693403	0.0805843	0.0677393	0.139931	0.122024	0.164633
