 	a66	a87	a97	a10	a11	a93	a34	a90	a25	a69	a54	a98	a6	a85	a36	a75	a5	a85	a6	a36	a7	a44	a37	a61	a12	a5	a23	a18	a5	a37	a54	a7	a44	a57	a82	a97	a87	a97	a99	a97	</S>
la	0.0233956	0.0268065	0.01845	0.0174668	0.0244475	0.0165755	0.0422077	0.08842	0.0624306	0.0926556	0.0637265	0.0558833	0.0433291	0.0315558	0.0165111	0.0107198	0.0104721	0.0153017	0.00813408	0.0101007	0.0121757	0.0149903	0.0183038	0.0176013	0.0238648	0.0183432	0.0130869	0.0181402	0.0241018	0.0197159	0.0165111	0.00735754	0.0102869	0.00947646	0.00802773	0.0106291	0.0111676	0.00808572	0.0167576	0.0144305	0.0283558
nuit	0.000776913	0.00142091	0.00520647	0.00397327	0.0113674	0.0109686	0.0203091	0.0256313	0.0452591	0.0396125	0.0340625	0.026025	0.0269057	0.0217734	0.0649456	0.0724973	0.0491225	0.0835525	0.0660626	0.145041	0.106948	0.0629619	0.0227488	0.0294451	0.00994989	0.00691872	0.00129176	0.00103449	0.00128864	0.00068166	0.000159909	7.71751e-05	0.000262316	6.67343e-05	6.55929e-05	8.28784e-05	3.95736e-05	0.00010001	0.000332024	0.000789085	0.000242588
la	0.0321216	0.0325578	0.0405706	0.0223441	0.0253229	0.083499	0.0586848	0.0653665	0.0868101	0.112732	0.11932	0.0556077	0.0540672	0.0150394	0.0106308	0.0149032	0.00891073	0.0116275	0.0246622	0.0225859	0.0365554	0.0196454	0.0205119	0.0111839	0.00447069	0.00239732	0.00142869	0.000604851	0.000467859	0.000354668	0.000294779	0.0001529	0.000334509	0.000175833	0.000742968	0.00033348	0.000179732	0.000231393	0.00108328	0.000768723	0.000717301
blancheur	0.0177428	0.0109663	0.0192032	0.011061	0.0238771	0.037206	0.0432113	0.0363046	0.0644187	0.0470702	0.0327033	0.0208835	0.011157	0.00600362	0.0132258	0.0143448	0.0166672	0.0177352	0.0195738	0.0318587	0.0602266	0.0777432	0.066344	0.115574	0.0419354	0.0536422	0.0188261	0.0103492	0.00482116	0.0055065	0.00424963	0.00570039	0.00498974	0.00226035	0.00380329	0.00220742	0.00246639	0.00496489	0.00535249	0.00776642	0.00605624
de	0.0282036	0.0399736	0.02878	0.025697	0.0331447	0.0270263	0.0508433	0.0299188	0.0340171	0.0329026	0.0375073	0.0416531	0.035447	0.0197309	0.0284951	0.0481281	0.0327662	0.0419246	0.0250381	0.0263193	0.0502346	0.0497739	0.0413155	0.0338522	0.0271865	0.0277721	0.0117361	0.00854448	0.00586479	0.00685511	0.00342395	0.00480375	0.00227247	0.00435423	0.0024382	0.00269254	0.00514327	0.00612616	0.00877291	0.00979063	0.0195301
l'	0.0270778	0.0188407	0.0194932	0.014117	0.0123417	0.0152627	0.0271157	0.0208409	0.024329	0.0260333	0.0252074	0.0362531	0.0487648	0.0481029	0.0402838	0.080988	0.038221	0.0534248	0.0484177	0.0443883	0.0484976	0.0511007	0.023822	0.017918	0.0147176	0.0113458	0.0167547	0.0115015	0.0109642	0.00861595	0.00960295	0.00629946	0.00326816	0.0036989	0.00506688	0.00530557	0.00903535	0.0112495	0.0124238	0.011686	0.0376216
habit	0.016194	0.0150115	0.00989474	0.00512598	0.00666643	0.0185312	0.0224625	0.0244582	0.0314806	0.0463207	0.0496245	0.055205	0.0676836	0.0621402	0.0879516	0.0786677	0.0685696	0.0539369	0.0384328	0.0239377	0.0234432	0.01666	0.0153444	0.00841112	0.00868712	0.00814425	0.0164749	0.0107966	0.0113558	0.0116702	0.0216168	0.00871309	0.00722645	0.0062744	0.0120347	0.0050996	0.0041901	0.00275997	0.00517332	0.00550971	0.00811898
du	0.0368176	0.0333841	0.0313069	0.0162047	0.0272803	0.0420831	0.0673161	0.0454335	0.0464396	0.041521	0.0422142	0.042603	0.0605056	0.0580051	0.0345863	0.040608	0.0188819	0.0297637	0.0149034	0.00845527	0.0151619	0.0170143	0.0202354	0.0151297	0.0156289	0.0237344	0.0212616	0.0117181	0.00844145	0.00770451	0.00820591	0.00589663	0.00234749	0.00379864	0.00993114	0.0036551	0.00561694	0.00853481	0.0114444	0.0147341	0.0314916
prêtre	0.0376058	0.0352691	0.0304525	0.0252381	0.0320794	0.0223229	0.0499387	0.0389712	0.045788	0.0250066	0.0271461	0.018874	0.022439	0.0343184	0.032877	0.0174055	0.0149898	0.0102644	0.0171757	0.00928581	0.0170924	0.0147506	0.0169765	0.0144796	0.0151362	0.0198755	0.0185995	0.0185394	0.0215875	0.0271732	0.0311591	0.0232736	0.0137604	0.0137962	0.0358675	0.0194685	0.0187306	0.0147679	0.0256475	0.0340177	0.0378524
me	0.0276295	0.035189	0.0427517	0.034174	0.0490214	0.0421167	0.0639312	0.0552463	0.0585522	0.0441687	0.0347085	0.0263268	0.0206349	0.0257964	0.026245	0.0169769	0.0144535	0.0158332	0.0120305	0.0107094	0.0122504	0.0122496	0.0111935	0.0105492	0.0102035	0.0113308	0.00960239	0.0114739	0.0104695	0.0124021	0.0135846	0.00896525	0.00446588	0.00552446	0.014073	0.0072018	0.0157193	0.0172949	0.0254945	0.0398766	0.0795792
fait	0.0255591	0.0324344	0.0391137	0.036622	0.0567453	0.0267343	0.0554366	0.0527792	0.0547485	0.0323232	0.0257195	0.0184504	0.0199994	0.0254747	0.0257251	0.0168267	0.0135237	0.0173993	0.0159438	0.0199571	0.0208593	0.0218744	0.0187043	0.0227824	0.0161228	0.0238739	0.0127773	0.0117955	0.0114128	0.0123334	0.0146379	0.00853094	0.00475653	0.00570901	0.0108967	0.0082766	0.0154304	0.0175299	0.0273954	0.0292481	0.0735363
peur	0.0198674	0.0240613	0.0297681	0.0227277	0.0479254	0.0331087	0.0625813	0.0511479	0.0674414	0.0538757	0.0233872	0.0195364	0.023815	0.024572	0.0174224	0.0140201	0.00882269	0.0125996	0.0131686	0.0166363	0.0217033	0.0176581	0.0143515	0.0144586	0.010297	0.00988571	0.0125295	0.01237	0.0100765	0.0138111	0.0277385	0.015233	0.00737827	0.00489681	0.0093768	0.00814516	0.0148022	0.0179369	0.0283354	0.0318803	0.11065
</S>	0.0271346	0.0301053	0.0297289	0.0257003	0.0401918	0.0305494	0.0393142	0.0392533	0.0405249	0.037674	0.0324382	0.0343834	0.0366819	0.0387469	0.0322223	0.0337768	0.0274808	0.0319709	0.0227766	0.0189634	0.0199136	0.0184393	0.0176585	0.0175466	0.0132927	0.0130386	0.0150576	0.0155442	0.0151177	0.0105438	0.0174747	0.00797337	0.00608419	0.00576398	0.013657	0.0114553	0.0169463	0.0179852	0.0225593	0.0252064	0.0491235
