 	a66	a87	a23	a30	a53	a15	a79	a36	a56	a61	a34	a56	a93	a4	a13	a53	a90	a79	a44	a56	a75	a6	a36	a26	a57	a87	a23	a87	</S>
la	0.0413915	0.0607031	0.0565709	0.0520573	0.0375365	0.0533503	0.0289497	0.0200012	0.0328519	0.0315135	0.0164407	0.0127178	0.018346	0.0170927	0.0118342	0.0103309	0.00803904	0.00877221	0.00818041	0.0190006	0.0296219	0.0389459	0.0604559	0.0713736	0.0586312	0.0414291	0.0370047	0.0467707	0.0700865
mère	0.00978277	0.0225234	0.0229813	0.0555998	0.120982	0.051227	0.134767	0.180441	0.038428	0.0483241	0.134296	0.0792368	0.0372893	0.0281522	0.0152752	0.00980385	0.00273737	0.00108789	0.000806391	0.000651163	0.000917638	0.000854	0.000406897	0.000451784	0.000572988	0.000410909	0.000620299	0.000923173	0.000449369
a	0.0233677	0.0234348	0.0262868	0.0341316	0.0177264	0.0358637	0.0478395	0.12607	0.0196947	0.028751	0.0614775	0.0566015	0.0346528	0.0502521	0.0997907	0.0531515	0.037739	0.0243797	0.00647546	0.00668306	0.00749598	0.0196299	0.0131274	0.0247941	0.0363112	0.0240938	0.0277868	0.0273859	0.00500512
chargé	0.0533112	0.0132315	0.0159841	0.0144019	0.0116354	0.0204394	0.0406888	0.0928044	0.0605687	0.0952158	0.0696415	0.0844115	0.0354028	0.028414	0.0375032	0.0167638	0.00939007	0.0154756	0.0217099	0.0304207	0.0282604	0.0352989	0.027697	0.0200773	0.0176114	0.0212011	0.0236896	0.0194218	0.039328
son	0.143864	0.140821	0.0797288	0.0436434	0.0100402	0.0442611	0.0459204	0.0843675	0.0689236	0.0608385	0.0262668	0.0172355	0.00765433	0.00670005	0.0158801	0.0197678	0.00845939	0.00633509	0.00549883	0.00701736	0.0169905	0.0233225	0.0256582	0.015638	0.0130301	0.0099416	0.01338	0.0156975	0.0231174
enfant	0.0643467	0.0351499	0.00962302	0.0076981	0.00697714	0.0228212	0.0390784	0.0770127	0.0397107	0.107367	0.0823375	0.0676981	0.0668027	0.0332573	0.0653739	0.0286695	0.0184943	0.0150112	0.00524704	0.0101502	0.0116784	0.0171397	0.0139893	0.0177623	0.0185187	0.0204491	0.0317246	0.0209134	0.0449979
d'	0.040772	0.0238226	0.0143295	0.0191214	0.0124539	0.0289688	0.0331539	0.03453	0.021781	0.0383604	0.0287055	0.0172444	0.0167566	0.0100362	0.0151773	0.00895576	0.00764666	0.00904593	0.00969084	0.0161976	0.035138	0.0651725	0.0694027	0.0825952	0.0720108	0.0803379	0.0660206	0.0530191	0.069553
attiser	0.0355728	0.0320883	0.019349	0.019248	0.0160452	0.0450646	0.0503723	0.0548915	0.0719098	0.0632349	0.0504246	0.0454613	0.0480389	0.0273297	0.0304377	0.0161541	0.0133878	0.0120146	0.011627	0.0215357	0.0525591	0.0531864	0.0316244	0.0268305	0.0244037	0.022485	0.0270296	0.0395246	0.038169
le	0.0312574	0.017451	0.00997474	0.00764496	0.00589547	0.0171342	0.0149792	0.0122205	0.0191968	0.013798	0.00865259	0.00804128	0.00667725	0.00688857	0.00482246	0.00619533	0.00592611	0.00921032	0.012585	0.026675	0.0392688	0.0913401	0.0764342	0.0738027	0.0640538	0.062188	0.0934969	0.116613	0.137576
feu	0.0239166	0.0135829	0.00622806	0.00525917	0.00412476	0.00910786	0.00745806	0.00889142	0.00574271	0.0103216	0.00834656	0.0084472	0.00856239	0.0106751	0.00848452	0.00624706	0.00681613	0.00915747	0.0168247	0.0329185	0.0476732	0.0820289	0.0711915	0.067222	0.087478	0.0825361	0.0819461	0.108691	0.16012
</S>	0.0348207	0.0238915	0.0103564	0.00972346	0.00495534	0.0126683	0.0109446	0.0107286	0.0125577	0.0143172	0.00895001	0.0069774	0.00720178	0.00714331	0.00549445	0.00683995	0.00721573	0.00859982	0.0084715	0.013512	0.0264719	0.0516603	0.0769491	0.0947866	0.0869185	0.0836225	0.084226	0.0807191	0.189276
