 	a66	a87	a23	a87	a23	a50	a88	a71	a38	a70	a11	a61	a21	a85	a47	a7	a26	a70	a96	a75	a25	a90	a69	a58	a4	a93	a4	a13	a99	a87	a23	a99	a83	a24	a50	a62	a31	a0	a93	a62	a88	a62	a88	a71	a9	a87	</S>
nous	0.0213575	0.0291532	0.032011	0.0212131	0.0153653	0.0194427	0.00961213	0.0177652	0.016752	0.0171717	0.0163488	0.011314	0.0137145	0.0134932	0.00611408	0.00581506	0.00780889	0.00834329	0.00872014	0.0177034	0.020799	0.0181704	0.0213378	0.0189283	0.0217265	0.0357594	0.0527932	0.0346737	0.0771782	0.0486188	0.0289475	0.0616282	0.0128724	0.0453179	0.0258209	0.0182973	0.00776036	0.0105635	0.0155187	0.0100734	0.0124158	0.0102614	0.0106414	0.0149286	0.0120423	0.0156757	0.02803
ne	0.00922165	0.00511491	0.00922477	0.00611523	0.00803522	0.00809314	0.00448721	0.00372259	0.00554957	0.0104402	0.00865506	0.0154081	0.0347546	0.0376757	0.0442222	0.0598292	0.0739864	0.0860378	0.0848458	0.0445241	0.0491935	0.0365258	0.0190734	0.0185521	0.0139836	0.00836829	0.0114251	0.00619481	0.014905	0.0101982	0.00563082	0.00504761	0.00260815	0.00681358	0.00711569	0.0105332	0.0103129	0.00616555	0.00823756	0.0111291	0.012975	0.019493	0.0229617	0.0314096	0.0302232	0.0374838	0.0234961
savons	0.0325278	0.0134089	0.0133625	0.00862252	0.0149635	0.0107758	0.0132203	0.00752031	0.0163235	0.0213154	0.0111472	0.0147675	0.0322451	0.031366	0.0331895	0.0632465	0.105439	0.124298	0.095986	0.0345939	0.0396302	0.0303258	0.0157055	0.0148151	0.00560948	0.00243964	0.00541879	0.00379554	0.00628025	0.00349551	0.00160389	0.00527941	0.00134763	0.00666624	0.0032698	0.00340322	0.00614504	0.00306989	0.00479728	0.0104296	0.00690009	0.0120239	0.0147077	0.0176304	0.0211555	0.0348636	0.0208715
pas	0.0555938	0.0551107	0.0633696	0.0752751	0.0577163	0.0344128	0.0267693	0.0169912	0.00887634	0.011904	0.0102545	0.00895286	0.00691083	0.00453219	0.0047767	0.00438259	0.00525307	0.00607966	0.0104134	0.0079595	0.00742058	0.00825581	0.00848814	0.00971988	0.0123394	0.0104547	0.0132798	0.0137556	0.0284725	0.0165688	0.0209036	0.0244859	0.0127025	0.0307686	0.0286212	0.0205988	0.0270423	0.0171857	0.025871	0.018765	0.0205905	0.0207277	0.0179563	0.0196998	0.0255964	0.0279377	0.0362574
encore	0.0624066	0.0340929	0.0252407	0.0277834	0.0228274	0.0172768	0.0241772	0.0130743	0.00632936	0.00869276	0.00893134	0.0102317	0.00816964	0.00634243	0.00994082	0.0106308	0.0140926	0.0163749	0.0304347	0.0230692	0.0301283	0.0243499	0.0186247	0.0209074	0.0258846	0.0239494	0.0250605	0.02847	0.0393312	0.0198361	0.0199401	0.0249353	0.0151418	0.0243744	0.0329005	0.0169557	0.0312113	0.0157074	0.0168218	0.0159624	0.0127898	0.0124415	0.019174	0.0150077	0.026434	0.0332424	0.0302984
de	0.0385443	0.0189911	0.0126944	0.0101351	0.0120453	0.00759972	0.0113737	0.00973833	0.00607182	0.00722069	0.00784617	0.00953024	0.00803586	0.00932661	0.0104612	0.0121302	0.0131958	0.0159518	0.0297708	0.0194618	0.0221748	0.026902	0.0184385	0.0252559	0.018949	0.0188159	0.0227693	0.0174023	0.0244416	0.0193769	0.0261424	0.0383381	0.0266068	0.0293734	0.0316963	0.0290222	0.0295903	0.0300649	0.0309713	0.0329572	0.0356061	0.0186504	0.0364768	0.0357514	0.0285568	0.0252952	0.0302492
quelle	0.0447095	0.0235238	0.0165257	0.00780742	0.00799092	0.0045779	0.00290103	0.00425665	0.0044803	0.00640359	0.00535249	0.00896826	0.00955189	0.00800852	0.0112082	0.0182748	0.0246844	0.0300583	0.0440127	0.0346424	0.042533	0.0341319	0.0193852	0.0259106	0.0217089	0.0172442	0.0356831	0.0253539	0.035264	0.0266776	0.0208925	0.0382207	0.0240699	0.0199454	0.0168564	0.0101493	0.0235324	0.0101476	0.0215967	0.0240504	0.0206257	0.0133653	0.0344872	0.0341101	0.0412175	0.0315907	0.0133109
manière	0.0399952	0.0257269	0.0269919	0.0187683	0.0198898	0.0127375	0.00940013	0.00989213	0.0111999	0.0179899	0.0125506	0.0165146	0.0196388	0.0209312	0.0249766	0.027058	0.0256044	0.0232136	0.0234857	0.0193495	0.0176343	0.017766	0.0127049	0.0132306	0.00792386	0.00503914	0.0182103	0.00619707	0.00729337	0.0102712	0.0116112	0.0178659	0.00751362	0.0187904	0.0161553	0.00446202	0.0152346	0.0162922	0.0305352	0.0300834	0.041519	0.0431391	0.0368137	0.0168576	0.0699693	0.054237	0.0467348
il	0.0239931	0.0137128	0.00685012	0.00653579	0.0040797	0.0036555	0.00350131	0.0039907	0.00457028	0.0068811	0.00535661	0.00861789	0.0103283	0.0149772	0.019107	0.0323655	0.0418514	0.0351981	0.0308548	0.0255577	0.0290648	0.0244264	0.0196909	0.0260563	0.0307471	0.0291944	0.0488949	0.036287	0.0296786	0.0332981	0.0260193	0.0241798	0.0173876	0.02435	0.0210569	0.0108062	0.018804	0.0108431	0.0128795	0.0347263	0.0316196	0.024678	0.0256489	0.0340366	0.0324629	0.0285163	0.0126616
a	0.0251164	0.0154977	0.01044	0.00654597	0.00589468	0.00488085	0.00261009	0.00246549	0.00285514	0.00459185	0.00307926	0.00425848	0.003694	0.00389411	0.00725753	0.0122119	0.0158476	0.0150792	0.019353	0.0170318	0.0175775	0.0116188	0.0158772	0.0160549	0.0182775	0.0171892	0.0341079	0.0233183	0.0346811	0.0358714	0.0304673	0.0485147	0.0244884	0.0536317	0.0464257	0.027989	0.0363817	0.0177783	0.0333197	0.0325218	0.0392308	0.0372583	0.0344945	0.0283976	0.0365791	0.0291101	0.0362325
