 	a66	a87	a23	a99	a87	a23	a99	a97	a87	a23	a18	a99	a83	a54	a36	a5	a12	a31	a88	a71	a50	a62	a21	a5	a37	a12	a62	a31	a21	a85	a21	a47	a61	a21	a12	a96	a12	a18	a82	a87	a23	a10	</S>
autrefois	0.0378664	0.044278	0.040183	0.0269452	0.0260478	0.0209643	0.0237378	0.0259735	0.0345006	0.0426642	0.0382516	0.0218298	0.0318326	0.0287869	0.0155826	0.00975793	0.0101767	0.00715439	0.00792687	0.00737661	0.00984861	0.00674458	0.00836766	0.00768483	0.0117034	0.0111815	0.0172706	0.0150642	0.0145842	0.021281	0.0202652	0.0212417	0.0151573	0.0190505	0.0251838	0.0278282	0.0348831	0.0261093	0.0311081	0.0292553	0.0293073	0.0371633	0.0578797
la	0.0531743	0.042257	0.0595589	0.0479414	0.0574656	0.0327759	0.0191511	0.0183767	0.0287959	0.0278569	0.0188627	0.0121527	0.0118645	0.0161603	0.00938322	0.00827996	0.00688845	0.00625287	0.00850968	0.0104495	0.0132676	0.013129	0.0262761	0.0238282	0.0160729	0.0182615	0.0203103	0.015458	0.0190396	0.0170944	0.0212665	0.0271102	0.0237406	0.021227	0.017653	0.0125646	0.0186912	0.0296173	0.0157169	0.0323785	0.0230957	0.0253017	0.0527413
plupart	0.0550823	0.035368	0.0260439	0.0403448	0.0529375	0.0526894	0.0522813	0.0443569	0.0520826	0.0390501	0.0626442	0.0312269	0.0465768	0.0379207	0.0226162	0.0206258	0.0183237	0.0369292	0.0314202	0.0212912	0.0139555	0.0210664	0.0244078	0.0185539	0.01446	0.0192678	0.00680685	0.00687708	0.00634415	0.00303076	0.00419999	0.00460538	0.00789494	0.00979328	0.00747796	0.00449733	0.00464428	0.00896407	0.00567696	0.00804133	0.0068191	0.0045899	0.00821352
des	0.0217759	0.0122302	0.00965479	0.0108823	0.00760269	0.0136384	0.0111316	0.00502226	0.00576049	0.00517844	0.0115136	0.0113372	0.00821495	0.00736406	0.00695849	0.0197265	0.0192708	0.0653628	0.0682119	0.0244912	0.0407163	0.0505197	0.0415771	0.0794969	0.0623363	0.10553	0.0206141	0.012701	0.0191391	0.0128726	0.0133171	0.0168693	0.0257795	0.0245182	0.0246397	0.0151751	0.0187291	0.0137751	0.0123527	0.0165602	0.00998139	0.00828489	0.00918588
hommes	0.0138039	0.0143642	0.0160437	0.0221458	0.0173747	0.032378	0.0234189	0.0126135	0.0174788	0.0117043	0.0221331	0.0250935	0.0255681	0.0182602	0.0204627	0.0383652	0.0508356	0.0612081	0.0795716	0.0387849	0.0494589	0.0552259	0.0558504	0.0459442	0.0393345	0.0477877	0.0247201	0.0132719	0.0122876	0.00690568	0.00719193	0.00494827	0.0120785	0.00917348	0.00839174	0.0054721	0.00839994	0.00556659	0.00660318	0.00721994	0.00446484	0.00372239	0.00437106
riches	0.037151	0.0352094	0.0273457	0.022823	0.0160912	0.0197556	0.0167742	0.0127212	0.0147933	0.0126462	0.0131738	0.0125167	0.016143	0.0114725	0.00909436	0.0117578	0.0140244	0.0152822	0.0203715	0.0177403	0.0270286	0.0227829	0.0254347	0.0233664	0.0174839	0.0221379	0.0197826	0.0176184	0.0199206	0.0164628	0.0184073	0.0162121	0.024787	0.0318835	0.039983	0.0420546	0.0559334	0.0275134	0.0341116	0.0349909	0.0221352	0.037314	0.045768
avaient	0.0321243	0.0313552	0.0245116	0.0191101	0.0146354	0.019272	0.0197255	0.0162341	0.0162378	0.014924	0.0176421	0.0170763	0.0196805	0.00964864	0.00919178	0.00613263	0.00792649	0.00751038	0.00950606	0.00977298	0.017279	0.0151259	0.0177663	0.0192408	0.015521	0.017472	0.0175038	0.0140021	0.0175536	0.0195629	0.0164521	0.0221843	0.0253546	0.0307332	0.0515591	0.0507512	0.0558294	0.0437958	0.0655927	0.0362928	0.032856	0.0369961	0.0383574
des	0.038141	0.0365739	0.0238739	0.0199722	0.0145854	0.0186851	0.020149	0.0192623	0.0187844	0.0191287	0.0216979	0.019936	0.0181277	0.0143393	0.0115484	0.011157	0.0122915	0.0122921	0.0110973	0.0115321	0.0268076	0.0156422	0.0182312	0.0144492	0.0141473	0.015026	0.017288	0.0144742	0.0191161	0.0182605	0.0164969	0.0159265	0.0250128	0.021207	0.0361351	0.0452564	0.0617703	0.0386629	0.0698241	0.0381175	0.0352771	0.0313028	0.0183925
esclaves	0.0325331	0.0330381	0.0264306	0.0222009	0.0183223	0.0187685	0.0212902	0.0240637	0.0214071	0.0219648	0.0199539	0.01378	0.0182872	0.0142561	0.0120735	0.0101078	0.00849103	0.0141408	0.00675174	0.00568336	0.0129038	0.00982086	0.0104832	0.0103385	0.0115784	0.0126371	0.0155294	0.0111811	0.0157692	0.0153249	0.0116746	0.0110374	0.0157105	0.0157661	0.0301604	0.0493885	0.0852755	0.0427458	0.0778698	0.0465189	0.0494301	0.0403873	0.0349237
</S>	0.0439743	0.0417313	0.0216177	0.0142373	0.0117049	0.0110666	0.00727758	0.00768044	0.0116341	0.0166952	0.0106436	0.00683027	0.00862169	0.00847691	0.00622003	0.00663534	0.00716275	0.00729936	0.00914554	0.00709398	0.00867305	0.00649904	0.00731264	0.00752109	0.0112979	0.0134183	0.0185773	0.0125429	0.019921	0.0184469	0.0134824	0.018937	0.0207645	0.0230314	0.0354205	0.0385441	0.0804165	0.062579	0.0892801	0.0463286	0.0530883	0.0677419	0.0604268
