 	a66	a87	a23	a83	a9	a62	a21	a85	a92	a98	a92	a56	a98	a85	a6	a37	a61	a62	a88	a62	a31	a0	a24	a62	a12	a18	a88	a71	a9	a10	a87	a23	a99	a97	</S>
le	0.042492	0.0391256	0.0325174	0.0535998	0.0453023	0.0378417	0.0728195	0.0736096	0.0826007	0.0724877	0.0810635	0.0650947	0.03179	0.0263289	0.0159389	0.012669	0.0159124	0.00867582	0.00995355	0.00863672	0.0104344	0.00962575	0.00777459	0.00632606	0.00492032	0.0111791	0.0118007	0.0111472	0.0115553	0.0145878	0.0109671	0.0198835	0.0103818	0.0147323	0.0162244
fait	0.000894413	0.00226502	0.00223022	0.00454047	0.0123242	0.0337128	0.0952205	0.109769	0.105243	0.13845	0.120952	0.0973599	0.0848587	0.0508089	0.0271826	0.0179231	0.0212057	0.0264574	0.0219984	0.00748997	0.00339629	0.00242993	0.00168223	0.000990593	0.000763671	0.00117128	0.000903691	0.000765623	0.000923945	0.000518178	0.00105477	0.000522428	0.000434324	0.00309442	0.000461412
de	0.0247826	0.0187281	0.0258345	0.0270396	0.0532116	0.0986947	0.135306	0.0607911	0.120252	0.0828402	0.0494584	0.0518483	0.0483753	0.0269355	0.0267037	0.0192529	0.0264561	0.0126636	0.0176971	0.0123486	0.00726518	0.00498785	0.00405756	0.0012522	0.000857869	0.00201978	0.00232335	0.00200588	0.0025628	0.00728911	0.00444168	0.00311539	0.00614309	0.0101672	0.00229093
mal	0.0274617	0.018345	0.020757	0.022693	0.0194174	0.0266069	0.0297419	0.0271422	0.0299543	0.0412293	0.0316499	0.0327156	0.0656212	0.0566514	0.0252927	0.024106	0.0245455	0.0301336	0.0302008	0.019133	0.01762	0.0218727	0.0150094	0.0209825	0.0218858	0.0116727	0.0284293	0.0298789	0.034676	0.028953	0.0359069	0.0283508	0.0330877	0.0325092	0.0357666
parler	0.0959375	0.0798547	0.0636621	0.0480735	0.0276399	0.0305262	0.0203838	0.0192009	0.0123915	0.0153485	0.015487	0.0183234	0.0271112	0.0344447	0.0249021	0.03256	0.0294249	0.0287386	0.0297012	0.0305324	0.0317395	0.0293138	0.0171364	0.0131268	0.017699	0.017252	0.0152471	0.012112	0.0158538	0.0336418	0.0212776	0.0266542	0.0266034	0.0179381	0.0201605
des	0.0289671	0.0227466	0.0223234	0.0191492	0.0172859	0.0215043	0.0165345	0.0128398	0.0125867	0.0124886	0.0102484	0.0116239	0.0136707	0.0124966	0.00825452	0.00879919	0.00857497	0.00698044	0.00932451	0.0106267	0.0124537	0.0138583	0.024526	0.0267573	0.0572079	0.0396248	0.0582368	0.0587171	0.0516919	0.0669013	0.0633482	0.0551946	0.0763336	0.0506946	0.0574279
gens	0.0462669	0.0346095	0.0354073	0.0308717	0.0367376	0.0511744	0.0463614	0.0316871	0.0433603	0.0379432	0.0286898	0.0299298	0.0330653	0.022422	0.0186406	0.0189793	0.0216985	0.0161312	0.020313	0.0212883	0.0190908	0.0179843	0.0207975	0.00939012	0.00880229	0.0166127	0.0221898	0.0234226	0.030857	0.0367421	0.0298599	0.0267331	0.0392251	0.0472516	0.0254639
c'	0.0856518	0.0486286	0.039929	0.0306165	0.0262142	0.03822	0.0389139	0.0287703	0.0228115	0.021949	0.0106198	0.014245	0.0170723	0.024889	0.0347323	0.0385999	0.0427942	0.0277368	0.033321	0.0248486	0.0297585	0.0226674	0.0206073	0.00656134	0.00975373	0.0138313	0.0209385	0.0260916	0.0275952	0.0387984	0.0210873	0.0209636	0.0343101	0.0284253	0.0280468
est	0.091306	0.0517106	0.0245985	0.0268225	0.0358576	0.0353416	0.0312433	0.0283906	0.031332	0.0299536	0.0191089	0.0164486	0.0171432	0.0238552	0.0209574	0.0173085	0.0186907	0.0247969	0.0182353	0.0203497	0.0360883	0.0242442	0.0286766	0.0183668	0.0249992	0.0289406	0.0301411	0.0335876	0.0244037	0.0253625	0.0265257	0.0206327	0.0395395	0.0292505	0.0257902
le	0.0868062	0.0441015	0.0282958	0.0217495	0.0237873	0.0285423	0.0217809	0.0188339	0.0212972	0.020904	0.0241434	0.0301912	0.0358865	0.0583901	0.0449863	0.0272889	0.0221004	0.0294518	0.0195179	0.0230953	0.0261548	0.0174989	0.015754	0.00794991	0.00750909	0.016497	0.0159096	0.0172139	0.0219313	0.0291459	0.0312633	0.0433574	0.0372689	0.0415231	0.0398726
commérage	0.0333901	0.0287037	0.0313176	0.0289699	0.0280688	0.033684	0.0382871	0.0492168	0.044488	0.0335971	0.0569962	0.0462043	0.0308978	0.0350091	0.0237022	0.019936	0.0197679	0.0158327	0.0149779	0.0142744	0.0165998	0.0109722	0.018096	0.00668292	0.00866149	0.0172591	0.0141561	0.0145569	0.0205044	0.0364354	0.0288654	0.048008	0.0379581	0.0316636	0.0622589
</S>	0.0481291	0.0328271	0.031767	0.03155	0.0305553	0.029115	0.0374474	0.0414948	0.0384107	0.0293502	0.0312827	0.0257202	0.00970979	0.014248	0.0103059	0.00942655	0.0144475	0.0127923	0.0123255	0.0183579	0.0278603	0.0142212	0.0214529	0.010897	0.012283	0.0246593	0.016065	0.0179668	0.0203658	0.035625	0.0351016	0.0426572	0.0437579	0.0419367	0.125888
