 	a66	a87	a23	a79	a13	a99	a50	a94	a53	a54	a56	a94	a41	a12	a96	a11	a70	a4	a57	a13	a57	a30	a99	a83	a24	a83	a18	a99	a13	a3	a82	a97	a87	a85	a87	a97	a87	a23	a97	</S>
son	0.0294006	0.0599488	0.0894683	0.0722386	0.0513533	0.0336161	0.0353656	0.022625	0.0162173	0.0137875	0.0101778	0.0126056	0.0209269	0.0269191	0.0283299	0.0228196	0.0215647	0.0123035	0.0106734	0.00787782	0.0188374	0.0133448	0.00881629	0.0167356	0.0138834	0.0116268	0.012235	0.0213967	0.0265898	0.0285318	0.0218082	0.0175024	0.0244996	0.0153341	0.0228076	0.0171216	0.0191803	0.0306555	0.0188195	0.0420542
aîné	0.00504632	0.00673633	0.00990423	0.0245879	0.0130881	0.0191382	0.0197138	0.0247552	0.0434646	0.0294329	0.00597299	0.0156255	0.0493308	0.0806783	0.125979	0.0752302	0.0518742	0.061367	0.0441488	0.0321979	0.0390914	0.064747	0.0208279	0.0220037	0.0183826	0.0124113	0.00646142	0.0110706	0.00990144	0.0093729	0.00500397	0.00743278	0.00386423	0.00358678	0.00412823	0.00384975	0.00607301	0.00315251	0.00657645	0.00378973
lui	0.0570035	0.076486	0.0693428	0.0470944	0.0380733	0.0396972	0.0683018	0.0243931	0.0229612	0.0194452	0.0257672	0.0132366	0.0227471	0.013194	0.0167938	0.0120049	0.0143261	0.0212347	0.017403	0.0150961	0.00860701	0.00840919	0.00588574	0.00890975	0.00812871	0.0108067	0.00532821	0.01108	0.00859652	0.0187456	0.0182923	0.0240924	0.0210881	0.0197924	0.0401191	0.030661	0.0219346	0.0334321	0.032005	0.0294835
a	0.0349135	0.0242759	0.0141673	0.0143819	0.0118188	0.00931541	0.0115669	0.00784392	0.0036227	0.00670494	0.0103726	0.00593249	0.00856352	0.00618744	0.0115121	0.0114154	0.00751325	0.0227568	0.0114683	0.029603	0.0142028	0.0136	0.0124774	0.0185659	0.0145517	0.00959724	0.00864875	0.0123699	0.00918695	0.0306135	0.0155805	0.0210632	0.0333962	0.0260711	0.0706235	0.0524478	0.0607797	0.0928689	0.0898983	0.129521
flanqué	0.0366245	0.0415367	0.0246064	0.0343763	0.0264993	0.0221361	0.0150268	0.00918032	0.00683924	0.00886079	0.00980314	0.0102966	0.0141991	0.022034	0.0461707	0.0561671	0.0330064	0.0831442	0.0446512	0.0509084	0.0451351	0.0436672	0.0196336	0.0148489	0.0137823	0.0110343	0.00643289	0.00667841	0.00490715	0.0104858	0.00993179	0.0125712	0.012699	0.0102832	0.0230154	0.0215119	0.0278278	0.0377471	0.0171584	0.0545815
une	0.0228089	0.0205427	0.017798	0.0234363	0.020265	0.0274017	0.0258111	0.0175519	0.00987169	0.0114934	0.0240753	0.014386	0.0166187	0.0162837	0.0198329	0.0201583	0.0213218	0.0356052	0.0199655	0.0316952	0.0229476	0.0258912	0.0192599	0.0182646	0.0192118	0.0184144	0.00945194	0.0137039	0.0170566	0.0158734	0.0289777	0.0237151	0.0266358	0.0291738	0.0356041	0.0407458	0.0440647	0.053524	0.0379649	0.0825959
taloche	0.0225117	0.0246817	0.019908	0.0255985	0.0206284	0.0342185	0.0303279	0.0181714	0.01007	0.0105035	0.0167062	0.00944067	0.0117005	0.0117309	0.010007	0.0113733	0.0155972	0.0191221	0.0145379	0.0192497	0.0137888	0.0167906	0.014193	0.0137795	0.0135613	0.0128542	0.0094642	0.0129133	0.0169917	0.016671	0.0281844	0.0251853	0.0283157	0.0481772	0.0506595	0.0677553	0.0482657	0.0801037	0.0400071	0.0862535
sur	0.0261444	0.0285107	0.0165716	0.0227263	0.0137938	0.0220375	0.0439384	0.0220615	0.0129828	0.0169372	0.0146342	0.0125392	0.0191125	0.0136656	0.00924793	0.0131739	0.0266528	0.0178624	0.01829	0.0202057	0.0136376	0.00893814	0.0141642	0.00943308	0.0134895	0.0115457	0.0143352	0.0114249	0.0164491	0.0171004	0.0256078	0.0197376	0.0330157	0.0413563	0.0500576	0.0510069	0.0620294	0.0673784	0.0446389	0.0835652
la	0.0199446	0.0123526	0.00505809	0.00383423	0.0046349	0.00905659	0.0155276	0.00762359	0.0044864	0.00576204	0.00648424	0.00623676	0.00825289	0.00558077	0.010025	0.0114712	0.0149563	0.0104895	0.0116011	0.0140995	0.0145891	0.0082621	0.0265294	0.0245915	0.0399389	0.0327958	0.0296423	0.0326665	0.0338561	0.0389252	0.0294131	0.0261824	0.0447552	0.0581802	0.0432007	0.0597952	0.0714843	0.0617235	0.0608546	0.0751359
tête	0.00923219	0.00959665	0.00778723	0.00841174	0.00679928	0.00689844	0.00638573	0.00524566	0.00366656	0.00534861	0.00462077	0.00812596	0.00906262	0.00622604	0.0150681	0.0156673	0.010092	0.0126192	0.023125	0.0218318	0.0238852	0.0212826	0.029917	0.0299013	0.0498224	0.047052	0.0189375	0.0278117	0.0352936	0.0448148	0.0341152	0.0394039	0.0423219	0.057527	0.0485628	0.0620975	0.0688091	0.044349	0.0395242	0.0387604
</S>	0.0215911	0.03364	0.018489	0.020435	0.0171487	0.0198203	0.0137503	0.0148137	0.00792145	0.00693487	0.00773066	0.0091243	0.00863396	0.0136568	0.00769148	0.0119069	0.0133498	0.00724923	0.00763093	0.00771216	0.00669214	0.00512207	0.00564374	0.00524994	0.00815132	0.00923858	0.00818791	0.0171493	0.0312841	0.0339037	0.0326305	0.0404569	0.0406481	0.0524921	0.0694707	0.063605	0.0687338	0.0896885	0.0588585	0.0835625
