 	a66	a87	a23	a30	a13	a93	a94	a96	a93	a70	a61	a47	a61	a21	a75	a93	a34	a56	a34	a75	a92	a37	a6	a36	a26	a30	a10	a87	a23	a87	</S>
c'	0.051651	0.0900323	0.117792	0.0912537	0.0330662	0.039107	0.0399827	0.0294434	0.0213019	0.0167986	0.00770476	0.0116373	0.00934587	0.0102194	0.00505278	0.00834302	0.0130888	0.0137978	0.0135382	0.0152216	0.0270251	0.0399302	0.0509669	0.0399754	0.0327936	0.0329852	0.0284471	0.0294415	0.0301631	0.0198543	0.0300394
est	0.065989	0.0242866	0.019172	0.0133847	0.016934	0.0179156	0.0124496	0.0208979	0.0163887	0.0157772	0.017695	0.0189767	0.0206595	0.0220996	0.0213528	0.0194454	0.0164771	0.0210776	0.0210212	0.0418393	0.0422693	0.0694897	0.0336835	0.0407449	0.0525876	0.0405237	0.0878602	0.0521526	0.0606391	0.0580293	0.0181806
le	0.109443	0.0647507	0.0297894	0.0212003	0.0276234	0.0638319	0.0566465	0.0597261	0.0393258	0.0134188	0.00726579	0.0165998	0.00642151	0.0229226	0.00712343	0.0117831	0.013937	0.0101364	0.0113418	0.0232862	0.0198809	0.0221728	0.0308712	0.038668	0.0384738	0.0328601	0.0389867	0.0436248	0.0437031	0.0361469	0.0380384
mari	0.0164717	0.00842234	0.011503	0.0222623	0.0351424	0.0218148	0.0211725	0.0220207	0.0346319	0.0618028	0.0866848	0.105172	0.0626383	0.06864	0.10499	0.0950312	0.0742702	0.0317944	0.0222665	0.0115859	0.0117502	0.00535947	0.00635785	0.005795	0.00661997	0.0133966	0.00815433	0.00748018	0.00537473	0.00498371	0.0064109
de	0.0559403	0.0320491	0.0186604	0.0109428	0.0106175	0.030247	0.0337197	0.0319477	0.0185033	0.0144152	0.0113474	0.00988703	0.00814411	0.00735069	0.00378603	0.0112877	0.0179623	0.0195824	0.0218924	0.0336011	0.0323447	0.0321815	0.0325195	0.0337155	0.0645551	0.053679	0.0530557	0.0539628	0.0636831	0.0634414	0.114978
ngala	0.0661874	0.034349	0.0347053	0.0158741	0.0159421	0.0463826	0.0433626	0.0729741	0.0692843	0.0546952	0.0460414	0.0446882	0.0272941	0.0238401	0.0183581	0.0255663	0.0266563	0.0312344	0.0353915	0.0322417	0.0373723	0.0346666	0.0315906	0.0177143	0.0181388	0.0202169	0.0232507	0.0142749	0.0126237	0.0093012	0.0157812
qui	0.0387129	0.0145155	0.00595973	0.00317785	0.00727207	0.0372786	0.0268874	0.0361359	0.0236501	0.0132932	0.0137483	0.0113763	0.0116933	0.00995817	0.0074047	0.0122261	0.0103599	0.0145768	0.0212092	0.0497234	0.0617088	0.0561948	0.0872754	0.0790541	0.0714214	0.0662886	0.0610725	0.0517367	0.0389313	0.0303988	0.0267583
vous	0.0604655	0.0246692	0.00994075	0.0048425	0.0029561	0.00990216	0.00645056	0.00845077	0.00361305	0.00220555	0.00260734	0.00201022	0.00235302	0.00336606	0.00221417	0.00346835	0.00295437	0.00963066	0.0134123	0.05623	0.0523894	0.0561826	0.0914454	0.080897	0.0950084	0.0643155	0.125341	0.0559547	0.0624666	0.0550311	0.0292256
a	0.0422016	0.0509588	0.0381087	0.010249	0.00713773	0.0176048	0.0114852	0.0168697	0.00828198	0.00719687	0.00974501	0.0101267	0.0103793	0.0119563	0.00530953	0.00820855	0.00840947	0.0154772	0.0192424	0.0476998	0.0636692	0.0535305	0.0521632	0.0701132	0.0576887	0.0746428	0.0887156	0.0397088	0.0430457	0.0456026	0.054471
ouvert	0.0645329	0.0585317	0.0578929	0.0181307	0.015726	0.0359547	0.0257651	0.0338279	0.0158183	0.00986713	0.0110286	0.0116248	0.00998821	0.0110772	0.00665698	0.00870648	0.00996468	0.0143109	0.02743	0.039147	0.0418585	0.0312886	0.0330827	0.0349991	0.0418799	0.0545421	0.0656625	0.0361953	0.0391916	0.041	0.0943177
la	0.0653561	0.0257929	0.0288074	0.013766	0.0126673	0.0515714	0.0371399	0.0271853	0.00916632	0.00505911	0.00445162	0.0051016	0.00635693	0.0089297	0.00326434	0.00497209	0.00480209	0.00919467	0.0149666	0.026705	0.0294782	0.0397201	0.0453882	0.0436904	0.0542768	0.0639033	0.0889181	0.0620271	0.0688829	0.061665	0.0767935
maison	0.0477108	0.0153975	0.0129355	0.00815808	0.00607004	0.011868	0.017355	0.0151156	0.0108053	0.00699651	0.00535325	0.00672482	0.0081823	0.0114372	0.00342188	0.0044611	0.00472581	0.00865088	0.0167256	0.0416261	0.0398367	0.0410223	0.0492777	0.0469093	0.0551265	0.0794854	0.101763	0.0634817	0.0765383	0.0771174	0.10572
</S>	0.0269338	0.013799	0.00980286	0.00572553	0.00427129	0.00543237	0.00686322	0.00766363	0.00773866	0.00704317	0.00490322	0.00631178	0.00655391	0.00587247	0.00495669	0.00687307	0.00525302	0.0107458	0.0165419	0.0252502	0.0460096	0.0620794	0.0688171	0.073891	0.0767127	0.0824087	0.0777008	0.0930972	0.0898213	0.0612035	0.0797232
