 	a15	a66	a87	a23	a40	a15	a20	a47	a36	a85	a6	a36	a5	a12	a43	a0	a62	a34	a98	a15	a7	a98	a79	a85	a5	a12	a96	a66	a71	a9	a99	a97	a87	a97	</S>
aujourd'	0.0384729	0.038239	0.0541246	0.0572359	0.0534602	0.0600682	0.0619766	0.0756467	0.0755185	0.0642695	0.0520437	0.0231333	0.0117897	0.0171019	0.00530494	0.0104702	0.00388446	0.00739812	0.00701019	0.00643508	0.00520183	0.00624681	0.0117038	0.0138623	0.0208849	0.0230991	0.0308025	0.0268	0.020744	0.0201862	0.0148718	0.0127524	0.0165213	0.0141731	0.0385663
hui	0.00185623	0.00316369	0.0055114	0.00796463	0.040445	0.121084	0.103619	0.118254	0.0960482	0.120467	0.105198	0.0635272	0.0530965	0.0233517	0.0200286	0.0142297	0.00836658	0.00946583	0.0117552	0.0273226	0.00712407	0.00667659	0.00551492	0.00253114	0.00416876	0.00226605	0.00308424	0.00263714	0.0020577	0.0020482	0.00175153	0.00100578	0.001481	0.00173953	0.00115746
ils	0.0371721	0.0336438	0.0369193	0.0443677	0.0345732	0.0365714	0.0697234	0.0650981	0.108337	0.0908565	0.016162	0.0313796	0.0319701	0.0228671	0.0110349	0.014269	0.00784981	0.030871	0.0225978	0.0118763	0.0177731	0.0136059	0.0143201	0.0117209	0.0107382	0.011785	0.0133847	0.0133256	0.0121741	0.0148503	0.0199992	0.0193427	0.0202312	0.0302112	0.0183973
vont	0.0295555	0.0142139	0.010143	0.00609896	0.00753386	0.0149095	0.0169426	0.020183	0.0133274	0.0150956	0.0126156	0.0245377	0.0230215	0.0346937	0.0240568	0.0263268	0.0282823	0.0536446	0.052042	0.0399157	0.0525821	0.0460423	0.0276533	0.0226774	0.0282508	0.0392978	0.0312315	0.0430756	0.0393897	0.0354469	0.0344969	0.0282567	0.0282873	0.0249531	0.0512188
couvrir	0.098465	0.0517811	0.0457136	0.0293944	0.0237699	0.0230264	0.0184157	0.0137331	0.0174479	0.0203308	0.0171776	0.0245883	0.0218505	0.0282694	0.0411444	0.0530658	0.0552438	0.0654887	0.0391523	0.0230811	0.021762	0.0226126	0.0184562	0.0187344	0.0236356	0.0133207	0.0115039	0.0149227	0.0217989	0.0143873	0.0148763	0.0161257	0.0177212	0.0184608	0.0405418
le	0.0590971	0.0374006	0.0527923	0.029696	0.0130639	0.0171096	0.0208322	0.0143805	0.0120201	0.0143651	0.0193287	0.0240654	0.0261731	0.024563	0.0428992	0.0269448	0.0176982	0.021226	0.0160843	0.00775878	0.0107718	0.0120993	0.015567	0.0230213	0.0371021	0.0242712	0.0245555	0.0292016	0.0370641	0.0376887	0.0438493	0.0510968	0.0452807	0.0412098	0.0697215
tam-tam	0.0296982	0.0159526	0.0119296	0.00804099	0.00966889	0.0111984	0.012403	0.00562203	0.00615812	0.00889956	0.00800125	0.0148724	0.0208282	0.0274698	0.0798578	0.0575272	0.051914	0.0730637	0.0410527	0.0251958	0.0315315	0.0414957	0.0393604	0.0353625	0.0551266	0.0250732	0.0213554	0.0142019	0.022919	0.0257831	0.020256	0.0397053	0.0326541	0.0346421	0.0411791
d'	0.0983262	0.0883811	0.11732	0.0736731	0.0461918	0.0412281	0.0399772	0.0193251	0.0150004	0.010461	0.00325322	0.00276163	0.00239256	0.00259943	0.00742355	0.00457641	0.00292177	0.00728653	0.00603883	0.0047729	0.00625003	0.00919236	0.0114373	0.0108053	0.0225068	0.0145409	0.0186862	0.0129895	0.0204546	0.0242433	0.0353326	0.0587836	0.0587076	0.0498397	0.0523194
une	0.0662533	0.0676906	0.0642863	0.0258972	0.0114244	0.00927372	0.0111413	0.00953733	0.00980196	0.0121925	0.00440046	0.00627429	0.00301065	0.00372018	0.00478538	0.00572807	0.00370026	0.0129893	0.015164	0.025082	0.0224072	0.0273437	0.043388	0.0326513	0.0447079	0.0243296	0.0339074	0.0306342	0.0515428	0.0419492	0.0410765	0.0440202	0.0552943	0.0619896	0.0724047
peau	0.0486723	0.0551144	0.0550666	0.0276139	0.0202257	0.0145439	0.0108438	0.00633351	0.00562294	0.00541388	0.0047079	0.00798236	0.00773669	0.0102816	0.0251523	0.0244584	0.0158597	0.0278429	0.025094	0.0208754	0.0142146	0.0151643	0.0170551	0.0135722	0.0199436	0.0109747	0.0178083	0.0196571	0.0330044	0.0303571	0.0363855	0.0419123	0.0589123	0.0670662	0.18453
</S>	0.0729983	0.0843822	0.102626	0.0573278	0.0335363	0.0260375	0.0314393	0.0169378	0.0208305	0.01039	0.00467363	0.00578534	0.00427985	0.00290545	0.00598685	0.00759917	0.00292733	0.00757851	0.00699034	0.0049633	0.00610374	0.00768491	0.0119305	0.0140804	0.0241966	0.0130382	0.0166127	0.019102	0.0295543	0.0268076	0.0382627	0.0433197	0.0524263	0.0538114	0.132873
