 	a87	a23	a87	a23	a62	a21	a12	a18	a31	a0	a24	a62	a21	a12	a21	a43	a75	a25	a56	a75	a85	a6	a36	a47	a88	a62	a83	a61	a75	a5	a61	a62	a88	a75	a6	a36	a2	a57	a87	a23	a87	</S>
la	0.05797	0.0688684	0.0438465	0.0511997	0.0533357	0.0337667	0.0356676	0.0331354	0.025307	0.017078	0.028386	0.0152943	0.0138956	0.00679013	0.00785565	0.00409803	0.00363253	0.00624291	0.00457064	0.0048759	0.0069921	0.00920838	0.00889056	0.0134889	0.0134358	0.016451	0.0242439	0.0147407	0.0212223	0.0201914	0.0126543	0.013145	0.0222629	0.0177952	0.0247101	0.0155917	0.0311683	0.0235994	0.0196114	0.0275052	0.0430333	0.0842411
manière	0.00135571	0.00329361	0.00545702	0.00454408	0.0084827	0.00966917	0.0238628	0.0432211	0.0268799	0.0336506	0.0724959	0.0549669	0.103485	0.061162	0.129873	0.111876	0.0582885	0.0506832	0.0390095	0.0420911	0.0329338	0.0321954	0.0170616	0.0118121	0.00436706	0.00323201	0.0013977	0.000738066	0.00229192	0.000324793	0.000785641	0.00052543	0.000623642	0.00117029	0.000522094	0.000398371	0.000843179	0.0010273	0.000603463	0.000570254	0.0013187	0.000909301
dont	0.0721343	0.0713467	0.033526	0.0309173	0.0170057	0.0247121	0.0140289	0.0240262	0.0275544	0.0260134	0.0339202	0.0311478	0.0297271	0.0397971	0.0408767	0.0821021	0.0486669	0.0338596	0.0516112	0.0301779	0.0144399	0.0164947	0.0167326	0.0127727	0.0124027	0.00855909	0.0078556	0.00527241	0.00583314	0.0065131	0.00395078	0.00492771	0.00287979	0.00896121	0.00571989	0.00558703	0.0078698	0.00636066	0.0186739	0.0127122	0.0282435	0.0240859
il	0.035689	0.0256745	0.0143595	0.0116096	0.0100474	0.00734248	0.0137192	0.0154152	0.0103027	0.0145641	0.0167331	0.0213306	0.0240006	0.0183419	0.0185253	0.0138206	0.0114778	0.0104722	0.0151475	0.0144024	0.00977282	0.014295	0.0251467	0.020579	0.0353863	0.0305171	0.0489079	0.0283945	0.0334798	0.0442411	0.0310782	0.037609	0.0281559	0.0265852	0.0455818	0.0112275	0.0293073	0.0254896	0.0337103	0.0442484	0.0453603	0.0279504
m'	0.0239179	0.0231947	0.0247481	0.0247482	0.044811	0.0374046	0.0269781	0.031931	0.0339675	0.0317872	0.0287936	0.027387	0.0258659	0.0208801	0.0413203	0.0433246	0.0274988	0.0312951	0.0224995	0.0208113	0.0288652	0.0390721	0.0405861	0.0452716	0.0505853	0.0198243	0.0218605	0.00714744	0.0115446	0.0082825	0.010555	0.0064277	0.0054387	0.0142784	0.00628765	0.00577156	0.00814496	0.0110079	0.0141514	0.0150256	0.018753	0.0179542
espoinne	0.0232708	0.0193194	0.0246413	0.0394712	0.0390851	0.044023	0.0317807	0.0296183	0.0399887	0.0317127	0.0294911	0.0375368	0.0187692	0.0269999	0.0321425	0.0292244	0.0214826	0.0201592	0.0168211	0.0178018	0.029538	0.0326174	0.0297129	0.0435508	0.0310194	0.0263748	0.0371254	0.0195542	0.0247663	0.0143555	0.00905374	0.00484177	0.00681715	0.0122169	0.0101648	0.00324397	0.00959881	0.00901942	0.0111198	0.0135049	0.0167134	0.0317507
est	0.0164837	0.0135589	0.0118308	0.0110159	0.0133246	0.0114093	0.00944403	0.00996984	0.0124579	0.0143245	0.0133698	0.0201445	0.00960245	0.0101772	0.011865	0.0093311	0.00780757	0.00766974	0.0083051	0.00600783	0.00932974	0.0158544	0.0313201	0.0369113	0.046366	0.0425482	0.055778	0.0418012	0.0591708	0.0467194	0.0410483	0.0357317	0.0385686	0.0362589	0.033869	0.0169972	0.0329839	0.0331555	0.0263846	0.0372973	0.0274	0.0264063
un	0.0470197	0.0550046	0.0283611	0.0323075	0.017611	0.0121784	0.00820579	0.00580483	0.00567038	0.00514799	0.00687516	0.00762501	0.00611649	0.00642583	0.00795788	0.00490718	0.00671156	0.012325	0.0174132	0.0131318	0.0138025	0.011001	0.0115164	0.0174745	0.0213526	0.0207367	0.0289033	0.019134	0.0245366	0.0271801	0.0234694	0.0383612	0.0272393	0.0473033	0.0375183	0.0233368	0.0187497	0.0417851	0.045321	0.0714752	0.051358	0.0716445
manque	0.0114669	0.015509	0.0110365	0.0117177	0.0131677	0.0103172	0.00815108	0.00642585	0.0119348	0.0123239	0.0145918	0.0199062	0.0197333	0.0163757	0.0182805	0.0183749	0.0240677	0.0221148	0.0235691	0.0167598	0.0166604	0.0126172	0.0139673	0.0141818	0.0153018	0.0133427	0.0157852	0.0157484	0.0196342	0.0229638	0.0205338	0.0229162	0.0269869	0.030113	0.0448305	0.0221244	0.031728	0.0565662	0.0473935	0.0696023	0.0724732	0.0887045
de	0.0155411	0.0173491	0.0108106	0.00894968	0.00646576	0.0054223	0.00514284	0.00671709	0.0073811	0.00794874	0.00901388	0.0137908	0.0118051	0.00951965	0.0108187	0.00844155	0.00714136	0.00599779	0.00535761	0.00447198	0.00672325	0.00852637	0.0111365	0.0159722	0.0195508	0.0185396	0.0267655	0.0323877	0.0302322	0.0314809	0.0247971	0.0356652	0.0534635	0.0393095	0.0856743	0.0394545	0.0681223	0.0523391	0.0374918	0.0502696	0.0544809	0.0795303
respect	0.013693	0.0163975	0.0128018	0.0148154	0.00961623	0.00977743	0.00737366	0.00862596	0.013249	0.0120066	0.0117416	0.0156399	0.0143483	0.0124095	0.013609	0.0155879	0.0159918	0.0148116	0.0156981	0.0138709	0.0158419	0.0150501	0.0165082	0.0157692	0.0153444	0.0146892	0.0212594	0.0232373	0.028779	0.0277711	0.0276835	0.0294509	0.0280196	0.0327855	0.0559836	0.0298656	0.0375612	0.0565643	0.0378254	0.057883	0.0552203	0.0948423
</S>	0.0287081	0.0267356	0.0207688	0.0146051	0.0141383	0.0131149	0.0121377	0.0150175	0.0158378	0.0168617	0.0131927	0.0165538	0.0136372	0.0135068	0.0153444	0.0140495	0.01401	0.0147762	0.0128406	0.0115631	0.014497	0.0175988	0.0160072	0.0224788	0.0180908	0.0162802	0.0190082	0.0212919	0.0246483	0.0223698	0.0239237	0.0299228	0.0346705	0.0503135	0.0473927	0.0400142	0.0536814	0.0504313	0.0310588	0.0350316	0.042986	0.0509029
