 	a23	a87	a23	a99	a62	a21	a5	a27	a10	a75	a85	a61	a75	a85	a5	a18	a62	a31	a24	a41	a85	a37	a75	a56	a93	a13	a93	a56	a34	a0	a75	a70	a62	a83	a9	a38	a21	a75	a85	a92	a61	a75	a92	a37	a66	a57	a10	a87	a23	a10	a87	a23	a87	</S>
beatsanyi	0.0491895	0.0565399	0.0436558	0.0311142	0.0185012	0.0264472	0.0611208	0.0584359	0.0569989	0.0383632	0.0291122	0.0251759	0.0223697	0.0128653	0.0197861	0.0132804	0.0114986	0.00725589	0.00592386	0.00506944	0.0103313	0.00494914	0.0159866	0.0191464	0.0129672	0.0108442	0.00835586	0.00773581	0.00890635	0.00986657	0.0114705	0.0141131	0.0217879	0.0253412	0.0127898	0.0214869	0.0107491	0.0128521	0.00511906	0.00955065	0.00674804	0.00804184	0.00513131	0.00448379	0.00960805	0.00626858	0.00948478	0.0100054	0.0101329	0.0112785	0.0136812	0.0140901	0.0219121	0.0220797
presse	0.0111183	0.0162939	0.0346092	0.0209836	0.0597557	0.0354524	0.0277788	0.0589163	0.0706717	0.0440809	0.0455341	0.0579636	0.0555513	0.0244704	0.0498906	0.0407065	0.0310508	0.0218181	0.0206655	0.0411559	0.0112011	0.021854	0.0114481	0.0120196	0.0107315	0.0107609	0.0207614	0.00967834	0.00489655	0.00433894	0.00309963	0.00344337	0.00232823	0.00217385	0.00221111	0.0022679	0.00215888	0.00570527	0.00287474	0.00492853	0.00433702	0.00454088	0.00694604	0.00966404	0.00475548	0.00690397	0.00571571	0.00694319	0.0052397	0.00583652	0.00455141	0.004303	0.00552244	0.007391
les	0.0404628	0.0201091	0.0123979	0.00981608	0.0131909	0.0154653	0.0080587	0.0208067	0.0321703	0.0123022	0.0111712	0.0235472	0.0176884	0.00878222	0.0115541	0.0139421	0.0176583	0.0205794	0.0211217	0.0362009	0.01815	0.0469235	0.0266201	0.0228604	0.0246354	0.0261734	0.0423481	0.0361569	0.0265522	0.0116441	0.00838693	0.00857894	0.00810032	0.00953858	0.0093486	0.00783553	0.00692916	0.00922333	0.0134735	0.00899261	0.00945457	0.0130923	0.0198193	0.0159475	0.0189334	0.0181918	0.0156507	0.0205111	0.018389	0.025396	0.0244306	0.0163575	0.0279399	0.0163894
mamelles	0.0162249	0.0107883	0.0121837	0.00981918	0.0146664	0.011986	0.0150249	0.0160237	0.00833276	0.0113404	0.0105133	0.013375	0.0125814	0.00790689	0.0132956	0.0096722	0.00730919	0.0075793	0.00843431	0.00512917	0.00897385	0.0492594	0.0341736	0.0493293	0.0557054	0.0474221	0.0268942	0.0251354	0.017167	0.0287572	0.0347457	0.0298638	0.0325605	0.0574842	0.0434442	0.0345655	0.0200449	0.0127542	0.00962962	0.0108562	0.00906705	0.010369	0.0125532	0.0145346	0.0103832	0.0116051	0.0105728	0.0105232	0.0110756	0.00906819	0.0127433	0.00930757	0.00729147	0.00995282
avant	0.0346395	0.0214607	0.0151266	0.014973	0.010355	0.0117396	0.0142535	0.0111464	0.011495	0.0118489	0.0130262	0.0149266	0.0131042	0.0114697	0.0105934	0.0123932	0.0140966	0.0155059	0.0195749	0.0277553	0.0266974	0.0775487	0.0530744	0.0494008	0.0512997	0.0354882	0.02552	0.0187282	0.0155379	0.0180005	0.0152443	0.015418	0.0166214	0.0214966	0.0228492	0.017196	0.011492	0.0104173	0.0100418	0.0106019	0.0114842	0.0133391	0.013445	0.0213766	0.0121879	0.013233	0.0112834	0.0118036	0.00892426	0.0112683	0.0102668	0.0112451	0.00762477	0.0103593
de	0.0379251	0.0170062	0.0116535	0.00622209	0.00636781	0.00533526	0.0039406	0.00738232	0.00630504	0.00665512	0.011935	0.00910919	0.0125934	0.01118	0.00901929	0.0117776	0.0119535	0.0122509	0.0176013	0.0258706	0.0339559	0.0517291	0.0301972	0.0320497	0.0271132	0.025193	0.0227727	0.0176184	0.0204548	0.0145881	0.013926	0.0144405	0.0199699	0.0251787	0.0314785	0.0247119	0.0185306	0.0163923	0.0239529	0.0170716	0.0182557	0.0112594	0.0248199	0.0241714	0.0112672	0.0195833	0.0139551	0.0183261	0.0213275	0.0290243	0.018287	0.0264721	0.0231003	0.0167419
faire	0.0236022	0.0101476	0.017758	0.00416104	0.00500759	0.00322654	0.00330279	0.00582753	0.00394343	0.0061631	0.0143349	0.0179223	0.0316564	0.0186733	0.0184287	0.0227213	0.0162034	0.0242592	0.0211383	0.0196525	0.0189755	0.0278325	0.0152282	0.0216611	0.0258583	0.0221687	0.0277429	0.0335924	0.0292027	0.0314929	0.0318864	0.0315518	0.0343345	0.0347537	0.0448804	0.0323922	0.0220019	0.029911	0.0161914	0.0276214	0.0117378	0.0101494	0.0104175	0.00734451	0.00862044	0.0119527	0.00956653	0.00893493	0.0119907	0.0160015	0.0101059	0.0156718	0.0144385	0.00565791
têter	0.051408	0.0204659	0.0188343	0.00539956	0.00719036	0.00297244	0.00298117	0.0070187	0.00561228	0.00504089	0.00607608	0.00623738	0.0101261	0.007163	0.0092093	0.010999	0.014225	0.0137601	0.0183056	0.022955	0.0191119	0.031876	0.0156719	0.0175678	0.0207908	0.0204559	0.0219768	0.0209263	0.0190811	0.0190245	0.0138142	0.0128163	0.0197191	0.0144313	0.0272155	0.0205177	0.0193973	0.0174994	0.0182697	0.0265357	0.0216611	0.0241464	0.0187286	0.0143399	0.0202644	0.0211738	0.021648	0.0235804	0.0264926	0.0346944	0.0296115	0.0402785	0.0403714	0.0203295
l'	0.0543114	0.0301921	0.0277154	0.0116689	0.0151588	0.00658259	0.00731471	0.0174684	0.0143792	0.0137935	0.0161435	0.009927	0.0169886	0.009462	0.0113337	0.00887123	0.0124454	0.00900377	0.0106105	0.0283499	0.0197988	0.0189036	0.0128522	0.0137174	0.014747	0.012867	0.0141806	0.0133994	0.0177401	0.0130843	0.0142501	0.0160031	0.0221498	0.0134491	0.0176708	0.0189379	0.0139575	0.0150885	0.0132492	0.0149123	0.017364	0.0156006	0.0214789	0.0165737	0.0178215	0.0152169	0.0206398	0.0222491	0.0259736	0.0366564	0.0242652	0.0388947	0.0396834	0.0449032
enfant	0.0180021	0.00723613	0.00652699	0.00489201	0.00497435	0.00578726	0.00418876	0.00574009	0.00771787	0.00485306	0.00773375	0.0098643	0.0130876	0.0107404	0.0088887	0.0147698	0.0170482	0.0206757	0.0243288	0.0376043	0.0236769	0.0272959	0.015186	0.0188499	0.0215403	0.0275303	0.0302329	0.0245597	0.0287506	0.0203579	0.0218882	0.0239646	0.0213963	0.0189918	0.0184243	0.0210648	0.0208142	0.0226519	0.0238755	0.0288022	0.0244627	0.0230962	0.025167	0.0209544	0.0235266	0.0220331	0.0185429	0.0194245	0.0219923	0.0253151	0.0240611	0.0230408	0.0198049	0.0140641
</S>	0.0252216	0.0156875	0.00795654	0.00744574	0.00292797	0.00422675	0.00251351	0.00377253	0.00264388	0.00118786	0.00287339	0.0025907	0.00261065	0.00286153	0.00233581	0.00502067	0.00717656	0.00891931	0.00751014	0.015462	0.0173211	0.0102113	0.01051	0.00862787	0.00577044	0.00573732	0.00714857	0.00547699	0.0059992	0.00596052	0.0067165	0.00742727	0.0107666	0.0172837	0.0141852	0.0156596	0.0172713	0.0252598	0.0341325	0.0283562	0.0321731	0.0229892	0.0318995	0.0287448	0.0369139	0.0335833	0.037788	0.0358224	0.050366	0.0683857	0.0608922	0.0713155	0.0594389	0.0389209
