 	a66	a87	a97	a23	a97	a99	a61	a0	a21	a61	a93	a62	a88	a38	a61	a12	a43	a75	a5	a96	a21	a85	a6	a36	a96	a11	a0	a66	a9	a3	a97	a3	a97	a3	</S>
nous	0.0502021	0.0576648	0.0605423	0.0616641	0.0495478	0.0498009	0.0591649	0.0515236	0.0193079	0.0151312	0.0124987	0.0110879	0.0160334	0.0124845	0.0145162	0.00953519	0.00992551	0.00600403	0.00679846	0.00732328	0.0144407	0.00941607	0.0226625	0.0244929	0.0333054	0.039928	0.0510455	0.0386665	0.033015	0.0274275	0.0306092	0.0257985	0.0308166	0.0151351	0.0224838
avons	0.0310571	0.0135528	0.0312748	0.0224425	0.0274354	0.0234656	0.0192098	0.0229127	0.0297368	0.0274707	0.0250175	0.0276363	0.0255706	0.0232256	0.0304599	0.033931	0.0296552	0.030911	0.0488127	0.0410383	0.0278368	0.0573645	0.0372217	0.0413471	0.0295539	0.0126499	0.025374	0.0271409	0.0215539	0.0139588	0.0190511	0.0157017	0.025669	0.0387785	0.041982
tué	0.0131917	0.0118003	0.0131057	0.0107203	0.00858152	0.00990857	0.00808572	0.0112674	0.0258222	0.024751	0.0186265	0.0557174	0.0566373	0.0725669	0.0716204	0.0624651	0.0632271	0.0576718	0.0356887	0.0196828	0.0258363	0.0170219	0.023744	0.0121911	0.0107192	0.0183937	0.0301792	0.0313998	0.0253735	0.0169639	0.0219041	0.0231238	0.0349907	0.0406307	0.0163898
un	0.0258077	0.0260149	0.0254571	0.0127492	0.0108558	0.0190643	0.020401	0.016203	0.0215551	0.0335751	0.0219503	0.0235605	0.0202684	0.0280203	0.030387	0.0416662	0.0329019	0.0794715	0.135517	0.104919	0.0518636	0.0937191	0.027609	0.0201973	0.0130544	0.0119233	0.00982774	0.00735716	0.00962504	0.00637952	0.00368586	0.00360607	0.00370934	0.00275561	0.0043421
serpent	0.0301689	0.0313572	0.0277013	0.0237738	0.0234155	0.0255855	0.0188203	0.0131303	0.013216	0.0213504	0.0170726	0.0144888	0.0117846	0.0172527	0.0172486	0.0256769	0.037485	0.0519908	0.0613518	0.0644869	0.0479472	0.0787371	0.0395369	0.0512724	0.0272718	0.0251541	0.0198622	0.0168052	0.0187299	0.0361041	0.020007	0.026545	0.0168046	0.0159087	0.011956
mangeur	0.0235696	0.0221357	0.0160849	0.0113767	0.0192962	0.0228209	0.0217245	0.0299166	0.029082	0.0194747	0.0234349	0.0176401	0.017286	0.0232687	0.0270711	0.0352288	0.0415497	0.0397467	0.0597186	0.0460781	0.036619	0.0392693	0.0306147	0.0350346	0.0281239	0.0324949	0.0277285	0.0312867	0.0357458	0.0338195	0.0267677	0.026434	0.0252744	0.0262594	0.018023
d'	0.109102	0.0840148	0.0833289	0.0510345	0.0242609	0.0194554	0.0327638	0.0555427	0.0438753	0.0159125	0.0295904	0.0182382	0.0147232	0.0121838	0.0165685	0.0172134	0.0149939	0.0195107	0.0162357	0.0142559	0.0127929	0.00625546	0.0111261	0.00779999	0.0221646	0.0250027	0.0139005	0.0248157	0.0172685	0.0182106	0.0161068	0.0253244	0.0334372	0.0366774	0.0363124
oeufs	0.0460679	0.0476358	0.0462539	0.0394433	0.0456601	0.0340066	0.0603713	0.0607963	0.0315759	0.0148259	0.0159196	0.0149147	0.014853	0.0137932	0.0171637	0.020531	0.0165675	0.0267997	0.0262736	0.0224605	0.0167794	0.0146547	0.0135615	0.0135109	0.0104326	0.0337138	0.0218296	0.0361538	0.0229647	0.0292474	0.0271652	0.0274478	0.0481397	0.0481748	0.0203105
dans	0.0807498	0.0546825	0.0649582	0.05522	0.0266122	0.0337555	0.0330918	0.0353355	0.0310726	0.0133647	0.0154297	0.00893973	0.00708123	0.00350587	0.00576016	0.00519344	0.00362611	0.00247709	0.0049478	0.00725242	0.00943213	0.0104009	0.00841842	0.0132241	0.0154962	0.0285071	0.0210705	0.0328264	0.0278152	0.027022	0.0251063	0.0363309	0.0481543	0.0855726	0.117566
le	0.0434004	0.0287847	0.0239921	0.0158255	0.00824409	0.00971727	0.015393	0.01532	0.0114196	0.00704373	0.00721628	0.0066986	0.00540644	0.00429996	0.00692202	0.0073702	0.00475257	0.00642377	0.00772141	0.0109622	0.00959717	0.0131826	0.0101576	0.0192471	0.0125464	0.039165	0.0448891	0.0663605	0.0567956	0.0722521	0.0622095	0.0652845	0.0899991	0.102268	0.0891317
poulailler	0.0377771	0.0292063	0.0214491	0.0230492	0.0150257	0.0101028	0.0144669	0.0175376	0.0158745	0.00693784	0.00771908	0.00752168	0.0063731	0.00634312	0.00570836	0.00594143	0.00472105	0.00840778	0.00884622	0.00990431	0.0304715	0.0229228	0.0181583	0.0309596	0.0218147	0.0484804	0.0396344	0.0481046	0.0356245	0.0700629	0.0580523	0.0542387	0.0753486	0.0743584	0.108855
</S>	0.0132444	0.00649524	0.00323814	0.00306932	0.00330867	0.00287256	0.00345312	0.00323373	0.00231316	0.00262914	0.00347167	0.00430407	0.00563485	0.00887922	0.00865235	0.00621001	0.00496924	0.0086816	0.00419673	0.00941272	0.0209398	0.0131435	0.023548	0.0305936	0.024604	0.0539422	0.052603	0.0722288	0.060105	0.123105	0.0762826	0.116278	0.105044	0.0832159	0.036097
