 	a66	a87	a23	a83	a54	a6	a47	a92	a79	a98	a85	a6	a5	a61	a34	a56	a93	a4	a13	a9	a99	a87	a23	a87	a23	a9	a83	a34	a79	a56	a96	a93	a70	a93	a56	a34	a75	a6	a36	a26	a36	a2	a57	a87	a23	a87	</S>
cet	0.0479438	0.0505153	0.0472138	0.0501878	0.0456095	0.0379667	0.0583821	0.0539593	0.0409604	0.0161077	0.00943657	0.0102698	0.00532659	0.0115283	0.0118938	0.0139478	0.0386675	0.0226002	0.0222509	0.026286	0.0195023	0.0195841	0.0225152	0.0169953	0.0127227	0.0187304	0.0209947	0.0251782	0.0271439	0.0176144	0.0167905	0.0125944	0.0140579	0.0100056	0.00635096	0.00641277	0.00421901	0.00679526	0.00651626	0.00601474	0.00579409	0.0079216	0.0083061	0.0115682	0.0119085	0.0133348	0.0293742
enfant	0.00344197	0.0097946	0.0126358	0.0291693	0.0482824	0.109862	0.156004	0.247786	0.116096	0.0515117	0.0285038	0.0235182	0.0134278	0.0442694	0.00942076	0.00740614	0.00610444	0.00592234	0.00429824	0.00427554	0.00631037	0.00530705	0.00451649	0.00461554	0.00418552	0.00334159	0.00256701	0.00408072	0.00172292	0.00142816	0.00141921	0.00151996	0.00149873	0.0043353	0.00378899	0.00161275	0.000757553	0.00151571	0.000397988	0.000838369	0.000765853	0.00128156	0.00107251	0.000948869	0.00233396	0.00280192	0.00330484
est	0.0146879	0.0146198	0.0127632	0.0130244	0.0279707	0.0243356	0.0316056	0.0740365	0.125455	0.0656555	0.0513517	0.0374238	0.020845	0.058319	0.0333931	0.0367289	0.067901	0.0242704	0.0208459	0.0203849	0.0192122	0.021927	0.0158176	0.0222145	0.0127354	0.0170817	0.00633015	0.00387994	0.00238532	0.00194622	0.000765719	0.000557338	0.000396078	0.000625666	0.000892641	0.00174134	0.00391453	0.00524438	0.00443809	0.0061086	0.00837264	0.00838884	0.00969421	0.0080284	0.0140803	0.0152144	0.0123887
têtu	0.00901139	0.00247848	0.0021301	0.00109362	0.000952353	0.000923401	0.00124802	0.00236771	0.0179455	0.0416843	0.0337111	0.0342396	0.024641	0.0347969	0.0344034	0.0290382	0.0476062	0.106219	0.0821029	0.0502671	0.11516	0.0322689	0.0380679	0.0428002	0.0242595	0.0279987	0.0204555	0.0160285	0.0197341	0.0142288	0.0134477	0.0108886	0.00704261	0.00622494	0.00346002	0.00268969	0.0023159	0.00328501	0.00591776	0.00368884	0.00381091	0.00381711	0.00412036	0.00329306	0.00401327	0.00412555	0.00999623
car	0.02728	0.0130582	0.0113652	0.00823184	0.00448505	0.00358749	0.00277381	0.0032383	0.00621114	0.0129484	0.0196796	0.0204421	0.0253749	0.0204683	0.0260189	0.0321164	0.0348025	0.0437494	0.0506293	0.0282726	0.033597	0.0325561	0.0149877	0.014563	0.012442	0.0120533	0.0164607	0.0259531	0.0250844	0.0227541	0.0316869	0.0487366	0.0305704	0.0282326	0.0351423	0.0264304	0.024968	0.0176576	0.0224519	0.0165904	0.0149771	0.0131814	0.0187927	0.0116898	0.01513	0.0139844	0.0245927
il	0.0166515	0.0111419	0.00905289	0.00846911	0.0087696	0.0102884	0.00967247	0.0202616	0.0524369	0.0505084	0.0575469	0.0783883	0.097831	0.0951151	0.0709739	0.0459442	0.041398	0.0378518	0.0238799	0.0267569	0.0140473	0.0192875	0.0206445	0.0125535	0.013785	0.0114647	0.00693377	0.00687758	0.00588955	0.00539603	0.00457394	0.00461546	0.00471958	0.00407938	0.0033569	0.00288606	0.00419614	0.00679178	0.00775317	0.00910701	0.0066751	0.00732278	0.00666462	0.00906475	0.00743856	0.00656289	0.0143738
n'	0.0196502	0.0151387	0.0131245	0.0127006	0.0111344	0.00967158	0.00846121	0.0159817	0.0275581	0.0425126	0.0418698	0.0550757	0.0381698	0.0500161	0.0662397	0.0620507	0.0426145	0.0602579	0.0269235	0.0436145	0.0209849	0.029535	0.0277092	0.0200769	0.0157	0.017409	0.0132918	0.0186662	0.0131278	0.0104221	0.0139997	0.00689425	0.00730161	0.00817595	0.00576812	0.00488478	0.00820411	0.0106507	0.00977848	0.0117824	0.00831791	0.00894925	0.00708891	0.00610846	0.0130177	0.00828656	0.0111021
obéit	0.0226932	0.0163887	0.0132481	0.0120907	0.0124249	0.00484688	0.00474239	0.0098645	0.0155812	0.033557	0.0280156	0.0532958	0.0242262	0.0290318	0.0797377	0.0877481	0.0515264	0.0561854	0.0366553	0.046439	0.0285433	0.037761	0.0306579	0.0173047	0.0100139	0.0111085	0.0122753	0.0140659	0.0126024	0.00941597	0.00613568	0.00388419	0.00499494	0.00445367	0.00468067	0.00597247	0.00732137	0.0082105	0.0144484	0.0134297	0.0144897	0.0128471	0.0141364	0.016079	0.0175225	0.0122025	0.0171433
à	0.0267469	0.0300504	0.0281756	0.0235721	0.0204531	0.00831223	0.0058569	0.00885507	0.00814996	0.0135292	0.0134358	0.0269346	0.0128773	0.0165499	0.0401822	0.046197	0.034384	0.0394826	0.0342875	0.0340229	0.0297346	0.0327336	0.030774	0.0224187	0.0190701	0.0189695	0.01834	0.027114	0.0190456	0.0197232	0.0198244	0.0142563	0.010761	0.0140478	0.012876	0.0138483	0.0148875	0.015136	0.0212012	0.0178485	0.0230892	0.0174114	0.0199613	0.0185846	0.0173225	0.0166787	0.0222867
personne	0.016971	0.0219385	0.0198729	0.0214664	0.0242171	0.0113191	0.00890888	0.0178557	0.024054	0.0275984	0.0252911	0.0366673	0.0191664	0.0358324	0.0288228	0.0365302	0.0253353	0.0414915	0.0218756	0.0281237	0.0219809	0.0186794	0.0203109	0.0125802	0.0106397	0.0110877	0.0117579	0.0117266	0.00714855	0.0083212	0.00966055	0.00907265	0.0157768	0.0193936	0.0257451	0.0214269	0.0186877	0.0129017	0.0238475	0.0133374	0.023765	0.0283831	0.0268199	0.0255162	0.0276	0.0291085	0.041386
