 	a87	a10	a87	a83	a54	a6	a37	a6	a79	a93	a90	a20	a47	a37	a34	a96	a66	a98	a85	a61	a21	a18	a62	a47	a88	a71	a62	a83	a9	a87	a10	a87	a23	a87	</S>
cet	0.0756855	0.0728822	0.0660611	0.054041	0.0594916	0.033573	0.0661483	0.0370545	0.0485482	0.0206802	0.0191241	0.013387	0.00946868	0.0117617	0.0136895	0.0141811	0.0162128	0.0311533	0.036476	0.0371154	0.0388699	0.0351118	0.0174332	0.0120339	0.0117185	0.0174768	0.0141574	0.00972242	0.0127124	0.00866643	0.0138338	0.0178757	0.0165041	0.012428	0.0247205
enfant-là	0.00278277	0.00496447	0.0128134	0.0751647	0.0699899	0.159183	0.213639	0.0982421	0.115656	0.0655307	0.0777857	0.0438799	0.0110941	0.00811866	0.00661518	0.00572722	0.00477449	0.00760172	0.00439617	0.00386689	0.0021268	0.00139063	0.000626472	0.000259133	0.000180442	0.000306855	0.00033585	0.000300823	0.000222597	0.000324039	0.00036641	0.00034451	0.000263459	0.00060479	0.000520772
s'	0.0124901	0.0144499	0.0180222	0.0513345	0.0293257	0.0235691	0.0724987	0.0488089	0.0885634	0.110746	0.126139	0.0470411	0.02667	0.030283	0.0325026	0.0364271	0.026321	0.0261047	0.01465	0.0166981	0.013383	0.0100832	0.00421592	0.00322136	0.0043195	0.00715786	0.0077322	0.0128242	0.00865275	0.0165794	0.0127944	0.00773201	0.0084009	0.0278298	0.00242805
initie	0.00987022	0.0133185	0.0102319	0.0168183	0.00893662	0.0118207	0.0232674	0.0176497	0.0349384	0.0608455	0.0847631	0.0732447	0.0700888	0.0619282	0.072488	0.0817109	0.0529668	0.0460503	0.0245002	0.0258774	0.0178879	0.0100627	0.0139711	0.0122718	0.0114284	0.015135	0.0129515	0.0145604	0.0105091	0.018408	0.0126029	0.00778833	0.0118015	0.0111582	0.0181475
à	0.0186411	0.0187716	0.0106868	0.00624157	0.00518551	0.00387931	0.00930734	0.00861573	0.0161707	0.0219426	0.019945	0.0323786	0.0324468	0.0249331	0.0253821	0.017815	0.0175095	0.015766	0.0161245	0.0182128	0.0427855	0.0261053	0.0407705	0.0437037	0.0471516	0.0374153	0.0328308	0.0335072	0.0373659	0.0415341	0.0485239	0.0479927	0.0433557	0.0546316	0.0823706
la	0.047803	0.0391472	0.0295376	0.0200714	0.0211909	0.0198957	0.0198255	0.0170945	0.0173861	0.0160463	0.0204527	0.0308103	0.0351219	0.0379891	0.0385553	0.0362028	0.0366274	0.0337805	0.034622	0.0367204	0.0409769	0.0290775	0.0256364	0.0212182	0.0205893	0.0305406	0.0256927	0.0317912	0.0230803	0.0253148	0.0287676	0.0233826	0.0209342	0.0236378	0.040479
pratique	0.0525509	0.0384751	0.0415623	0.0246844	0.0393678	0.0252762	0.0322343	0.0206494	0.0330202	0.0206765	0.0262914	0.0329326	0.0333745	0.025405	0.0205455	0.0174796	0.018315	0.0142261	0.0177371	0.0176443	0.0180095	0.0212328	0.014694	0.0172358	0.0152703	0.0170785	0.0273885	0.0346232	0.0363668	0.0425008	0.0445574	0.0501992	0.0345777	0.0407424	0.0330747
du	0.035314	0.0222074	0.0204918	0.0204235	0.0169162	0.0122678	0.0166149	0.0191965	0.0221923	0.0230608	0.0244711	0.0256836	0.0270222	0.0302274	0.0249629	0.0204189	0.0214299	0.0154671	0.0237559	0.0214962	0.0195559	0.0219047	0.0224629	0.0246162	0.0286891	0.0277406	0.0309224	0.0512896	0.0486547	0.048605	0.0457099	0.0691679	0.0339088	0.03522	0.0479316
kyebé-kyebé	0.0293549	0.0186952	0.0191097	0.0192234	0.0121318	0.00756294	0.00610619	0.00718433	0.00597529	0.0177687	0.0147937	0.0184831	0.0296906	0.0248743	0.0177675	0.0184712	0.0231197	0.0175809	0.0211241	0.0231378	0.0274797	0.0214093	0.0254556	0.0211727	0.0295656	0.0282513	0.0421651	0.0555198	0.072794	0.0741602	0.0644279	0.0532391	0.0579197	0.0463611	0.0279236
</S>	0.0249001	0.00975056	0.00536596	0.00611086	0.00604037	0.00256248	0.00209727	0.00803662	0.00257055	0.00503267	0.00465634	0.00426276	0.0050566	0.00492143	0.00521195	0.00525225	0.00581606	0.00698271	0.0100728	0.0257337	0.0797631	0.0583219	0.0572975	0.0464041	0.0597282	0.0540746	0.0493812	0.051496	0.065881	0.0584296	0.0711152	0.0651614	0.0547852	0.0545744	0.0231524
