 	a66	a87	a23	a40	a36	a90	a44	a93	a13	a62	a88	a21	a12	a96	a94	a93	a56	a75	a25	a79	a69	a44	a4	a13	a57	a3	a87	a23	a87	a23	a97	a87	a23	a87	a23	a87	a23	a99	a87	a97	</S>
on	0.0303737	0.0299486	0.0579071	0.0584776	0.0813257	0.0906501	0.100898	0.0616181	0.0411986	0.0249265	0.0236368	0.0232905	0.0151743	0.0203338	0.0153466	0.0131365	0.0117618	0.0149885	0.0268524	0.0247235	0.0165245	0.0229526	0.0200848	0.0111649	0.00483536	0.0098889	0.00590768	0.00751508	0.00782936	0.00782629	0.00708981	0.00778233	0.00991425	0.00810316	0.00670627	0.0089026	0.0090007	0.0135243	0.0129859	0.0100181	0.0248747
a	0.03364	0.0255926	0.0243367	0.0161747	0.0275681	0.0430452	0.0512723	0.0291109	0.0355288	0.0198405	0.0122683	0.0115592	0.0122	0.015535	0.0109656	0.0114519	0.0149826	0.0171207	0.014821	0.0126058	0.017054	0.0268884	0.0461553	0.0298374	0.028707	0.0415174	0.0268722	0.0269659	0.0253438	0.020845	0.0173266	0.0255897	0.0245798	0.0216338	0.0258076	0.0316245	0.028642	0.0262235	0.0201751	0.0224463	0.0261449
construit	0.0324642	0.0358546	0.0393599	0.0285933	0.0168622	0.0177458	0.0202399	0.0157626	0.0121832	0.0159515	0.00873167	0.0113247	0.0145357	0.0150383	0.014728	0.0142047	0.0131951	0.0140966	0.0178355	0.0119422	0.0265484	0.0196774	0.0451669	0.0328829	0.0298604	0.0268032	0.0130645	0.0231077	0.0105205	0.0235639	0.0208735	0.0272914	0.0228531	0.0225467	0.0321496	0.030393	0.0362788	0.0381864	0.038467	0.0547476	0.0543672
un	0.0475094	0.0578215	0.0231008	0.0148517	0.00838051	0.0102304	0.0159887	0.0121391	0.0104003	0.0133854	0.0127261	0.0113349	0.0106891	0.013355	0.0166055	0.017009	0.011983	0.0225601	0.0196466	0.0361697	0.0548036	0.0647714	0.0297876	0.04193	0.0292101	0.0243183	0.0217386	0.0129821	0.0208404	0.014913	0.0122558	0.00903132	0.0225376	0.0172253	0.0254223	0.019708	0.022896	0.0330238	0.0372873	0.0430365	0.0563944
dispensaire	0.0132757	0.0109495	0.016932	0.0289395	0.0321026	0.0276509	0.0341242	0.0343172	0.0265033	0.0845551	0.0745153	0.0636683	0.0630831	0.0507034	0.0402911	0.0404356	0.0435158	0.0335905	0.024114	0.0119176	0.0181972	0.0122053	0.0125432	0.0111115	0.00875982	0.0130548	0.00633959	0.00852171	0.0077861	0.00915	0.00488351	0.00637726	0.0115727	0.0107368	0.0126575	0.0109563	0.0143727	0.0198597	0.0176665	0.0162026	0.0118608
au	0.100897	0.0923759	0.0485287	0.0210744	0.00642498	0.00987988	0.0151048	0.0119506	0.0262157	0.0159677	0.0100843	0.00802642	0.00578163	0.0108811	0.0229754	0.0267864	0.0337798	0.0350976	0.0373729	0.0311157	0.0293804	0.0340676	0.0225961	0.0222104	0.0172282	0.0228707	0.0140091	0.0187379	0.0259008	0.0148769	0.00928101	0.00732548	0.0197858	0.013417	0.0137951	0.0124545	0.0125817	0.0292366	0.0229969	0.0234421	0.0434845
bout	0.0870457	0.04315	0.0200395	0.0117284	0.00666984	0.00705818	0.00851059	0.00925721	0.0115113	0.0162793	0.0131352	0.0141339	0.013005	0.0137507	0.0145183	0.0131619	0.0094952	0.0228081	0.0300684	0.0333299	0.0292427	0.045462	0.0260325	0.0237018	0.0159513	0.0181689	0.0226804	0.0230336	0.0213134	0.0417405	0.0351774	0.0261468	0.0334849	0.030328	0.0298047	0.0287214	0.0413612	0.032667	0.0308074	0.0233327	0.0221847
du	0.103715	0.0322192	0.0133033	0.00610799	0.00117003	0.00168488	0.00168755	0.00185796	0.00288096	0.00431531	0.00297664	0.00311625	0.00284491	0.00284934	0.00568617	0.00369977	0.00254114	0.00486781	0.00498624	0.00655347	0.0114174	0.0127955	0.014586	0.0169586	0.00544942	0.0164723	0.011983	0.0202076	0.0211835	0.0414603	0.0213539	0.0251125	0.0417072	0.038125	0.0393015	0.0410575	0.0493826	0.0999723	0.0972829	0.0944063	0.0707204
village	0.0787786	0.0534355	0.0278269	0.0089562	0.00320887	0.00400547	0.00674925	0.00764156	0.0192372	0.0122243	0.0104969	0.00832288	0.00769784	0.0109679	0.0232403	0.0136288	0.00806691	0.013759	0.00996481	0.0121253	0.0113194	0.0120976	0.0117648	0.0147998	0.0166392	0.0170336	0.0149725	0.0226669	0.0211334	0.0304287	0.0133217	0.0132813	0.0179392	0.0178924	0.0245202	0.0243406	0.0380668	0.0498749	0.0521497	0.05028	0.185143
</S>	0.101418	0.0261812	0.00657971	0.00263811	0.0011732	0.00163039	0.0020347	0.00302128	0.00413824	0.00493807	0.00228704	0.00149686	0.00249721	0.0021867	0.00539801	0.00464783	0.00196203	0.00448394	0.0055776	0.00461261	0.00834418	0.00716569	0.00855012	0.0127346	0.0060119	0.0230935	0.0130906	0.0269565	0.0231496	0.0304541	0.0176005	0.0240289	0.0404974	0.0380254	0.0403308	0.0435396	0.0510641	0.0974061	0.090455	0.0925203	0.116078
