 	a87	a23	a50	a88	a9	a38	a90	a76	a44	a61	a31	a0	a62	a56	a96	a24	a47	a34	a47	a24	a31	a26	a43	a11	a0	a24	a9	a99	a87	a23	a87	</S>
le	0.077869	0.107069	0.0753668	0.111261	0.0568706	0.0578842	0.0582805	0.0566555	0.0352216	0.025684	0.0154821	0.0156037	0.0123946	0.00740783	0.00890629	0.00833513	0.00789708	0.00805909	0.00928177	0.0072199	0.00742742	0.012882	0.0262753	0.0118477	0.0174834	0.023355	0.0262136	0.0249696	0.0235953	0.0274767	0.0148707	0.0208532
manioc	0.00297231	0.0164302	0.0185547	0.0210797	0.0317668	0.0518192	0.0752378	0.0386819	0.0430882	0.0280237	0.109047	0.0705582	0.105531	0.095903	0.046649	0.070279	0.0381191	0.0326675	0.0291853	0.0259627	0.0128886	0.00675064	0.0062736	0.00336554	0.00153084	0.00206914	0.00102676	0.000869974	0.00314128	0.00300806	0.00496137	0.00255832
préparé	0.0464489	0.0358698	0.0691874	0.047345	0.0624744	0.0602078	0.0362213	0.0341733	0.0553256	0.0376924	0.0774628	0.019938	0.0239534	0.0141078	0.0120354	0.0154554	0.0196518	0.0318355	0.0286176	0.013554	0.0114602	0.00735881	0.00437475	0.00500919	0.00692912	0.0132301	0.0161484	0.0185139	0.0370114	0.0416826	0.065009	0.0317149
par	0.0198066	0.0102919	0.0113001	0.00982604	0.0103882	0.0148085	0.0215673	0.0396302	0.0473397	0.040613	0.0627014	0.0714473	0.0430783	0.0482689	0.0725216	0.0568396	0.0359841	0.0330312	0.0327325	0.0282532	0.0180828	0.0147361	0.0134117	0.0141088	0.0167691	0.0267704	0.0257388	0.0285156	0.0330003	0.0307558	0.0365609	0.0311199
cette	0.0478819	0.0344711	0.0320784	0.0250503	0.0193647	0.0171854	0.0171379	0.0302288	0.0456926	0.0504508	0.0407274	0.0261022	0.0204724	0.0161526	0.00829826	0.00586094	0.00625098	0.00685513	0.0101793	0.0141419	0.0202137	0.0318838	0.0479366	0.049765	0.0420669	0.0653447	0.0522426	0.039184	0.0452865	0.0423129	0.046789	0.0423913
femme	0.0555048	0.025722	0.0387472	0.0199211	0.0352707	0.0374403	0.0299547	0.0597267	0.101664	0.1183	0.0397674	0.0322287	0.0163567	0.0131732	0.00880823	0.00646111	0.00714588	0.0118313	0.0156786	0.0174233	0.0292681	0.0355903	0.0324071	0.0333985	0.030082	0.0224617	0.0195525	0.0192607	0.0203288	0.0191327	0.026535	0.0208569
n'	0.0726419	0.0365361	0.0495638	0.0211977	0.0419767	0.0382792	0.0297805	0.0159008	0.01477	0.015366	0.00977829	0.00367368	0.00251566	0.0023739	0.00265888	0.00264212	0.00260731	0.00531938	0.00404499	0.00494468	0.00771767	0.0176899	0.0180468	0.0159485	0.017399	0.0252615	0.0297657	0.0528481	0.0975529	0.0911637	0.125036	0.124998
est	0.0372255	0.0172477	0.0302725	0.0146485	0.0181507	0.0192096	0.024967	0.0202448	0.0323868	0.0412506	0.0460801	0.0235759	0.0236655	0.0173434	0.0197122	0.0256036	0.0282492	0.0487826	0.0583603	0.0514847	0.0557895	0.0425475	0.0205226	0.0190861	0.0196846	0.0260685	0.0235397	0.0185455	0.0463942	0.0361868	0.0485173	0.0446567
pas	0.0354577	0.0189736	0.0195122	0.0143379	0.0196546	0.0179832	0.0223302	0.0262662	0.028436	0.0211716	0.0351366	0.0192659	0.0212796	0.0151376	0.0108166	0.00702918	0.00751395	0.00756156	0.0120039	0.0074273	0.0268686	0.0436366	0.04727	0.0515883	0.044433	0.0383812	0.0401314	0.0504546	0.0541782	0.0562018	0.0725717	0.106989
bien	0.0340228	0.0296891	0.0194639	0.0165335	0.0242654	0.0217409	0.0201867	0.013988	0.00972823	0.00783068	0.00736397	0.00452585	0.00574736	0.00435201	0.00234525	0.00208962	0.00317668	0.00386606	0.00407096	0.00288455	0.00819112	0.0150734	0.0269185	0.0337614	0.0441692	0.042519	0.0548576	0.0764187	0.0818671	0.0944495	0.107991	0.175912
pétri	0.0419952	0.0363925	0.0277473	0.0217432	0.0289618	0.0275531	0.0282371	0.0239241	0.0193177	0.015771	0.013528	0.00726406	0.00745534	0.00744998	0.00368772	0.00409271	0.00643904	0.00654672	0.00640058	0.00524105	0.0117805	0.0195811	0.0293237	0.0353739	0.0505289	0.0423596	0.0581678	0.0641476	0.06703	0.0600531	0.0710275	0.150878
</S>	0.0703048	0.0570101	0.041088	0.0341194	0.0298561	0.0233888	0.018015	0.0105406	0.00825954	0.00768655	0.00418385	0.00283278	0.00278781	0.00240512	0.00180837	0.00200386	0.00254072	0.00225853	0.00212946	0.00188531	0.00768806	0.0170853	0.0384201	0.0413997	0.0556024	0.0404594	0.0496665	0.0616548	0.0610274	0.0569082	0.0738765	0.171107
