 	a66	a30	a70	a62	a21	a85	a79	a98	a92	a96	a66	a38	a34	a47	a62	a83	a71	a9	a99	a87	a23	a18	a99	a93	a70	a93	a69	a4	a93	a11	a24	a38	a36	a27	a57	a87	a23	a3	a99	a97	a87	a23	a87	a23	a87	</S>
cette	0.0546572	0.0541267	0.0632158	0.0405117	0.0312955	0.0199541	0.0168462	0.0136235	0.00771105	0.00718397	0.00848676	0.00966157	0.00564443	0.00943	0.0118463	0.00911921	0.00863457	0.0156548	0.0169212	0.0121453	0.0146117	0.0299933	0.0395008	0.0285033	0.0301069	0.023711	0.0201213	0.017365	0.0183037	0.0110408	0.0118208	0.0145155	0.00941913	0.0139658	0.0236322	0.0282718	0.022674	0.0187518	0.0207499	0.0275262	0.0138761	0.0249025	0.0227776	0.0320002	0.0185152	0.0466736
femme	0.00838687	0.0174282	0.0286581	0.0316756	0.0193452	0.01743	0.0420577	0.055587	0.0444614	0.0331489	0.0554186	0.0488105	0.036109	0.0584818	0.043448	0.0418886	0.0336412	0.0247411	0.0126911	0.043811	0.0212764	0.00950845	0.0108963	0.0149057	0.0188461	0.0266532	0.0239773	0.0145718	0.00691217	0.00762088	0.00832982	0.0103652	0.0133513	0.0153097	0.0139497	0.00913967	0.0125361	0.00384254	0.00498196	0.00629093	0.00414884	0.00461443	0.00634371	0.0109557	0.0125251	0.010927
qui	0.0413478	0.0545654	0.0427322	0.0974946	0.0385466	0.0387904	0.0360618	0.0426981	0.0714937	0.0367397	0.0468028	0.0381863	0.0324458	0.0342403	0.0281287	0.0277812	0.0432256	0.032136	0.017581	0.0163	0.00962357	0.00658237	0.00858807	0.00405579	0.00370938	0.00307159	0.00159085	0.00230925	0.00207523	0.00133769	0.000898672	0.0014923	0.00202233	0.00276923	0.00204269	0.0020429	0.00493327	0.00746874	0.00500392	0.00670921	0.0181729	0.00863363	0.0116139	0.0119449	0.036224	0.0177857
arrive	0.072405	0.049468	0.024942	0.0327413	0.0164241	0.0219479	0.0181339	0.0169734	0.0174718	0.0147828	0.0107694	0.0083575	0.0091698	0.00946204	0.00636584	0.00843185	0.00848084	0.0137227	0.0143806	0.0113134	0.0157203	0.0243741	0.028686	0.0216986	0.0219572	0.0199391	0.016303	0.0133585	0.0129375	0.00803348	0.00642245	0.00436922	0.00551337	0.00511359	0.00630324	0.00634259	0.0102903	0.0139224	0.0266473	0.0240627	0.033784	0.0345477	0.046583	0.0617252	0.0699495	0.0756713
est	0.0673143	0.0265593	0.0124161	0.010586	0.00820648	0.0112294	0.00853284	0.00998126	0.0127971	0.0172789	0.0135577	0.018192	0.0251729	0.033193	0.0209772	0.0237756	0.0260116	0.0275294	0.0311578	0.0232078	0.0338245	0.0522688	0.0304499	0.031592	0.0299809	0.0347063	0.0136628	0.0132161	0.0117188	0.00721433	0.00410488	0.0120449	0.0127159	0.0183206	0.00718434	0.00483539	0.00459141	0.00476899	0.00897808	0.0134277	0.0201202	0.0171227	0.0213404	0.0352981	0.0587987	0.0700366
veuve	0.0445598	0.0206163	0.0135944	0.0154091	0.0114341	0.0162712	0.0153506	0.01955	0.0204767	0.0204502	0.0148027	0.0175621	0.0303154	0.0395746	0.03851	0.0496671	0.0456087	0.0537756	0.0424867	0.0317393	0.0302984	0.0308355	0.0250598	0.00995129	0.0109028	0.00918662	0.0053558	0.00611436	0.00435316	0.0056773	0.0031194	0.00915552	0.00989037	0.019882	0.0125005	0.00874771	0.0104501	0.0139371	0.0165182	0.0178271	0.0429159	0.0248715	0.0233484	0.0199134	0.0441816	0.0232513
son	0.0450764	0.0292524	0.0200083	0.0215916	0.0120426	0.0176314	0.0162353	0.0199183	0.0184868	0.0122967	0.0204563	0.0285176	0.0296604	0.0408201	0.059102	0.0593675	0.0483737	0.0594829	0.0482151	0.0224152	0.017863	0.0185605	0.0137348	0.00646264	0.00647411	0.005191	0.00316477	0.00429865	0.00298891	0.00289408	0.00161739	0.00391848	0.00498031	0.00681165	0.00595895	0.00570008	0.00919135	0.0157878	0.0150064	0.0165967	0.0331326	0.0287778	0.027384	0.0214857	0.0560015	0.0370661
mari	0.0479132	0.022647	0.0151173	0.0203208	0.0110951	0.0116714	0.014376	0.0262942	0.0307631	0.0289079	0.0256559	0.0249	0.0328158	0.0771763	0.0492039	0.0699213	0.0299457	0.0266203	0.0223457	0.0191129	0.0162129	0.0200807	0.0159555	0.0146476	0.0146897	0.0114433	0.00543724	0.00701164	0.00319966	0.00361499	0.00147055	0.00345179	0.00379215	0.00646171	0.00478267	0.00751409	0.00708778	0.0132311	0.0203028	0.0137675	0.0313802	0.0275214	0.0431725	0.0202889	0.0518597	0.0248183
est	0.0622103	0.0340913	0.0287653	0.0166607	0.019611	0.0127018	0.015087	0.0191667	0.0115703	0.0114201	0.015222	0.0217641	0.0220439	0.0429073	0.0500802	0.0335106	0.0397213	0.0306066	0.0273836	0.0150803	0.0109266	0.0158232	0.0166899	0.0123126	0.0123321	0.0105685	0.00577073	0.00515967	0.00394595	0.0025236	0.0018441	0.00241499	0.00288606	0.00841988	0.0120957	0.016621	0.0137062	0.0178522	0.0252882	0.0283527	0.0378027	0.0325983	0.0450634	0.0357998	0.0502385	0.0433588
mort	0.0447208	0.0257739	0.0281002	0.0185947	0.0171129	0.0125599	0.0172623	0.0236502	0.0217593	0.0266105	0.0224343	0.0214573	0.0227873	0.0329765	0.0322627	0.033184	0.0274297	0.032189	0.0338964	0.0276951	0.0246909	0.0232933	0.0178737	0.0185878	0.019829	0.0146574	0.00714264	0.00559226	0.0062433	0.00430768	0.00196833	0.00411835	0.00367723	0.00692037	0.0138302	0.0110401	0.00893932	0.0104173	0.022665	0.0186648	0.029688	0.0255972	0.0383275	0.0357852	0.0547585	0.0489276
du	0.0512247	0.0390939	0.0415082	0.0298734	0.0242078	0.0180402	0.0170157	0.020094	0.0106488	0.00756229	0.0107309	0.01867	0.0142407	0.01675	0.0191208	0.0152198	0.0170262	0.0180244	0.0193809	0.00827923	0.00794106	0.0107213	0.0103461	0.00787224	0.0086372	0.00549971	0.00529268	0.005474	0.00566701	0.00300184	0.00190756	0.00333188	0.00329972	0.00596634	0.00958299	0.00957705	0.0105199	0.0118826	0.023216	0.0294664	0.0369713	0.034836	0.0475633	0.0597084	0.0654188	0.159586
sida	0.0273403	0.029961	0.0345592	0.0298193	0.0260426	0.0234286	0.0247222	0.0349703	0.0407664	0.0610541	0.0444017	0.0422365	0.0338509	0.0324641	0.0308304	0.0286719	0.0273601	0.0288942	0.0267056	0.0185319	0.0215989	0.0220823	0.0152478	0.0136921	0.0107797	0.00776225	0.00493444	0.00427438	0.00339551	0.00326097	0.00179355	0.00316119	0.00297947	0.00318467	0.00517777	0.0046983	0.00648998	0.00868044	0.0149119	0.0139665	0.0221342	0.0234041	0.0271859	0.0269763	0.029307	0.0523091
</S>	0.0660913	0.0479357	0.0336642	0.0252295	0.0259044	0.0294816	0.0242269	0.0211577	0.0142189	0.0108754	0.0136198	0.0180324	0.0124618	0.0132829	0.0132135	0.0104745	0.0124132	0.0124656	0.0186029	0.00839031	0.0102497	0.0143332	0.0127285	0.012434	0.0126752	0.0115591	0.00486562	0.00972846	0.0109836	0.00484248	0.00324468	0.00456518	0.00288072	0.00375244	0.00699273	0.00781812	0.0122112	0.0144066	0.0276045	0.0257878	0.04296	0.039843	0.0481344	0.0488046	0.061376	0.113476
